NLC,lsoa21cd,lnc_grp,piece_area_m2,covered_area_m2,area_share
519,E01000888,4,9711.23305074427,872100.2273330718,0.011135455245140492
519,E01000890,2,15645.575240447612,872100.2273330718,0.017940111411612173
519,E01000892,1,133055.9434417462,872100.2273330718,0.1525695548189894
519,E01000897,2,52462.86187729764,872100.2273330718,0.06015691801587052
519,E01000898,2,126260.01838214698,872100.2273330718,0.14477695845609023
519,E01000903,3,99495.84440860251,872100.2273330718,0.11408762581437001
520,E01004198,2,22951.688890179576,878428.8796823177,0.02612811283991484
520,E01004199,1,9864.375838532149,878428.8796823177,0.011229566862714695
520,E01004201,2,12319.466982936523,878428.8796823177,0.014024433016582785
520,E01004203,2,114162.68429641666,878428.8796823177,0.1299623531704734
520,E01004204,2,5930.847335256767,878428.8796823177,0.006751653403519301
520,E01004205,1,748.3596266678558,878428.8796823177,0.0008519296712313223
520,E01004206,1,18686.64577887533,878428.8796823177,0.021272804447906267
520,E01004208,2,652.8159878085698,878428.8796823177,0.0007431631665441824
520,E01004209,2,51037.109125382325,878428.8796823177,0.05810044535858134
520,E01004211,1,127358.22226041948,878428.8796823177,0.14498410196449638
520,E01004212,1,67386.42869010134,878428.8796823177,0.07671244678848847
520,E01004259,2,166482.5820505115,878428.8796823177,0.18952312008539568
520,E01004260,3,49776.86058151701,878428.8796823177,0.056665783346648076
520,E01004266,2,84424.58324552441,878428.8796823177,0.09610861527692079
520,E01004313,2,17720.12258287809,878428.8796823177,0.02017251822286005
520,E01032785,3,12796.928442857596,878428.8796823177,0.014567973274609985
520,E01032786,3,27614.274069642903,878428.8796823177,0.03143598156703313
520,E01032787,2,87234.74318239574,878428.8796823177,0.0993076903550166
520,E01035661,4,1280.140714413867,878428.8796823177,0.0014573071810626578
521,E01003934,1,34994.852301896855,344568.4163832788,0.10156140446421684
521,E01003935,1,4908.739093675734,344568.4163832788,0.01424605059627846
521,E01032739,1,79742.73540502328,344568.4163832788,0.23142787212488417
521,E01032740,1,224922.08958268297,344568.4163832788,0.6527646728146207
522,E01004391,5,435041.2140577319,1565022.7332747441,0.2779775685094532
522,E01004393,4,123030.26153920808,1565022.7332747441,0.07861244371944198
522,E01004395,7,83658.51052200707,1565022.7332747441,0.05345514077418873
522,E01004396,4,54800.871957786905,1565022.7332747441,0.03501602295777416
522,E01004401,4,599531.5808500156,1565022.7332747441,0.3830817074430101
522,E01004404,4,41797.87513301631,1565022.7332747441,0.026707519478363112
522,E01004458,4,41156.57949394317,1565022.7332747441,0.026297751859376998
522,E01034485,4,143676.8691972529,1565022.7332747441,0.09180497263232408
522,E01034486,2,42328.970523782205,1565022.7332747441,0.02704687262606762
523,E01001712,4,3240.9596792174952,705340.1271205873,0.004594889124553394
523,E01003611,3,53005.54865116142,705340.1271205873,0.07514891980915105
523,E01033581,5,501051.47478622803,705340.1271205873,0.7103685945554699
523,E01033582,5,79707.38168018204,705340.1271205873,0.11300559632920898
523,E01033737,1,0.09370650354885451,705340.1271205873,1.3285293143804668e-07
523,E01034224,3,68334.66861729474,705340.1271205873,0.09688186732868527
524,E01004713,1,59549.17515675595,569193.8607293689,0.10462019931214513
524,E01004714,1,206751.55998099572,569193.8607293689,0.3632357519036886
524,E01004717,1,2011.0790940577576,569193.8607293689,0.0035332058773099684
524,E01004761,1,111067.41912754417,569193.8607293689,0.19513109116324906
524,E01004762,1,90372.57933206377,569193.8607293689,0.15877293408656892
524,E01004765,1,13036.950155887327,569193.8607293689,0.022904235367510274
524,E01035716,1,86405.0978820641,569193.8607293689,0.1518025822895279
525,E01003929,1,92720.2740058518,833716.704059846,0.11121316576043573
525,E01003935,1,245.41269088429416,833716.704059846,0.0002943598103399376
525,E01003936,1,71338.57960722892,833716.704059846,0.08556693090091677
525,E01003937,2,42490.285012415734,833716.704059846,0.05096489587590857
525,E01003938,1,53934.902766947635,833716.704059846,0.0646921220413452
525,E01003939,1,134989.8901489122,833716.704059846,0.16191338075819858
525,E01003940,2,46387.69571717567,833716.704059846,0.05563963813041926
525,E01003941,3,19546.528605036103,833716.704059846,0.02344504855168766
525,E01003942,2,120760.19293394987,833716.704059846,0.14484559604707337
525,E01003943,3,10958.0117759726,833716.704059846,0.01314356750034123
525,E01003981,1,50341.644354950055,833716.704059846,0.0603821947069162
525,E01032583,2,1.615085356303124,833716.704059846,1.9372112234747662e-06
525,E01032646,1,11137.823986112162,833716.704059846,0.013359242932132333
525,E01032803,1,25177.01425427139,833716.704059846,0.030198524428825802
525,E01033867,1,105419.4748348452,833716.704059846,0.12644519933629392
525,E01033868,1,48125.446531879126,833716.704059846,0.05772398021717528
525,E01033873,1,141.9117480569394,833716.704059846,0.00017021579076668307
526,E01001248,5,339832.95610493753,1750049.593079072,0.1941847576485125
526,E01001299,6,244643.61803709515,1750049.593079072,0.13979239160112275
526,E01001302,5,57658.06709399466,1750049.593079072,0.032946533242266526
526,E01001305,5,35107.46963314781,1750049.593079072,0.020060842716679263
526,E01001337,5,5635.957489903343,1750049.593079072,0.0032204558729031947
526,E01002563,5,391271.07777532825,1750049.593079072,0.22357713708382296
526,E01002565,5,73727.87887212151,1750049.593079072,0.04212902260809833
526,E01002678,7,602172.5680725436,1750049.593079072,0.3440888592265944
527,E01001390,4,136918.00445693408,1837281.078025578,0.07452207835508332
527,E01001391,3,42360.32023656393,1837281.078025578,0.023055982420548394
527,E01001392,5,73082.04463956915,1837281.078025578,0.03977728041378747
527,E01001393,4,199725.11755884762,1837281.078025578,0.10870689299945378
527,E01001396,3,1025.6830442134924,1837281.078025578,0.0005582613659286884
527,E01001527,4,20405.906629502413,1837281.078025578,0.011106578559787644
527,E01001535,5,17119.197217476787,1837281.078025578,0.009317680033952029
527,E01001962,5,198207.85707596483,1837281.078025578,0.10788107461976781
527,E01001963,5,29939.09965879175,1837281.078025578,0.01629532901463591
527,E01001964,4,36719.51697415123,1837281.078025578,0.0199857917295984
527,E01001965,4,40103.76396473368,1837281.078025578,0.021827778255807718
527,E01001969,2,121347.99482457811,1837281.078025578,0.06604759406491245
