lsoa21cd,tot_boardings,tot_alightings,min_direction_activity,total_activity,log_total_activity,direction_balance,post_midnight_share,deep_night_share,post_midnight_persistence,weekend_ratio,passes_both_directions_36,retained_for_fit,exclusion_reason,post_2300_share,cluster,volume_band,lad22cd,lnc_grp
E01000086,170.3199,268.57277,170.3199,438.89267,6.08653076533792,-0.2238653700915077,0.04265585023327,0.0088697539651322,0.0640387329981551,0.7623697039556984,True,True,retained,0.1031874831721386,3,low,E09000002,5
E01000087,1473.09786,2259.51575,1473.09786,3732.61361,8.2251318399043,-0.2106882662306961,0.0356915298286125,0.0071707609724972,0.0517569882013116,0.6878523311003045,True,True,retained,0.0865106474280899,3,high,E09000002,5
E01000088,181.29112,314.29304,181.29112,495.58416,6.207752975666437,-0.2683740335849314,0.0680748956948099,0.0377440029560266,0.1040799650870635,0.7554513816233132,True,True,retained,0.1185572799582617,0,medium,E09000002,5
E01000090,168.62313,448.76399,168.62313,617.38712,6.427114669113228,-0.4537523555723028,0.0403542432177723,0.0098065537875166,0.0612562671083326,0.629520173698726,True,True,retained,0.0963775208008874,0,medium,E09000002,6
E01000091,326.52248,1450.01033,326.52248,1776.53281,7.482981620016182,-0.6324047851387558,0.0850949608974573,0.0306912429047679,0.1354307030169431,0.7753077767284212,True,True,retained,0.1649768348494504,1,high,E09000002,5
E01000093,605.86632,1054.08127,605.86632,1659.94759,7.415143555834324,-0.2700175310956656,0.0645812437969803,0.0290815386526751,0.0998934332557029,0.7880194932852026,True,True,retained,0.1293317579984558,2,high,E09000002,4
E01000094,637.45267,1086.88155,637.45267,1724.33422,7.45317606142285,-0.260639077266587,0.1403928700086923,0.0536675192817318,0.2334726023994021,0.7602322461883209,True,True,retained,0.2084959260392106,1,high,E09000002,6
E01000095,1416.64962,1200.18412,1200.18412,2616.83374,7.870102437959716,0.0827203871194353,0.0252035079614954,0.0006602788605133,0.036068151050093,0.7092504265269968,True,True,retained,0.0764476729805539,0,high,E09000002,6
E01000096,293.67354,350.7369,293.67354,644.41044,6.469886455501905,-0.0885512655567777,0.0101917032877369,0.0,0.0136008495943978,0.5983936100299507,True,True,retained,0.0531090868111944,0,medium,E09000002,5
E01000097,74.25260999999999,79.49302,74.25260999999999,153.74562999999998,5.041782672070659,-0.0340849362677821,0.0250159955765897,0.0140675217890745,0.0342769956629053,0.6397649533998951,True,True,retained,0.0745479399967335,0,low,E09000002,5
E01000098,373.1421,638.43899,373.1421,1011.58109,6.92025788466264,-0.2622596375343473,0.0329914035858459,0.00682060990286,0.0471012400292541,0.779276504269368,True,True,retained,0.1033897539543765,2,medium,E09000002,5
E01000099,401.98473,767.61162,401.98473,1169.59635,7.0652685987931445,-0.3126094656502647,0.0879846367509611,0.0321681663934741,0.1327187395659071,0.768687325826129,True,True,retained,0.1347554393445225,1,medium,E09000002,5
E01000101,276.01677,544.25161,276.01677,820.26838,6.710849950065884,-0.3270086310044037,0.0828850430635885,0.0362800526335051,0.1258856580239215,0.7963415808258332,True,True,retained,0.1491454418857399,1,medium,E09000002,4
E01000104,362.40026,732.34907,362.40026,1094.74933,6.999193727845389,-0.3379301542938601,0.0101048885775522,0.0,0.0145205334381462,0.8328819368679033,True,True,retained,0.0686241296900359,0,medium,E09000002,5
E01000105,471.66248,475.84823,471.66248,947.51071,6.854893080824235,-0.0044176281659127,0.0171200597827543,0.0,0.0241440355899716,0.7740437028489823,True,True,retained,0.0771803096558138,0,medium,E09000002,5
E01000106,144.72735,296.754,144.72735,441.48135,6.092398316667124,-0.344355769501928,0.0158532857616748,0.0,0.022261224903152,0.7952776611701544,True,True,retained,0.0761195008577372,0,low,E09000002,5
E01000110,134.70783,280.54483,134.70783,415.25266,6.0312924316646255,-0.3512006401114926,0.1056952410611891,0.0218911541710533,0.1651776109150178,0.777838656155007,True,True,retained,0.1775724446894572,2,low,E09000002,6
E01000111,375.89677,516.69184,375.89677,892.58861,6.795245501478592,-0.1577379191518026,0.0066629015129377,0.0,0.0090791860039081,0.7346425848074449,True,True,retained,0.0732360678454097,0,medium,E09000002,5
E01000112,663.2286,976.80418,663.2286,1640.03278,7.4030810665152,-0.1912008002669312,0.0783549643440663,0.0268601704412274,0.1232763965310391,0.7746328404110596,True,True,retained,0.1590297481736919,1,high,E09000002,4
E01000113,1751.95294,975.53563,975.53563,2727.48857,7.911503097502614,0.2846638180412246,0.0254734229738678,0.0059296637125779,0.0359155318804198,0.7517086387863227,True,True,retained,0.0872567726287483,2,high,E09000002,4
E01000114,696.23434,1061.21334,696.23434,1757.44768,7.472186698841337,-0.2076755991962162,0.0832636053210983,0.036190636412004,0.1242277429768141,0.6794770705381709,True,True,retained,0.1449160523515556,1,high,E09000002,5
E01000118,424.99556,805.09659,424.99556,1230.09215,7.115656981221901,-0.3090020776085759,0.0286047675371312,0.0,0.0401685190754659,0.721697451434063,True,True,retained,0.0947778505862345,3,medium,E09000003,5
E01000120,199.07163,185.7432,185.7432,384.81483,5.955357539338859,0.0346359572472817,0.0218424274345144,0.0,0.0319831043712526,0.8125229716776099,True,True,retained,0.0877154864327863,3,low,E09000003,5
E01000121,46.52724,107.34919,46.52724,153.87643,5.042627573159304,-0.3952648888461995,0.0352061066142488,0.0,0.0505491187385818,0.6695476858638169,True,True,retained,0.0801302707633651,0,low,E09000003,6
E01000123,48.3948,133.72232,48.3948,182.11712,5.21012594812876,-0.4685310200380941,0.0216928534780255,0.0,0.0301147598104281,0.6136908476916234,True,True,retained,0.0944567430014267,0,low,E09000003,6
E01000124,130.95991999999998,193.45776,130.95991999999998,324.41768,5.785109526437404,-0.1926462207608414,0.0311461446860725,0.0006677194658441,0.047124856552738,0.8055270685721707,True,True,retained,0.1173120404535289,3,low,E09000003,5
E01000126,212.28986,436.07525,212.28986,648.36511,6.47599513170864,-0.345153350401597,0.0734663066616894,0.0342857282989826,0.1158830088610025,0.7415527835583218,True,True,retained,0.142459763141789,2,medium,E09000003,2
E01000127,125.08355,255.69005,125.08355,380.7736,5.9448277627511255,-0.3430030338237736,0.0865539785321251,0.0520397422510384,0.1261699321704161,0.8026513941183674,True,True,retained,0.1252561364548382,2,low,E09000003,5
E01000128,45.95268,118.85495,45.95268,164.80763,5.110828260942701,-0.4423476631512752,0.0251437387941322,0.0042199502535167,0.0357103000743095,0.7382620744497652,True,True,retained,0.0775879126470054,2,low,E09000003,4
E01000129,3965.8132,3893.27822,3893.27822,7859.09142,8.96955351639887,0.0092294358372535,0.0573694955186053,0.0132115055610334,0.0870941181630449,0.8083470063078008,True,True,retained,0.130526632810183,1,high,E09000003,3
E01000130,323.31029,699.50463,323.31029,1022.81492,6.931291047076115,-0.3678029452288396,0.0690667770079067,0.0192558982225249,0.1006589878274812,0.636657967159332,True,True,retained,0.1234673033514215,2,medium,E09000003,4
E01000131,324.53033,311.97749,311.97749,636.50782,6.457566543624013,0.019721423061228,0.0623081111556492,0.0271737117071083,0.0960270780689616,0.8869749378342155,True,True,retained,0.1192825564971063,2,medium,E09000003,4
E01000133,156.3964,497.2167,156.3964,653.6131,6.484044374088042,-0.5214404362458462,0.0489340253431273,0.0026471929647676,0.0750156709122959,0.825187795378561,True,True,retained,0.1213389541917076,3,medium,E09000003,4
E01000134,43.18635,148.53079,43.18635,191.71714,5.261223518013851,-0.5494784660359527,0.0347620979532659,0.0,0.051598542990295,0.7136783053729047,True,True,retained,0.1173552870651001,0,low,E09000003,5
E01000135,91.14012,257.29552,91.14012,348.43564,5.8563193959324185,-0.4768610926253124,0.0859571081764196,0.0163690775145734,0.1385437331258281,0.8051170713351817,True,True,retained,0.175549206160426,2,low,E09000003,5
E01000136,320.46322,331.82261,320.46322,652.28583,6.482014751729339,-0.0174147428589703,0.0440006952166966,0.015155610539631,0.0620390845175456,0.865353026046386,True,True,retained,0.1034050670700603,2,medium,E09000003,6
E01000138,237.46763,530.17357,237.46763,767.6412,6.644624280649346,-0.3813056672831005,0.0935413836568438,0.0279894565325571,0.1445605694065668,0.7425371246314066,True,True,retained,0.1679914522566011,2,medium,E09000003,5
E01000139,1051.14862,2120.41494,1051.14862,3171.56356,8.062295234060823,-0.3371416967598152,0.065807014758361,0.0129803830890275,0.1016208473920412,0.751003350452349,True,True,retained,0.1379038356715133,1,high,E09000003,5
E01000140,999.54561,1701.31782,999.54561,2700.86343,7.9016969732013,-0.2598325417735024,0.0540627039405691,0.0117583435160955,0.0815290709671306,0.7226714827782156,True,True,retained,0.1286638880515332,1,high,E09000003,3
E01000141,5565.17974,7351.28236,5565.17974,12916.4621,9.46633532615278,-0.1382811025319387,0.0603259107615854,0.011421852892674,0.0978877102950862,0.8670336019358772,True,True,retained,0.1383019557654258,1,high,E09000003,2
E01000143,314.0505,548.20704,314.0505,862.25754,6.760713070665783,-0.2715621831500598,0.02926433093296,0.0,0.045111651623365,0.8012908058062491,True,True,retained,0.1133849522498811,0,medium,E09000003,3
E01000144,806.20345,585.01847,585.01847,1391.22192,7.23865625347486,0.1589861235078872,0.0682646877789274,0.015299809249699,0.1086706150647791,0.9329429421863806,True,True,retained,0.1420105715413109,2,high,E09000003,2
E01000146,7215.78113,4891.29149,4891.29149,12107.07262,9.401627667811102,0.191994358418245,0.0638063414870307,0.0127096032897174,0.100126032028167,0.8356525375009808,True,True,retained,0.1448307518287604,1,high,E09000003,3
E01000150,427.22435,688.19975,427.22435,1115.4241,7.017886088673881,-0.2339696623015407,0.181030354284079,0.0661121630777029,0.3243786623511626,0.7722744157005811,True,True,retained,0.2569575643918757,1,medium,E09000003,4
E01000151,413.93746,759.79526,413.93746,1173.73272,7.068795928362077,-0.2946648705507673,0.0669777783821175,0.0225546749689316,0.0995877762816515,0.7510975391425817,True,True,retained,0.1204537094271343,1,medium,E09000003,3
E01000152,46.15899,105.55029,46.15899,151.70928,5.028535983135037,-0.3914809957571481,0.0012320274672716,0.0,0.0015967532882473,0.8729468369945723,True,True,retained,0.0273274647404562,0,low,E09000003,4
E01000154,560.0421,781.99031,560.0421,1342.03241,7.202685328771144,-0.1653821534757122,0.0571810929663017,0.0236096161045767,0.0819281141729453,0.6035051031027117,True,True,retained,0.1111174282296207,1,medium,E09000003,2
E01000156,657.35552,1626.73105,657.35552,2284.08657,7.734159188825083,-0.4244040233553845,0.0680064372516318,0.0158360241135693,0.1040014634013282,0.7142450392261772,True,True,retained,0.1459532464218289,1,high,E09000003,5
E01000159,34.268519999999995,33.86768,33.86768,68.1362,4.23607847203427,0.0058829227341706,0.0002856044217317,0.0,0.0003500101351855,0.7431258458708004,True,True,retained,0.052118404020183,0,low,E09000003,5
E01000160,334.78515,385.04158,334.78515,719.82673,6.580398789402324,-0.0698173989732223,0.0141875392707353,0.0,0.0196547364404995,0.8564428529874817,True,True,retained,0.0741352297378565,3,medium,E09000003,4
E01000161,391.32318,704.51249,391.32318,1095.83567,7.000184649601118,-0.2857995213826175,0.0487195858481226,0.0166829210806762,0.0728493258559676,0.7742012984151373,True,True,retained,0.1130602912387402,2,medium,E09000003,3
E01000162,1026.81618,1573.28657,1026.81618,2600.10275,7.863690768705297,-0.21017261337076,0.0478571241078838,0.0107568672045748,0.0685715858941561,0.7917928657019953,True,True,retained,0.1106766222988687,2,high,E09000003,4
E01000164,1032.91827,1898.10564,1032.91827,2931.02391,7.983448217816402,-0.2951826380699842,0.052882871228437,0.0134440117890406,0.0775265230972714,0.7389455802729077,True,True,retained,0.1115982980841667,1,high,E09000003,5
E01000167,33.0873,65.92544,33.0873,99.01274,4.605297577873401,-0.3316557041043405,0.010390784054658,0.0,0.0148941656049037,0.857557358330381,True,True,retained,0.1290935893704184,0,low,E09000003,5
E01000170,172.33009,293.99551,172.33009,466.3256,6.147026231000637,-0.260902296592767,0.0285983870497352,0.0,0.0401607434346208,0.7171190361635466,True,True,retained,0.0872456069321521,0,medium,E09000003,5
E01000171,891.40003,1024.15432,891.40003,1915.55435,7.55828424340624,-0.0693033272587644,0.0327928779467938,0.0,0.0470190098477167,0.6580185738128208,True,True,retained,0.0951306027939118,3,high,E09000003,3
E01000172,46.4333,86.72184,46.4333,133.15514,4.898996891456293,-0.3025684175616503,0.0288316320346326,0.0,0.0389460736449934,0.5492543450376164,True,True,retained,0.091271730103697,3,low,E09000003,7
E01000173,66.79684,54.58805,54.58805,121.38489,4.807170914745512,0.1005791577518421,0.0398816524857418,0.0,0.0554586127344833,0.743732304834725,True,True,retained,0.098107927601203,3,low,E09000003,7
E01000174,294.91561,487.45293,294.91561,782.36854,6.663603262140964,-0.2460954270988452,0.0339113328866725,0.0,0.0488887166587495,0.7444165853299145,True,True,retained,0.0996608324767251,3,medium,E09000003,6
E01000175,41.694,87.34661,41.694,129.04061,4.867846786289052,-0.3537848278925526,0.0489272330625219,0.0,0.0702704146595553,0.5954523830221304,True,True,retained,0.1171598615350624,0,low,E09000003,5
E01000176,86.65189,199.2357,86.65189,285.88759,5.659090466562056,-0.3938044669934781,0.0256298988004341,0.0086941164532535,0.0383703462352337,0.7985786237866689,True,True,retained,0.1229562990124894,0,low,E09000003,5
E01000178,229.7275,221.293,221.293,451.0205,6.113727532786071,0.0187009237939295,0.0576427013849703,0.0204895564614025,0.0849789188997132,0.8389135486489493,True,True,retained,0.1156135918433862,2,low,E09000003,5
E01000180,36.84873,43.25684,36.84873,80.10557,4.395751639404144,-0.0799958105285312,0.0864851220707873,0.0508407842301103,0.116612551106802,0.8250853470969416,True,True,retained,0.1060248369745075,2,low,E09000003,5
E01000181,206.70302,206.55377,206.55377,413.25679,6.026486047240536,0.0003611555904502,0.0465056847583798,0.0111614379040208,0.0689442863883464,0.8011317156892718,True,True,retained,0.1054946489808431,2,low,E09000003,3
E01000182,944.37768,804.48414,804.48414,1748.86182,7.467292103800055,0.0799911910707731,0.0802587822518762,0.0274452557949947,0.1247761558584166,0.7849345166499674,True,True,retained,0.1468273977185916,1,high,E09000003,6
E01000183,213.0397,312.819,213.0397,525.8587,6.266932391148257,-0.189745458238116,0.0720094010044903,0.0366646021069918,0.1039718549688837,0.7503732511054629,True,True,retained,0.124042085830281,2,medium,E09000003,6
E01000184,123.52874,312.18591,123.52874,435.71465,6.079280006986302,-0.432983306850022,0.0648554047930222,0.0068670860619444,0.0993122896878386,0.79167620494634,True,True,retained,0.1277827816898054,2,low,E09000003,7
E01000185,143.37718,386.95206,143.37718,530.32924,6.27538186676279,-0.4592899309115975,0.0475795564280031,0.0095191432401502,0.0718025279167536,0.7033708500516948,True,True,retained,0.1363511278390005,2,medium,E09000003,6
E01000186,224.73401,417.93755,224.73401,642.67156,6.46718859601012,-0.3006256259418107,0.0556817233362559,0.0247081884252043,0.0803047072123559,0.6663695108878797,True,True,retained,0.1114730827671913,2,medium,E09000003,5
E01000188,80.65402,676.78208,80.65402,757.4361,6.631258550018928,-0.7870341273673119,0.0289857718690725,0.0,0.0432448402031154,0.5982572992422908,True,True,retained,0.11459510577856,0,medium,E09000003,7
E01000191,187.73755,250.10233,187.73755,437.83988,6.084134608501072,-0.1424374134215457,0.0335970081117325,0.0127685490869401,0.0470837379778527,0.664589180574145,True,True,retained,0.0955272735777289,2,low,E09000003,7
E01000192,145.05705,158.38343999999998,145.05705,303.44049,5.718475632910443,-0.0439176393367937,0.0250828753934585,0.0026274674154395,0.0348875995227957,0.7057315946624927,True,True,retained,0.0801539702232882,2,low,E09000003,5
E01000193,6887.99807,6495.32162,6495.32162,13383.31969,9.501839128364658,0.0293407360128598,0.0382222372213242,0.0080399663530715,0.0567029198816178,0.8104336413812491,True,True,retained,0.1052767132995236,1,high,E09000003,3
E01000194,1175.74814,1809.97819,1175.74814,2985.72633,8.001933193663838,-0.2124206909479209,0.0467795285176052,0.0128568648821876,0.0666235839702642,0.7374541504215891,True,True,retained,0.1017454972170875,1,high,E09000003,2
E01000196,1462.37181,1655.49656,1462.37181,3117.86837,8.0452255130882,-0.0619412775273768,0.0671792824916466,0.0173029594575219,0.0993819242924266,0.7007997348053927,True,True,retained,0.1283050348915146,1,high,E09000003,3
E01000197,156.11011,210.70811,156.11011,366.81822,5.907588848735543,-0.1488421158578219,0.0879847244229035,0.0297391988871217,0.1310219136042287,0.8073130840072301,True,True,retained,0.155004759578191,2,low,E09000003,5
E01000198,130.2561,211.74074,130.2561,341.99684,5.837721234295513,-0.2382613827659927,0.0260768783711568,0.0,0.0361431798740643,0.9143465861038584,True,True,retained,0.0827690981004385,0,low,E09000003,5
E01000200,137.18244,231.58924,137.18244,368.77168,5.912885734084297,-0.2560033894142847,0.0234102846509254,0.0,0.0302723574161112,0.7984523287742231,True,True,retained,0.0711809811425866,0,low,E09000003,5
E01000201,205.12221,335.37319,205.12221,540.4954,6.294334571483449,-0.2409844376103848,0.0499002951736499,0.0118102762761718,0.0722854683799452,0.6127595510581251,True,True,retained,0.1062172777048611,2,medium,E09000003,5
