lsoa21cd,tot_boardings,tot_alightings,min_direction_activity,total_activity,log_total_activity,direction_balance,post_midnight_share,deep_night_share,post_midnight_persistence,weekend_ratio,passes_both_directions_36,retained_for_fit,exclusion_reason,post_2300_share,cluster,volume_band,lad22cd,lnc_grp
E01000001,1695.58664,848.25751,848.25751,2543.84415,7.841824689388495,0.3330900322647517,0.0790770574525959,0.0250413847090435,0.1275984051470363,0.5866724757653348,True,True,retained,0.1526715148803436,1,high,E09000001,1
E01000005,5818.1283,5894.694390000001,5818.1283,11712.82269,9.368524849946471,-0.0065369460484849,0.1062461836003427,0.0367449470884118,0.1958414137963004,0.8336769401555056,True,True,retained,0.211180735461129,1,high,E09000001,1
E01000008,87.66761,299.77321,87.66761,387.44082,5.9621408287320605,-0.5474528987420582,0.0197388597308874,0.0,0.0302136626861874,0.7479231226356297,True,True,retained,0.1040111364620795,0,low,E09000002,4
E01000009,16703.20159,12043.68535,12043.68535,28746.88694,10.266319545785274,0.1620876809974333,0.0963919354392535,0.0285670894282927,0.1629088548036001,0.8583095004763358,True,True,retained,0.1797451699999624,1,high,E09000002,2
E01000011,183.51076,253.26733,183.51076,436.77809,6.081712138153476,-0.1597071180928512,0.0324390126803292,0.0114432479889272,0.0524735293595889,0.9206766637273752,True,True,retained,0.0581146595517188,2,low,E09000002,4
E01000013,4396.23086,2948.13232,2948.13232,7344.36318,8.901824533267122,0.1971714231049232,0.0304496161912298,0.0025489725305223,0.0443723161765527,0.6389071598497863,True,True,retained,0.0896035209413486,3,high,E09000002,4
E01000017,492.95451,1002.85876,492.95451,1495.81327,7.311093640500484,-0.3408876363290988,0.0351562531598613,0.0097870839185695,0.0503877336805708,0.7266387138537388,True,True,retained,0.086246881604413,3,high,E09000002,5
E01000019,71.65642,111.93169,71.65642,183.58811,5.218126910460241,-0.2193784227094009,0.0213427220313995,0.0,0.0306502042032786,0.646435883419153,True,True,retained,0.0720761273701221,0,low,E09000002,5
E01000021,219.06466,293.81801,219.06466,512.88267,6.241994970915459,-0.1457513664869979,0.0117230515899474,0.0,0.0170053712485614,0.7208789930685817,True,True,retained,0.069667863802066,0,medium,E09000002,5
E01000024,879.8379199999999,1660.2088,879.8379199999999,2540.04672,7.840331369613158,-0.3072269788801366,0.0869012283364614,0.0414303206202443,0.1339213564913733,0.7963823126483859,True,True,retained,0.1491253712057706,1,high,E09000002,5
E01000027,607.7230000000001,1123.82169,607.7230000000001,1731.54469,7.457346525825166,-0.2980568119209212,0.0359816528905182,0.0106170981934055,0.0541360240609803,0.7576929490519448,True,True,retained,0.1105951588231892,3,high,E09000002,7
E01000029,240.51676,711.48983,240.51676,952.00659,6.85962181863554,-0.49471618678606,0.0393959667863223,0.0,0.0577558151433611,0.6914639979993557,True,True,retained,0.1065470775785281,3,medium,E09000002,5
E01000030,124.5355,414.56862,124.5355,539.10412,6.291761935786748,-0.5379909172276406,0.0391878288743183,0.0032095098809484,0.0611379762166283,0.7216727946991724,True,True,retained,0.1203108037831356,3,medium,E09000002,6
E01000031,117.31279,194.75088,117.31279,312.06367,5.746406588383761,-0.2481483666458194,0.0361614666647995,0.0149010616968005,0.0516967245336706,0.6175486886809399,True,True,retained,0.0994826151983664,0,low,E09000002,5
E01000032,507.74102,481.82026,481.82026,989.56128,6.89827173196844,0.026194193855281,0.0544724931032063,0.0194388870995437,0.0728668792820918,0.733962510911693,True,True,retained,0.0956383418720667,2,medium,E09000002,4
E01000034,279.92898,559.7860000000001,279.92898,839.71498,6.7342526964671,-0.3332762028373009,0.0327113492723447,0.0,0.0453155992561092,0.548505074701501,True,True,retained,0.0809994243522963,3,medium,E09000002,6
E01000035,628.38371,839.58534,628.38371,1467.96905,7.292316107197673,-0.1438733534606877,0.0189683086302126,0.0,0.0264265919854269,0.7532766233625422,True,True,retained,0.0673209901802766,3,high,E09000002,5
E01000036,672.22453,567.85177,567.85177,1240.0763,7.123734265989887,0.0841664016964117,0.0076583110248941,0.0,0.010723377963028,0.6318354777557814,True,True,retained,0.0666522697030819,0,medium,E09000002,5
E01000038,40.01843,70.47512,40.01843,110.49355,4.713966741693308,-0.2756422433707669,0.0348623064423217,0.0,0.0462643444857651,0.7281280413226412,True,True,retained,0.0922368771751835,3,low,E09000002,5
E01000040,290.55586,575.7264700000001,290.55586,866.28233,6.765364563909708,-0.3291889954629457,0.0181138059228334,0.0,0.0266286705175081,0.8478604367928626,True,True,retained,0.0866506996627762,0,medium,E09000002,5
E01000041,123.06615,307.01531,123.06615,430.08146,6.066297074565245,-0.4277077184401299,0.0294994813308157,0.0015086444321501,0.0446431449271792,0.9605646505839828,True,True,retained,0.1044449346874892,0,low,E09000002,5
E01000042,185.79436,292.50794,185.79436,478.3023,6.172331504818791,-0.2231090672154409,0.0205480508874826,0.0,0.0302414052580249,0.8004675787895221,True,True,retained,0.0806739378004245,0,medium,E09000002,5
E01000043,103.54773,123.53963,103.54773,227.08736,5.429728713462937,-0.0880361637036953,0.0275078718604153,0.0,0.0383825207390799,0.7429147453141804,True,True,retained,0.07566268769869,0,low,E09000002,6
E01000045,547.10684,710.91683,547.10684,1258.02367,7.138091834503042,-0.1302121684244621,0.0219115511554722,0.0010315386196191,0.0310874791021349,0.7486915983138335,True,True,retained,0.0812255623139427,0,medium,E09000002,5
E01000049,91.5071,65.16989,65.16989,156.67699,5.060548573367488,0.1680987744275659,0.0034488791238585,0.0,0.0043988574172187,0.8701356974603907,True,True,retained,0.0425650888493581,0,low,E09000002,5
E01000050,1030.01112,1343.66001,1030.01112,2373.67113,7.77261423530172,-0.1321366241666343,0.0333925576286551,0.0095907852238991,0.049742322270256,0.7539593043443422,True,True,retained,0.0972068990871536,1,high,E09000002,4
E01000052,272.95798,702.59973,272.95798,975.55771,6.884033847392792,-0.4404062882143589,0.0524325413818932,0.0071200400845584,0.0816428581028066,0.7216379313432261,True,True,retained,0.1327596396116842,2,medium,E09000002,4
E01000057,167.75599,193.73806,167.75599,361.49405,5.893008060366919,-0.071874129048597,0.0139843795492622,0.0020940316998301,0.0189296089441538,0.9095700502727632,True,True,retained,0.0655984240957769,0,low,E09000002,4
E01000058,113.32689,195.20714,113.32689,308.53403,5.735068037615157,-0.2653848264322739,0.026850036606983,0.0,0.038661927632753,0.7831585241736206,True,True,retained,0.0790327083206996,0,low,E09000002,5
E01000060,1608.00038,2389.66063,1608.00038,3997.66101,8.293714836561577,-0.1955293978265555,0.0728610378097066,0.0359789561046348,0.1068097883612066,0.7690276838976724,True,True,retained,0.1349329617120287,1,high,E09000002,5
E01000061,621.50667,817.61467,621.50667,1439.12134,7.272482652908933,-0.136269259963861,0.077796178048475,0.0395294256424548,0.1136319488331882,0.7637843315301762,True,True,retained,0.141531915578432,1,high,E09000002,6
E01000062,53.86195,180.5049,53.86195,234.36685,5.461145360780386,-0.5403620435227934,0.0485896789584363,0.0,0.0692723598246944,0.6030061168081152,True,True,retained,0.1078355578017966,3,low,E09000002,4
E01000063,160.85143,73.68533,73.68533,234.53676,5.4618669946934215,0.3716521879128884,0.2379107223959263,0.1256292190614384,0.4304042669862319,1.0326643555924528,True,True,retained,0.2825823977443877,2,low,E09000002,5
E01000064,315.548,469.28758,315.548,784.83558,6.66674758479618,-0.195887627826455,0.0241455159308654,0.0,0.0342180185857809,0.746924899758011,True,True,retained,0.0772897553905494,3,medium,E09000002,3
E01000065,92.63884,251.34676,92.63884,343.9856,5.843502677029823,-0.4613795461205353,0.02154639612821,0.0102396146815448,0.0287353068685666,0.5048438421906138,True,True,retained,0.0727301084696568,0,low,E09000002,5
E01000067,366.36064,532.34015,366.36064,898.70079,6.802062252493156,-0.1846882876335293,0.0674942769328154,0.0238689119211745,0.1020228756559431,0.8877094938424015,True,True,retained,0.1375191068876216,1,medium,E09000002,3
E01000068,163.92042,175.26231,163.92042,339.18273,5.829482914416893,-0.0334388782117532,0.0754073770206401,0.0259849020025282,0.115084122447165,0.9594092327307427,True,True,retained,0.1340148126055828,2,low,E09000002,5
E01000070,834.41099,1067.47579,834.41099,1901.88678,7.551127369992852,-0.1225439928658634,0.0902761677537923,0.0263587614821109,0.1389334976005647,0.8100238120300656,True,True,retained,0.1477488896578796,1,high,E09000002,4
E01000071,68.00044,94.46291,68.00044,162.46335,5.096588806188513,-0.1628827055455892,0.0188430190562979,0.0,0.0265550601776195,0.9748366964774952,True,True,retained,0.0758867153730364,0,low,E09000002,5
E01000072,185.43703,360.39407,185.43703,545.8311,6.304139979604011,-0.3205332931743904,0.0124750495162331,0.0,0.0175194326388573,0.7492460435510239,True,True,retained,0.0733015029740885,0,medium,E09000002,5
E01000073,71.2012,88.40102,71.2012,159.60222,5.07893062458026,-0.1077667967275142,0.0392883632821648,0.0,0.0543839669330744,0.7548924793830166,True,True,retained,0.1143310537911064,0,low,E09000002,5
E01000074,96.46039,135.25287,96.46039,231.71326,5.449807051924986,-0.16741588288905,0.0286845042877563,0.0,0.0400754578052684,0.6491645253522828,True,True,retained,0.069346484530061,0,low,E09000002,6
E01000075,1218.43302,1096.53498,1096.53498,2314.968,7.747583021671697,0.0526564686855282,0.0366530725262725,0.0122129636349184,0.0530967177603121,0.7878759683194821,True,True,retained,0.0964770916919802,0,high,E09000002,5
E01000077,75.42492,147.77254,75.42492,223.19746,5.4125271814035,-0.3241417711473957,0.0177328630890333,0.0024225186075146,0.0249127079906437,0.7220835864312575,True,True,retained,0.0719061498280491,0,low,E09000002,6
E01000078,385.31067,515.35526,385.31067,900.66593,6.8042440856065936,-0.1443871536253181,0.0175117426724468,0.0009605337241967,0.0241053904335426,0.7659662700206499,True,True,retained,0.068091906174357,0,medium,E09000002,4
E01000079,74.09518,108.34757,74.09518,182.44275,5.211902629715083,-0.1877432235591713,0.0164405546397431,0.0,0.0219471424980856,0.5912138512449843,True,True,retained,0.065524664586562,0,low,E09000002,5
E01000080,59.65978,79.81228,59.65978,139.47206,4.945008607788324,-0.1444913052836532,0.0100947100085852,0.0,0.0134761209545817,0.662757850479569,True,True,retained,0.0480769410016601,0,low,E09000002,5
E01000082,515.97509,1374.57439,515.97509,1890.54948,7.545151602863903,-0.4541533078520642,0.1228766146866465,0.0594598666626805,0.1980078715828188,0.7714363261849524,True,True,retained,0.1860035104714635,1,high,E09000002,4
E01000083,1300.50704,2109.45966,1300.50704,3409.9667,8.13475101983801,-0.2372318239940583,0.0730801154157898,0.0287367381036301,0.1091350486928271,0.7884288715442083,True,True,retained,0.1353038550200505,1,high,E09000002,4
E01000084,276.31,168.39713,168.39713,444.70713,6.099662077132161,0.242660534810854,0.0559103695953784,0.0380218099943664,0.0825308832672693,0.6888954560326134,True,True,retained,0.0888375907082937,3,low,E09000002,3
E01000085,114.30333,227.12889,114.30333,341.43222,5.836073740307706,-0.3304478997324857,0.0152038961056457,0.0,0.0207145822582521,0.8106473019335867,True,True,retained,0.0656959088395348,0,low,E09000002,3
