lsoa,boardings_Weekday,boardings_Saturday,boardings_Sunday,alightings_Weekday,alightings_Saturday,alightings_Sunday
E01000176,38.01884,32.06547,26.248639999999998,76.94020999999998,70.53298000000001,53.26508
E01000178,87.98324000000001,89.84069999999998,57.646,83.91571,84.15987999999999,56.854310000000005
E01000180,14.819139999999997,12.96558,9.820409999999997,15.92905,16.34759,11.267040000000001
E01000181,82.93432,76.32474,53.143209999999996,79.69142,72.94443,57.263859999999994
E01000182,381.25584,339.95903,241.622,314.9905099999999,314.13044999999994,194.53632
E01000183,84.53994999999998,81.34820999999998,63.038019999999996,133.72289,101.69664999999998,78.68118
E01000184,52.27828999999999,54.831,38.469789999999996,126.79484000000001,109.75838999999999,78.17199000000001
E01000185,57.48433,62.00434,38.12576,169.35443999999995,125.35048,92.3452
E01000186,100.38457000000001,76.87129,67.7605,185.53576,120.00833000000002,114.46959000000001
E01000188,38.560770000000005,26.60731,24.581759999999996,314.87046000000004,198.60904,171.39831999999996
E01000191,81.69649,53.17085000000001,71.99875,119.08693,71.11501,69.50769
E01000192,59.92028,47.01216000000001,41.257749999999994,68.24878,48.259930000000004,43.41467000000001
E01000193,2775.3703799999994,2387.7646,1978.9639899999997,2624.4404099999997,2339.76904,1936.3843700000002
