lsoa,zero_bin_share
E01000301,0.3333333333333333
E01000302,0.013888888888888888
E01000305,0.0
E01000307,0.0
E01000309,0.0
E01000310,0.0
E01000313,0.0
E01000314,0.0
E01000315,0.4166666666666667
E01000316,0.0
E01000318,0.08333333333333333
E01000321,0.013888888888888888
E01000323,0.0
E01000324,0.1111111111111111
E01000325,0.2638888888888889
E01000326,0.2638888888888889
E01000327,0.1527777777777778
E01000329,0.2916666666666667
E01000330,0.05555555555555555
E01000331,0.05555555555555555
E01000332,0.2916666666666667
E01000333,0.2777777777777778
E01000334,0.3055555555555556
E01000335,0.20833333333333334
E01000336,0.3333333333333333
E01000338,0.3055555555555556
E01000340,0.09722222222222222
E01000343,0.041666666666666664
E01000344,0.3472222222222222
E01000345,0.3194444444444444
E01000347,0.013888888888888888
E01000349,0.1527777777777778
E01000350,0.3055555555555556
E01000352,0.06944444444444445
E01000353,0.4027777777777778
E01000354,0.25
E01000356,0.18055555555555555
E01000358,0.375
E01000359,0.4166666666666667
E01000360,0.0
E01000362,0.0
E01000363,0.4027777777777778
E01000367,0.027777777777777776
E01000369,0.1111111111111111
E01000370,0.013888888888888888
E01000374,0.4166666666666667
E01000375,0.2777777777777778
E01000383,0.3611111111111111
E01000384,0.1388888888888889
E01000385,0.375
E01000386,0.0
E01000389,0.013888888888888888
E01000392,0.013888888888888888
E01000394,0.09722222222222222
E01000398,0.2916666666666667
E01000399,0.027777777777777776
E01000400,0.2222222222222222
E01000402,0.2777777777777778
E01000403,0.0
E01000404,0.2361111111111111
E01000405,0.2638888888888889
E01000406,0.20833333333333334
E01000407,0.3472222222222222
E01000408,0.20833333333333334
E01000409,0.2361111111111111
E01000412,0.375
E01000413,0.19444444444444445
E01000414,0.0
E01000416,0.0
E01000417,0.2638888888888889
E01000418,0.1388888888888889
E01000420,0.2361111111111111
E01000421,0.25
E01000422,0.0
E01000423,0.19444444444444445
E01000426,0.09722222222222222
E01000427,0.125
E01000428,0.06944444444444445
E01000429,0.027777777777777776
E01000430,0.0
E01000431,0.4305555555555556
E01000433,0.013888888888888888
E01000434,0.0
E01000436,0.2638888888888889
E01000439,0.18055555555555555
E01000441,0.09722222222222222
E01000442,0.18055555555555555
E01000443,0.375
E01000444,0.4027777777777778
E01000445,0.3333333333333333
E01000447,0.0
E01000448,0.125
E01000450,0.2638888888888889
E01000451,0.16666666666666666
E01000454,0.2361111111111111
E01000455,0.2916666666666667
E01000457,0.027777777777777776
E01000459,0.041666666666666664
E01000461,0.3472222222222222
E01000462,0.16666666666666666
E01000463,0.2777777777777778
E01000465,0.2638888888888889
E01000466,0.2361111111111111
E01000467,0.0
E01000469,0.013888888888888888
E01000470,0.0
E01000472,0.0
E01000473,0.0
E01000475,0.0
E01000476,0.3194444444444444
E01000477,0.3194444444444444
E01000478,0.2916666666666667
E01000479,0.0
E01000480,0.3611111111111111
E01000481,0.0
E01000483,0.0
E01000485,0.3194444444444444
E01000487,0.2916666666666667
E01000489,0.05555555555555555
E01000491,0.3611111111111111
E01000493,0.0
E01000494,0.0
E01000495,0.013888888888888888
E01000497,0.013888888888888888
E01000498,0.2361111111111111
E01000499,0.2361111111111111
E01000501,0.3333333333333333
E01000502,0.4583333333333333
E01000506,0.0
E01000507,0.2361111111111111
E01000508,0.0
E01000510,0.0
E01000511,0.0
E01000512,0.2638888888888889
E01000513,0.0
E01000515,0.0
E01000516,0.0
E01000518,0.0
E01000519,0.0
E01000520,0.3194444444444444
E01000521,0.0
E01000523,0.0
E01000524,0.0
E01000525,0.0
E01000526,0.0
E01000528,0.013888888888888888
E01000530,0.3194444444444444
E01000531,0.013888888888888888
E01000532,0.013888888888888888
E01000533,0.0
E01000535,0.0
E01000541,0.25
E01000543,0.0
E01000544,0.0
E01000545,0.0
E01000547,0.013888888888888888
E01000548,0.0
E01000550,0.0
E01000551,0.013888888888888888
E01000552,0.013888888888888888
E01000553,0.0
E01000554,0.027777777777777776
E01000555,0.25
E01000556,0.0
E01000557,0.013888888888888888
E01000563,0.013888888888888888
E01000564,0.2638888888888889
E01000565,0.0
E01000568,0.0
E01000571,0.25
E01000574,0.375
E01000575,0.2916666666666667
E01000576,0.2916666666666667
E01000577,0.25
E01000578,0.0
E01000580,0.013888888888888888
E01000581,0.013888888888888888
E01000583,0.0
E01000586,0.0
E01000587,0.3472222222222222
E01000589,0.09722222222222222
E01000590,0.3333333333333333
E01000591,0.0
E01000592,0.06944444444444445
E01000594,0.0
E01000595,0.3611111111111111
E01000596,0.2916666666666667
E01000599,0.0
E01000601,0.2777777777777778
E01000602,0.2638888888888889
E01000603,0.2638888888888889
E01000604,0.2916666666666667
E01000605,0.027777777777777776
E01000606,0.5555555555555556
E01000608,0.0
E01000609,0.5555555555555556
E01000612,0.0
E01000615,0.3472222222222222
E01000616,0.0
E01000620,0.0
E01000621,0.0
E01000622,0.3611111111111111
E01000623,0.0
E01000625,0.0
E01000626,0.0
E01000627,0.0
E01000628,0.0
E01000633,0.0
E01000634,0.0
E01000636,0.0
E01000638,0.0
E01000640,0.0
E01000642,0.0
E01000643,0.0
E01000646,0.3888888888888889
E01000648,0.3611111111111111
E01000649,0.2777777777777778
E01000650,0.4166666666666667
E01000651,0.375
E01000653,0.4027777777777778
E01000656,0.4027777777777778
E01000657,0.3611111111111111
E01000659,0.3611111111111111
E01000661,0.027777777777777776
E01000662,0.06944444444444445
E01000663,0.1527777777777778
E01000665,0.20833333333333334
E01000666,0.3888888888888889
E01000667,0.2777777777777778
E01000668,0.0
E01000670,0.0
E01000671,0.027777777777777776
E01000672,0.1111111111111111
E01000673,0.4583333333333333
E01000674,0.09722222222222222
E01000676,0.0
E01000677,0.2222222222222222
E01000678,0.125
E01000679,0.4305555555555556
E01000682,0.2777777777777778
E01000683,0.3194444444444444
E01000684,0.5555555555555556
E01000685,0.375
E01000686,0.20833333333333334
E01000687,0.3888888888888889
E01000690,0.3888888888888889
E01000691,0.013888888888888888
E01000692,0.1111111111111111
E01000693,0.2916666666666667
E01000694,0.3611111111111111
E01000696,0.027777777777777776
E01000697,0.2916666666666667
E01000698,0.4305555555555556
E01000699,0.19444444444444445
E01000700,0.4722222222222222
E01000702,0.05555555555555555
E01000703,0.027777777777777776
E01000704,0.375
E01000705,0.18055555555555555
E01000706,0.2361111111111111
E01000707,0.2638888888888889
E01000708,0.2222222222222222
E01000710,0.375
E01000712,0.2361111111111111
E01000714,0.0
E01000715,0.3333333333333333
E01000716,0.3611111111111111
E01000717,0.3472222222222222
E01000718,0.2638888888888889
E01000719,0.3472222222222222
E01000722,0.0
E01000727,0.027777777777777776
E01000728,0.08333333333333333
E01000730,0.013888888888888888
E01000732,0.4583333333333333
E01000735,0.25
E01000736,0.375
E01000737,0.3611111111111111
E01000738,0.19444444444444445
E01000741,0.0
E01000742,0.3888888888888889
E01000743,0.0
E01000744,0.1527777777777778
E01000745,0.013888888888888888
E01000747,0.4166666666666667
E01000751,0.19444444444444445
E01000752,0.2361111111111111
E01000753,0.4166666666666667
E01000754,0.08333333333333333
E01000755,0.18055555555555555
E01000756,0.2222222222222222
E01000757,0.2916666666666667
E01000760,0.05555555555555555
E01000761,0.4027777777777778
E01000762,0.2638888888888889
E01000763,0.06944444444444445
E01000765,0.013888888888888888
E01000766,0.375
E01000767,0.08333333333333333
E01000769,0.375
E01000770,0.06944444444444445
E01000771,0.2361111111111111
E01000772,0.08333333333333333
E01000773,0.4305555555555556
E01000774,0.2777777777777778
E01000775,0.19444444444444445
E01000777,0.2916666666666667
E01000778,0.20833333333333334
E01000779,0.2916666666666667
E01000780,0.2222222222222222
E01000781,0.013888888888888888
E01000782,0.09722222222222222
E01000784,0.3611111111111111
E01000785,0.4027777777777778
E01000787,0.3888888888888889
E01000788,0.0
E01000789,0.3888888888888889
E01000790,0.0
E01000791,0.3888888888888889
E01000794,0.3194444444444444
E01000795,0.4305555555555556
E01000797,0.1388888888888889
E01000798,0.013888888888888888
E01000799,0.0
E01000801,0.013888888888888888
E01000802,0.20833333333333334
E01000805,0.2361111111111111
E01000806,0.0
E01000807,0.041666666666666664
E01000809,0.2916666666666667
E01000813,0.1111111111111111
E01000819,0.2222222222222222
E01000820,0.3611111111111111
E01000824,0.041666666666666664
E01000827,0.09722222222222222
E01000828,0.2222222222222222
E01000832,0.3611111111111111
E01000834,0.375
E01000835,0.027777777777777776
E01000838,0.2222222222222222
E01000841,0.19444444444444445
E01000843,0.4305555555555556
E01000846,0.05555555555555555
E01000847,0.1527777777777778
E01000848,0.3055555555555556
E01000849,0.0
E01000850,0.0
E01000855,0.0
E01000856,0.0
E01000858,0.0
E01000861,0.0
E01000862,0.3333333333333333
E01000863,0.0
E01000867,0.0
E01000868,0.06944444444444445
E01000869,0.0
E01000871,0.0
E01000872,0.0
E01000873,0.4027777777777778
E01000874,0.09722222222222222
E01000875,0.013888888888888888
E01000876,0.0
E01000877,0.0
E01000879,0.3611111111111111
E01000880,0.09722222222222222
E01000881,0.013888888888888888
E01000883,0.0
E01000884,0.013888888888888888
E01000886,0.3611111111111111
E01000887,0.1388888888888889
E01000888,0.041666666666666664
E01000890,0.013888888888888888
E01000895,0.0
E01000896,0.09722222222222222
E01000898,0.0
E01000899,0.013888888888888888
E01000900,0.0
E01000902,0.3888888888888889
E01000904,0.0
E01000905,0.041666666666666664
E01000906,0.0
E01000908,0.4583333333333333
E01000909,0.013888888888888888
E01000912,0.0
E01000913,0.08333333333333333
E01000914,0.0
E01000916,0.013888888888888888
E01000917,0.027777777777777776
E01000918,0.0
E01000919,0.0
E01000920,0.19444444444444445
E01000921,0.0
E01000922,0.0
E01000924,0.027777777777777776
E01000926,0.0
E01000927,0.0
E01000928,0.0
E01000929,0.0
E01000930,0.0
E01000931,0.0
E01000932,0.013888888888888888
E01000933,0.0
E01000934,0.0
E01000935,0.013888888888888888
E01000938,0.013888888888888888
E01000939,0.0
E01000942,0.0
E01000946,0.0
E01000947,0.0
E01000948,0.08333333333333333
E01000954,0.0
E01000956,0.0
E01000958,0.2777777777777778
E01000959,0.041666666666666664
E01000960,0.0
E01000963,0.0
E01000969,0.0
E01000972,0.013888888888888888
E01000973,0.0
E01000974,0.0
E01000975,0.19444444444444445
E01000976,0.20833333333333334
E01000977,0.2222222222222222
E01000978,0.027777777777777776
E01000979,0.3055555555555556
E01000980,0.3611111111111111
E01000981,0.2638888888888889
E01000982,0.3472222222222222
E01000983,0.2916666666666667
E01000984,0.2222222222222222
E01000985,0.375
E01000992,0.2222222222222222
E01000993,0.3194444444444444
E01000994,0.3333333333333333
E01000995,0.013888888888888888
E01000997,0.013888888888888888
E01000998,0.3055555555555556
E01001000,0.0
E01001003,0.3611111111111111
E01001004,0.375
E01001006,0.0
E01001008,0.027777777777777776
E01001010,0.18055555555555555
E01001011,0.0
E01001013,0.0
E01001015,0.1111111111111111
E01001016,0.3472222222222222
E01001018,0.013888888888888888
E01001019,0.2777777777777778
E01001020,0.16666666666666666
E01001021,0.2638888888888889
E01001023,0.0
E01001025,0.4027777777777778
E01001026,0.4305555555555556
E01001027,0.4305555555555556
E01001029,0.09722222222222222
E01001032,0.4305555555555556
E01001033,0.0
E01001034,0.375
E01001035,0.027777777777777776
E01001036,0.125
E01001037,0.027777777777777776
E01001038,0.06944444444444445
E01001040,0.0
E01001041,0.0
E01001042,0.0
E01001044,0.09722222222222222
E01001047,0.375
E01001049,0.041666666666666664
E01001050,0.0
E01001051,0.027777777777777776
E01001052,0.041666666666666664
E01001053,0.013888888888888888
E01001054,0.013888888888888888
E01001055,0.013888888888888888
E01001058,0.3888888888888889
E01001059,0.4305555555555556
E01001060,0.3888888888888889
E01001061,0.05555555555555555
E01001062,0.013888888888888888
E01001063,0.027777777777777776
E01001064,0.013888888888888888
E01001065,0.013888888888888888
E01001066,0.041666666666666664
E01001068,0.3888888888888889
E01001070,0.2916666666666667
E01001071,0.375
E01001074,0.013888888888888888
E01001075,0.3194444444444444
E01001076,0.1527777777777778
E01001078,0.05555555555555555
E01001079,0.041666666666666664
E01001080,0.013888888888888888
E01001081,0.06944444444444445
E01001083,0.05555555555555555
E01001084,0.0
E01001085,0.0
E01001087,0.0
E01001089,0.013888888888888888
E01001091,0.0
E01001092,0.3611111111111111
E01001093,0.05555555555555555
E01001094,0.4305555555555556
E01001095,0.013888888888888888
E01001097,0.0
E01001099,0.3472222222222222
E01001102,0.3472222222222222
E01001103,0.4305555555555556
E01001104,0.4027777777777778
E01001105,0.3611111111111111
E01001106,0.3888888888888889
E01001107,0.4027777777777778
E01001108,0.4722222222222222
E01001109,0.19444444444444445
E01001110,0.0
E01001111,0.0
E01001112,0.16666666666666666
E01001114,0.0
E01001115,0.4027777777777778
E01001116,0.0
E01001118,0.0
E01001119,0.4166666666666667
E01001120,0.125
E01001122,0.1111111111111111
E01001125,0.013888888888888888
E01001127,0.3333333333333333
E01001129,0.4444444444444444
E01001130,0.3472222222222222
E01001132,0.375
E01001133,0.013888888888888888
E01001134,0.19444444444444445
E01001135,0.0
E01001136,0.16666666666666666
E01001137,0.013888888888888888
E01001138,0.3472222222222222
E01001139,0.0
E01001140,0.3611111111111111
E01001142,0.2916666666666667
E01001143,0.20833333333333334
E01001144,0.375
E01001145,0.16666666666666666
E01001147,0.06944444444444445
E01001148,0.3888888888888889
E01001149,0.041666666666666664
E01001150,0.027777777777777776
E01001151,0.0
E01001152,0.0
E01001154,0.0
E01001155,0.0
E01001156,0.0
E01001157,0.0
E01001158,0.05555555555555555
E01001159,0.0
E01001162,0.4027777777777778
E01001163,0.06944444444444445
E01001164,0.0
E01001165,0.2916666666666667
E01001166,0.027777777777777776
E01001167,0.0
E01001168,0.16666666666666666
E01001169,0.06944444444444445
E01001170,0.0
E01001171,0.1111111111111111
E01001172,0.0
E01001173,0.375
E01001175,0.013888888888888888
E01001176,0.3611111111111111
E01001177,0.0
E01001178,0.0
E01001180,0.041666666666666664
E01001181,0.0
E01001182,0.0
E01001183,0.0
E01001185,0.2638888888888889
E01001186,0.20833333333333334
E01001187,0.3472222222222222
E01001191,0.3333333333333333
E01001192,0.25
E01001193,0.3472222222222222
E01001195,0.3888888888888889
E01001197,0.09722222222222222
E01001199,0.0
E01001202,0.013888888888888888
E01001204,0.25
E01001205,0.25
E01001206,0.4027777777777778
E01001207,0.2222222222222222
E01001208,0.0
E01001209,0.05555555555555555
E01001210,0.027777777777777776
E01001211,0.09722222222222222
E01001212,0.013888888888888888
E01001214,0.013888888888888888
E01001215,0.0
E01001216,0.013888888888888888
E01001218,0.3333333333333333
E01001219,0.3888888888888889
E01001220,0.375
E01001225,0.0
E01001226,0.041666666666666664
E01001228,0.041666666666666664
E01001229,0.08333333333333333
E01001230,0.1111111111111111
E01001233,0.0
E01001235,0.0
E01001239,0.08333333333333333
E01001240,0.013888888888888888
E01001241,0.041666666666666664
E01001243,0.0
E01001244,0.0
E01001245,0.0
E01001246,0.0
E01001247,0.0
E01001248,0.16666666666666666
E01001249,0.0
E01001250,0.0
E01001251,0.0
E01001252,0.0
E01001253,0.2222222222222222
E01001254,0.25
E01001257,0.041666666666666664
E01001258,0.0
E01001259,0.0
E01001260,0.1111111111111111
E01001261,0.0
E01001263,0.3333333333333333
E01001264,0.375
E01001266,0.19444444444444445
E01001267,0.013888888888888888
E01001268,0.375
E01001269,0.3472222222222222
E01001271,0.2916666666666667
E01001272,0.0
E01001275,0.027777777777777776
E01001276,0.2916666666666667
E01001277,0.0
E01001278,0.0
E01001280,0.1388888888888889
E01001281,0.08333333333333333
E01001282,0.4166666666666667
E01001283,0.0
E01001285,0.1527777777777778
E01001286,0.16666666666666666
E01001289,0.125
E01001290,0.2222222222222222
E01001291,0.05555555555555555
E01001293,0.0
E01001294,0.2638888888888889
E01001295,0.0
E01001296,0.027777777777777776
E01001297,0.2638888888888889
E01001298,0.0
E01001299,0.3888888888888889
E01001301,0.0
E01001302,0.027777777777777776
E01001303,0.013888888888888888
E01001308,0.2916666666666667
E01001312,0.2777777777777778
E01001313,0.3194444444444444
E01001315,0.06944444444444445
E01001316,0.0
E01001317,0.3888888888888889
E01001318,0.013888888888888888
E01001321,0.0
E01001322,0.0
E01001323,0.0
E01001324,0.027777777777777776
E01001325,0.2916666666666667
E01001326,0.0
E01001327,0.05555555555555555
E01001328,0.0
E01001329,0.25
E01001330,0.0
E01001331,0.013888888888888888
E01001333,0.0
E01001334,0.3333333333333333
E01001336,0.25
E01001337,0.0
E01001338,0.0
E01001339,0.2916666666666667
E01001341,0.0
E01001342,0.041666666666666664
E01001343,0.1527777777777778
E01001344,0.0
E01001347,0.3611111111111111
E01001348,0.013888888888888888
E01001349,0.041666666666666664
E01001351,0.0
E01001352,0.0
E01001353,0.0
E01001354,0.0
E01001355,0.0
E01001357,0.3194444444444444
E01001358,0.2638888888888889
E01001359,0.0
E01001361,0.0
E01001362,0.0
E01001363,0.0
E01001367,0.0
E01001369,0.2638888888888889
E01001370,0.0
E01001375,0.06944444444444445
E01001376,0.041666666666666664
E01001377,0.1111111111111111
E01001384,0.09722222222222222
E01001385,0.013888888888888888
E01001386,0.041666666666666664
E01001387,0.05555555555555555
E01001388,0.0
E01001390,0.06944444444444445
E01001393,0.013888888888888888
E01001394,0.0
E01001395,0.3611111111111111
E01001396,0.0
E01001397,0.3888888888888889
E01001398,0.4305555555555556
E01001399,0.3055555555555556
E01001400,0.013888888888888888
E01001402,0.0
E01001403,0.3472222222222222
E01001404,0.3194444444444444
E01001406,0.3055555555555556
E01001408,0.3333333333333333
E01001409,0.2777777777777778
E01001411,0.3055555555555556
E01001412,0.2361111111111111
E01001414,0.2777777777777778
E01001415,0.0
E01001418,0.1111111111111111
E01001419,0.013888888888888888
E01001423,0.375
E01001425,0.0
E01001426,0.2222222222222222
E01001427,0.16666666666666666
E01001429,0.0
E01001430,0.0
E01001433,0.3888888888888889
E01001436,0.2916666666666667
E01001437,0.4166666666666667
E01001438,0.2777777777777778
E01001439,0.0
E01001440,0.013888888888888888
E01001441,0.013888888888888888
E01001442,0.20833333333333334
E01001444,0.0
E01001445,0.25
E01001446,0.0
E01001447,0.16666666666666666
E01001449,0.3055555555555556
E01001450,0.0
E01001451,0.041666666666666664
E01001453,0.375
E01001454,0.375
E01001455,0.027777777777777776
E01001458,0.0
E01001461,0.2916666666666667
E01001465,0.0
E01001468,0.3333333333333333
E01001469,0.3888888888888889
E01001470,0.25
E01001471,0.3472222222222222
E01001474,0.19444444444444445
E01001476,0.0
E01001478,0.3055555555555556
E01001479,0.0
E01001480,0.2916666666666667
E01001481,0.3888888888888889
E01001483,0.3611111111111111
E01001485,0.0
E01001486,0.2361111111111111
E01001488,0.2777777777777778
E01001489,0.3611111111111111
E01001491,0.0
E01001492,0.3472222222222222
E01001493,0.06944444444444445
E01001498,0.0
E01001499,0.013888888888888888
E01001500,0.041666666666666664
E01001501,0.0
E01001502,0.0
E01001504,0.375
E01001505,0.027777777777777776
E01001507,0.0
E01001509,0.375
E01001511,0.1111111111111111
E01001512,0.125
E01001513,0.16666666666666666
E01001515,0.3055555555555556
E01001516,0.19444444444444445
E01001518,0.1527777777777778
E01001520,0.06944444444444445
E01001521,0.05555555555555555
E01001522,0.4444444444444444
E01001523,0.2916666666666667
E01001524,0.027777777777777776
E01001527,0.1111111111111111
E01001528,0.013888888888888888
E01001529,0.027777777777777776
E01001530,0.19444444444444445
E01001532,0.013888888888888888
E01001534,0.0
E01001535,0.3333333333333333
E01001536,0.0
E01001537,0.4583333333333333
E01001538,0.375
E01001540,0.3333333333333333
E01001542,0.3194444444444444
E01001544,0.3888888888888889
E01001547,0.0
E01001549,0.0
E01001550,0.1111111111111111
E01001551,0.20833333333333334
E01001552,0.2777777777777778
E01001553,0.16666666666666666
E01001554,0.0
E01001558,0.0
E01001559,0.013888888888888888
E01001560,0.2222222222222222
E01001563,0.0
E01001564,0.013888888888888888
E01001569,0.0
E01001571,0.013888888888888888
E01001572,0.0
E01001573,0.0
E01001574,0.3194444444444444
E01001575,0.1527777777777778
E01001576,0.3333333333333333
E01001577,0.0
E01001579,0.18055555555555555
E01001580,0.0
E01001581,0.0
E01001582,0.2361111111111111
E01001583,0.013888888888888888
E01001587,0.375
E01001588,0.0
E01001590,0.09722222222222222
E01001591,0.0
E01001593,0.041666666666666664
E01001594,0.0
E01001596,0.3888888888888889
E01001597,0.3194444444444444
E01001600,0.3333333333333333
E01001601,0.08333333333333333
E01001602,0.2777777777777778
E01001603,0.0
E01001604,0.16666666666666666
E01001605,0.375
E01001606,0.4583333333333333
E01001607,0.2222222222222222
E01001609,0.16666666666666666
E01001611,0.2222222222222222
E01001613,0.013888888888888888
E01001614,0.013888888888888888
E01001615,0.0
E01001617,0.013888888888888888
E01001618,0.3333333333333333
E01001619,0.4166666666666667
E01001620,0.125
E01001621,0.013888888888888888
E01001624,0.2361111111111111
E01001625,0.18055555555555555
E01001629,0.0
E01001631,0.0
E01001632,0.0
E01001633,0.4166666666666667
E01001634,0.375
E01001637,0.09722222222222222
E01001638,0.0
E01001641,0.0
E01001642,0.027777777777777776
E01001644,0.0
E01001645,0.2361111111111111
E01001646,0.0
E01001648,0.0
E01001651,0.027777777777777776
E01001652,0.013888888888888888
E01001653,0.375
E01001655,0.4027777777777778
E01001658,0.013888888888888888
E01001659,0.0
E01001660,0.3333333333333333
E01001661,0.013888888888888888
E01001665,0.0
E01001666,0.0
E01001669,0.19444444444444445
E01001671,0.20833333333333334
E01001673,0.0
E01001674,0.3888888888888889
E01001676,0.0
E01001677,0.0
E01001678,0.25
E01001680,0.3888888888888889
E01001682,0.0
E01001683,0.0
E01001684,0.09722222222222222
E01001686,0.3472222222222222
E01001688,0.0
E01001690,0.013888888888888888
E01001693,0.0
E01001694,0.06944444444444445
E01001695,0.06944444444444445
E01001696,0.0
E01001697,0.013888888888888888
E01001698,0.4027777777777778
E01001699,0.013888888888888888
E01001700,0.0
E01001701,0.027777777777777776
E01001703,0.3472222222222222
E01001704,0.18055555555555555
E01001705,0.0
E01001708,0.013888888888888888
E01001710,0.3888888888888889
E01001712,0.0
E01001714,0.0
E01001716,0.0
E01001717,0.0
E01001718,0.0
E01001719,0.19444444444444445
E01001720,0.1388888888888889
E01001722,0.0
E01001724,0.0
E01001726,0.0
E01001727,0.4027777777777778
E01001728,0.0
E01001729,0.0
E01001730,0.08333333333333333
E01001731,0.1111111111111111
E01001733,0.06944444444444445
E01001734,0.0
E01001735,0.18055555555555555
E01001737,0.027777777777777776
E01001738,0.0
E01001739,0.013888888888888888
E01001740,0.20833333333333334
E01001741,0.013888888888888888
E01001742,0.027777777777777776
E01001744,0.2361111111111111
E01001745,0.2222222222222222
E01001746,0.20833333333333334
E01001747,0.0
E01001749,0.0
E01001750,0.0
E01001751,0.05555555555555555
E01001755,0.0
E01001756,0.0
E01001757,0.19444444444444445
E01001758,0.0
E01001760,0.0
E01001761,0.2361111111111111
E01001762,0.0
E01001765,0.2222222222222222
