lsoa,alightings,boardings,total_activity,exact_direction_zero
E01001162,61.41325,36.80122,98.21447,False
E01001163,104.94472999999999,98.43753,203.38225999999997,False
E01001164,1914.75081,1719.93724,3634.6880499999997,False
E01001165,552.06289,428.90469,980.96758,False
E01001166,345.30208999999996,236.2772,581.5792899999999,False
E01001167,1018.78566,866.50762,1885.2932799999999,False
E01001168,312.74334999999996,299.57854,612.3218899999999,False
E01001169,175.81728,70.99873,246.81601,False
E01001170,1702.64348,1325.14537,3027.78885,False
E01001171,405.34971,210.59544,615.94515,False
E01001172,595.88219,754.2499799999999,1350.1321699999999,False
E01001173,474.55707,195.22689,669.78396,False
E01001175,197.7338,136.37437,334.10817,False
E01001176,629.65391,198.20121,827.8551199999999,False
E01001177,645.99389,308.03531,954.0292,False
E01001178,2417.71798,2124.66089,4542.3788700000005,False
E01001180,275.94781,302.57839,578.5262,False
E01001181,425.63191,498.68395,924.3158599999999,False
E01001182,917.65723,647.0030899999999,1564.66032,False
E01001183,5383.81615,3605.28377,8989.09992,False
E01001185,382.66539,179.87624,562.5416299999999,False
E01001186,797.03468,590.5921,1387.62678,False
E01001187,253.72522,72.85982,326.58504,False
E01001191,482.26297,240.8442,723.10717,False
E01001192,450.51631,332.5328,783.0491099999999,False
E01001193,261.41644,102.05223,363.46867000000003,False
E01001195,144.59091,66.89876,211.48967,False
E01001196,54.171499999999995,28.33919,82.51069,False
E01001197,175.29151,123.8569,299.14841,False
E01001199,313.89396999999997,271.36325,585.25722,False
E01001202,281.14116,490.43357,771.57473,False
E01001204,148.52857,59.436969999999995,207.96554,False
E01001205,145.67843,86.37995,232.05838,False
E01001206,299.13602,110.75742,409.89343999999994,False
E01001207,258.34,195.14405,453.48404999999997,False
E01001208,1005.60943,626.05982,1631.66925,False
E01001209,536.13619,325.85863,861.9948200000001,False
E01001210,566.59331,308.21269,874.806,False
E01001211,258.99746,134.64268,393.64014,False
E01001212,462.05579,289.33828,751.39407,False
E01001214,747.58337,356.61653,1104.1999,False
E01001215,1326.57121,1444.44522,2771.01643,False
E01001216,469.19202,243.7228,712.91482,False
E01001218,755.37449,354.00876,1109.38325,False
E01001219,167.11372,84.63924,251.75296,False
E01001220,445.45513,97.10307,542.5581999999999,False
E01001224,25.66945,8.718789999999998,34.388239999999996,False
E01001225,5920.66697,11087.43663,17008.103600000002,False
E01001226,746.12853,362.27387,1108.4024,False
E01001228,367.58955,255.17625999999998,622.76581,False
E01001229,215.83453,91.57545,307.40998,False
E01001230,133.37043,172.97172,306.34215,False
E01001233,946.18228,776.32271,1722.50499,False
E01001235,444.53879,579.20807,1023.74686,False
E01001237,76.1858,31.64452,107.83032,False
E01001239,52.43935,56.575669999999995,109.01501999999999,False
E01001240,560.03866,298.36197,858.4006300000001,False
E01001241,270.28893,181.59503,451.88396,False
E01001243,732.26906,657.19654,1389.4656,False
E01001244,2676.83508,1672.0545,4348.88958,False
E01001245,931.34479,536.65437,1467.9991599999998,False
E01001246,475.54373,489.05812,964.60185,False
E01001247,2068.4721,2904.82845,4973.30055,False
E01001248,621.6630700000001,407.8938,1029.5568700000001,False
E01001249,3584.42323,3555.92423,7140.34746,False
E01001250,630.01722,458.62302999999997,1088.64025,False
E01001251,1059.90241,565.77332,1625.67573,False
E01001252,2795.42924,2049.11233,4844.541569999999,False
E01001253,164.27348,130.5576,294.83108000000004,False
E01001254,115.17532,72.93919,188.11451,False
E01001257,1105.55848,533.39248,1638.95096,False
E01001258,1256.83127,624.40377,1881.23504,False
E01001259,685.90572,417.75906,1103.66478,False
E01001260,171.36085,150.79625000000001,322.1571,False
E01001261,7430.54761,6329.7783,13760.32591,False
E01001262,42.88395,32.84716,75.73111,False
E01001263,196.68435,102.38709,299.07144,False
E01001264,129.36458,84.93773,214.30230999999998,False
E01001266,152.84383,134.50655,287.35038,False
E01001267,619.62135,437.51961,1057.14096,False
E01001268,166.83276,72.61129,239.44405,False
E01001269,532.93577,421.08298,954.0187500000001,False
E01001271,491.78914,428.93395,920.72309,False
E01001272,1202.44097,1953.37752,3155.81849,False
E01001275,347.08643,185.09593,532.18236,False
E01001276,324.65525,229.0268,553.68205,False
E01001277,1523.73072,1420.38409,2944.11481,False
E01001278,1553.31612,1427.39265,2980.70877,False
E01001280,108.27767,67.69781,175.97548,False
E01001281,203.81544,106.0971,309.91254,False
E01001282,106.20327,41.53716,147.74043,False
E01001283,1553.29479,517.15756,2070.45235,False
E01001285,549.23869,508.49141,1057.7301,False
E01001286,134.00568,95.99806,230.00374,False
E01001289,578.39384,349.23478,927.62862,False
E01001290,261.73667,192.99878,454.73545,False
E01001291,298.93692,116.11558000000001,415.0525,False
E01001293,601.29125,231.95939,833.25064,False
E01001294,560.97578,236.3863,797.36208,False
E01001295,568.02445,237.2183,805.24275,False
E01001296,164.16458,90.99522999999999,255.15981,False
E01001297,1032.40131,618.88061,1651.28192,False
E01001298,3838.72963,2314.97904,6153.70867,False
E01001299,51.44589,64.00825,115.45414,False
E01001301,881.72364,669.47612,1551.19976,False
E01001302,520.8629999999999,431.28379,952.14679,False
E01001303,965.0841800000001,1420.38831,2385.47249,False
E01001308,348.62437,216.40057,565.02494,False
E01001309,47.55915,19.4131,66.97225,False
E01001310,37.73015,14.08657,51.816720000000004,False
E01001311,61.77757,16.24498,78.02255,False
E01001312,709.1495,457.48195,1166.6314499999999,False
E01001313,260.11985,125.44008,385.55993,False
E01001315,243.30434,152.31876,395.6231,False
E01001316,973.07632,526.24502,1499.32134,False
E01001317,302.15653,143.18319,445.33971999999994,False
E01001318,114.30118,147.27367,261.57485,False
E01001320,21.94424,3.0357100000000004,24.979950000000002,False
E01001321,652.0654000000001,518.01005,1170.07545,False
E01001322,3633.9939,4536.43976,8170.433660000001,False
E01001323,662.35048,963.7843,1626.1347799999999,False
E01001324,100.44617,139.07191,239.51808,False
E01001325,173.086,59.338100000000004,232.4241,False
E01001326,947.03498,483.72423,1430.75921,False
E01001327,740.91505,480.24596,1221.16101,False
E01001328,3065.03191,2274.7614399999998,5339.79335,False
E01001329,561.75536,208.30256,770.05792,False
E01001330,1306.76254,870.06101,2176.82355,False
E01001331,562.22516,237.73481999999998,799.95998,False
E01001333,1828.5913,1827.33342,3655.92472,False
E01001334,183.98930000000001,63.50167,247.49097,False
E01001336,554.1463,363.96278,918.10908,False
E01001337,2965.9045,2569.074,5534.9785,False
E01001338,2595.65213,3235.80668,5831.45881,False
E01001339,272.62936,98.895,371.52436,False
E01001341,668.7277,476.39773,1145.12543,False
E01001342,175.45869,119.09014,294.54883,False
E01001343,112.55311,59.42776,171.98087,False
E01001344,554.86246,542.31177,1097.17423,False
E01001346,26.27209,23.97786,50.24995,False
E01001347,235.85179,265.86175000000003,501.71354,False
E01001348,466.33355,393.54112,859.8746699999999,False
E01001349,420.85144,257.38185,678.23329,False
E01001350,36.7924,13.29575,50.08815,False
E01001351,2720.77,2454.83115,5175.60115,False
E01001352,1109.9929,1056.90572,2166.89862,False
E01001353,525.70561,950.64851,1476.35412,False
E01001354,410.87498999999997,330.49431,741.3693,False
E01001355,5168.56038,4232.6628200000005,9401.2232,False
E01001357,60.59102,40.27132,100.86234,False
E01001358,412.86528,108.43023,521.2955099999999,False
E01001359,318.36921,407.55501,725.92422,False
E01001361,7458.57327,7275.36274,14733.93601,False
E01001362,2722.48952,3610.66753,6333.15705,False
E01001363,2790.08893,1856.72211,4646.81104,False
E01001367,4686.91491,3595.8271,8282.74201,False
E01001369,442.3413,281.37417,723.71547,False
E01001370,1986.70268,1335.96387,3322.66655,False
E01001375,127.57408,74.71992,202.29399999999998,False
E01001376,308.6385,157.80327,466.44177,False
E01001377,70.19481999999999,163.74475,233.93957,False
E01001384,182.62457,131.16661,313.79118,False
E01001385,446.99948,437.65389,884.65337,False
E01001386,123.58610999999999,209.3253,332.91141,False
E01001387,50.26423,78.13153,128.39576,False
E01001388,2417.75735,1764.82189,4182.57924,False
E01001390,310.56803,170.18075,480.74878,False
E01001393,623.68007,367.39005000000003,991.0701200000001,False
E01001394,2593.15172,1341.99164,3935.14336,False
E01001395,96.04632,84.15317999999999,180.1995,False
E01001396,1593.03119,705.48863,2298.51982,False
E01001397,400.70702,85.76176,486.46878,False
E01001398,59.05958,49.104440000000004,108.16402,False
E01001399,62.606759999999994,43.98838,106.59513999999999,False
E01001400,619.61849,419.36867,1038.98716,False
E01001401,1.26599,0.11042,1.37641,False
E01001402,643.82965,538.3374699999999,1182.16712,False
E01001403,158.36893,116.46072,274.82965,False
E01001404,118.45661,54.0159,172.47251,False
E01001405,7.496039999999999,12.00258,19.49862,False
E01001406,86.47945,105.18949,191.66894000000002,False
E01001407,69.17976999999999,18.08034,87.26011,False
E01001408,218.69606000000002,106.91788,325.61394,False
E01001409,457.44778,168.2994,625.7471800000001,False
E01001411,646.89357,507.6721,1154.56567,False
E01001412,295.49583,143.07325,438.56908,False
E01001413,8.40896,13.971969999999999,22.38093,False
E01001414,188.09874,134.35728,322.45601999999997,False
E01001415,566.09775,616.41093,1182.50868,False
E01001416,10.671149999999999,3.32231,13.993459999999999,False
E01001417,39.07746,27.010589999999997,66.08805,False
E01001418,121.00232,66.29581,187.29813000000001,False
E01001419,746.03914,1219.97698,1966.0161199999998,False
E01001421,16.80273,21.292469999999998,38.0952,False
E01001423,97.67144,90.10075,187.77219000000002,False
E01001425,497.25964,404.40066,901.6603,False
E01001426,335.35486,141.11875,476.47361,False
E01001427,844.28717,852.90689,1697.1940599999998,False
E01001429,12339.51671,10481.84153,22821.35824,False
E01001430,867.3403,864.4136,1731.7539,False
E01001433,163.03249,162.49493,325.52742,False
E01001436,101.39428,48.36374,149.75802,False
E01001437,141.65502,134.31303,275.96805,False
E01001438,518.64865,194.98475,713.6333999999999,False
E01001439,2733.04314,1717.51089,4450.55403,False
E01001440,205.17422,218.96869999999998,424.14292,False
E01001441,486.05274,432.54461,918.59735,False
E01001442,110.21332,100.22797,210.44128999999998,False
E01001444,802.45009,510.04311,1312.4932000000001,False
E01001445,222.92898,206.33562,429.2646,False
E01001446,265.63227,160.8854,426.51767,False
E01001447,547.00672,449.31467,996.32139,False
E01001449,240.2598,51.72643,291.98623000000003,False
E01001450,1430.23794,2206.43487,3636.67281,False
E01001451,803.87636,728.47946,1532.35582,False
E01001453,250.71049,54.825849999999996,305.53634,False
E01001454,164.90337,80.37903,245.2824,False
E01001455,238.40707,138.37058,376.77765,False
E01001456,42.93072,12.41862,55.34934,False
E01001458,1654.53601,1285.23038,2939.76639,False
E01001461,518.15135,292.68714,810.83849,False
E01001465,1404.6180200000001,754.24956,2158.86758,False
E01001466,0.1250599999999997,2.3220199999999993,2.447079999999999,False
E01001468,270.3594,372.63005,642.98945,False
E01001469,190.46921,77.25174,267.72095,False
E01001470,326.71557,197.32967,524.04524,False
E01001471,118.28466999999999,43.63072,161.91539,False
E01001473,31.83945,35.804,67.64345,False
E01001474,469.38744,233.68174,703.06918,False
E01001475,4.69898,5.92617,10.62515,False
E01001476,425.82194,249.86014,675.68208,False
E01001478,277.46495,128.70573,406.17067999999995,False
E01001479,1719.01419,1088.87852,2807.89271,False
E01001480,352.71337,207.55163000000002,560.265,False
E01001481,116.85313000000001,79.6967,196.54983000000001,False
E01001483,197.16334,78.16897,275.33231,False
E01001484,4.13737,4.91677,9.05414,False
E01001485,511.77173999999997,461.06532,972.83706,False
E01001486,695.49454,260.08324,955.5777800000001,False
E01001488,91.43174,120.63937,212.07111,False
E01001489,171.20134,97.56608999999999,268.76743,False
E01001491,1294.52831,881.99024,2176.51855,False
E01001492,249.18913,341.78186,590.97099,False
E01001493,221.16183,70.88888,292.05071,False
E01001495,30.12125,69.04264,99.16389000000001,False
E01001498,580.01416,763.71479,1343.72895,False
E01001499,1263.17374,759.1667,2022.34044,False
E01001500,241.57983,203.86509,445.44492,False
E01001501,3985.63712,2867.56492,6853.20204,False
E01001502,2033.65392,1239.85295,3273.50687,False
E01001504,191.28582,60.90025,252.18607,False
E01001505,2482.17649,1748.50707,4230.6835599999995,False
E01001507,2242.39221,2313.55307,4555.94528,False
E01001508,9.70566,4.02544,13.7311,False
E01001509,143.97951,103.58308,247.56259,False
E01001511,1617.6688199999999,1614.46218,3232.131,False
E01001512,2232.95388,2477.72671,4710.68059,False
E01001513,614.79732,982.99809,1597.7954100000002,False
E01001514,162.92807,29.56203,192.49009999999998,False
E01001515,99.66213,36.55331,136.21544,False
E01001516,476.58999,341.23327,817.82326,False
E01001517,34.65364,7.582859999999999,42.2365,False
E01001518,740.96782,467.8159,1208.78372,False
E01001520,124.56605,109.50966,234.07571000000002,False
E01001521,223.34292,155.80367999999999,379.1466,False
E01001522,103.1083,55.91223,159.02053,False
E01001523,290.7374,173.33682,464.07421999999997,False
E01001524,223.67201,146.21752,369.88953000000004,False
E01001526,46.17223,15.45279,61.62502,False
E01001527,257.75562,171.5845,429.34012,False
E01001528,732.95208,444.69439,1177.6464700000001,False
E01001529,522.29739,318.75203,841.0494199999999,False
E01001530,50.629509999999996,102.02205,152.65156,False
E01001532,296.67069,239.94334,536.61403,False
E01001534,2369.69313,3050.15597,5419.849099999999,False
E01001535,119.08059,58.148689999999995,177.22928,False
E01001536,1323.72042,1201.75479,2525.47521,False
E01001537,124.03307,88.49505,212.52812,False
E01001538,183.85044,100.73554,284.58598,False
E01001539,36.14616,33.160019999999996,69.30618,False
E01001540,164.07015,151.4711,315.54125,False
E01001542,165.22103,111.07437,276.29540000000003,False
E01001543,12.091809999999999,2.37716,14.468969999999999,False
E01001544,61.925079999999994,43.005,104.93008,False
E01001545,9.30481,2.22024,11.52505,False
E01001547,1435.18736,964.8112100000001,2399.9985699999997,False
E01001548,0.02586,0.9999899999999998,1.02585,False
E01001549,895.45744,630.33089,1525.7883299999999,False
E01001550,120.28263,61.976209999999995,182.25884,False
E01001551,239.62796,202.98153,442.60949,False
E01001552,172.59198,121.55196,294.14394,False
E01001553,708.85481,299.50775999999996,1008.36257,False
E01001554,903.47168,708.75372,1612.2254,False
E01001558,10040.76743,9798.49412,19839.26155,False
E01001559,455.7338,482.392,938.1258,False
E01001560,903.6332299999999,436.58063999999996,1340.2138699999998,False
E01001563,792.0851,410.22942,1202.31452,False
E01001564,449.57546,404.67749,854.25295,False
E01001567,2.94391,5.08028,8.02419,False
E01001569,633.76607,391.98089,1025.74696,False
E01001570,21.85077,13.75215,35.60292,False
E01001571,389.24825,262.08209,651.33034,False
E01001572,1158.04216,639.24172,1797.28388,False
E01001573,688.39891,381.30998,1069.7088899999999,False
E01001574,151.00994,51.62361,202.63355,False
E01001575,496.57783,246.01395,742.59178,False
E01001576,128.04787,64.56877,192.61664,False
E01001577,1304.23723,1003.04315,2307.28038,False
E01001579,280.42585,151.0041,431.42995,False
E01001580,873.85367,627.73506,1501.58873,False
E01001581,3744.95385,2567.3756,6312.329449999999,False
E01001582,340.97245,159.99859,500.97104,False
E01001583,472.04325,219.15915,691.2024,False
E01001586,21.71409,9.46442,31.17851,False
E01001587,64.73504,36.40722,101.14226,False
E01001588,1078.7888599999999,527.40818,1606.19704,False
E01001590,232.63665,133.28034,365.91699,False
E01001591,1248.22949,625.99108,1874.22057,False
E01001592,71.5846,34.28299,105.86758999999999,False
E01001593,392.24464,250.71778,642.9624200000001,False
E01001594,1282.53755,612.53533,1895.0728800000002,False
E01001596,142.23919999999998,62.89845,205.13764999999998,False
E01001597,176.62272,170.69284,347.31556,False
E01001599,63.564539999999994,22.81404,86.37858,False
E01001600,430.78337,430.63113000000004,861.4145000000001,False
E01001601,152.1713,178.72997,330.90127,False
E01001602,537.6468,230.50463,768.15143,False
E01001603,467.6769,201.01349,668.69039,False
E01001604,1082.90105,1268.51003,2351.41108,False
E01001605,78.11503,55.557379999999995,133.67241,False
E01001606,59.442389999999996,47.51799,106.96037999999999,False
E01001607,250.38863,198.00231,448.39094,False
E01001608,16.49749,12.2132,28.71069,False
E01001609,1509.55972,1049.73757,2559.29729,False
E01001611,561.24183,256.2708,817.5126300000001,False
E01001613,732.7982999999999,498.37742,1231.17572,False
E01001614,776.4262200000001,372.57572,1149.00194,False
E01001615,4113.80765,5210.61567,9324.42332,False
E01001617,807.09158,1053.13901,1860.2305900000001,False
E01001618,359.49947,273.48097,632.98044,False
E01001619,81.49906,87.28219,168.78125,False
E01001620,233.87408,164.04832,397.9224,False
E01001621,474.85634,235.43092,710.28726,False
E01001623,21.65018,21.05729,42.70747,False
E01001624,63.90958,112.88783,176.79740999999999,False
E01001625,963.75239,403.66188,1367.41427,False
E01001629,593.18907,863.23913,1456.4282,False
E01001631,3747.5996,2600.72901,6348.3286100000005,False
E01001632,1258.63782,314.13333,1572.77115,False
E01001633,112.51225,49.73203,162.24428,False
E01001634,238.10219,102.11658,340.21877,False
E01001635,31.27017,27.35795,58.628119999999996,False
E01001637,398.76534000000004,47.09956,445.86490000000003,False
E01001638,150.70749,84.07179,234.77928,False
E01001641,2835.03199,5268.63858,8103.67057,False
E01001642,292.75641,299.50235000000004,592.25876,False
E01001644,1396.46108,930.1314199999999,2326.5924999999997,False
E01001645,389.9824,165.54471999999998,555.52712,False
E01001646,1478.306,625.25107,2103.55707,False
E01001647,142.72295,34.58177,177.30472,False
E01001648,613.52387,361.57881,975.10268,False
E01001651,403.61033,221.06196,624.67229,False
E01001652,842.62747,415.16873,1257.7962,False
E01001653,289.44857,130.85526,420.30383,False
E01001654,0.1773099999999998,25.325269999999996,25.502579999999995,False
E01001655,104.67608,51.44111999999999,156.1172,False
E01001656,48.3106,31.58092,79.89152,False
E01001658,723.59563,529.16648,1252.7621100000001,False
E01001659,615.57141,517.63746,1133.20887,False
E01001660,234.58987,51.876459999999994,286.46632999999997,False
E01001661,374.81558,331.74577,706.56135,False
E01001665,1239.78666,858.83971,2098.62637,False
E01001666,1862.38167,1958.53765,3820.91932,False
E01001669,772.16949,327.80919,1099.97868,False
E01001671,680.4979500000001,190.2409,870.7388500000001,False
E01001673,5653.932510000001,3614.99797,9268.93048,False
E01001674,50.30555,34.80949,85.11504,False
E01001676,2631.9996,1302.74878,3934.74838,False
E01001677,605.96853,611.28541,1217.25394,False
E01001678,301.60403,137.44432,439.04835,False
E01001680,153.66488,45.28997,198.95485000000002,False
E01001682,1024.53238,509.50361,1534.03599,False
E01001683,2215.2438,703.12702,2918.37082,False
E01001684,49.78001,84.15044999999999,133.93045999999998,False
E01001685,1.8714899999999994,63.28904,65.16053,False
E01001686,684.70497,214.31608,899.0210500000001,False
E01001687,33.59198,19.99524,53.58722,False
E01001688,1215.72735,563.10031,1778.82766,False
E01001690,409.41143,155.9355,565.3469299999999,False
E01001693,1972.88053,906.05373,2878.93426,False
E01001694,353.09268000000003,167.33839,520.4310700000001,False
E01001695,73.35386,82.52816,155.88202,False
E01001696,11995.48577,17780.57363,29776.0594,False
E01001697,502.12637,191.16869,693.29506,False
E01001698,44.92871,47.69285,92.62156,False
E01001699,858.07064,543.1618,1401.23244,False
E01001700,1709.41459,833.43959,2542.8541800000003,False
E01001701,2213.71824,2117.80431,4331.52255,False
E01001703,645.23918,301.05324,946.29242,False
E01001704,91.60544,112.77653,204.38197,False
E01001705,998.0009,503.68482,1501.68572,False
E01001708,1047.62064,443.17095,1490.79159,False
E01001710,146.48320999999999,82.08821,228.57142,False
E01001712,1092.8022899999999,599.47862,1692.28091,False
E01001714,1045.81504,1255.3797399999999,2301.19478,False
E01001716,444.92107,263.49396,708.41503,False
E01001717,436.76357,349.93426,786.6978300000001,False
E01001718,1550.64379,3565.73747,5116.38126,False
E01001719,203.08215,73.14579,276.22794,False
E01001720,225.12215,260.94884,486.07099000000005,False
E01001722,1446.81627,783.64739,2230.46366,False
E01001724,3935.30444,3248.93149,7184.23593,False
E01001726,1224.45183,1074.86139,2299.31322,False
E01001727,49.202059999999996,55.589749999999995,104.79181,False
E01001728,195.26704999999998,353.11633,548.38338,False
E01001729,1312.66047,1223.42379,2536.08426,False
E01001730,847.38177,705.64196,1553.02373,False
E01001731,1265.10635,1584.38876,2849.49511,False
E01001733,497.69048,437.87877,935.56925,False
E01001734,2127.54932,1876.59228,4004.1416,False
E01001735,146.92306,156.42772,303.35078,False
E01001737,317.87335,267.30062,585.17397,False
E01001738,357.62107,230.51628,588.13735,False
E01001739,902.51774,478.26434,1380.78208,False
E01001740,112.85388999999999,118.81542999999999,231.66931999999997,False
E01001741,674.34852,476.35104,1150.69956,False
E01001742,515.13308,212.10515999999998,727.2382399999999,False
E01001744,96.73487,69.5086,166.24347,False
E01001745,362.45613000000003,261.01225999999997,623.46839,False
E01001746,129.95371,60.4348,190.38851,False
E01001747,2044.88815,2324.22475,4369.1129,False
E01001749,774.8040599999999,719.04948,1493.85354,False
E01001750,855.5794099999999,810.58648,1666.16589,False
E01001751,475.49049,354.17122,829.6617100000001,False
E01001755,1218.25647,792.60676,2010.86323,False
E01001756,4283.77418,3203.5735,7487.347680000001,False
E01001757,207.14139,168.00236,375.14375,False
E01001758,1547.96541,993.85537,2541.82078,False
E01001759,58.75446,30.65944,89.4139,False
E01001760,2182.44896,2168.34202,4350.79098,False
E01001761,153.48411,95.72427,249.20837999999998,False
E01001762,5312.42687,4387.24171,9699.668580000001,False
E01001765,88.80897,118.50762,207.31659000000002,False
E01001767,225.23986,127.68636,352.92622,False
E01001769,783.97402,308.01817,1091.99219,False
E01001770,457.03296,536.19804,993.231,False
E01001772,129.56079,87.57026,217.13105000000002,False
E01001774,734.88721,686.44477,1421.33198,False
E01001775,145.83209,148.45886,294.29094999999995,False
E01001776,71.66696999999999,61.71816,133.38513,False
E01001777,1381.66737,1046.02487,2427.69224,False
E01001781,1880.00713,1352.44189,3232.44902,False
E01001783,31.78212,12.08894,43.87106,False
E01001784,98.61219,69.38594,167.99813,False
E01001786,1348.77613,786.61575,2135.39188,False
E01001787,362.58411,203.22107,565.8051800000001,False
E01001788,495.36819,222.03612,717.40431,False
E01001791,148.49837,77.53346,226.03183,False
E01001792,3850.0032499999998,2501.82967,6351.83292,False
E01001793,220.02769,152.93796,372.96565,False
E01001795,1407.2247,944.7163400000001,2351.94104,False
E01001796,78.79517,49.38715,128.18232,False
E01001798,1643.93793,1029.11797,2673.0559000000003,False
E01001800,829.97194,681.11503,1511.08697,False
E01001801,301.6651,220.62118999999998,522.28629,False
E01001802,289.04508,222.01170000000002,511.05678,False
E01001803,732.68658,527.65985,1260.34643,False
E01001805,150.50477,133.67701,284.18178,False
E01001806,176.00736,179.33339999999998,355.34076,False
E01001807,991.36676,518.87683,1510.24359,False
E01001808,4560.28292,3690.8631299999997,8251.14605,False
E01001809,387.49249,550.45402,937.94651,False
E01001811,1104.57269,728.46641,1833.0391,False
E01001813,6875.372890000001,6620.45144,13495.82433,False
E01001814,2266.67934,1796.87536,4063.5547,False
E01001815,59.0713,49.02078,108.09208000000001,False
E01001816,57.90425,35.7854,93.68965,False
E01001819,134.83142,121.12428,255.9557,False
E01001820,94.23445,82.04036,176.27481,False
E01001821,117.69248999999999,106.57183,224.26432,False
E01001822,85.84325,52.28637,138.12962,False
E01001824,601.78309,467.63716,1069.4202500000001,False
E01001826,737.46664,443.278,1180.74464,False
E01001827,699.31149,503.96357,1203.27506,False
E01001828,128.13483,84.51361,212.64844,False
E01001829,503.03184,471.07910999999996,974.11095,False
E01001830,2732.09866,1364.03844,4096.1371,False
E01001831,3281.9224400000003,2460.36212,5742.28456,False
E01001832,1235.27395,1829.41362,3064.68757,False
E01001833,68.9886,6.09176,75.08036,False
E01001834,812.44012,914.18833,1726.62845,False
E01001836,719.12793,738.98388,1458.1118099999999,False
E01001837,131.08772,82.42092,213.50863999999999,False
E01001839,3145.89088,3028.41537,6174.30625,False
E01001840,1177.69437,603.68683,1781.3811999999998,False
E01001841,125.31326,212.04021,337.35347,False
E01001844,708.41216,352.74993,1061.16209,False
E01001845,528.06798,44.50384,572.57182,False
E01001846,421.46707,449.76348,871.23055,False
E01001847,40.864079999999994,95.58251,136.44659,False
E01001848,1523.71054,1020.83757,2544.54811,False
E01001849,1384.53981,1048.49864,2433.03845,False
E01001850,504.67627,403.49073,908.1669999999999,False
E01001856,417.20579,425.7261,842.93189,False
E01001857,781.90112,698.28562,1480.18674,False
E01001858,568.34888,320.87924,889.22812,False
E01001860,1881.74003,1328.30121,3210.04124,False
E01001861,1080.105,717.83798,1797.94298,False
E01001866,2019.65253,972.46202,2992.1145500000002,False
E01001867,232.0361,205.91505999999998,437.95115999999996,False
E01001869,368.37023,520.76667,889.1369,False
E01001871,412.5598,211.44021999999998,624.00002,False
E01001875,1313.4713,625.99458,1939.46588,False
E01001876,1291.13577,1338.57318,2629.70895,False
E01001877,1653.60575,1252.03488,2905.64063,False
E01001879,404.92733,193.01034,597.93767,False
E01001882,591.45181,537.38323,1128.83504,False
E01001883,430.44992,258.40251,688.85243,False
E01001884,250.1514,232.46128000000002,482.61268,False
E01001886,906.49154,621.74764,1528.23918,False
E01001887,1460.23153,994.26647,2454.498,False
E01001891,2078.51422,2133.4287,4211.9429199999995,False
E01001894,224.16607,432.64612,656.81219,False
E01001898,14053.78325,16002.69426,30056.47751,False
E01001899,164.34642,139.6408,303.98722,False
E01001902,371.56094,276.42624,647.9871800000001,False
E01001903,669.59509,319.47659,989.07168,False
E01001905,111.50733,89.84788999999999,201.35521999999997,False
E01001909,1042.66258,788.48998,1831.15256,False
E01001911,329.83212,225.88507,555.71719,False
E01001912,559.87112,498.06348,1057.9346,False
E01001914,702.76025,505.33468999999997,1208.09494,False
E01001915,2826.21259,1234.72899,4060.94158,False
E01001916,0.0,2065.16828,2065.16828,True
E01001918,839.10739,582.94638,1422.05377,False
E01001920,2946.8560899999998,2245.29312,5192.14921,False
E01001921,855.16439,582.30605,1437.47044,False
E01001922,297.39787,211.61449,509.01236,False
E01001923,21.92775,18.37172,40.29947,False
E01001924,283.15015999999997,243.22259,526.37275,False
E01001925,309.22828,240.85129,550.07957,False
E01001928,687.37412,407.91452999999996,1095.28865,False
E01001929,260.61620999999997,293.36805,553.98426,False
E01001930,1221.3417,695.6854,1917.0270999999998,False
E01001932,400.46885,396.95509,797.4239399999999,False
E01001933,422.81612,347.0177,769.8338200000001,False
E01001937,557.67136,474.10952,1031.78088,False
E01001938,723.34016,589.22431,1312.5644699999998,False
E01001940,1086.23156,1048.94946,2135.18102,False
E01001941,2745.30221,2842.26948,5587.57169,False
E01001942,845.37063,1051.75612,1897.12675,False
E01001943,15629.10703,20190.28948,35819.39651,False
E01001945,18.02564,21.21712,39.242760000000004,False
E01001946,76.73109,1.6507399999999999,78.38183,False
E01001948,226.86141,189.17837,416.03978,False
E01001950,530.01843,276.8199,806.83833,False
E01001951,307.43784,296.30658,603.74442,False
E01001952,190.92806,123.23317,314.16123,False
E01001953,2393.21139,2300.76014,4693.97153,False
E01001954,474.43533,333.37395,807.80928,False
E01001955,56.84186,162.57197,219.41383,False
E01001956,300.44088,66.84746,367.28834,False
E01001958,19.896749999999997,62.6315,82.52825,False
E01001959,295.92521,245.51904,541.44425,False
E01001961,11.147039999999999,3.02717,14.174209999999999,False
E01001962,548.9751,411.15467,960.12977,False
E01001963,474.74651,327.33858,802.08509,False
E01001964,322.19936,534.21053,856.4098899999999,False
E01001966,498.49602,471.42068,969.9167,False
E01001968,209.48077,140.19778,349.67855,False
E01001969,752.72651,418.30259,1171.0291,False
E01001970,213.58833,193.74012,407.32845,False
E01001971,103.10571,170.10061,273.20632,False
E01001972,639.13367,495.45498,1134.5886500000001,False
E01001973,1006.0243300000001,749.53405,1755.55838,False
E01001974,929.95221,1135.8059600000001,2065.75817,False
E01001975,1292.10554,553.21426,1845.3198,False
E01001976,127.71499,70.70363,198.41862,False
E01001977,123.68965,315.38265,439.07230000000004,False
E01001978,993.9582,546.96703,1540.92523,False
