lsoa21cd,cluster,lnc_grp,total_activity,log_total_activity,direction_balance,post_midnight_share,deep_night_share,post_midnight_persistence,weekend_ratio,volume_band,tot_boardings,tot_alightings,imd_score,imd_decile,income_score,employment_score,population_2022,n_source_lsoa11,imd_decile_int,distance_to_centre_km
E01003569,1,2,1442.20921,7.274624530939882,0.1286517439449717,0.1279249145829543,0.0562186674705814,0.2069997025959357,0.907386142095246,high,813.8759699999998,628.33324,31.461,3,0.371,0.115,2498,1,3,11.49827054827308
E01003570,1,2,4110.84799,8.321627839039238,-0.1825372749917712,0.1986717197976469,0.130900556602678,0.3855025110930314,1.0097485324066264,high,1680.2324999999996,2430.6154900000006,36.052,2,0.452,0.147,2040,1,2,11.573482142547727
E01003571,1,4,672.90584,6.513090397888802,-0.145735754054386,0.1156040940289654,0.0644097397044436,0.1931538559884169,0.8568637148795339,medium,287.41970000000003,385.4861400000001,34.784,2,0.396,0.154,2245,1,2,11.548834857306709
E01003572,2,4,211.8453,5.360565610752471,0.0394943857616855,0.0712531738962346,0.0407810794008646,0.1104458273520842,0.8661440015435803,low,110.10599999999998,101.73930000000004,36.416,2,0.433,0.178,1671,1,2,11.20273299347575
E01003573,1,2,598.78331,6.39656843998578,0.305043288531205,0.0963501136997288,0.065190744878978,0.1450319220436865,0.8345742827856293,medium,390.71906999999993,208.06424,30.784,3,0.334,0.131,2333,1,3,11.488667414844839
E01003574,1,4,2060.62247,7.631248558580272,-0.1929396848710476,0.1587377866456052,0.0815721959976492,0.2714581679244999,0.8107170656032626,high,831.52331,1229.0991600000002,31.142,3,0.394,0.16,2646,1,3,11.103067007143176
E01003575,1,3,1033.98512,6.942142328784528,-0.3031149809970185,0.0630558977483157,0.0256027088668355,0.0935921327374396,0.9162300990098794,medium,360.2843700000001,673.7007500000001,39.613,2,0.555,0.183,1664,1,2,13.560760907847818
E01003576,1,2,3985.67318,8.290712372614443,-0.1185628621963429,0.1858638996587271,0.117648424450095,0.3444353027057489,0.8671164439259511,high,1756.5601800000002,2229.113,53.35,1,0.648,0.226,1851,1,1,14.048809918600416
E01003578,1,5,2211.83575,7.702030116781433,-0.1200339356120814,0.190662697264026,0.1017298458983674,0.362637707169411,0.8568841229627558,high,973.1701999999998,1238.6655500000002,45.995,1,0.623,0.156,1995,1,1,13.513547754009547
E01003581,2,3,246.42125,5.511092349559989,-0.8418453765655356,0.0721236094695567,0.0122926898552783,0.1213774153523722,0.7882809686702866,low,19.48633,226.93492,35.475,2,0.506,0.162,1785,1,2,13.69805085647799
E01003583,1,4,846.68632,6.742510661699551,-0.343895269265718,0.1345154247915568,0.0769048211384825,0.2283541868357122,0.8351062712564747,medium,277.75744999999995,568.92887,32.535,3,0.435,0.15,2075,1,3,13.795339465414727
E01003586,1,4,2588.37475,7.859171716283266,-0.3075190368009887,0.2234933639342602,0.1104889313265013,0.4616686125233833,0.830571821542937,high,896.2001199999999,1692.17463,36.364,2,0.43,0.144,1837,1,2,12.422185235283216
E01003587,1,4,1891.29423,7.545545250205969,-0.0481843430569763,0.1919877955742507,0.0899031294564886,0.3563564255464749,0.9040045259073588,high,900.08173,991.2125,37.487,2,0.527,0.167,2419,1,2,12.798908537183792
E01003590,1,4,4602.44343,8.434559874176237,0.1719047549488294,0.0790329170868266,0.0416216218435953,0.1240997498186478,0.8293769942633059,high,2696.81267,1905.63076,40.293,2,0.495,0.205,1554,1,2,12.952758229043523
E01003591,1,2,6519.25659,8.782669008440818,-0.1986793451245336,0.2508137127948204,0.1182740239405119,0.5365546410810171,0.9458284184716294,high,2612.00748,3907.2491100000007,45.136,1,0.569,0.179,2212,1,1,13.076681991592277
E01003593,1,4,2004.88919,7.603842727713982,-0.0826402530505937,0.1898583033409442,0.146138216247253,0.324087950850081,0.7916908300293214,high,919.60232,1085.28687,32.224,3,0.401,0.184,1529,1,3,10.202617119056455
E01003594,0,4,407.66809,6.012903310693107,0.2296679879948416,0.1407708658286205,0.0828384679311054,0.2214719175992399,0.7873427784174821,medium,250.6482,157.01989,29.331,3,0.367,0.163,1814,1,3,10.467825738987864
E01003596,2,4,107.73978,4.688957688541183,-0.0843703226422033,0.0380818486913561,0.0045736124577198,0.0535174183059563,0.8728464335481846,low,49.32487,58.41491000000002,32.38,3,0.47,0.131,1698,1,3,10.84927663681612
E01003598,2,3,129.4139,4.870713238903724,-0.1412293424431224,0.0901912391172818,0.0551414492569963,0.1551539848799304,0.8746556029044394,low,55.56842999999999,73.84547,37.177,2,0.458,0.207,1831,1,2,10.633263369955667
E01003600,1,4,1815.63652,7.504742004356077,0.0262137269633682,0.0969662584226935,0.0645200119680342,0.1527173914929215,0.7772135918792346,high,931.61556,884.0209600000001,38.171,2,0.483,0.18,1624,1,2,10.577913422503038
E01003601,1,3,4534.2865,8.41964353585696,-0.0839687390728397,0.0812419726896392,0.0466498929875736,0.1225399055886776,0.7739757825706759,high,2076.77409,2457.51241,48.635,1,0.495,0.227,2225,1,1,11.131213865012889
E01003602,1,3,2287.31791,7.735572289525814,-0.0310364334094686,0.2655280131129651,0.1976953479107764,0.5181498599222429,0.8936474824415075,high,1108.16386,1179.1540500000003,33.323,3,0.34,0.137,2211,1,3,10.830354055304726
E01003603,1,3,1183.80664,7.07733486725929,0.2007227633053316,0.0758282872952968,0.0671292315103081,0.1035309275273946,0.6773407083764109,medium,710.7117899999998,473.09485000000006,29.897,3,0.393,0.116,2012,1,3,11.50969801992972
E01003604,1,4,323.88186,5.783461608552494,-0.1683199546896513,0.0843498922724477,0.0372641431662767,0.1323020007678721,0.7816781387044155,low,134.68304,189.19882,36.177,2,0.47,0.16,2269,1,2,11.061544518337973
E01003605,1,4,3296.452,8.10090532800334,-0.3042709919634807,0.2420920735384589,0.13282829539153,0.4740548572979134,0.8387589714909675,high,1146.7186400000005,2149.73336,36.834,2,0.478,0.18,2114,1,2,11.473543713337923
E01003607,1,4,1291.36807,7.164231527671762,0.0506829861450732,0.1492360501061483,0.1204067171956636,0.2496074050707876,0.8077040926033744,high,678.4092299999999,612.95884,33.718,2,0.403,0.167,1924,1,2,10.79353787653487
E01003611,0,3,337.26808,5.823838717211474,-0.1466824254462503,0.2114515847452863,0.1423546515282442,0.3890034063224242,1.0105467460603603,low,143.89838999999998,193.36969,40.789,2,0.498,0.215,1927,1,2,13.117525366409543
E01003615,1,4,1263.86112,7.142717608573371,-0.2151412807128682,0.1737073611379073,0.1022257809465647,0.3041999921352665,0.7817837640231549,high,495.9762099999999,767.8849099999998,31.558,3,0.347,0.156,1687,1,3,10.20555295955226
E01003616,1,4,1580.20259,7.365940969417648,0.0282153885091404,0.2017645091949887,0.0799926672693277,0.3742472680949992,0.8311093544217819,high,812.39431,767.8082800000001,32.675,3,0.34,0.149,1909,1,3,10.03351854355485
E01003618,1,4,2060.95663,7.631410631378017,-0.1086505299240576,0.1543144020454229,0.0557223807276332,0.2803457478340625,0.737540407955704,high,918.5163,1142.4403300000004,28.772,3,0.337,0.106,2216,1,3,9.9950829887368
E01003619,1,1,6310.30503,8.750097753485479,0.0559937480549969,0.1699340467539966,0.0955144334758093,0.2940744053262866,0.8502139065523825,high,3331.821330000001,2978.4837,33.993,2,0.361,0.191,2454,1,2,9.511647625974863
E01003622,1,4,2468.94774,7.811952271503455,-0.1566485161812295,0.2082536830042421,0.1399599652927445,0.4025289562248205,0.906293021644054,high,1041.0953699999998,1427.85237,42.184,2,0.481,0.174,1882,1,2,13.65447599705743
E01003623,1,5,411.55971,6.022380946814398,-0.1753462456273962,0.1220301423577152,0.0916009489850209,0.1956985334774249,0.8357940943812092,medium,169.69713000000002,241.86258000000004,36.837,2,0.456,0.179,1735,1,2,13.688840917364223
E01003630,1,3,5022.53233,8.521888616633625,-0.0978802838288549,0.1175070863107814,0.0598159036638794,0.1967208379400473,0.8068654695351233,high,2265.462720000001,2757.06961,37.109,2,0.478,0.192,1933,1,2,10.189675182884109
E01003631,0,5,76.53963,4.350789160500678,-0.3044066191592512,0.1004897724224692,0.015670574838159,0.1510457998822104,0.9944727281815496,low,26.62023,49.9194,28.56,3,0.313,0.148,1842,1,3,9.60065513286363
E01003633,2,4,132.84623,4.8966916037123935,-0.6261711002261788,0.1064047508160374,0.0251519369424333,0.1773878706872243,0.7778138480669402,low,24.83088,108.01535000000004,44.286,2,0.533,0.249,1830,1,2,9.803512074281425
E01003635,1,4,1821.38754,7.507902755531704,-0.2655625282250476,0.1217822979067925,0.065799560701947,0.2028300126965381,0.8308201017608681,high,668.8476299999995,1152.53991,26.785,3,0.314,0.135,1856,1,3,10.492680189964084
E01003636,1,4,3176.05249,8.063709156009015,-0.0680464792948053,0.1162037029180207,0.0640379435290756,0.1919530319219063,0.8364754279924494,high,1479.9666499999998,1696.0858399999995,33.722,2,0.368,0.155,2179,1,2,9.945694460336695
E01003638,1,5,319.2314,5.7690438594648645,0.382802944823097,0.1587965970766033,0.1275034661377295,0.2511910834921667,0.942953830109622,low,220.71706,98.51433999999996,16.84,6,0.242,0.113,1894,1,6,16.810407183640823
E01003639,1,5,161.90469,5.093165305862678,-0.3380495648396596,0.0773311137558769,0.0564085574049769,0.1055885320508257,0.7764582659907441,low,53.58644000000001,108.31825,19.952,5,0.281,0.119,2240,1,5,17.445549952485404
E01003640,1,7,1285.94076,7.160023177010706,-0.185500784655119,0.1051220586553303,0.0784163805492875,0.1608416022296393,0.6786464735243551,high,523.69887,762.24189,17.116,6,0.211,0.084,1878,1,6,19.394323676254466
E01003641,1,6,1376.91458,7.228326461263275,0.4390552099462844,0.0549962075352561,0.010275612013637,0.0876878736037928,0.5977113649990756,high,990.72805,386.18653,18.223,5,0.2,0.135,2008,1,5,17.52104669517321
E01003643,1,3,273.10041,5.613494499112073,0.0186167790813642,0.1077920388328966,0.0928643790758131,0.1669209866522975,1.0112991996047496,low,139.09233,134.00807999999998,12.488,7,0.22,0.078,2303,1,7,16.551997544629494
E01003644,2,4,130.6968,4.880502310807877,-0.6314053595803417,0.0528580653849214,0.0133417191545623,0.0777299861920972,0.6842230445842351,low,24.08707,106.60973000000004,11.488,7,0.209,0.089,1707,1,7,16.10417152679487
E01003645,1,4,693.65814,6.543419839657647,-0.010593691007504,0.0707809181047021,0.0411727454102967,0.1019402354229245,0.6453779567502829,medium,343.15487,350.50327000000004,20.15,5,0.307,0.104,2879,1,5,16.504779400466653
E01003646,0,1,1104.49393,7.00804750955425,0.3348379379504602,0.1831461943842461,0.0965598244618691,0.3257531888234004,0.7412030361083174,medium,737.1602000000003,367.3337299999999,17.334,6,0.282,0.085,1940,1,6,15.115243523434508
E01003647,1,5,2448.52614,7.803649872587314,0.4591578589395824,0.1281301411795424,0.0608034186639314,0.214924535681686,0.7711379205896614,high,1786.39308,662.1330599999999,13.488,7,0.204,0.093,2053,1,7,15.83186770196335
E01003648,1,5,281.84382,5.644894872513879,-0.7386334034217958,0.1012943977270816,0.0391486320331593,0.1637972843083599,0.6224685658101601,low,36.83228,245.01154,6.238,9,0.119,0.063,1568,1,9,16.392404866019838
E01003649,2,5,57.66824,4.071898524192259,0.6340349558092983,0.0,0.0,0.0,0.6374886435048738,low,47.11596,10.55228,9.383,8,0.177,0.067,1695,1,8,15.934699348872448
E01003650,0,5,746.35345,6.616538232532133,-0.2740779318431501,0.1908563697267025,0.1172938371223446,0.333287692755303,0.8123561927311752,medium,270.89722,475.45623,17.496,5,0.278,0.109,1786,1,5,16.322618596614085
E01003651,1,4,553.09468,6.317335574672186,-0.1628063752122874,0.0995226531558755,0.0605048669063314,0.1536145162507871,0.7142742416563783,medium,231.52367,321.5710099999999,8.842,8,0.138,0.083,1535,1,8,15.41359496715296
E01003653,1,4,1351.0692,7.209391438725035,-0.3319806861114145,0.14284134372984,0.083592898128386,0.2154668666079743,0.7778929840344956,high,451.27016,899.7990399999999,20.595,5,0.292,0.103,2271,1,5,15.729607061547695
E01003654,1,5,628.84684,6.445476678718171,-0.3159757310699057,0.1410446938081139,0.1251603649626354,0.2375573125985028,0.7170064760900619,medium,215.07325,413.77359000000007,14.411,6,0.195,0.102,1664,1,6,15.633577347396242
E01003655,1,6,525.30648,6.265883704653308,0.395759290842938,0.0423912531975619,0.0,0.0604498607164455,0.5557106064627905,medium,366.6007000000001,158.70578,10.311,8,0.131,0.065,1528,1,8,16.171245868000316
E01003656,2,7,54.30008,4.012774355181854,0.0546573780370121,0.1280677671193118,0.1076178893290765,0.2093585114242517,0.9200235048848214,low,28.633990000000004,25.66609,24.759,4,0.305,0.151,1504,1,4,16.659883019660693
E01003657,1,5,624.16325,6.43801281562962,-0.1919022787708183,0.0986638030995897,0.0725054543022198,0.1522231165700633,0.658910655650438,medium,252.19245,371.97080000000005,13.9,7,0.194,0.094,2178,1,7,16.555818496990806
E01003658,2,5,104.46464,4.658375730858708,-0.0102530387315746,0.0415800025731194,0.0313353877445995,0.0587504512487061,0.7079819941664207,low,51.69678,52.767860000000006,24.26,4,0.332,0.158,1685,1,4,16.047066635188617
E01003659,1,6,509.50621,6.2354028020752965,-0.2465289873503209,0.1340807602717933,0.1083584830104426,0.2080073553297991,0.704525827106716,medium,191.94908,317.5571300000001,9.461,8,0.144,0.071,1791,1,8,16.00267515573216
E01003660,2,7,9.70512,2.370722131693904,-0.1155534398338197,0.0291371976853454,0.0,0.0355424950132665,0.5472096335620872,low,4.291829999999999,5.41329,7.123,9,0.12,0.057,1708,1,9,16.815934587655708
E01003661,2,4,122.30822,4.814687074614842,-0.2095541902253176,0.0364904337582543,0.0310258787185358,0.0501316676843336,0.5851920545501715,low,48.33901,73.96921000000002,24.115,4,0.326,0.131,2151,1,4,18.963034108107866
E01003662,1,4,4273.63308,8.360453548447554,-0.0453339808011781,0.1017537378290791,0.056687786589297,0.1639544473735172,0.8416590856210778,high,2039.94614,2233.68694,27.94,3,0.351,0.132,2148,1,3,18.8523757733762
E01003663,1,5,743.59782,6.612844233687889,-0.0185921201328965,0.1405451538306016,0.1256183080257013,0.2229218849679562,0.7848312270056695,medium,364.88638,378.71144,16.235,6,0.203,0.115,2019,1,6,19.089144763671165
E01003665,2,3,104.12241,4.655125480653104,0.8395993715473931,0.3105600417815914,0.3105600417815914,0.547579289219484,0.7843826532915675,low,95.77176,8.350649999999998,13.396,7,0.212,0.086,1766,1,7,19.064045992660734
E01003666,1,4,388.75551,5.965519645105435,-0.3951932411195921,0.0884878776380558,0.034743070265422,0.1368901183831724,0.8462290261356229,medium,117.56098,271.19453,28.529,3,0.366,0.157,2848,1,3,18.613663025671613
E01003668,2,4,93.53494,4.548969501614125,-0.0173406857373298,0.0146328206336583,0.0015406007637359,0.0183025148908184,1.1496328248483347,low,45.95649,47.57845000000001,10.769,8,0.153,0.074,1657,1,8,13.962538028108083
E01003670,2,5,207.11875,5.338108830253768,-0.3374332357645071,0.1036421859440538,0.0557772775279881,0.1618598732627082,0.7287747051237344,low,68.615,138.50374999999997,8.229,9,0.132,0.08,1501,1,9,14.659298111344018
E01003672,1,3,1242.47624,7.125666155702649,-0.1751251999796792,0.0901560580345584,0.0458458505411741,0.1420261641518483,0.8651661220840702,high,512.44367,730.03257,17.549,5,0.25,0.12,1668,1,5,14.327482171070214
E01003673,1,4,611.65862,6.417807880320141,0.0393866107862585,0.0845894724740411,0.0504736612720343,0.1219621880510439,0.7159080314558419,medium,317.87489000000005,293.78373000000005,9.425,8,0.113,0.068,1811,1,8,13.930951118133786
E01003674,1,4,998.96567,6.907720948392849,0.4429526492136611,0.0465294067612954,0.0182153406733186,0.063594193966199,0.7673327924000249,medium,720.73008,278.23558999999995,12.99,7,0.173,0.075,2402,1,7,14.409844379171336
E01003675,1,5,385.93573,5.958258606886821,-0.2527903026755258,0.0434916974388455,0.0195432799134716,0.06552915190325,0.6694083050906519,medium,144.18746,241.74827,15.585,6,0.205,0.098,1752,1,6,14.338404729636604
E01003676,0,4,76.51865,4.350518552570189,-0.0551814492283906,0.2467885933690675,0.1515657947441571,0.4945088987839917,0.8406054695986243,low,36.14812,40.37053000000001,10.829,8,0.167,0.082,1907,1,8,14.737387321098598
E01003677,1,5,585.61918,6.374375852906193,-0.4084584797922772,0.0939954698888106,0.0508499226408534,0.1437375435343885,0.7308192166117489,medium,173.20903,412.41015000000016,9.878,8,0.145,0.082,1796,1,8,14.702410367154803
E01003679,0,5,373.33427,5.925149168293383,-0.9126366299027412,0.1069712673310167,0.0192850766151202,0.1637191563355675,0.5969011288905933,medium,16.307869999999998,357.0264,6.874,9,0.134,0.064,1702,1,9,15.808826118356938
E01003680,2,5,71.89559,4.289028143357626,-0.7507555053098528,0.0,0.0,0.0,0.3380752183092549,low,8.959790000000002,62.93579999999999,8.879,8,0.169,0.084,1645,1,8,16.040636148671133
E01003681,1,5,1669.63346,7.4209581508534255,-0.1703462028126819,0.1427414733291221,0.0963354076528868,0.2331423486093819,0.691803000910666,high,692.60887,977.02459,14.997,6,0.221,0.098,2069,1,6,15.2913813511138
E01003684,1,3,746.02154,6.616094020058452,-0.25363088041667,0.1354816242973359,0.1130975119029405,0.2256085734651235,0.6795369404492078,medium,278.40372,467.61782,26.417,4,0.454,0.14,1883,1,4,15.437801769145587
E01003686,1,2,840.24292,6.734880464875975,-0.0552498794039228,0.1044865929962254,0.0653832465497001,0.1573771876490858,0.7924965287273213,medium,396.9098000000001,443.33312,28.696,3,0.36,0.152,2015,1,3,15.536879222232528
E01003689,1,1,15712.37533,9.662267560495572,0.1943171293884818,0.1503565056449042,0.0773180091797107,0.2717291505395414,0.8881160528684023,high,9382.7795,6329.595829999998,36.745,2,0.421,0.172,2283,1,2,14.941876966419537
E01003690,1,4,8325.05611,9.027145166862647,-0.0623852215693955,0.1419630443788084,0.0775904163845929,0.2411891426290564,0.8401195958129956,high,3902.84782,4422.2082900000005,20.872,5,0.244,0.108,2154,1,5,15.269325593893742
E01003692,1,3,564.56099,6.33781814119951,-0.2749805472744406,0.1218817297312731,0.052112261599938,0.2016961729953529,0.7837677206750457,medium,204.65885000000003,359.90214000000014,17.751,5,0.281,0.117,1627,1,5,14.882372713310808
E01003693,2,5,374.08642,5.9271564527534535,-0.2570358474921383,0.0345753796676179,0.0208901996495889,0.0508459258195233,0.7753191925153466,medium,138.96639999999996,235.12002,12.352,7,0.186,0.1,1654,1,7,14.204519040476963
E01003694,1,4,725.76336,6.58860092248295,-0.565550622450822,0.067161478088395,0.0309538773078872,0.1053206352806174,0.8407775801507903,medium,157.65372,568.1096399999999,13.187,7,0.195,0.105,1461,1,7,14.602717309079404
E01003695,2,4,337.89316,5.825684895464506,0.4824540988044861,0.1051509299566762,0.0934069218802771,0.1667599504983187,0.7887011383973284,low,250.45555,87.43761,27.949,3,0.346,0.17,1544,1,3,14.577482314984527
E01003696,1,4,258.19142,5.55756686207839,0.2127589677457136,0.1467501514961263,0.1003419091153377,0.248784610633837,0.8598472327821925,low,156.56198000000003,101.62944,40.119,2,0.249,0.557,1759,1,2,14.797415493674292
E01003697,1,6,1400.16674,7.245060554244579,-0.2309719912358437,0.1636686356369242,0.0978487105042932,0.283294128572249,0.7857026632968861,high,538.38372,861.7830200000002,16.775,6,0.23,0.099,1700,1,6,14.16609633559303
E01003699,0,7,981.92572,6.890533552693849,-0.2138004695507925,0.271077337703304,0.2490428400225629,0.5004878000535352,0.7588356176817275,medium,385.9947700000001,595.9309499999999,14.256,6,0.172,0.071,1570,1,6,18.844453644440776
E01003700,1,6,654.31215,6.485111686999768,-0.1984157714326411,0.0886346677193752,0.0650854030450145,0.1306348306839313,0.6803456986695984,medium,262.24315,392.0689999999999,17.926,5,0.222,0.116,2602,1,5,17.68561961073609
E01003701,1,6,3039.29275,8.01970908910589,0.0266562508662582,0.0757476027934459,0.0552525122826683,0.1108049852457042,0.7826890018244251,high,1560.1544499999995,1479.1383,17.638,5,0.227,0.087,2086,1,5,17.33020748997328
E01003702,1,3,469.60589,6.15402099215204,-0.3292538132347531,0.1120708899115383,0.0637111898234496,0.1738940130757325,0.792193510045,medium,157.49318,312.11270999999994,15.865,6,0.216,0.09,2326,1,6,18.50152142683119
E01003703,2,7,92.53416,4.538326717165043,-0.3900799445307549,0.0899348953943062,0.053014800155964,0.139258493972446,0.7449354540816656,low,28.21922,64.31493999999999,13.959,7,0.192,0.094,2626,1,7,17.17858904282323
E01003704,1,6,971.31657,6.879681440735603,-0.1900980542316909,0.0938025797294902,0.0686696717219598,0.1400676383784775,0.7457186701969077,medium,393.3355900000001,577.9809799999998,23.499,4,0.319,0.129,2032,1,4,18.10895736152786
E01003705,1,3,297.61422,5.699152506208294,-0.2541873839227171,0.066565300542427,0.055876899968019,0.0881161874494219,0.7374568781851766,low,110.98221999999996,186.632,15.121,6,0.216,0.092,2411,1,6,17.27588320385198
E01003706,1,5,469.01369,6.152761821939476,-0.4491454183352302,0.0910629069270877,0.0697963635133976,0.142271085532738,0.7744925453058005,medium,129.17916999999997,339.83452,18.142,5,0.337,0.114,1704,1,5,16.97529543192146
E01003707,0,5,117.65558,4.776225010853058,0.8879555053827451,0.2596754867044979,0.2130468440170878,0.4465707884889474,0.6904914548724459,low,111.06425000000002,6.59133,13.022,7,0.195,0.106,1517,1,7,16.062191007789476
E01003708,1,5,556.70439,6.323829054980091,-0.47052553330862,0.0924196232761879,0.0756789613245191,0.1373424975062992,0.7029506004139051,medium,147.38038,409.32401,25.887,4,0.389,0.168,2020,1,4,16.43587147348949
E01003709,0,5,139.03729,4.941908744285396,0.8141976156180836,0.2645932612754463,0.2204734427720793,0.4434335586079677,0.768390284291359,low,126.12056,12.91673,8.387,8,0.164,0.081,1761,1,8,16.567410169053257
E01003710,1,5,384.09701,5.953495276573635,-0.1596868197437933,0.1226286296787366,0.0799072348936014,0.1886481690254117,0.7705849261473793,medium,161.38089000000002,222.71612,10.403,8,0.146,0.097,1505,1,8,15.682023551578334
E01003711,1,4,3246.09679,8.085516580713076,-0.0529036504792576,0.1222634646085214,0.0661632489399676,0.196427425488381,0.8292799897303692,high,1537.18321,1708.9135799999997,17.256,6,0.235,0.114,1962,1,6,16.823910456649966
E01003712,0,5,325.94693,5.789797864148244,-0.8966131081522997,0.0893441456865386,0.0278853677192173,0.1372503571182988,0.7450504243486561,low,16.849320000000002,309.0976100000001,34.499,2,0.504,0.222,1503,1,2,16.460651324242242
E01003713,0,3,264.19775,5.580475774112821,-0.0140205206138204,0.1483084924076756,0.1045537670173194,0.2439227500588598,0.9174605479062824,low,130.24678,133.95096999999998,21.114,5,0.296,0.123,1879,1,5,17.132012348502904
E01003714,0,4,319.92443,5.771205674853498,-0.0097907809041028,0.1693693726359065,0.0727626521050611,0.2826549620850783,0.898268421162127,low,158.39606000000003,161.52837000000005,27.543,3,0.403,0.135,2467,1,3,16.54678172806298
E01003715,1,4,815.96282,6.705593585868548,-0.2211922842268719,0.1391978742364756,0.0826643302203401,0.2223311037640375,0.8232596145759405,medium,317.73907,498.22375,24.341,4,0.328,0.127,2180,1,4,16.906048054839896
E01003716,2,5,170.29452,5.1433844141587,-0.0795079019571504,0.0425410635644646,0.0330869131901601,0.0706763053099007,0.8256017826375918,low,78.37737999999997,91.91714,25.764,4,0.322,0.154,1827,1,4,17.378566802406716
E01003719,1,4,3012.45069,8.010841109756205,0.1648300805879747,0.0873946653712695,0.0580770867323308,0.1377687267215597,0.7208883337839245,high,1754.4965900000004,1257.9541000000004,28.648,3,0.363,0.154,2440,1,3,17.624840501886503
E01003720,1,6,1608.02965,7.383386574417377,-0.2434434402375603,0.1338895274723323,0.0949406125689286,0.2075790604921987,0.8063757990091452,high,608.28269,999.74696,30.68,3,0.381,0.189,1939,1,3,19.649691715668926
E01003721,1,6,1491.71796,7.308353871455336,0.2744185636807644,0.0931442831190421,0.0391511743949238,0.1516853100934851,0.5975313618551399,high,950.53653,541.18143,24.229,4,0.284,0.139,1981,1,4,19.07796080233994
E01003722,1,4,974.42901,6.882877384478132,-0.310140981947982,0.1095841656027872,0.0863554749873466,0.1741489038665897,0.7056471230866953,medium,336.10932,638.31969,22.479,4,0.281,0.138,2365,1,4,20.54714551162979
E01003723,2,5,423.03092,6.049806377101396,-0.3402578705121601,0.1112839695027493,0.0916625196096777,0.171020146141363,0.5853520560581592,medium,139.54566,283.48526000000004,25.552,4,0.307,0.158,1990,1,4,20.17210431219476
E01003724,2,5,167.42924,5.126515720939828,-0.1796289584782204,0.0282954160217175,0.0,0.0359256453164173,0.6804982468361616,low,68.67704999999998,98.75218999999998,16.593,6,0.203,0.111,1486,1,6,19.49332208110269
E01003726,2,7,265.01977,5.583570629328129,-0.0712072537079026,0.1317696789186708,0.1107292486141694,0.2248827645220757,0.6447122343331901,low,123.07422,141.94554999999997,21.062,5,0.293,0.129,2671,1,5,21.39435081607293
E01003727,2,6,40.59641,3.728013865466401,0.1123885092302496,0.0204362898098624,0.0,0.0277774336643183,1.0584632807401435,low,22.57949,18.01692,28.867,3,0.363,0.199,1763,1,3,19.722176185817528
E01003729,1,3,1720.60576,7.451012715686775,0.0374743253213333,0.0958132500962916,0.0602836003524712,0.1628476321986957,0.9039336676445648,high,892.5421499999998,828.0636099999998,48.45,1,0.595,0.195,1775,1,1,14.695107183698468
E01003733,1,3,825.87664,6.717655518238379,-0.2173056983425514,0.132360360743464,0.0713563953086262,0.2374736673708977,0.7522518730481816,medium,323.20447,502.67217000000016,33.625,2,0.435,0.147,1849,1,2,14.54132038965273
E01003734,1,3,2525.99907,7.8347877393628,-0.0169507861299411,0.1379400428678701,0.0987186705496293,0.2390328424923262,0.8211152771410604,high,1241.5907000000002,1284.4083700000003,37.122,2,0.508,0.174,1838,1,2,14.712300589564101
E01003735,2,3,481.33514,6.1786391836370775,-0.4295265041318197,0.0544936320252869,0.0309494544694991,0.0866584388113722,0.8160929990112388,medium,137.29446999999996,344.0406700000001,44.757,2,0.63,0.25,2080,1,2,15.202172469174338
E01003737,2,5,63.8339,4.171828614712092,-0.252803604354426,0.0677542810324921,0.0580212081668204,0.1060148503444915,0.684790396044382,low,23.848230000000004,39.98567,11.422,7,0.153,0.065,2930,1,7,16.945310065140937
E01003738,1,4,2260.60544,7.723830211753212,-0.6211739541775145,0.1095224914614025,0.0415285296314247,0.1855811766658616,0.7988334221819209,high,428.18811,1832.41733,15.249,6,0.218,0.091,2401,1,6,16.697444232590964
E01003739,1,5,1325.43308,7.190248723756411,-0.3081810512832529,0.0813833694266933,0.0503843845515007,0.1300738506632393,0.7233171235092315,high,458.47986,866.9532199999999,22.527,4,0.372,0.133,2349,1,4,15.837019842601833
E01003740,1,5,494.94093,6.206456826890888,-0.0470201363221263,0.1127637999144665,0.0864014822940588,0.1829354988988913,0.7945374826668206,medium,235.83437,259.10656,19.584,5,0.241,0.123,2271,1,5,16.275141728769558
E01003741,1,5,1529.47913,7.33333612222585,-0.3534977231104813,0.1157942442797503,0.0598516829713132,0.1924003436864209,0.8499415717544908,high,494.40587,1035.07326,19.973,5,0.271,0.123,2064,1,5,16.174330354898235
E01003743,1,3,381.93759,5.947872025511144,0.1146766150982939,0.1391221534387332,0.1141733653396095,0.2238977573641136,0.871752473867796,medium,212.86845,169.06913999999995,28.356,3,0.45,0.166,1871,1,3,15.8161787825426
E01003744,2,7,92.12804,4.533975320462212,-0.1935219722464518,0.0318660855044783,0.0258527154165007,0.0447983641766902,0.5859489153481688,low,37.149620000000006,54.97842,5.393,10,0.083,0.059,1480,1,10,16.530283363437768
E01003746,1,5,592.8735399999999,6.386666401074259,-0.0663191344312651,0.0653043817742313,0.0391625168497146,0.0937065151533413,0.6832363471302972,medium,276.77734,316.0962,4.869,10,0.084,0.043,1603,1,10,15.848759544758675
E01003750,1,5,1303.18528,7.1733338182829245,-0.2382556531025274,0.0642132943674747,0.0367609815236709,0.0947364720862078,0.7545243383358665,high,496.3470099999999,806.83827,14.546,6,0.189,0.083,1892,1,6,15.177574281372578
