metric,kruskal_h,df,p_value,epsilon_squared,n,p_fdr_bh
log_total_activity,453.73263211431185,9,4.565451836348588e-92,0.1087365848690249,4100,9.130903672697176e-92
post_midnight_share,634.7735875070155,9,7.16776985665437e-131,0.15300087714107957,4100,2.867107942661748e-130
direction_balance,15.215002043412648,9,0.08519702186876657,0.0015195604018123834,4100,0.08519702186876657
weekend_ratio,197.2632782961391,9,1.240974588499386e-37,0.04603014139269905,4100,1.654632784665848e-37
