metric,kruskal_h,df,p_value,epsilon_squared,n,p_fdr_bh,mode
imd_score,206.0558095805936,2,1.8011482792665394e-45,0.04980615318052077,4100,1.8011482792665394e-45,bus
imd_score,34.57852957949285,4,5.669750569018505e-07,0.12280533967667812,254,5.669750569018505e-07,rail
