K,replicate,ARI,min_matched_cluster_jaccard
2,1,0.925496306568155,0.9593650793650793
2,2,0.9775814372029973,0.98801261829653
2,3,0.9728939857730913,0.9854430379746836
2,4,0.9740647185839045,0.9860494610019024
2,5,0.9717237919471454,0.9847619047619047
2,6,0.9658839811345227,0.9816339455351488
2,7,0.9623883860921963,0.9796954314720813
2,8,0.974064658832445,0.9860228716645489
2,9,0.9175221508848125,0.9549492385786802
2,10,0.9647179976572193,0.9809523809523809
2,11,0.965884057919239,0.9816687737041719
2,12,0.9588991614310078,0.9777777777777777
2,13,0.9647179976572193,0.9809523809523809
2,14,0.9612246518873168,0.9790741915028536
2,15,0.9682178787479352,0.9829222011385199
2,16,0.9670506043140369,0.9822896900695762
2,17,0.9682177826208845,0.9828788839568802
2,18,0.9787549030635577,0.9885786802030457
2,19,0.972893862797194,0.9853875476493011
2,20,0.9799292258372813,0.9892200380469245
3,1,0.9639665229506234,0.9388059701492537
3,2,0.8424593570983454,0.5956834532374101
3,3,0.8440838128754042,0.5962373371924746
3,4,0.9831766910544425,0.9707241910631741
3,5,0.9840428979912104,0.9724349157733537
3,6,0.9776701247715827,0.9584615384615385
3,7,0.9779153918082114,0.9617151607963247
3,8,0.8467405562299457,0.5994194484760522
3,9,0.9717725103319101,0.9518796992481203
3,10,0.9726739741079422,0.952887537993921
3,11,0.7749461874184209,0.5279898218829516
3,12,0.979415190305597,0.9615384615384616
3,13,0.820815015786982,0.5732044198895028
3,14,0.9796832904240325,0.964451313755796
3,15,0.9632844264744307,0.9346811819595645
3,16,0.9805672778799331,0.9658385093167702
3,17,0.9779589663554779,0.9610591900311527
3,18,0.9779153918082114,0.9617151607963247
3,19,0.8401210506538916,0.5931232091690545
3,20,0.9013475916294164,0.7959697732997482
4,1,0.5428894653667958,0.0
4,2,0.8608179669414898,0.5054347826086957
4,3,0.841366878749907,0.5129151291512916
4,4,0.8165745473539028,0.49732620320855614
4,5,0.8219397135500618,0.4900181488203267
4,6,0.8467886922270353,0.49907235621521334
4,7,0.8050720958664683,0.4234592445328032
4,8,0.8219599968582885,0.499054820415879
4,9,0.8338399424648936,0.5061946902654867
4,10,0.834252825884301,0.5062388591800356
4,11,0.8254302411337409,0.5062836624775583
4,12,0.8555928185130849,0.39183673469387753
4,13,0.8556028325812911,0.38415841584158417
4,14,0.8966675533225519,0.8030592734225621
4,15,0.9008252298592075,0.6594982078853047
4,16,0.8611292959657662,0.4816955684007707
4,17,0.7909306125786889,0.4963898916967509
4,18,0.8298148277923494,0.44930417495029823
4,19,0.8420044814459364,0.42
4,20,0.9304907705406674,0.7504873294346979
5,1,0.5953516783538081,0.0
5,2,0.6758096571005276,0.0
5,3,0.8807959954650908,0.3103448275862069
5,4,0.8889635693603545,0.0038314176245210726
5,5,0.8629716642801956,0.18452380952380953
5,6,0.804630574643047,0.13588850174216027
5,7,0.85996521348059,0.17509727626459143
5,8,0.7558502788424918,0.0
5,9,0.8728855995890697,0.025522041763341066
5,10,0.8913646940939145,0.009316770186335404
5,11,0.8924447619221999,0.011538461538461539
5,12,0.849924856773236,0.26595744680851063
5,13,0.8537684489114898,0.16891891891891891
5,14,0.7980264543749022,0.002304147465437788
5,15,0.614498687981341,0.0
5,16,0.6651933404344007,0.0
5,17,0.805266253822128,0.005154639175257732
5,18,0.8732957412459448,0.27906976744186046
5,19,0.7016137265847164,0.0018450184501845018
5,20,0.8710188075673357,0.2366412213740458
6,1,0.5434634586320577,0.005714285714285714
6,2,0.5215276368968151,0.0
6,3,0.8388934620107801,0.05357142857142857
6,4,0.8372786524301068,0.0
6,5,0.7207525224407425,0.0
6,6,0.780800962486059,0.3020833333333333
6,7,0.7954339262022437,0.022058823529411766
6,8,0.5228837423258865,0.0
6,9,0.8439179273539859,0.16666666666666666
6,10,0.5200362679539229,0.0
6,11,0.5180193950642156,0.0
6,12,0.755651956723389,0.37362637362637363
6,13,0.5260733520780605,0.0
6,14,0.6148853322510208,0.015463917525773196
6,15,0.5553051961753444,0.0
6,16,0.5813416341379735,0.0
6,17,0.5295838384144594,0.0
6,18,0.5804451738372215,0.0
6,19,0.8221912034663387,0.15151515151515152
6,20,0.5768597237321369,0.0058823529411764705
7,1,0.5613089785608987,0.25
7,2,0.8397572393973389,0.1164021164021164
7,3,0.7312369809159779,0.22149122807017543
7,4,0.5452192249566816,0.0
7,5,0.5454879091600047,0.0
7,6,0.699482790628373,0.0
7,7,0.7448404453643689,0.0
7,8,0.6892554561223131,0.0
7,9,0.5551053316614575,0.0
7,10,0.6925307578311098,0.192
7,11,0.614188250696419,0.16374269005847952
7,12,0.762304056938145,0.043478260869565216
7,13,0.8065345817070045,0.005305039787798408
7,14,0.6044730242775964,0.4082624544349939
7,15,0.6322639869194124,0.0
7,16,0.7386064255957027,0.0
7,17,0.5945777459836625,0.1813186813186813
7,18,0.5849029208129641,0.03977272727272727
7,19,0.7344149582163559,0.225
7,20,0.5602149600559009,0.0
8,1,0.595466632888774,0.0
8,2,0.5428855617864627,0.0
8,3,0.6481146455019318,0.18556701030927836
8,4,0.5590417064610858,0.008928571428571428
8,5,0.5270785086815625,0.0
8,6,0.5603115066729022,0.0
8,7,0.5915383725328245,0.0
8,8,0.6713950608416439,0.13432835820895522
8,9,0.7927552614702169,0.0
8,10,0.8163716741665263,0.30526315789473685
8,11,0.8005979895023851,0.3541666666666667
8,12,0.5778052609935032,0.031446540880503145
8,13,0.7837982444821749,0.0
8,14,0.7944629247765339,0.006329113924050633
8,15,0.5571652602461185,0.24514563106796117
8,16,0.6793975615171188,0.015384615384615385
8,17,0.5870256312880952,0.10588235294117647
8,18,0.7794273499727462,0.0
8,19,0.8336857577760168,0.0
8,20,0.8270434032368839,0.0
