K,cluster,n,share,mean_silhouette,relative_compactness_vs_sample,mean_log_total_activity,mean_post_midnight_share,mean_zero_bin_share
3,0,639,0.1895017793594306,-0.1510757993887879,1.0901000946820594,6.146678864186525,0.1066441940503249,0.14421404973048163
3,1,1785,0.5293594306049823,0.49382569461146214,0.5204789873005264,7.546116187579277,0.1284239024495843,0.007306255835667577
3,2,948,0.28113879003558717,0.28333343197330496,0.7889981535277152,5.834438742261369,0.06801633493875486,0.3344174871073605
4,0,1788,0.5302491103202847,0.4488651160941743,0.5209570742545461,7.5430699201645774,0.12849619047244243,0.007340604026845614
4,1,675,0.2001779359430605,0.20139080914185317,0.727526611939995,5.646931101212452,0.06394725250260193,0.3619341563786008
4,2,459,0.13612099644128114,-0.1758334656432508,1.0726990121552795,6.031860441098515,0.10831175644324595,0.11952311788913093
4,3,450,0.13345195729537365,0.08257577864921987,0.8361567730032359,6.358403697046866,0.08718024706927098,0.24429012345679013
