MSOA11CD,hour,od_origin,od_destination
E02000515,20,246.0,221.0
E02000515,21,185.0,184.0
E02000515,22,162.0,165.0
E02000515,23,39.0,27.0
E02000516,0,12.0,12.0
E02000516,4,17.0,0.0
E02000516,5,10.0,0.0
E02000516,18,244.0,292.0
E02000516,19,192.0,256.0
E02000516,20,100.0,131.0
E02000516,21,50.0,78.0
E02000516,22,51.0,56.0
E02000516,23,15.0,15.0
E02000517,4,21.0,0.0
E02000517,5,41.0,0.0
E02000517,18,183.0,231.0
E02000517,19,94.0,247.0
E02000517,20,61.0,172.0
E02000517,21,29.0,128.0
E02000517,22,17.0,49.0
E02000517,23,0.0,31.0
E02000518,4,19.0,0.0
E02000518,5,232.0,69.0
E02000518,18,203.0,269.0
E02000518,19,107.0,177.0
E02000518,20,63.0,118.0
E02000518,21,29.0,70.0
E02000518,22,45.0,48.0
E02000518,23,30.0,0.0
E02000519,0,12.0,50.0
E02000519,3,25.0,20.0
E02000519,4,191.0,100.0
E02000519,5,116.0,85.0
E02000519,18,644.0,675.0
E02000519,19,627.0,492.0
E02000519,20,438.0,283.0
E02000519,21,237.0,247.0
E02000519,22,180.0,211.0
E02000519,23,53.0,156.0
E02000520,0,21.0,37.0
E02000520,1,15.0,15.0
E02000520,2,0.0,15.0
E02000520,4,186.0,22.0
E02000520,5,183.0,176.0
E02000520,18,1690.0,1867.0
E02000520,19,1337.0,1124.0
E02000520,20,817.0,762.0
E02000520,21,484.0,446.0
E02000520,22,232.0,314.0
E02000520,23,162.0,129.0
E02000521,0,15.0,15.0
E02000521,1,26.0,26.0
E02000521,2,25.0,12.0
E02000521,3,51.0,0.0
E02000521,4,124.0,86.0
E02000521,5,180.0,110.0
E02000521,18,378.0,546.0
E02000521,19,185.0,365.0
E02000521,20,127.0,204.0
E02000521,21,100.0,197.0
E02000521,22,221.0,271.0
E02000521,23,31.0,89.0
E02000522,0,10.0,21.0
E02000522,4,27.0,11.0
E02000522,5,70.0,0.0
E02000522,18,307.0,387.0
E02000522,19,305.0,245.0
E02000522,20,132.0,141.0
E02000522,21,109.0,121.0
E02000522,22,91.0,109.0
E02000522,23,38.0,77.0
E02000523,0,24.0,24.0
E02000523,1,11.0,0.0
E02000523,3,28.0,0.0
E02000523,4,83.0,45.0
E02000523,5,135.0,314.0
E02000523,18,970.0,812.0
E02000523,19,640.0,618.0
E02000523,20,392.0,414.0
E02000523,21,267.0,186.0
E02000523,22,157.0,178.0
E02000523,23,128.0,132.0
E02000524,0,451.0,359.0
E02000524,1,284.0,286.0
E02000524,2,355.0,260.0
E02000524,3,325.0,802.0
E02000524,4,938.0,3051.0
E02000524,5,2516.0,4418.0
E02000524,18,4703.0,4210.0
E02000524,19,4099.0,3598.0
E02000524,20,3723.0,3216.0
E02000524,21,4111.0,3050.0
E02000524,22,4238.0,2363.0
E02000524,23,1385.0,777.0
E02000525,0,68.0,50.0
E02000525,1,92.0,30.0
E02000525,2,89.0,32.0
E02000525,3,120.0,82.0
E02000525,4,691.0,362.0
E02000525,5,439.0,349.0
E02000525,18,490.0,734.0
E02000525,19,332.0,512.0
E02000525,20,194.0,430.0
E02000525,21,227.0,347.0
E02000525,22,327.0,467.0
E02000525,23,194.0,164.0
E02000526,1,10.0,10.0
E02000526,4,12.0,0.0
E02000526,5,33.0,16.0
E02000526,18,527.0,470.0
E02000526,19,287.0,387.0
E02000526,20,172.0,200.0
E02000526,21,105.0,152.0
E02000526,22,92.0,79.0
E02000526,23,141.0,24.0
E02000528,0,21.0,22.0
E02000528,1,0.0,20.0
E02000528,3,0.0,33.0
E02000528,4,69.0,23.0
E02000528,5,64.0,113.0
E02000528,18,915.0,902.0
E02000528,19,632.0,635.0
E02000528,20,344.0,422.0
E02000528,21,214.0,239.0
E02000528,22,86.0,229.0
E02000528,23,39.0,101.0
E02000529,0,0.0,10.0
E02000529,4,67.0,0.0
E02000529,5,72.0,44.0
E02000529,18,224.0,490.0
E02000529,19,188.0,449.0
E02000529,20,131.0,235.0
E02000529,21,95.0,248.0
E02000529,22,40.0,195.0
E02000529,23,37.0,162.0
E02000530,0,37.0,58.0
E02000530,1,28.0,28.0
E02000530,2,24.0,42.0
E02000530,3,80.0,84.0
E02000530,4,63.0,318.0
E02000530,5,269.0,419.0
E02000530,18,499.0,678.0
E02000530,19,411.0,446.0
E02000530,20,330.0,410.0
E02000530,21,354.0,329.0
E02000530,22,193.0,209.0
E02000530,23,60.0,121.0
E02000531,0,51.0,27.0
E02000531,1,59.0,18.0
E02000531,3,31.0,0.0
E02000531,4,16.0,37.0
E02000531,5,43.0,94.0
E02000531,18,915.0,1048.0
E02000531,19,775.0,620.0
E02000531,20,454.0,513.0
E02000531,21,317.0,175.0
E02000531,22,104.0,137.0
E02000531,23,111.0,85.0
E02000532,0,14.0,53.0
E02000532,2,12.0,0.0
E02000532,4,66.0,17.0
E02000532,5,90.0,36.0
E02000532,18,483.0,487.0
E02000532,19,259.0,326.0
E02000532,20,187.0,183.0
E02000532,21,81.0,146.0
E02000532,22,53.0,133.0
E02000532,23,22.0,122.0
E02000533,0,0.0,11.0
E02000533,18,149.0,248.0
E02000533,19,137.0,125.0
E02000533,20,74.0,72.0
E02000533,21,32.0,29.0
E02000533,22,22.0,0.0
E02000534,0,0.0,11.0
E02000534,2,10.0,0.0
E02000534,4,11.0,11.0
E02000534,5,11.0,94.0
E02000534,18,620.0,458.0
E02000534,19,274.0,273.0
E02000534,20,136.0,267.0
E02000534,21,109.0,67.0
E02000534,22,27.0,56.0
E02000534,23,11.0,67.0
E02000535,0,12.0,12.0
E02000535,1,12.0,65.0
E02000535,2,0.0,19.0
E02000535,3,26.0,38.0
E02000535,4,56.0,57.0
E02000535,5,311.0,61.0
E02000535,18,317.0,498.0
E02000535,19,219.0,376.0
E02000535,20,114.0,166.0
E02000535,21,74.0,165.0
E02000535,22,75.0,111.0
E02000535,23,49.0,74.0
E02000536,0,0.0,62.0
E02000536,1,0.0,24.0
E02000536,2,0.0,11.0
E02000536,3,17.0,0.0
E02000536,4,20.0,0.0
E02000536,5,46.0,0.0
E02000536,18,315.0,420.0
E02000536,19,291.0,370.0
E02000536,20,187.0,202.0
E02000536,21,92.0,122.0
E02000536,22,100.0,160.0
E02000536,23,51.0,196.0
E02000537,0,0.0,15.0
E02000537,4,31.0,0.0
E02000537,5,161.0,12.0
E02000537,18,368.0,447.0
E02000537,19,323.0,288.0
E02000537,20,233.0,224.0
E02000537,21,83.0,146.0
E02000537,22,60.0,104.0
E02000537,23,0.0,23.0
E02000538,0,167.0,27.0
E02000538,1,17.0,17.0
E02000538,2,31.0,77.0
E02000538,3,31.0,25.0
E02000538,4,257.0,80.0
E02000538,5,341.0,128.0
E02000538,18,502.0,693.0
E02000538,19,489.0,612.0
E02000538,20,299.0,406.0
E02000538,21,219.0,349.0
E02000538,22,153.0,371.0
E02000538,23,96.0,148.0
E02000539,0,56.0,96.0
E02000539,1,16.0,26.0
E02000539,2,18.0,0.0
E02000539,3,0.0,42.0
E02000539,4,20.0,0.0
E02000539,5,43.0,21.0
E02000539,18,626.0,741.0
E02000539,19,547.0,544.0
E02000539,20,459.0,388.0
E02000539,21,162.0,237.0
E02000539,22,84.0,143.0
E02000539,23,58.0,114.0
E02000540,0,53.0,29.0
E02000540,1,13.0,32.0
E02000540,2,21.0,10.0
E02000540,4,18.0,41.0
E02000540,5,186.0,249.0
E02000540,18,1040.0,962.0
E02000540,19,854.0,715.0
E02000540,20,590.0,487.0
E02000540,21,426.0,318.0
E02000540,22,372.0,235.0
E02000540,23,213.0,98.0
E02000541,0,38.0,107.0
E02000541,1,15.0,15.0
E02000541,2,0.0,10.0
E02000541,3,37.0,12.0
E02000541,4,140.0,12.0
E02000541,5,111.0,43.0
E02000541,18,669.0,824.0
E02000541,19,515.0,682.0
E02000541,20,347.0,398.0
E02000541,21,252.0,356.0
E02000541,22,286.0,210.0
E02000541,23,133.0,123.0
E02000542,0,56.0,122.0
E02000542,1,43.0,52.0
E02000542,3,14.0,0.0
E02000542,4,65.0,29.0
E02000542,5,78.0,94.0
E02000542,18,1341.0,1060.0
E02000542,19,914.0,775.0
E02000542,20,625.0,582.0
E02000542,21,384.0,328.0
E02000542,22,246.0,253.0
E02000542,23,134.0,203.0
E02000543,0,60.0,94.0
E02000543,1,35.0,56.0
E02000543,2,46.0,20.0
E02000543,3,139.0,19.0
E02000543,4,167.0,89.0
E02000543,5,82.0,206.0
E02000543,18,2705.0,1742.0
E02000543,19,1656.0,1120.0
E02000543,20,887.0,615.0
E02000543,21,607.0,504.0
E02000543,22,356.0,359.0
E02000543,23,197.0,141.0
E02000544,3,42.0,0.0
E02000544,4,14.0,14.0
E02000544,5,12.0,0.0
E02000544,18,223.0,351.0
E02000544,19,145.0,269.0
E02000544,20,66.0,155.0
E02000544,21,25.0,75.0
E02000544,22,0.0,24.0
E02000544,23,0.0,21.0
E02000545,4,22.0,0.0
E02000545,5,16.0,20.0
E02000545,18,547.0,566.0
E02000545,19,433.0,514.0
E02000545,20,297.0,297.0
E02000545,21,189.0,161.0
E02000545,22,87.0,95.0
E02000545,23,51.0,59.0
E02000546,3,12.0,0.0
E02000546,4,36.0,0.0
E02000546,5,158.0,53.0
E02000546,18,222.0,320.0
E02000546,19,229.0,235.0
E02000546,20,141.0,262.0
E02000546,21,94.0,208.0
E02000546,22,62.0,114.0
E02000547,0,117.0,79.0
E02000547,1,19.0,19.0
E02000547,3,20.0,10.0
E02000547,4,255.0,61.0
E02000547,5,202.0,157.0
E02000547,18,705.0,860.0
E02000547,19,614.0,613.0
E02000547,20,454.0,622.0
E02000547,21,302.0,501.0
E02000547,22,274.0,423.0
E02000547,23,230.0,124.0
E02000548,0,19.0,19.0
E02000548,1,12.0,12.0
E02000548,4,166.0,21.0
E02000548,5,71.0,22.0
E02000548,18,465.0,524.0
E02000548,19,317.0,350.0
E02000548,20,153.0,224.0
E02000548,21,93.0,236.0
E02000548,22,50.0,139.0
E02000548,23,19.0,29.0
E02000549,0,65.0,30.0
E02000549,1,20.0,20.0
E02000549,2,13.0,13.0
E02000549,3,68.0,45.0
E02000549,4,226.0,108.0
E02000549,5,197.0,288.0
E02000549,18,1162.0,1228.0
E02000549,19,842.0,991.0
E02000549,20,570.0,580.0
E02000549,21,421.0,424.0
E02000549,22,230.0,429.0
E02000549,23,112.0,132.0
E02000550,0,17.0,63.0
E02000550,1,0.0,10.0
E02000550,3,86.0,0.0
E02000550,4,28.0,0.0
E02000550,5,295.0,28.0
E02000550,18,995.0,903.0
E02000550,19,729.0,747.0
E02000550,20,490.0,636.0
E02000550,21,245.0,356.0
E02000550,22,145.0,253.0
E02000550,23,80.0,186.0
E02000551,0,13.0,13.0
E02000551,1,23.0,25.0
E02000551,3,19.0,0.0
E02000551,4,13.0,0.0
E02000551,5,83.0,36.0
E02000551,18,471.0,625.0
E02000551,19,340.0,398.0
E02000551,20,296.0,366.0
E02000551,21,223.0,241.0
E02000551,22,97.0,176.0
E02000551,23,28.0,80.0
E02000552,1,0.0,10.0
E02000552,2,0.0,12.0
E02000552,3,19.0,0.0
E02000552,4,31.0,0.0
E02000552,5,127.0,45.0
E02000552,18,285.0,505.0
E02000552,19,254.0,483.0
E02000552,20,245.0,243.0
E02000552,21,84.0,162.0
E02000552,22,44.0,153.0
E02000552,23,14.0,49.0
E02000553,4,52.0,0.0
E02000553,5,74.0,0.0
E02000553,18,285.0,375.0
E02000553,19,135.0,182.0
E02000553,20,111.0,206.0
E02000553,21,75.0,98.0
E02000553,22,24.0,63.0
E02000553,23,18.0,37.0
E02000554,0,0.0,23.0
E02000554,1,0.0,11.0
E02000554,5,238.0,11.0
E02000554,18,169.0,349.0
E02000554,19,127.0,193.0
E02000554,20,57.0,203.0
E02000554,21,89.0,167.0
E02000554,22,29.0,54.0
E02000554,23,27.0,48.0
E02000555,0,0.0,26.0
E02000555,1,0.0,11.0
E02000555,5,85.0,0.0
E02000555,18,149.0,171.0
E02000555,19,131.0,118.0
E02000555,20,75.0,82.0
E02000555,21,54.0,47.0
E02000555,22,16.0,51.0
E02000555,23,12.0,61.0
E02000556,0,40.0,0.0
E02000556,5,22.0,27.0
E02000556,18,409.0,417.0
E02000556,19,285.0,317.0
E02000556,20,166.0,167.0
E02000556,21,108.0,62.0
E02000556,22,92.0,85.0
E02000556,23,117.0,54.0
E02000557,0,101.0,27.0
E02000557,1,11.0,0.0
E02000557,4,0.0,75.0
E02000557,5,25.0,142.0
E02000557,18,776.0,685.0
E02000557,19,519.0,405.0
E02000557,20,382.0,225.0
E02000557,21,199.0,148.0
E02000557,22,195.0,115.0
E02000557,23,103.0,84.0
E02000558,0,12.0,23.0
E02000558,1,10.0,20.0
E02000558,5,112.0,120.0
E02000558,18,466.0,576.0
E02000558,19,314.0,335.0
E02000558,20,181.0,122.0
E02000558,21,116.0,133.0
E02000558,22,62.0,188.0
E02000558,23,13.0,36.0
E02000559,18,238.0,231.0
E02000559,19,249.0,158.0
E02000559,20,67.0,71.0
E02000559,21,33.0,70.0
E02000559,22,68.0,48.0
E02000559,23,42.0,26.0
E02000560,0,16.0,0.0
E02000560,1,10.0,28.0
E02000560,3,11.0,0.0
E02000560,4,22.0,10.0
E02000560,5,19.0,0.0
E02000560,18,600.0,425.0
E02000560,19,381.0,210.0
E02000560,20,201.0,128.0
E02000560,21,139.0,79.0
E02000560,22,102.0,91.0
E02000560,23,66.0,45.0
E02000561,5,0.0,10.0
E02000561,18,78.0,84.0
E02000561,19,69.0,64.0
E02000561,20,15.0,21.0
E02000561,21,0.0,48.0
E02000561,22,11.0,20.0
E02000562,0,0.0,14.0
E02000562,1,0.0,13.0
E02000562,18,278.0,226.0
E02000562,19,134.0,174.0
E02000562,20,83.0,108.0
E02000562,21,32.0,30.0
E02000562,22,35.0,33.0
E02000562,23,0.0,11.0
E02000563,0,0.0,16.0
E02000563,4,29.0,18.0
E02000563,5,97.0,20.0
E02000563,18,159.0,221.0
E02000563,19,78.0,190.0
E02000563,20,76.0,113.0
E02000563,21,24.0,102.0
E02000563,22,49.0,108.0
E02000563,23,15.0,80.0
E02000564,0,25.0,10.0
E02000564,3,27.0,13.0
E02000564,5,36.0,11.0
E02000564,18,549.0,516.0
E02000564,19,369.0,395.0
E02000564,20,224.0,229.0
E02000564,21,195.0,125.0
E02000564,22,156.0,74.0
E02000564,23,22.0,34.0
E02000565,0,12.0,0.0
E02000565,3,0.0,14.0
E02000565,4,0.0,11.0
E02000565,5,12.0,0.0
E02000565,18,120.0,195.0
E02000565,19,139.0,99.0
E02000565,20,35.0,102.0
E02000565,21,19.0,55.0
E02000565,22,0.0,10.0
E02000565,23,0.0,27.0
E02000566,0,17.0,34.0
E02000566,5,0.0,29.0
E02000566,18,692.0,639.0
E02000566,19,366.0,298.0
E02000566,20,288.0,233.0
E02000566,21,113.0,123.0
E02000566,22,106.0,130.0
E02000566,23,43.0,68.0
E02000567,0,0.0,16.0
E02000567,3,41.0,0.0
E02000567,4,76.0,66.0
E02000567,5,108.0,0.0
E02000567,18,146.0,271.0
E02000567,19,112.0,148.0
E02000567,20,102.0,115.0
E02000567,21,39.0,88.0
E02000567,22,36.0,202.0
E02000567,23,0.0,24.0
E02000568,0,27.0,49.0
E02000568,1,52.0,24.0
E02000568,2,13.0,23.0
E02000568,3,0.0,51.0
E02000568,4,64.0,79.0
E02000568,5,50.0,33.0
E02000568,18,526.0,550.0
E02000568,19,371.0,407.0
E02000568,20,178.0,201.0
E02000568,21,148.0,226.0
E02000568,22,96.0,144.0
E02000568,23,32.0,43.0
E02000569,0,27.0,0.0
E02000569,4,0.0,70.0
E02000569,18,268.0,371.0
E02000569,19,192.0,263.0
E02000569,20,167.0,131.0
E02000569,21,84.0,102.0
E02000569,22,86.0,63.0
E02000569,23,47.0,17.0
E02000570,0,0.0,12.0
E02000570,4,23.0,0.0
E02000570,5,20.0,0.0
E02000570,18,197.0,136.0
E02000570,19,87.0,115.0
E02000570,20,44.0,25.0
E02000570,21,0.0,36.0
E02000570,22,23.0,11.0
E02000570,23,0.0,53.0
E02000571,18,118.0,161.0
E02000571,19,65.0,100.0
E02000571,20,26.0,42.0
E02000571,21,33.0,25.0
E02000571,22,10.0,21.0
E02000572,5,22.0,127.0
E02000572,18,180.0,258.0
E02000572,19,117.0,183.0
E02000572,20,112.0,103.0
E02000572,21,66.0,39.0
E02000572,22,84.0,14.0
E02000572,23,0.0,11.0
E02000573,0,99.0,45.0
E02000573,1,37.0,26.0
E02000573,2,14.0,14.0
E02000573,4,10.0,11.0
E02000573,5,76.0,78.0
E02000573,18,1285.0,1108.0
E02000573,19,756.0,573.0
E02000573,20,560.0,458.0
E02000573,21,360.0,316.0
E02000573,22,288.0,192.0
E02000573,23,200.0,80.0
E02000574,0,23.0,24.0
E02000574,1,13.0,23.0
E02000574,2,14.0,27.0
E02000574,3,12.0,11.0
E02000574,4,39.0,51.0
E02000574,5,36.0,14.0
E02000574,18,596.0,598.0
E02000574,19,277.0,444.0
E02000574,20,276.0,311.0
E02000574,21,270.0,220.0
E02000574,22,206.0,163.0
E02000574,23,112.0,67.0
E02000575,0,135.0,92.0
E02000575,1,44.0,30.0
E02000575,2,129.0,19.0
E02000575,3,39.0,17.0
E02000575,4,120.0,85.0
E02000575,5,318.0,184.0
E02000575,18,1805.0,1324.0
E02000575,19,770.0,845.0
E02000575,20,423.0,608.0
E02000575,21,535.0,652.0
E02000575,22,531.0,573.0
E02000575,23,263.0,260.0
E02000576,0,63.0,75.0
E02000576,1,50.0,50.0
E02000576,2,45.0,67.0
E02000576,3,21.0,32.0
E02000576,4,50.0,44.0
E02000576,5,83.0,44.0
E02000576,18,1682.0,1151.0
E02000576,19,735.0,612.0
E02000576,20,475.0,395.0
E02000576,21,393.0,292.0
E02000576,22,210.0,253.0
E02000576,23,146.0,167.0
E02000577,0,22.0,22.0
E02000577,1,14.0,24.0
E02000577,2,110.0,20.0
E02000577,3,12.0,12.0
E02000577,5,25.0,123.0
E02000577,18,674.0,601.0
E02000577,19,395.0,412.0
E02000577,20,271.0,249.0
E02000577,21,132.0,123.0
E02000577,22,74.0,72.0
E02000577,23,39.0,39.0
E02000578,5,14.0,0.0
E02000578,18,181.0,252.0
E02000578,19,80.0,158.0
E02000578,20,75.0,135.0
E02000578,21,47.0,86.0
E02000578,22,13.0,23.0
E02000578,23,20.0,12.0
E02000579,0,10.0,10.0
E02000579,5,0.0,27.0
E02000579,18,285.0,342.0
E02000579,19,204.0,226.0
E02000579,20,166.0,214.0
E02000579,21,171.0,195.0
E02000579,22,42.0,59.0
E02000580,5,23.0,29.0
E02000580,18,401.0,425.0
E02000580,19,320.0,255.0
E02000580,20,171.0,165.0
E02000580,21,89.0,150.0
E02000580,22,52.0,78.0
E02000580,23,13.0,41.0
E02000581,4,12.0,0.0
E02000581,5,0.0,12.0
E02000581,18,156.0,199.0
E02000581,19,140.0,170.0
E02000581,20,80.0,117.0
E02000581,21,37.0,63.0
E02000581,22,43.0,27.0
E02000581,23,16.0,0.0
E02000582,0,21.0,0.0
E02000582,5,0.0,16.0
E02000582,18,289.0,259.0
E02000582,19,168.0,180.0
E02000582,20,139.0,121.0
E02000582,21,82.0,96.0
E02000582,22,55.0,73.0
E02000582,23,59.0,10.0
E02000583,18,192.0,244.0
E02000583,19,195.0,121.0
E02000583,20,71.0,70.0
E02000583,21,16.0,69.0
E02000583,22,13.0,36.0
E02000583,23,24.0,11.0
E02000584,0,20.0,10.0
E02000584,5,26.0,85.0
E02000584,18,583.0,454.0
E02000584,19,308.0,238.0
E02000584,20,222.0,140.0
E02000584,21,101.0,73.0
E02000584,22,126.0,28.0
E02000584,23,43.0,22.0
E02000585,0,65.0,12.0
E02000585,5,0.0,27.0
E02000585,18,286.0,184.0
E02000585,19,131.0,150.0
E02000585,20,32.0,32.0
E02000585,21,16.0,10.0
E02000585,22,15.0,10.0
E02000585,23,66.0,17.0
E02000586,0,69.0,29.0
E02000586,5,0.0,29.0
E02000586,18,616.0,366.0
E02000586,19,321.0,196.0
E02000586,20,140.0,108.0
E02000586,21,44.0,76.0
E02000586,22,11.0,30.0
E02000586,23,133.0,38.0
E02000587,5,10.0,0.0
E02000587,18,227.0,216.0
E02000587,19,145.0,102.0
E02000587,20,74.0,56.0
E02000587,21,49.0,23.0
E02000587,22,10.0,0.0
E02000588,0,25.0,26.0
E02000588,1,15.0,15.0
E02000588,2,11.0,0.0
E02000588,3,16.0,0.0
E02000588,4,27.0,0.0
E02000588,5,72.0,171.0
E02000588,18,734.0,533.0
E02000588,19,452.0,445.0
E02000588,20,231.0,193.0
E02000588,21,270.0,122.0
E02000588,22,193.0,74.0
E02000588,23,77.0,17.0
E02000589,0,28.0,27.0
E02000589,2,0.0,13.0
E02000589,3,0.0,20.0
E02000589,4,49.0,0.0
E02000589,5,72.0,0.0
E02000589,18,318.0,279.0
E02000589,19,179.0,239.0
E02000589,20,102.0,144.0
E02000589,21,108.0,82.0
E02000589,22,219.0,48.0
E02000589,23,34.0,25.0
E02000590,3,58.0,16.0
E02000590,5,0.0,117.0
E02000590,18,841.0,647.0
E02000590,19,375.0,277.0
E02000590,20,160.0,211.0
E02000590,21,148.0,204.0
E02000590,22,67.0,177.0
E02000590,23,36.0,53.0
E02000591,0,27.0,25.0
E02000591,5,0.0,10.0
E02000591,18,300.0,427.0
E02000591,19,190.0,161.0
E02000591,20,120.0,116.0
E02000591,21,82.0,85.0
E02000591,22,42.0,46.0
E02000591,23,0.0,36.0
E02000592,0,22.0,0.0
E02000592,5,0.0,24.0
E02000592,18,406.0,327.0
E02000592,19,196.0,186.0
E02000592,20,175.0,94.0
E02000592,21,91.0,55.0
E02000592,22,61.0,85.0
E02000592,23,26.0,51.0
E02000593,5,0.0,15.0
E02000593,18,245.0,284.0
E02000593,19,120.0,189.0
E02000593,20,64.0,72.0
E02000593,21,34.0,65.0
E02000593,22,29.0,46.0
E02000593,23,22.0,10.0
E02000594,0,0.0,14.0
E02000594,5,15.0,28.0
E02000594,18,540.0,482.0
E02000594,19,258.0,255.0
E02000594,20,154.0,131.0
E02000594,21,83.0,71.0
E02000594,22,46.0,89.0
E02000595,0,10.0,37.0
E02000595,1,10.0,42.0
E02000595,2,34.0,25.0
E02000595,3,12.0,10.0
E02000595,5,0.0,74.0
E02000595,18,503.0,283.0
E02000595,19,303.0,213.0
E02000595,20,139.0,100.0
E02000595,21,55.0,21.0
E02000595,22,46.0,14.0
E02000595,23,10.0,10.0
E02000596,0,19.0,0.0
E02000596,18,259.0,131.0
E02000596,19,158.0,72.0
E02000596,20,163.0,55.0
E02000596,21,30.0,29.0
E02000596,22,62.0,32.0
E02000596,23,17.0,0.0
E02000597,0,30.0,57.0
E02000597,1,28.0,42.0
E02000597,2,33.0,44.0
E02000597,3,19.0,19.0
E02000597,5,80.0,0.0
E02000597,18,270.0,252.0
E02000597,19,117.0,140.0
E02000597,20,61.0,123.0
E02000597,21,46.0,66.0
E02000597,22,43.0,52.0
E02000597,23,61.0,66.0
E02000598,5,39.0,0.0
E02000598,18,252.0,432.0
E02000598,19,205.0,315.0
E02000598,20,100.0,182.0
E02000598,21,21.0,98.0
E02000598,22,24.0,92.0
E02000598,23,13.0,32.0
E02000599,0,17.0,0.0
E02000599,4,0.0,26.0
E02000599,5,0.0,30.0
E02000599,18,210.0,216.0
E02000599,19,120.0,108.0
E02000599,20,160.0,83.0
E02000599,21,85.0,68.0
E02000599,22,59.0,26.0
E02000599,23,17.0,0.0
E02000600,0,11.0,0.0
E02000600,5,0.0,54.0
E02000600,18,363.0,450.0
E02000600,19,341.0,310.0
E02000600,20,266.0,200.0
E02000600,21,88.0,76.0
E02000600,22,62.0,56.0
E02000600,23,46.0,43.0
E02000601,5,0.0,12.0
E02000601,18,386.0,425.0
E02000601,19,274.0,425.0
E02000601,20,203.0,202.0
E02000601,21,73.0,60.0
E02000601,22,82.0,92.0
E02000601,23,35.0,15.0
E02000602,0,0.0,11.0
E02000602,1,20.0,0.0
E02000602,2,11.0,0.0
E02000602,3,121.0,0.0
E02000602,5,164.0,0.0
E02000602,18,643.0,655.0
E02000602,19,479.0,657.0
E02000602,20,227.0,199.0
E02000602,21,115.0,127.0
E02000602,22,72.0,141.0
E02000602,23,40.0,94.0
E02000603,0,0.0,51.0
E02000603,5,143.0,0.0
E02000603,18,306.0,521.0
E02000603,19,413.0,598.0
E02000603,20,181.0,207.0
E02000603,21,65.0,117.0
E02000603,22,10.0,70.0
E02000603,23,0.0,100.0
E02000604,0,36.0,12.0
E02000604,4,13.0,0.0
E02000604,5,42.0,128.0
E02000604,18,657.0,729.0
E02000604,19,525.0,405.0
E02000604,20,433.0,371.0
E02000604,21,285.0,234.0
E02000604,22,192.0,128.0
E02000604,23,76.0,36.0
E02000605,0,0.0,13.0
E02000605,3,0.0,29.0
E02000605,4,37.0,15.0
E02000605,5,294.0,104.0
E02000605,18,174.0,310.0
E02000605,19,151.0,167.0
E02000605,20,173.0,96.0
E02000605,21,57.0,112.0
E02000605,22,24.0,70.0
E02000605,23,0.0,23.0
E02000606,0,244.0,152.0
E02000606,1,123.0,93.0
E02000606,2,78.0,118.0
E02000606,3,108.0,84.0
E02000606,4,16.0,53.0
E02000606,5,27.0,385.0
E02000606,18,3660.0,2859.0
E02000606,19,2237.0,1676.0
E02000606,20,1344.0,1069.0
E02000606,21,1041.0,664.0
E02000606,22,947.0,526.0
E02000606,23,622.0,336.0
E02000607,5,10.0,24.0
E02000607,18,267.0,370.0
E02000607,19,171.0,197.0
E02000607,20,82.0,114.0
E02000607,21,37.0,92.0
E02000607,22,0.0,47.0
E02000607,23,0.0,48.0
E02000608,0,65.0,49.0
E02000608,1,12.0,26.0
E02000608,3,0.0,87.0
E02000608,5,0.0,54.0
E02000608,18,992.0,954.0
E02000608,19,679.0,581.0
E02000608,20,403.0,337.0
E02000608,21,289.0,196.0
E02000608,22,255.0,116.0
E02000608,23,241.0,96.0
E02000609,5,47.0,12.0
E02000609,18,210.0,319.0
E02000609,19,177.0,247.0
E02000609,20,124.0,157.0
E02000609,21,81.0,125.0
E02000609,22,22.0,65.0
E02000609,23,12.0,55.0
E02000610,0,10.0,15.0
E02000610,5,24.0,15.0
E02000610,18,225.0,321.0
E02000610,19,172.0,254.0
E02000610,20,142.0,179.0
E02000610,21,93.0,193.0
E02000610,22,68.0,78.0
E02000610,23,59.0,35.0
E02000611,0,11.0,11.0
E02000611,5,64.0,0.0
E02000611,18,278.0,342.0
E02000611,19,226.0,359.0
E02000611,20,69.0,227.0
E02000611,21,73.0,153.0
E02000611,22,29.0,74.0
E02000611,23,13.0,40.0
E02000612,18,93.0,180.0
E02000612,19,90.0,131.0
E02000612,20,23.0,60.0
E02000612,21,21.0,33.0
E02000612,22,10.0,0.0
E02000613,0,20.0,0.0
E02000613,4,10.0,0.0
E02000613,5,10.0,0.0
E02000613,18,221.0,284.0
E02000613,19,173.0,175.0
E02000613,20,58.0,131.0
E02000613,21,39.0,98.0
E02000613,22,14.0,90.0
E02000613,23,14.0,21.0
E02000614,4,0.0,10.0
E02000614,5,77.0,63.0
E02000614,18,460.0,405.0
E02000614,19,252.0,329.0
E02000614,20,174.0,249.0
E02000614,21,122.0,153.0
E02000614,22,60.0,161.0
E02000614,23,11.0,83.0
E02000615,0,0.0,10.0
E02000615,18,242.0,352.0
E02000615,19,187.0,249.0
E02000615,20,73.0,99.0
E02000615,21,52.0,88.0
E02000615,22,52.0,39.0
E02000615,23,24.0,24.0
E02000616,18,101.0,134.0
E02000616,19,84.0,69.0
E02000616,20,14.0,36.0
E02000616,21,0.0,20.0
E02000616,22,0.0,24.0
E02000616,23,0.0,14.0
E02000617,0,21.0,41.0
E02000617,1,13.0,13.0
E02000617,18,348.0,420.0
