MSOA11CD,hour,od_origin,od_destination
E02000257,20,1263.0,747.0
E02000257,21,730.0,384.0
E02000257,22,641.0,293.0
E02000257,23,362.0,147.0
E02000258,0,0.0,15.0
E02000258,3,11.0,11.0
E02000258,5,67.0,19.0
E02000258,18,139.0,215.0
E02000258,19,95.0,141.0
E02000258,20,75.0,126.0
E02000258,21,68.0,94.0
E02000258,22,11.0,64.0
E02000258,23,24.0,21.0
E02000259,0,10.0,12.0
E02000259,1,0.0,17.0
E02000259,4,17.0,0.0
E02000259,5,104.0,0.0
E02000259,18,280.0,387.0
E02000259,19,213.0,205.0
E02000259,20,133.0,169.0
E02000259,21,89.0,112.0
E02000259,22,23.0,102.0
E02000259,23,10.0,72.0
E02000260,0,64.0,30.0
E02000260,1,186.0,28.0
E02000260,3,0.0,15.0
E02000260,4,280.0,97.0
E02000260,5,394.0,130.0
E02000260,18,1766.0,1809.0
E02000260,19,1493.0,1232.0
E02000260,20,706.0,678.0
E02000260,21,264.0,334.0
E02000260,22,148.0,186.0
E02000260,23,166.0,160.0
E02000261,0,22.0,106.0
E02000261,1,0.0,22.0
E02000261,2,0.0,36.0
E02000261,4,29.0,0.0
E02000261,5,110.0,23.0
E02000261,18,524.0,710.0
E02000261,19,336.0,423.0
E02000261,20,310.0,256.0
E02000261,21,96.0,152.0
E02000261,22,51.0,77.0
E02000261,23,18.0,30.0
E02000262,0,77.0,88.0
E02000262,1,53.0,87.0
E02000262,2,43.0,14.0
E02000262,3,11.0,11.0
E02000262,4,21.0,0.0
E02000262,5,152.0,13.0
E02000262,18,717.0,719.0
E02000262,19,553.0,528.0
E02000262,20,447.0,426.0
E02000262,21,333.0,414.0
E02000262,22,216.0,183.0
E02000262,23,100.0,86.0
E02000263,0,14.0,24.0
E02000263,1,15.0,15.0
E02000263,3,14.0,0.0
E02000263,4,151.0,11.0
E02000263,5,88.0,32.0
E02000263,18,540.0,689.0
E02000263,19,482.0,490.0
E02000263,20,306.0,268.0
E02000263,21,313.0,201.0
E02000263,22,77.0,104.0
E02000263,23,56.0,72.0
E02000264,0,71.0,42.0
E02000264,1,28.0,24.0
E02000264,2,0.0,25.0
E02000264,4,0.0,19.0
E02000264,5,32.0,17.0
E02000264,18,238.0,466.0
E02000264,19,210.0,295.0
E02000264,20,179.0,176.0
E02000264,21,104.0,126.0
E02000264,22,113.0,72.0
E02000264,23,43.0,41.0
E02000265,0,13.0,66.0
E02000265,1,37.0,23.0
E02000265,4,60.0,17.0
E02000265,5,28.0,12.0
E02000265,18,712.0,715.0
E02000265,19,521.0,522.0
E02000265,20,297.0,392.0
E02000265,21,228.0,252.0
E02000265,22,139.0,152.0
E02000265,23,44.0,91.0
E02000266,0,18.0,42.0
E02000266,1,18.0,35.0
E02000266,3,22.0,0.0
E02000266,4,59.0,20.0
E02000266,5,93.0,308.0
E02000266,18,753.0,706.0
E02000266,19,517.0,549.0
E02000266,20,326.0,428.0
E02000266,21,398.0,402.0
E02000266,22,182.0,326.0
E02000266,23,58.0,107.0
E02000267,0,16.0,16.0
E02000267,5,24.0,49.0
E02000267,18,638.0,760.0
E02000267,19,390.0,572.0
E02000267,20,286.0,312.0
E02000267,21,174.0,180.0
E02000267,22,153.0,112.0
E02000267,23,54.0,27.0
E02000268,4,10.0,0.0
E02000268,5,11.0,0.0
E02000268,18,392.0,424.0
E02000268,19,218.0,325.0
E02000268,20,175.0,217.0
E02000268,21,88.0,79.0
E02000268,22,74.0,56.0
E02000268,23,49.0,31.0
E02000269,0,12.0,11.0
E02000269,3,0.0,31.0
E02000269,4,0.0,16.0
E02000269,5,113.0,22.0
E02000269,18,610.0,640.0
E02000269,19,362.0,442.0
E02000269,20,275.0,180.0
E02000269,21,113.0,147.0
E02000269,22,121.0,81.0
E02000269,23,46.0,44.0
E02000270,0,71.0,166.0
E02000270,1,46.0,43.0
E02000270,3,15.0,15.0
E02000270,4,10.0,16.0
E02000270,5,49.0,29.0
E02000270,18,532.0,682.0
E02000270,19,432.0,395.0
E02000270,20,236.0,297.0
E02000270,21,269.0,221.0
E02000270,22,102.0,216.0
E02000270,23,39.0,191.0
E02000271,2,0.0,16.0
E02000271,18,147.0,164.0
E02000271,19,90.0,165.0
E02000271,20,68.0,143.0
E02000271,21,38.0,62.0
E02000271,22,31.0,60.0
E02000271,23,10.0,20.0
E02000272,4,62.0,13.0
E02000272,5,0.0,33.0
E02000272,18,195.0,384.0
E02000272,19,187.0,292.0
E02000272,20,108.0,131.0
E02000272,21,46.0,44.0
E02000272,22,13.0,55.0
E02000274,0,40.0,24.0
E02000274,1,11.0,23.0
E02000274,2,163.0,65.0
E02000274,3,51.0,50.0
E02000274,4,151.0,103.0
E02000274,5,365.0,101.0
E02000274,18,1148.0,1259.0
E02000274,19,831.0,851.0
E02000274,20,745.0,587.0
E02000274,21,440.0,496.0
E02000274,22,290.0,385.0
E02000274,23,72.0,208.0
E02000275,0,0.0,13.0
E02000275,3,12.0,37.0
E02000275,4,55.0,27.0
E02000275,5,178.0,158.0
E02000275,18,615.0,772.0
E02000275,19,466.0,667.0
E02000275,20,282.0,297.0
E02000275,21,235.0,161.0
E02000275,22,95.0,131.0
E02000275,23,56.0,28.0
E02000276,0,25.0,14.0
E02000276,5,12.0,20.0
E02000276,18,336.0,330.0
E02000276,19,183.0,196.0
E02000276,20,114.0,170.0
E02000276,21,38.0,73.0
E02000276,22,23.0,34.0
E02000276,23,23.0,23.0
E02000277,0,0.0,21.0
E02000277,2,13.0,13.0
E02000277,4,40.0,0.0
E02000277,5,40.0,0.0
E02000277,18,118.0,226.0
E02000277,19,107.0,159.0
E02000277,20,100.0,149.0
E02000277,21,22.0,52.0
E02000277,22,45.0,181.0
E02000277,23,19.0,43.0
E02000278,0,11.0,11.0
E02000278,1,0.0,17.0
E02000278,18,280.0,201.0
E02000278,19,189.0,196.0
E02000278,20,147.0,97.0
E02000278,21,52.0,58.0
E02000278,22,33.0,34.0
E02000279,0,10.0,26.0
E02000279,5,38.0,28.0
E02000279,18,330.0,263.0
E02000279,19,83.0,187.0
E02000279,20,107.0,116.0
E02000279,21,76.0,125.0
E02000279,22,36.0,306.0
E02000279,23,0.0,136.0
E02000280,18,258.0,333.0
E02000280,19,162.0,209.0
E02000280,20,146.0,108.0
E02000280,21,55.0,103.0
E02000280,22,45.0,50.0
E02000280,23,11.0,15.0
E02000281,0,29.0,13.0
E02000281,4,135.0,50.0
E02000281,5,173.0,0.0
E02000281,18,322.0,440.0
E02000281,19,273.0,287.0
E02000281,20,211.0,350.0
E02000281,21,126.0,238.0
E02000281,22,43.0,91.0
E02000281,23,151.0,57.0
E02000282,0,10.0,0.0
E02000282,3,0.0,61.0
E02000282,4,25.0,25.0
E02000282,5,21.0,302.0
E02000282,18,319.0,299.0
E02000282,19,226.0,272.0
E02000282,20,199.0,244.0
E02000282,21,105.0,132.0
E02000282,22,88.0,66.0
E02000282,23,26.0,26.0
E02000283,5,111.0,36.0
E02000283,18,223.0,357.0
E02000283,19,148.0,256.0
E02000283,20,179.0,153.0
E02000283,21,21.0,160.0
E02000283,22,86.0,92.0
E02000283,23,0.0,32.0
E02000284,0,13.0,13.0
E02000284,3,16.0,0.0
E02000284,4,96.0,54.0
E02000284,5,105.0,27.0
E02000284,18,523.0,582.0
E02000284,19,427.0,492.0
E02000284,20,302.0,306.0
E02000284,21,388.0,243.0
E02000284,22,187.0,68.0
E02000284,23,95.0,47.0
E02000285,3,12.0,0.0
E02000285,4,76.0,0.0
E02000285,18,105.0,115.0
E02000285,19,93.0,130.0
E02000285,20,36.0,86.0
E02000285,21,0.0,57.0
E02000285,22,13.0,51.0
E02000285,23,0.0,10.0
E02000286,0,12.0,12.0
E02000286,4,10.0,0.0
E02000286,5,12.0,90.0
E02000286,18,400.0,237.0
E02000286,19,257.0,272.0
E02000286,20,161.0,131.0
E02000286,21,92.0,104.0
E02000286,22,62.0,56.0
E02000286,23,11.0,11.0
E02000287,18,104.0,155.0
E02000287,19,120.0,150.0
E02000287,20,59.0,50.0
E02000287,21,32.0,46.0
E02000287,22,33.0,24.0
E02000288,0,105.0,43.0
E02000288,1,34.0,28.0
E02000288,2,11.0,22.0
E02000288,3,61.0,16.0
E02000288,4,56.0,0.0
E02000288,5,128.0,109.0
E02000288,18,906.0,895.0
E02000288,19,823.0,834.0
E02000288,20,849.0,702.0
E02000288,21,441.0,338.0
E02000288,22,247.0,188.0
E02000288,23,118.0,42.0
E02000289,18,65.0,229.0
E02000289,19,48.0,142.0
E02000289,20,27.0,70.0
E02000289,21,34.0,33.0
E02000289,22,0.0,10.0
E02000290,0,0.0,13.0
E02000290,3,0.0,11.0
E02000290,4,23.0,88.0
E02000290,5,169.0,111.0
E02000290,18,258.0,360.0
E02000290,19,493.0,237.0
E02000290,20,164.0,219.0
E02000290,21,174.0,87.0
E02000290,22,212.0,64.0
E02000290,23,102.0,0.0
E02000291,0,0.0,10.0
E02000291,1,10.0,0.0
E02000291,2,11.0,0.0
E02000291,4,10.0,13.0
E02000291,5,0.0,88.0
E02000291,18,1023.0,845.0
E02000291,19,691.0,604.0
E02000291,20,414.0,428.0
E02000291,21,283.0,187.0
E02000291,22,102.0,103.0
E02000291,23,35.0,30.0
E02000292,5,0.0,13.0
E02000292,18,296.0,538.0
E02000292,19,314.0,310.0
E02000292,20,416.0,223.0
E02000292,21,200.0,150.0
E02000292,22,91.0,75.0
E02000292,23,10.0,42.0
E02000293,3,0.0,12.0
E02000293,4,94.0,131.0
E02000293,5,0.0,30.0
E02000293,18,125.0,256.0
E02000293,19,93.0,154.0
E02000293,20,45.0,21.0
E02000293,21,10.0,28.0
E02000294,0,10.0,40.0
E02000294,1,0.0,16.0
E02000294,3,78.0,37.0
E02000294,5,91.0,17.0
E02000294,18,282.0,282.0
E02000294,19,138.0,219.0
E02000294,20,101.0,206.0
E02000294,21,61.0,159.0
E02000294,22,35.0,70.0
E02000294,23,12.0,52.0
E02000295,0,0.0,39.0
E02000295,1,0.0,33.0
E02000295,2,0.0,16.0
E02000295,4,17.0,0.0
E02000295,5,43.0,0.0
E02000295,18,187.0,285.0
E02000295,19,257.0,184.0
E02000295,20,49.0,89.0
E02000295,21,142.0,48.0
E02000295,22,39.0,34.0
E02000295,23,0.0,25.0
E02000296,0,169.0,110.0
E02000296,1,78.0,15.0
E02000296,2,16.0,0.0
E02000296,4,0.0,17.0
E02000296,5,62.0,45.0
E02000296,18,1017.0,1000.0
E02000296,19,831.0,742.0
E02000296,20,525.0,414.0
E02000296,21,308.0,400.0
E02000296,22,309.0,286.0
E02000296,23,214.0,190.0
E02000297,4,31.0,0.0
E02000297,18,163.0,235.0
E02000297,19,81.0,162.0
E02000297,20,87.0,65.0
E02000297,21,70.0,65.0
E02000297,22,41.0,38.0
E02000297,23,27.0,22.0
E02000298,5,11.0,11.0
E02000298,18,195.0,171.0
E02000298,19,164.0,169.0
E02000298,20,78.0,51.0
E02000298,21,30.0,40.0
E02000298,22,0.0,10.0
E02000299,0,0.0,13.0
E02000299,5,259.0,15.0
E02000299,18,140.0,274.0
E02000299,19,132.0,265.0
E02000299,20,114.0,146.0
E02000299,21,61.0,80.0
E02000299,22,23.0,60.0
E02000299,23,10.0,78.0
E02000300,0,0.0,12.0
E02000300,5,22.0,0.0
E02000300,18,57.0,82.0
E02000300,19,93.0,70.0
E02000300,20,71.0,86.0
E02000300,21,14.0,120.0
E02000300,22,33.0,68.0
E02000300,23,10.0,23.0
E02000301,0,15.0,35.0
E02000301,4,27.0,0.0
E02000301,5,15.0,0.0
E02000301,18,139.0,298.0
E02000301,19,131.0,226.0
E02000301,20,135.0,182.0
E02000301,21,45.0,142.0
E02000301,22,63.0,128.0
E02000301,23,24.0,54.0
E02000302,18,106.0,226.0
E02000302,19,85.0,121.0
E02000302,20,52.0,86.0
E02000302,21,15.0,38.0
E02000302,22,35.0,34.0
E02000302,23,11.0,27.0
E02000303,0,13.0,0.0
E02000303,5,27.0,57.0
E02000303,18,220.0,212.0
E02000303,19,158.0,188.0
E02000303,20,96.0,124.0
E02000303,21,55.0,48.0
E02000303,22,27.0,85.0
E02000303,23,32.0,36.0
E02000304,3,14.0,0.0
E02000304,4,18.0,18.0
E02000304,18,154.0,152.0
E02000304,19,69.0,96.0
E02000304,20,36.0,74.0
E02000304,21,14.0,33.0
E02000304,22,17.0,59.0
E02000304,23,0.0,12.0
E02000305,0,11.0,11.0
E02000305,5,47.0,14.0
E02000305,18,539.0,574.0
E02000305,19,287.0,375.0
E02000305,20,195.0,198.0
E02000305,21,92.0,132.0
E02000305,22,69.0,164.0
E02000305,23,52.0,117.0
E02000306,0,59.0,32.0
E02000306,1,11.0,11.0
E02000306,4,0.0,25.0
E02000306,5,20.0,150.0
E02000306,18,1305.0,948.0
E02000306,19,835.0,632.0
E02000306,20,455.0,417.0
E02000306,21,378.0,282.0
E02000306,22,254.0,149.0
E02000306,23,109.0,62.0
E02000307,0,0.0,12.0
E02000307,4,0.0,109.0
E02000307,5,0.0,82.0
E02000307,18,204.0,341.0
E02000307,19,72.0,168.0
E02000307,20,32.0,72.0
E02000307,21,24.0,38.0
E02000307,22,24.0,55.0
E02000307,23,0.0,18.0
E02000308,3,0.0,11.0
E02000308,4,49.0,23.0
E02000308,5,17.0,101.0
E02000308,18,633.0,390.0
E02000308,19,508.0,258.0
E02000308,20,136.0,93.0
E02000308,21,187.0,51.0
E02000308,22,96.0,66.0
E02000308,23,22.0,24.0
E02000309,0,58.0,19.0
E02000309,1,32.0,13.0
E02000309,4,10.0,18.0
E02000309,5,267.0,272.0
E02000309,18,951.0,869.0
E02000309,19,639.0,658.0
E02000309,20,607.0,366.0
E02000309,21,281.0,177.0
E02000309,22,159.0,142.0
E02000309,23,82.0,28.0
E02000311,0,10.0,0.0
E02000311,4,12.0,10.0
E02000311,5,29.0,0.0
E02000311,18,253.0,382.0
E02000311,19,218.0,372.0
E02000311,20,150.0,216.0
E02000311,21,107.0,119.0
E02000311,22,67.0,42.0
E02000311,23,10.0,0.0
E02000312,4,44.0,0.0
E02000312,5,0.0,12.0
E02000312,18,369.0,457.0
E02000312,19,310.0,345.0
E02000312,20,140.0,147.0
E02000312,21,93.0,120.0
E02000312,22,65.0,94.0
E02000312,23,17.0,0.0
E02000313,0,21.0,13.0
E02000313,3,35.0,0.0
E02000313,4,10.0,0.0
E02000313,5,51.0,0.0
E02000313,18,221.0,369.0
E02000313,19,150.0,320.0
E02000313,20,147.0,134.0
E02000313,21,105.0,179.0
E02000313,22,42.0,203.0
E02000313,23,91.0,48.0
E02000314,0,42.0,100.0
E02000314,1,35.0,37.0
E02000314,2,12.0,43.0
E02000314,3,10.0,33.0
E02000314,4,34.0,34.0
E02000314,5,271.0,129.0
E02000314,18,1246.0,1389.0
E02000314,19,927.0,1164.0
E02000314,20,581.0,826.0
E02000314,21,395.0,612.0
E02000314,22,220.0,388.0
E02000314,23,58.0,203.0
E02000315,0,12.0,10.0
E02000315,1,11.0,11.0
E02000315,2,0.0,21.0
E02000315,4,0.0,17.0
E02000315,5,131.0,59.0
E02000315,18,735.0,821.0
E02000315,19,478.0,468.0
E02000315,20,282.0,326.0
E02000315,21,235.0,219.0
E02000315,22,99.0,83.0
E02000315,23,14.0,39.0
E02000316,0,248.0,83.0
E02000316,1,64.0,22.0
E02000316,2,57.0,29.0
E02000316,3,39.0,86.0
E02000316,4,154.0,224.0
E02000316,5,342.0,614.0
E02000316,18,3992.0,3070.0
E02000316,19,2903.0,2003.0
E02000316,20,1893.0,1244.0
E02000316,21,1304.0,772.0
E02000316,22,910.0,451.0
E02000316,23,499.0,281.0
E02000317,0,0.0,12.0
E02000317,4,15.0,0.0
E02000317,5,301.0,34.0
E02000317,18,208.0,381.0
E02000317,19,176.0,344.0
E02000317,20,124.0,230.0
E02000317,21,63.0,176.0
E02000317,22,89.0,89.0
E02000317,23,12.0,28.0
E02000318,0,41.0,57.0
E02000318,1,11.0,11.0
E02000318,4,18.0,0.0
E02000318,5,143.0,50.0
E02000318,18,723.0,922.0
E02000318,19,614.0,695.0
E02000318,20,380.0,391.0
E02000318,21,461.0,271.0
E02000318,22,130.0,154.0
E02000318,23,57.0,149.0
E02000319,0,58.0,43.0
E02000319,1,14.0,0.0
E02000319,2,63.0,11.0
E02000319,3,23.0,0.0
E02000319,4,81.0,72.0
E02000319,5,164.0,114.0
E02000319,18,495.0,577.0
E02000319,19,396.0,461.0
E02000319,20,298.0,445.0
E02000319,21,265.0,333.0
E02000319,22,165.0,159.0
E02000319,23,119.0,110.0
E02000320,3,40.0,0.0
E02000320,4,118.0,0.0
E02000320,5,37.0,0.0
E02000320,18,192.0,331.0
E02000320,19,220.0,234.0
E02000320,20,126.0,150.0
E02000320,21,69.0,69.0
E02000320,22,28.0,30.0
E02000321,0,0.0,28.0
E02000321,5,69.0,19.0
E02000321,18,264.0,390.0
E02000321,19,195.0,288.0
E02000321,20,247.0,206.0
E02000321,21,94.0,106.0
E02000321,22,10.0,86.0
E02000321,23,10.0,33.0
E02000323,0,41.0,12.0
E02000323,1,0.0,25.0
E02000323,5,120.0,46.0
E02000323,18,1354.0,1262.0
E02000323,19,1021.0,768.0
E02000323,20,574.0,522.0
E02000323,21,348.0,334.0
E02000323,22,253.0,179.0
E02000323,23,159.0,87.0
E02000324,0,12.0,35.0
E02000324,1,0.0,87.0
E02000324,2,0.0,24.0
E02000324,3,10.0,0.0
E02000324,4,42.0,0.0
E02000324,5,69.0,10.0
E02000324,18,424.0,593.0
E02000324,19,271.0,575.0
E02000324,20,278.0,309.0
E02000324,21,127.0,240.0
E02000324,22,88.0,217.0
E02000324,23,34.0,141.0
E02000326,0,13.0,46.0
E02000326,4,72.0,33.0
E02000326,5,138.0,0.0
E02000326,18,270.0,265.0
E02000326,19,154.0,315.0
E02000326,20,145.0,223.0
E02000326,21,78.0,135.0
E02000326,22,44.0,52.0
E02000326,23,14.0,14.0
E02000327,0,14.0,42.0
E02000327,3,12.0,23.0
E02000327,4,32.0,49.0
E02000327,5,146.0,233.0
E02000327,18,698.0,630.0
E02000327,19,498.0,523.0
E02000327,20,351.0,379.0
E02000327,21,162.0,230.0
E02000327,22,32.0,124.0
E02000327,23,23.0,63.0
E02000328,5,112.0,0.0
E02000328,18,258.0,311.0
E02000328,19,175.0,286.0
E02000328,20,89.0,171.0
E02000328,21,44.0,74.0
E02000328,22,24.0,82.0
E02000329,0,15.0,25.0
E02000329,4,61.0,0.0
E02000329,5,172.0,18.0
E02000329,18,330.0,497.0
E02000329,19,271.0,361.0
E02000329,20,157.0,247.0
E02000329,21,68.0,180.0
E02000329,22,61.0,190.0
E02000329,23,97.0,95.0
E02000331,0,0.0,15.0
E02000331,3,11.0,0.0
E02000331,4,54.0,27.0
E02000331,5,172.0,33.0
E02000331,18,437.0,712.0
E02000331,19,263.0,420.0
E02000331,20,180.0,391.0
E02000331,21,58.0,150.0
E02000331,22,33.0,123.0
E02000331,23,14.0,83.0
E02000332,3,20.0,0.0
E02000332,5,137.0,26.0
E02000332,18,203.0,379.0
E02000332,19,145.0,383.0
E02000332,20,69.0,242.0
E02000332,21,25.0,128.0
E02000332,22,35.0,117.0
E02000332,23,33.0,129.0
E02000333,4,11.0,0.0
E02000333,5,0.0,67.0
E02000333,18,327.0,597.0
E02000333,19,341.0,408.0
E02000333,20,234.0,159.0
E02000333,21,46.0,92.0
E02000333,22,27.0,71.0
E02000333,23,0.0,38.0
E02000334,0,0.0,14.0
E02000334,4,142.0,12.0
E02000334,5,15.0,11.0
E02000334,18,207.0,358.0
E02000334,19,172.0,276.0
E02000334,20,112.0,118.0
E02000334,21,121.0,38.0
E02000334,22,12.0,46.0
E02000334,23,0.0,24.0
E02000335,5,33.0,0.0
E02000335,18,171.0,178.0
E02000335,19,190.0,159.0
E02000335,20,44.0,143.0
E02000335,21,38.0,48.0
E02000335,22,28.0,36.0
E02000335,23,138.0,25.0
E02000337,0,0.0,45.0
E02000337,1,0.0,29.0
E02000337,2,0.0,28.0
E02000337,3,0.0,17.0
E02000337,4,12.0,10.0
E02000337,5,103.0,55.0
E02000337,18,365.0,559.0
E02000337,19,277.0,378.0
E02000337,20,209.0,237.0
E02000337,21,34.0,135.0
E02000337,22,18.0,117.0
E02000337,23,62.0,99.0
E02000339,0,34.0,22.0
E02000339,5,74.0,75.0
E02000339,18,909.0,634.0
E02000339,19,529.0,497.0
E02000339,20,409.0,311.0
E02000339,21,284.0,187.0
E02000339,22,105.0,95.0
E02000339,23,80.0,78.0
E02000340,0,125.0,13.0
E02000340,4,11.0,12.0
E02000340,5,98.0,80.0
E02000340,18,1052.0,959.0
E02000340,19,681.0,760.0
E02000340,20,435.0,387.0
E02000340,21,334.0,311.0
E02000340,22,221.0,113.0
E02000340,23,202.0,76.0
E02000341,0,14.0,74.0
E02000341,3,0.0,21.0
E02000341,4,11.0,11.0
E02000341,5,84.0,31.0
E02000341,18,278.0,468.0
E02000341,19,268.0,242.0
E02000341,20,166.0,188.0
E02000341,21,148.0,212.0
E02000341,22,70.0,89.0
E02000341,23,12.0,99.0
E02000342,18,141.0,183.0
E02000342,19,87.0,125.0
E02000342,20,67.0,117.0
E02000342,21,51.0,79.0
E02000342,22,29.0,157.0
E02000342,23,0.0,10.0
E02000343,0,10.0,44.0
E02000343,4,0.0,41.0
E02000343,5,227.0,84.0
E02000343,18,213.0,249.0
E02000343,19,133.0,195.0
E02000343,20,94.0,110.0
E02000343,21,40.0,82.0
E02000343,22,97.0,48.0
E02000343,23,0.0,55.0
E02000344,4,48.0,0.0
E02000344,5,52.0,40.0
E02000344,18,404.0,451.0
E02000344,19,271.0,231.0
E02000344,20,136.0,158.0
E02000344,21,53.0,65.0
E02000344,22,23.0,40.0
E02000344,23,21.0,22.0
E02000345,0,10.0,0.0
E02000345,3,39.0,10.0
E02000345,4,62.0,30.0
E02000345,5,103.0,115.0
E02000345,18,299.0,237.0
E02000345,19,202.0,149.0
E02000345,20,95.0,138.0
E02000345,21,124.0,111.0
E02000345,22,138.0,64.0
E02000345,23,49.0,41.0
E02000346,0,50.0,77.0
E02000346,1,0.0,12.0
E02000346,3,91.0,0.0
E02000346,4,127.0,0.0
E02000346,18,282.0,275.0
E02000346,19,198.0,207.0
E02000346,20,133.0,239.0
E02000346,21,99.0,72.0
E02000346,22,123.0,39.0
E02000346,23,54.0,41.0
E02000347,5,0.0,19.0
E02000347,18,27.0,51.0
E02000347,19,31.0,57.0
E02000347,20,37.0,92.0
E02000347,21,89.0,95.0
E02000347,22,75.0,36.0
E02000347,23,0.0,35.0
E02000348,0,0.0,18.0
E02000348,1,0.0,16.0
E02000348,2,11.0,39.0
E02000348,3,24.0,49.0
E02000348,4,0.0,21.0
E02000348,5,51.0,22.0
E02000348,18,130.0,90.0
E02000348,19,63.0,152.0
E02000348,20,84.0,79.0
E02000348,21,87.0,36.0
E02000348,22,49.0,152.0
E02000348,23,25.0,33.0
E02000350,0,35.0,16.0
E02000350,1,16.0,0.0
E02000350,2,28.0,0.0
E02000350,3,25.0,0.0
E02000350,4,21.0,0.0
E02000350,5,50.0,0.0
E02000350,18,150.0,273.0
E02000350,19,148.0,209.0
E02000350,20,111.0,114.0
E02000350,21,43.0,72.0
E02000350,22,39.0,86.0
E02000350,23,33.0,26.0
E02000351,0,14.0,14.0
E02000351,1,0.0,14.0
E02000351,5,67.0,11.0
E02000351,18,188.0,253.0
E02000351,19,142.0,292.0
E02000351,20,83.0,97.0
E02000351,21,34.0,59.0
E02000351,22,32.0,50.0
E02000351,23,18.0,18.0
E02000352,4,37.0,0.0
E02000352,18,188.0,273.0
E02000352,19,181.0,113.0
E02000352,20,123.0,99.0
E02000352,21,49.0,21.0
E02000352,22,10.0,0.0
E02000353,0,0.0,17.0
E02000353,1,0.0,10.0
E02000353,2,0.0,10.0
E02000353,18,400.0,422.0
E02000353,19,340.0,300.0
E02000353,20,165.0,149.0
E02000353,21,141.0,93.0
E02000353,22,90.0,74.0
E02000353,23,91.0,38.0
E02000354,5,0.0,38.0
E02000354,18,281.0,272.0
E02000354,19,132.0,211.0
E02000354,20,74.0,69.0
E02000354,21,22.0,82.0
E02000354,22,34.0,24.0
E02000355,0,0.0,50.0
E02000355,1,45.0,22.0
E02000355,2,16.0,0.0
E02000355,4,20.0,17.0
E02000355,5,43.0,37.0
E02000355,18,236.0,289.0
E02000355,19,169.0,217.0
E02000355,20,80.0,126.0
E02000355,21,107.0,55.0
E02000355,22,56.0,35.0
E02000355,23,25.0,21.0
E02000356,18,132.0,182.0
E02000356,19,124.0,114.0
E02000356,20,54.0,68.0
E02000356,21,12.0,40.0
E02000356,22,15.0,15.0
E02000357,0,13.0,36.0
E02000357,1,0.0,62.0
E02000357,2,0.0,37.0
E02000357,3,0.0,17.0
E02000357,4,0.0,37.0
E02000357,5,94.0,72.0
E02000357,18,203.0,394.0
E02000357,19,192.0,316.0
E02000357,20,182.0,178.0
E02000357,21,118.0,122.0
E02000357,22,56.0,62.0
E02000357,23,13.0,44.0
E02000358,0,10.0,36.0
E02000358,1,15.0,15.0
E02000358,2,13.0,13.0
E02000358,5,11.0,0.0
E02000358,18,290.0,474.0
E02000358,19,232.0,422.0
E02000358,20,197.0,288.0
E02000358,21,161.0,130.0
E02000358,22,106.0,79.0
E02000358,23,50.0,22.0
E02000359,0,0.0,16.0
E02000359,4,14.0,0.0
E02000359,18,247.0,279.0
E02000359,19,203.0,205.0
E02000359,20,92.0,162.0
E02000359,21,34.0,122.0
E02000359,22,49.0,58.0
E02000359,23,11.0,25.0
E02000360,0,16.0,26.0
E02000360,2,13.0,0.0
E02000360,3,138.0,0.0
E02000360,4,13.0,0.0
E02000360,5,66.0,0.0
E02000360,18,338.0,594.0
E02000360,19,234.0,374.0
E02000360,20,182.0,394.0
E02000360,21,121.0,311.0
E02000360,22,190.0,205.0
E02000360,23,49.0,83.0
E02000361,0,147.0,38.0
E02000361,1,64.0,13.0
E02000361,2,10.0,0.0
E02000361,3,10.0,10.0
E02000361,4,120.0,0.0
E02000361,5,138.0,226.0
E02000361,18,1481.0,1172.0
E02000361,19,925.0,671.0
E02000361,20,550.0,513.0
E02000361,21,397.0,324.0
E02000361,22,342.0,221.0
E02000361,23,246.0,62.0
E02000362,0,16.0,16.0
E02000362,1,10.0,10.0
E02000362,2,37.0,25.0
E02000362,3,28.0,13.0
E02000362,5,18.0,108.0
E02000362,18,475.0,369.0
E02000362,19,313.0,342.0
E02000362,20,210.0,182.0
E02000362,21,105.0,123.0
E02000362,22,76.0,55.0
E02000362,23,20.0,36.0
E02000363,0,25.0,36.0
E02000363,1,16.0,16.0
E02000363,5,0.0,13.0
E02000363,18,533.0,560.0
E02000363,19,455.0,499.0
E02000363,20,475.0,301.0
E02000363,21,177.0,128.0
E02000363,22,87.0,143.0
E02000363,23,43.0,58.0
E02000364,0,31.0,17.0
E02000364,2,13.0,0.0
E02000364,3,11.0,0.0
E02000364,4,10.0,11.0
E02000364,5,12.0,37.0
E02000364,18,503.0,413.0
E02000364,19,298.0,185.0
E02000364,20,122.0,79.0
E02000364,21,97.0,37.0
E02000364,22,77.0,78.0
E02000364,23,33.0,35.0
E02000365,0,61.0,52.0
E02000365,1,29.0,18.0
E02000365,3,10.0,10.0
E02000365,4,0.0,10.0
E02000365,5,10.0,33.0
E02000365,18,1130.0,1052.0
E02000365,19,736.0,638.0
E02000365,20,446.0,438.0
E02000365,21,348.0,377.0
E02000365,22,232.0,262.0
E02000365,23,139.0,88.0
E02000366,0,23.0,23.0
E02000366,1,28.0,28.0
E02000366,2,17.0,17.0
E02000366,3,30.0,30.0
E02000366,4,20.0,20.0
E02000366,5,73.0,21.0
E02000366,18,358.0,365.0
E02000366,19,232.0,305.0
E02000366,20,140.0,186.0
E02000366,21,68.0,105.0
