MSOA11CD,od_destination_total,bus_alighting_total,std_residual
E02000636,334,215.88902,-0.1509135740890581
E02000637,975,1276.01395,0.9312868011138015
E02000638,700,2599.01827,2.4130919626945504
E02000639,1328,4493.9412,2.3204537544258224
E02000640,551,194.15962,-0.9918915306972038
E02000641,1140,1239.88637,0.6744913326005268
E02000642,1811,2156.78424,0.8345473816652854
E02000643,903,1916.12347,1.6229381764456563
E02000644,848,391.46222,-0.5780366213442669
E02000645,2449,2766.9716,0.7777003878060204
E02000646,1617,3575.17638,1.7193320172734805
E02000647,1353,399.00433,-1.1942737632800613
E02000648,1725,961.03012,-0.26339628486062333
E02000649,4091,6661.48709,1.3371170404308923
E02000650,1906,515.6073299999999,-1.2976314451610698
E02000651,1448,1580.16871,0.6944403023670231
E02000652,790,545.49243,-0.0029674068892668526
E02000653,2966,507.72941,-1.9293661992208793
E02000654,1336,1605.40294,0.8282141197147347
E02000655,3390,1214.14361,-0.8578433959849968
E02000657,1934,1703.92962,0.4042532279006262
E02000658,1720,3497.55647,1.6025763265151929
E02000659,1374,457.26467,-1.0193996030102266
E02000660,697,708.60954,0.546219649684433
E02000661,1432,949.00131,-0.02498701154248874
E02000662,1086,839.3096,0.1791662700197765
E02000663,591,319.56107,-0.3726677398815556
E02000664,9438,8567.42505,0.5473209681822396
E02000665,1204,906.53294,0.14803428207133973
E02000666,742,569.73874,0.14597214478562656
E02000667,654,615.86199,0.43189682527029377
E02000668,1318,494.81025,-0.8484900674753454
E02000669,1381,588.33444,-0.6636204743219636
E02000670,771,990.4346,0.8895859044552734
E02000671,1174,1091.11424,0.4498133260415911
E02000672,4775,5138.19569,0.7495654169588336
E02000673,1477,1285.2046,0.36934283181670574
E02000674,1141,912.83248,0.2320640584769301
E02000675,2155,507.88211,-1.4886036741708202
E02000676,852,401.72441,-0.5472922434179411
E02000677,1549,1408.32701,0.43558899239902743
E02000678,1790,363.25045,-1.7150511860664237
E02000679,1451,365.78681,-1.4156721179445289
E02000680,1591,970.64101,-0.13761031295811207
E02000681,1759,510.4338,-1.2015222347119567
E02000682,1088,425.10759,-0.8027385332713166
E02000683,1427,1406.36086,0.546631106876612
E02000685,1807,1332.93557,0.14396956595192192
E02000686,2401,733.03329,-1.1092730707051972
E02000687,1192,793.31099,-0.030344099083355842
E02000689,817,596.11254,0.0785031284385752
E02000690,1059,435.48604,-0.730810431716158
E02000691,3807,2869.82249,0.22212924459277725
E02000692,1682,994.41842,-0.17940012536498778
E02000693,2151,1139.19897,-0.32255665832267383
E02000694,1385,1539.39002,0.7180592073589044
E02000695,1410,245.0383,-1.9520341082187025
E02000696,840,1014.12063,0.8055785251303749
E02000697,2385,1095.0189,-0.5218978246570503
E02000698,811,427.42747,-0.39013309177897926
E02000699,696,761.1212,0.6511567854062391
E02000700,1245,455.61584,-0.8887393404671685
E02000701,2350,2830.01204,0.8670605662576933
E02000702,1354,529.80472,-0.7872652378234859
E02000703,1020,536.55966,-0.37872734189203183
E02000704,3006,1432.33893,-0.4539332364600785
E02000705,2008,1017.74487,-0.39016914006235204
E02000706,2604,930.42287,-0.8776837569711903
E02000707,1957,1730.16632,0.40998259202569093
E02000708,1394,674.00236,-0.48079287399886245
E02000709,1501,577.2327799999999,-0.8058759957527145
E02000710,1787,1711.72835,0.5197942983919551
E02000711,3080,3981.19374,0.9862218344454476
E02000712,1645,841.01343,-0.3901215073014194
E02000713,1289,383.61517,-1.1840789837509822
E02000714,1298,680.43797,-0.36878111806680747
E02000715,897,1158.24908,0.9066160931455709
E02000716,531,1408.62814,1.910619349601733
E02000717,1496,1791.20626,0.8301813178578106
E02000718,972,401.9199,-0.7281106392475343
E02000719,1137,77.88915,-3.2959252001764106
E02000720,742,790.88552,0.6182727253891431
E02000721,2112,2694.08175,0.9432858890480694
E02000722,949,1316.51256,1.0135493851338244
E02000723,2657,2019.9887,0.21171284870508392
E02000724,587,219.49764,-0.9029704126701008
E02000725,3489,2123.26671,-0.09196465660071786
E02000726,16208,8426.60808,-0.22225904621116985
E02000727,2138,989.25689,-0.5175422643079046
E02000729,905,545.91556,-0.18904681408368615
E02000730,1753,1577.31321,0.4283979115213585
E02000731,2653,3706.68432,1.0889489368607879
E02000732,628,113.84327,-1.9367016715819294
E02000733,942,705.03658,0.1240529588669531
E02000734,800,1858.99354,1.746130241954503
E02000735,864,374.95481,-0.6657575585491649
E02000736,1904,862.90831,-0.5546267667150384
E02000737,2395,1426.84477,-0.14622895435304867
E02000738,1155,1485.39235,0.9168351529929852
E02000739,1227,969.25993,0.21834847479447014
E02000740,2145,434.34183,-1.7072985874142386
E02000741,2173,3084.81476,1.0992936811248553
E02000742,2079,1174.76392,-0.23132982294265694
E02000743,1928,2625.05168,1.0315070457128592
E02000744,1172,357.37869,-1.1548571993560468
E02000745,1284,739.56706,-0.23383039964084767
E02000746,3180,2285.64932,0.1421168159453241
E02000747,3938,2936.41508,0.20855733244879487
E02000748,727,435.10212,-0.21393427744370083
E02000749,1766,994.18068,-0.24691217725475362
E02000750,2375,1132.59307,-0.4674922593578191
E02000751,791,482.60862,-0.18101127139739093
E02000752,1733,895.68957,-0.37121236743174124
E02000753,439,484.13035,0.6341134928569656
E02000754,657,168.43033,-1.4380261402982828
E02000755,953,331.62027,-0.977437806255319
E02000756,2254,1261.96874,-0.2395478739700661
E02000757,1296,538.36416,-0.7038640818129448
E02000758,420,498.89077,0.7382136023421203
E02000759,1549,954.92033,-0.12426450455480578
E02000760,927,756.5799000000001,0.24778610816637903
E02000762,892,386.31468,-0.6667581091600798
E02000763,757,764.3916300000001,0.5416319112679681
E02000764,1281,347.62622,-1.3171863845321312
E02000765,799,836.1396599999999,0.596487627739021
E02000767,869,235.23484,-1.3438154134927525
E02000768,362,379.04992,0.5473424830143281
E02000769,1504,947.21315,-0.09530956380686208
E02000770,610,324.73868,-0.39312478758183994
E02000772,1851,1297.31657,0.07177671611775847
E02000773,1301,705.7482699999999,-0.3193661434735085
E02000774,747,461.58639,-0.16628163281106553
E02000776,528,398.41325,0.09967672864153206
E02000777,869,542.86325,-0.1412026821419989
E02000779,1412,1495.94403,0.6501913463445941
E02000780,4220,4016.19611,0.5646899147456748
E02000781,1884,1860.48557,0.5670554791940859
E02000782,1326,5306.84642,2.562273411590783
E02000783,820,770.78698,0.4435285354136093
E02000784,739,825.65787,0.6858295928952572
E02000785,2417,360.69904,-2.1391368950759544
E02000786,1791,1572.87983,0.39478315285780935
E02000787,1380,732.72998,-0.34656719261996877
E02000788,1204,764.82091,-0.09682530512651553
E02000789,1657,309.27779,-1.8399315424221951
E02000790,525,395.55891,0.09717627943674635
E02000791,3808,3433.48548,0.48030897337906364
E02000792,474,693.62762,1.0462511130379313
E02000793,1561,514.13631,-1.0265325606149027
E02000794,900,253.60495,-1.2840972238934465
E02000795,867,767.04656,0.3597515689696833
E02000796,2250,697.45032,-1.0913981282335103
E02000797,3374,1664.51373,-0.39663546173549413
E02000798,2489,763.35707,-1.1005116759204683
E02000799,1012,969.34509,0.48390380949039163
E02000800,394,147.30872,-0.9262880909854673
E02000801,1304,719.17854,-0.29539112852224747
E02000802,1574,550.7368,-0.9389702541672178
E02000803,1953,655.84141,-0.9848487206208236
E02000804,1601,1010.98588,-0.08757177004291229
E02000805,1451,530.28577,-0.88130774392046
E02000806,1476,560.22167,-0.8257940922463703
E02000807,1834,278.77724,-2.1290440895170475
E02000808,5019,2186.53154,-0.5509678229384117
E02000809,6534,3902.82889,-0.07938317237772236
E02000810,2320,1695.59302,0.14634542078624935
E02000812,5053,4439.90819,0.4609266410748333
E02000813,4048,2654.9175,0.025286430604772443
E02000814,2421,1028.01369,-0.6335292348370888
E02000815,2852,3167.93487,0.7627951738257771
E02000816,1453,1130.08099,0.20656524614264585
E02000817,1148,345.99205,-1.172914847411128
E02000818,1727,3600.91494,1.638968542729403
E02000819,1843,227.79392,-2.4259224510277098
E02000820,1348,1254.33706,0.46025387620917296
E02000821,3517,4633.11409,1.0219610201137999
E02000823,1825,1978.92685,0.6998720886548323
E02000824,3280,1464.7603,-0.5419363386285214
E02000825,1422,1831.39137,0.9320740158526974
E02000826,1671,1562.11518,0.48047043973722064
E02000827,4181,8580.0881,1.672090021957669
E02000828,4855,6715.689,1.1127330873354482
E02000829,2285,2696.95409,0.836297141510957
E02000830,1338,266.27963,-1.7603786219885034
E02000831,3570,2374.33815,0.037507394043956165
E02000832,1076,1204.74988,0.7126723321616435
E02000833,1590,2005.79844,0.9093004831699434
E02000834,1168,2037.5443,1.356982447755271
E02000835,1114,899.9892199999999,0.24464752700300674
E02000836,1463,1120.73267,0.18514384485276988
E02000837,1602,933.13553,-0.20387840746662758
E02000838,1106,1808.35578,1.2601298047685328
E02000839,1494,1116.96028,0.15138897285740804
E02000840,1379,360.375,-1.366973000546946
E02000841,2363,1628.88268,0.06317731917721472
E02000842,1479,1277.01317,0.3582636615819204
E02000843,2333,635.72184,-1.2747813345156365
E02000844,1671,603.25828,-0.8902497082051732
E02000845,657,186.7728,-1.2897806762519606
E02000846,881,692.79146,0.1910443566340615
E02000847,1345,505.73663,-0.8449971603331516
E02000848,1225,1235.2878,0.5700487877292421
E02000849,1032,455.79317,-0.6296450448737111
E02000850,4196,500.95686,-2.4269788998490527
E02000851,4508,2981.23357,0.044017922905773374
E02000852,1264,346.07002,-1.305229100574758
E02000853,804,293.98025,-0.9164424531482679
E02000854,1583,801.15423,-0.40711249455015
E02000855,493,565.16518,0.6972470058756741
E02000856,1947,1099.59529,-0.23619401133443452
E02000857,1580,885.91165,-0.259636734438285
E02000858,2387,845.90897,-0.8949205507179203
E02000859,699,420.32876,-0.20954919381754142
E02000860,734,614.70066,0.270262623326654
E02000861,721,113.42426,-2.132137343129657
E02000863,620,82.11944,-2.3852991742635536
E02000864,1606,757.57003,-0.5075626007693341
E02000865,675,945.22683,1.0054048616525355
E02000866,1431,3160.7633,1.7101132086716762
E02000867,1068,1584.33737,1.1176791170543858
E02000868,1009,1080.37084,0.6442323042257467
E02000870,501,848.68376,1.2605965508793302
E02000871,1185,425.93033,-0.9176269840954865
E02000872,1798,485.44296,-1.303999585893596
E02000873,1126,601.8479199999999,-0.34963352137044634
E02000874,637,1206.11174,1.4363718526207652
E02000875,917,634.32256,0.0089049461501883
E02000876,1943,1990.66278,0.6220387417165651
E02000877,1119,1249.53096,0.7112752687513794
E02000878,2958,2437.37274,0.3345359571173839
E02000879,582,624.04382,0.6114889346041666
E02000880,1050,702.54031,-0.030588262536897115
E02000881,607,515.92462,0.2796751695137075
E02000882,945,105.0854,-2.613913424060301
E02000883,810,585.0666,0.06342609252080798
E02000884,1895,1121.88399,-0.16996604455100953
E02000885,417,186.55684,-0.6657278211893971
E02000886,885,605.67985,-0.008696554913982945
E02000887,775,1435.2480799999998,1.4169924114554824
E02000888,648,592.49076,0.38888444475407336
E02000889,409,141.56897,-1.0346116575874695
E02000890,1512,527.88508,-0.9445911596123064
E02000891,2118,2220.55965,0.6607142265350769
E02000893,1320,545.50529,-0.7101799936007058
E02000894,900,1244.17312,1.0051373090123867
E02000895,716,370.71453,-0.42333026056630024
E02000896,1312,1117.15013,0.33065203131153587
E02000897,1508,367.63959,-1.4615064516707994
E02000898,742,417.93918,-0.2999657014978831
E02000899,1823,1452.47925,0.2555985142212249
E02000900,2000,949.96572,-0.4839603896497598
E02000901,2257,449.1663,-1.7291637371565243
E02000902,879,1612.73643,1.4115915045041643
E02000903,1969,1654.6624,0.33724261833960173
E02000904,2151,809.37033,-0.8150213296979154
E02000905,1809,898.26322,-0.42623509510504914
E02000906,1449,408.96137,-1.2532797046818784
E02000907,2058,855.99005,-0.6734286100656711
E02000908,2688,1947.20901,0.14282727502531922
E02000909,870,271.70544,-1.1383483971285662
E02000910,1191,1850.49967,1.1913152160201084
E02000911,5041,5450.32426,0.7598562483247345
E02000912,1811,461.28243,-1.3874002746725207
E02000913,2321,1541.09982,0.008053886932622448
E02000914,3045,2739.75126,0.4631690019856428
E02000915,1181,419.13021,-0.9361242345246031
E02000916,2111,2529.23019,0.8529092989945622
E02000917,1203,1188.27575,0.5391077937367269
E02000918,2952,1919.0066,-0.007354914782306821
E02000919,1542,416.37578,-1.313158962590901
E02000920,3250,3908.5358,0.8855975785716351
E02000921,1848,1305.1797,0.08272065467661656
E02000922,2785,499.05503,-1.8673651093507657
E02000923,745,1045.18704,1.0143559901490113
E02000924,3777,2991.94913,0.2931198931781981
E02000925,977,629.3860000000001,-0.08965649097756033
E02000926,1532,1328.48187,0.3666840759561952
E02000927,554,1118.79284,1.5202813579089456
E02000928,754,584.8507099999999,0.1615669831682465
E02000929,1149,1035.20494,0.4036830953227048
E02000930,1770,1975.28794,0.7393954362448762
E02000931,381,226.4122,-0.26364126541604316
E02000932,4207,4439.10561,0.7132997054566735
E02000933,1217,1075.192,0.37906599842178035
E02000934,5319,8667.5932,1.3548047517712116
E02000935,1281,988.47853,0.18728870176941795
E02000936,917,1104.03311,0.8071616010279478
E02000937,534,440.11415,0.22734432429286414
E02000938,2212,1841.96903,0.33140706265088854
E02000939,371,100.16526,-1.3952571979424182
E02000940,2177,1171.21402,-0.299181535602766
E02000941,688,544.50244,0.18480626577462272
E02000942,897,721.51436,0.2247558358430677
E02000943,1584,607.3288200000001,-0.8068753210380334
E02000944,1037,703.23595,-0.011998737865817117
E02000945,2368,3023.17563,0.9517338828097891
E02000946,886,829.83559,0.44322104520967137
E02000947,744,229.98572,-1.162317658806286
E02000948,1116,394.68791,-0.9445667103448525
E02000949,553,824.26584,1.082617224767787
E02000950,1022,435.96048,-0.6802464255539041
E02000951,811,1453.51883,1.372685790988507
E02000952,722,54.23363,-3.1844625470418104
E02000953,704,663.46664,0.43766205129662983
E02000954,389,76.44921,-1.8456821766884488
E02000955,479,157.85442,-1.0959995247094896
E02000956,1825,2843.70223,1.2225246535769898
E02000957,3561,4499.73947,0.9627027567670269
E02000958,711,818.51112,0.726500549759434
E02000959,1187,1502.18353,0.8953799303020161
E02000960,460,517.95704,0.6670266624935635
E02000961,134,500.56584,2.3115246167975805
E02000962,574,1339.60579,1.731024764631253
E02000963,802,428.53735,-0.37103126180468665
E02000964,1358,1676.16566,0.8678768993944427
E02000965,365,197.33594,-0.4019313401018913
E02000966,192,477.46622,1.7506279953678252
E02000967,2665,2880.39761,0.7191017431141891
E02000968,1190,1907.98695,1.2365705658593635
E02000969,1080,2057.48919,1.4789525226920788
E02000970,6036,1416.57915,-1.4310347819174327
E02000971,2411,4304.5574400000005,1.4364114812074948
E02000972,26003,7379.73402,-1.0654126653256062
E02000973,829,999.65503,0.8030357588410656
E02000974,2675,3540.98856,1.0116280886106932
E02000975,1762,1359.85554,0.20754305230006
E02000976,2195,1387.23123,-0.06660305836009352
E02000977,34562,15467.34345,-0.39068245536154267
E02000978,5539,5095.33819,0.5328475042832492
E02000979,7356,3232.36789,-0.5145338317509014
E02000980,1122,449.9273,-0.7634868544227921
E02000981,931,573.91505,-0.15605912292281054
E02000982,7525,8341.75884,0.821167123019425
E02000983,1122,674.44732,-0.180736869434804
E02006782,1469,546.79687,-0.8541605240785989
E02006783,1648,688.47064,-0.6808886784631655
E02006784,1772,1802.82815,0.6061525107340217
E02006785,825,581.5888,0.029568692287617285
E02006786,1002,1874.18281,1.4477230160192438
E02006787,1198,376.50107,-1.110120428339212
E02006788,720,75.42974,-2.712214742242649
E02006789,815,158.83545,-1.8188892339347675
E02006791,579,409.34519,0.011690971715219031
E02006792,2585,1829.47129,0.10678669812103586
E02006793,1247,1649.43415,0.9622106590221715
E02006794,1881,1762.63715,0.49137787370101493
E02006795,981,290.96516,-1.2053466411351814
E02006796,2087,660.10566,-1.0669866522633193
E02006798,2939,4333.56382,1.1731052395405748
E02006799,2313,1013.62456,-0.5909312263183237
E02006800,2257,1161.07172,-0.3614602621413797
E02006801,15363,8803.70953,-0.08529405824659037
E02006802,4299,12477.10862,2.1736999803760884
E02006836,343,226.70918,-0.1172625103400678
E02006853,1010,251.75971,-1.4534416200013585
E02006854,6138,1585.25487,-1.2920003897860923
E02006882,3510,1178.38407,-0.9488802245386874
E02006918,951,993.68698,0.6052849496351754
E02006921,804,928.20357,0.7383704538380348
E02006924,1214,2441.91234,1.564730965420062
E02006925,1779,940.7551,-0.33660037410666044
E02006927,1689,1154.05534,0.029389872180466525
E02006928,1676,644.93012,-0.7981875301191631
E02006929,9046,6985.97898,0.31155531789777097
E02006930,2578,2024.9566,0.25686301577413245
E02006931,2167,1613.73488,0.16906886881786404
