MSOA11CD,od_destination_total,bus_alighting_total,std_residual
E02000225,1093,484.41508,-0.6211186296764954
E02000226,1652,688.67821,-0.6837957136642672
E02000227,2125,1285.49334,-0.13169456039135818
E02000228,660,194.66346,-1.2366878489247088
E02000229,1185,594.80177,-0.4369588892829084
E02000230,2790,1878.55379,0.03974338523927736
E02000231,566,279.95602,-0.503355088299074
E02000232,413,193.34302,-0.6012075518558645
E02000233,1260,306.81109,-1.473984118610387
E02000234,1528,1006.92834,-0.029047954779755872
E02000235,485,141.89346999999998,-1.2658441889885095
E02000236,345,137.09732,-0.846518650016003
E02000237,1002,463.52104,-0.5648071644649089
E02000238,2188,578.51557,-1.322099716889361
E02000239,1447,590.97402,-0.721510756950745
E02000240,1671,940.26518,-0.2510314577788392
E02000241,1860,1893.84585,0.6103438861187452
E02000242,1532,385.90854,-1.4135094343064427
E02000243,2846,1129.64967,-0.7206415004326507
E02000244,2110,502.71867,-1.4742235555780419
E02000245,1384,1451.12683,0.633955318353767
E02000246,2359,2182.00115,0.4869140233159459
E02000247,1977,1574.25864,0.25985834892645826
E02000248,1521,1497.79727,0.5494974547617589
E02000249,3261,3714.45475,0.8075057813075138
E02000250,810,417.33952,-0.42279868540786414
E02000251,1122,650.25001,-0.23335072024928555
E02000252,4730,2007.47759,-0.5923581984933665
E02000253,1768,1173.03242,-0.010111492960657128
E02000254,1560,2377.28199,1.1804931077297742
E02000255,1285,987.44099,0.18147950834300364
E02000256,1090,694.9482399999999,-0.09774755410621264
E02000257,6041,5476.49539,0.5172468576484277
E02000258,706,261.40462,-0.906192068002503
E02000259,1076,346.35292,-1.0821731000899484
E02000260,4699,3875.72484,0.3651209342510668
E02000261,1835,2214.72323,0.85461563387114
E02000262,2569,1204.95457,-0.48648899658354344
E02000263,1906,2306.81287,0.8610198118800128
E02000264,1303,655.89269,-0.4269857059993641
E02000265,2242,2639.19944,0.8312763048667399
E02000266,2923,2743.0936500000003,0.5212982127301603
E02000267,2028,1705.28459,0.3399821606139513
E02000268,1132,591.73452,-0.3813557002769412
E02000269,1614,650.20821,-0.734499390274748
E02000270,2271,2555.29559,0.7669841569505733
E02000271,630,82.58112,-2.399340938777706
E02000272,952,292.2416,-1.1577159254670055
E02000274,4152,2554.68953,-0.06516683897382734
E02000275,2291,1101.31882,-0.4582024319211839
E02000276,860,572.72708,-0.049767804677793265
E02000277,844,515.09611,-0.1765724195962825
E02000278,614,695.85197,0.6946401671469064
E02000279,1187,728.32079,-0.1476606777086422
E02000280,818,567.68641,0.006472676376952078
E02000281,1526,474.49924,-1.1107521222255547
E02000282,1427,1683.96753,0.8062711997118496
E02000283,1086,353.34192,-1.0661885293534206
E02000284,1832,782.04638,-0.6432264229036325
E02000285,449,128.76251,-1.298729222599866
E02000286,913,387.91028,-0.6928838288708853
E02000287,425,325.84975,0.10915503885684065
E02000288,3217,2325.01517,0.15078574340301443
E02000289,484,163.27354,-1.0619120271857543
E02000290,1190,332.52013,-1.2795342536343481
