threshold,n_core,pct_core,pct_excluded_from_fit,ks_completed,all_expected_ks_completed,n_k_activity_below_timing,all_k_activity_below_timing,all_converged,max_activity_eta2_across_k,min_timing_mean_eta2_across_k,max_activity_kw_epsilon2_across_k,min_cluster_size_across_k,fit_seconds_total,part_of_consecutive_all_k_run,coverage_band,strict_first_pass_candidate
100.0,2761,76.84386306707486,23.156136932925133,3,True,1,True,True,0.0784768430377855,0.2674261664526602,0.08515870248508761,289,3.3309160999997403,False,preferred_at_least_75pct,False
