threshold,n_core,pct_core,bic_best_k,bic_best_k_activity_eta2,bic_best_k_timing_mean_eta2,bic_best_k_activity_to_timing_ratio,gate_pass_at_bic_best_k,bic_best_k_min_cluster_pct,bic_best_k_converged,reference_k3_activity_eta2,reference_k3_gate_pass,bic_best_k_differs_from_reference,part_of_consecutive_pass_run,coverage_band,strict_candidate
36.0,3365,93.65432785972725,3,0.5018341972593816,0.27909011914263376,1.798108076348309,False,13.699851411589895,True,0.5018341972593816,False,False,False,preferred_at_least_75pct,False
