threshold,k,n_core,pct_core,n_excluded_from_fit,pct_excluded_from_fit,n_init,seed,converged,n_iter,fit_seconds,lower_bound,bic_within_threshold,aic_within_threshold,min_cluster_size,max_cluster_size,min_cluster_pct,activity_eta2,activity_kw_h,activity_kw_p,activity_kw_epsilon2,direction_balance_eta2,weekend_ratio_eta2,post_midnight_share_eta2,deep_night_share_eta2,post_midnight_persistence_eta2,timing_mean_eta2,activity_to_timing_ratio,gate_activity_below_timing
100.0,3,2761,76.84386306707486,832,23.156136932925133,5,42,True,11,3.3309160999997403,302.8418654848752,-1608092.1014768716,-1656083.0686899298,289,1961,10.467222021006881,0.0784768430377855,236.86770145387163,3.67140384777661e-52,0.08515870248508761,0.07598727424618268,0.09242551089220671,0.2791749772135775,0.2533293296951784,0.26977419244922485,0.2674261664526602,0.2934523725885196,True
