cluster,lnwc_group,enrichment_ratio
0,4,1.3826180125256704
0,5,1.341604999824285
1,1,2.1681104822210004
1,3,2.150935154518887
2,1,1.5966222927028217
2,2,1.5034077401756138
3,1,3.2063981973450706
3,2,0.698412166561606
4,7,3.6991977468450243
4,6,2.6862447410007184
