K,cluster,day_type,direction,hour_bin,mean_share
6,0,Saturday,boardings,1320,0.025676933465454417
6,0,Saturday,boardings,1380,0.018538795904803583
6,0,Saturday,boardings,1440,0.005668028740452045
6,0,Saturday,boardings,1500,0.0032692451841906567
6,0,Saturday,boardings,1560,0.004328736678326237
6,0,Saturday,boardings,1620,0.009990914048736404
6,0,Saturday,boardings,1680,0.016560313588015657
6,0,Saturday,boardings,1740,0.022801334620224944
6,0,Sunday,boardings,1080,0.057422013580882184
6,0,Sunday,boardings,1140,0.04928981250826809
6,0,Sunday,boardings,1200,0.0349539255353349
6,0,Sunday,boardings,1260,0.024974170265584975
6,0,Sunday,boardings,1320,0.01800544517310809
6,0,Sunday,boardings,1380,0.011386119752323101
6,0,Sunday,boardings,1440,0.006584705226209193
6,0,Sunday,boardings,1500,0.0035333821182761947
6,0,Sunday,boardings,1560,0.003938049162925601
6,0,Sunday,boardings,1620,0.008303240165684102
6,0,Sunday,boardings,1680,0.018488566300059933
6,0,Sunday,boardings,1740,0.05208192657338635
6,0,Weekday,alightings,1080,0.10796429152552736
6,0,Weekday,alightings,1140,0.07844611093707056
6,0,Weekday,alightings,1200,0.05458705200372855
6,0,Weekday,alightings,1260,0.04113672792560857
6,0,Weekday,alightings,1320,0.034502227412279395
6,0,Weekday,alightings,1380,0.026043445829431047
6,0,Weekday,alightings,1440,0.014176405521618541
6,0,Weekday,alightings,1500,0.006692353824657761
6,0,Weekday,alightings,1560,0.0038281669034052404
6,0,Weekday,alightings,1620,0.003530973766758468
6,0,Weekday,alightings,1680,0.004062902555726224
6,0,Weekday,alightings,1740,0.017884969302762344
6,0,Saturday,alightings,1080,0.0804363294235961
6,0,Saturday,alightings,1140,0.06685992616908053
6,0,Saturday,alightings,1200,0.05211318819833691
6,0,Saturday,alightings,1260,0.04041342491998378
6,0,Saturday,alightings,1320,0.03569486924402266
6,0,Saturday,alightings,1380,0.02897593235422618
6,0,Saturday,alightings,1440,0.012012847451902883
6,0,Saturday,alightings,1500,0.005354490376976025
6,0,Saturday,alightings,1560,0.00227736794925588
6,0,Saturday,alightings,1620,0.003032417824206725
6,0,Saturday,alightings,1680,0.003416881028638391
6,0,Saturday,alightings,1740,0.010153401120748726
6,0,Sunday,alightings,1080,0.055185181871731256
6,0,Sunday,alightings,1140,0.047519059387266104
6,0,Sunday,alightings,1200,0.03926887479140398
6,0,Sunday,alightings,1260,0.02856273999694724
6,0,Sunday,alightings,1320,0.024955478736159102
6,0,Sunday,alightings,1380,0.02073618977201493
6,0,Sunday,alightings,1440,0.014176405521618541
6,0,Sunday,alightings,1500,0.006692353824657761
6,0,Sunday,alightings,1560,0.0038281669034052404
6,0,Sunday,alightings,1620,0.003530973766758468
6,0,Sunday,alightings,1680,0.004062902555726224
6,0,Sunday,alightings,1740,0.017884969302762344
6,1,Weekday,boardings,1080,0.1304790927991103
6,1,Weekday,boardings,1140,0.08876932971192415
6,1,Weekday,boardings,1200,0.05582811721953462
6,1,Weekday,boardings,1260,0.03419486371381295
6,1,Weekday,boardings,1320,0.02352788952304939
6,1,Weekday,boardings,1380,0.013571238674635515
6,1,Weekday,boardings,1440,0.004440632512844881
6,1,Weekday,boardings,1500,0.000655646113920533
6,1,Weekday,boardings,1560,0.0003042779176396903
6,1,Weekday,boardings,1620,0.00035726245431412875
6,1,Weekday,boardings,1680,0.0011911170510169157
6,1,Weekday,boardings,1740,0.03469393838909091
6,1,Saturday,boardings,1080,0.11233938284865247
6,1,Saturday,boardings,1140,0.0894094923867738
6,1,Saturday,boardings,1200,0.05879650247907576
6,1,Saturday,boardings,1260,0.037983774268573446
6,1,Saturday,boardings,1320,0.029951251667692306
6,1,Saturday,boardings,1380,0.02160340068046788
6,1,Saturday,boardings,1440,0.0028196865446661937
6,1,Saturday,boardings,1500,0.00044521506230414676
6,1,Saturday,boardings,1560,0.00021003900705327992
6,1,Saturday,boardings,1620,0.00031864305081724025
6,1,Saturday,boardings,1680,0.0006853623057343044
6,1,Saturday,boardings,1740,0.0029337735380509595
6,1,Sunday,boardings,1080,0.06420273999885867
6,1,Sunday,boardings,1140,0.05469783438310114
6,1,Sunday,boardings,1200,0.04121714939129778
6,1,Sunday,boardings,1260,0.02616781986314376
6,1,Sunday,boardings,1320,0.017360179554409327
6,1,Sunday,boardings,1380,0.009201472449606483
6,1,Sunday,boardings,1440,0.004440632512844881
6,1,Sunday,boardings,1500,0.000655646113920533
6,1,Sunday,boardings,1560,0.0003042779176396903
6,1,Sunday,boardings,1620,0.00035726245431412875
6,1,Sunday,boardings,1680,0.0011911170510169157
6,1,Sunday,boardings,1740,0.03469393838909091
6,1,Weekday,alightings,1080,0.13301222126271425
6,1,Weekday,alightings,1140,0.0947635434303914
6,1,Weekday,alightings,1200,0.05917179657763117
6,1,Weekday,alightings,1260,0.04311229318210784
6,1,Weekday,alightings,1320,0.03485436262451474
6,1,Weekday,alightings,1380,0.025054179197340928
6,1,Weekday,alightings,1440,0.01083842386169177
6,1,Weekday,alightings,1500,0.0013264528685121295
6,1,Weekday,alightings,1560,0.00029279024544430265
6,1,Weekday,alightings,1620,0.0002610662140029546
6,1,Weekday,alightings,1680,0.00045925881591640696
6,1,Weekday,alightings,1740,0.006130398161221807
6,1,Saturday,alightings,1080,0.09525537614189729
6,1,Saturday,alightings,1140,0.07922544556058254
6,1,Saturday,alightings,1200,0.05810699330672083
6,1,Saturday,alightings,1260,0.044514688986124214
6,1,Saturday,alightings,1320,0.037980547753226936
6,1,Saturday,alightings,1380,0.03224197493482527
6,1,Saturday,alightings,1440,0.0065642855641776425
6,1,Saturday,alightings,1500,0.0007324376072084223
6,1,Saturday,alightings,1560,0.00018929168246867553
6,1,Saturday,alightings,1620,0.00017870739010595409
6,1,Saturday,alightings,1680,0.00033856450452017555
6,1,Saturday,alightings,1740,0.0010030552977377102
6,1,Sunday,alightings,1080,0.058548743510403546
6,1,Sunday,alightings,1140,0.04982562334151537
6,1,Sunday,alightings,1200,0.037840683611062485
6,1,Sunday,alightings,1260,0.03009554227901215
6,1,Sunday,alightings,1320,0.02281519737562032
6,1,Sunday,alightings,1380,0.015957664544511408
6,1,Sunday,alightings,1440,0.01083842386169177
6,1,Sunday,alightings,1500,0.0013264528685121295
6,1,Sunday,alightings,1560,0.00029279024544430265
6,1,Sunday,alightings,1620,0.0002610662140029546
6,1,Sunday,alightings,1680,0.00045925881591640696
6,1,Sunday,alightings,1740,0.006130398161221807
6,2,Weekday,boardings,1080,0.10952725163333753
6,2,Weekday,boardings,1140,0.0785664912382864
6,2,Weekday,boardings,1200,0.0546117397851619
6,2,Weekday,boardings,1260,0.040340832180819367
6,2,Weekday,boardings,1320,0.033290860443430985
6,2,Weekday,boardings,1380,0.022872023618572296
6,2,Weekday,boardings,1440,0.010509282571916283
6,2,Weekday,boardings,1500,0.004183015096509808
6,2,Weekday,boardings,1560,0.0028448077419990932
6,2,Weekday,boardings,1620,0.0031950080190939253
6,2,Weekday,boardings,1680,0.005972760890787223
6,2,Weekday,boardings,1740,0.01846638634714646
6,2,Saturday,boardings,1080,0.08858562329260833
6,2,Saturday,boardings,1140,0.07310394243730522
6,2,Saturday,boardings,1200,0.054398327328139685
6,2,Saturday,boardings,1260,0.04159678074390112
6,2,Saturday,boardings,1320,0.03741313770832001
6,2,Saturday,boardings,1380,0.03087655438469461
6,2,Saturday,boardings,1440,0.008100111978349575
6,2,Saturday,boardings,1500,0.0030906350031462246
6,2,Saturday,boardings,1560,0.0021817608793697927
6,2,Saturday,boardings,1620,0.0029827848940549477
6,2,Saturday,boardings,1680,0.005248545229101158
6,2,Saturday,boardings,1740,0.008532302241551144
6,2,Sunday,boardings,1080,0.05744519237730439
6,2,Sunday,boardings,1140,0.04929733220013354
6,2,Sunday,boardings,1200,0.038510188809740255
6,2,Sunday,boardings,1260,0.02933646861810573
6,2,Sunday,boardings,1320,0.023620352772258817
6,2,Sunday,boardings,1380,0.01612823886740139
6,2,Sunday,boardings,1440,0.010509282571916283
6,2,Sunday,boardings,1500,0.004183015096509808
6,2,Sunday,boardings,1560,0.0028448077419990932
6,2,Sunday,boardings,1620,0.0031950080190939253
6,2,Sunday,boardings,1680,0.005972760890787223
6,2,Sunday,boardings,1740,0.01846638634714646
6,2,Weekday,alightings,1080,0.10860564024060855
6,2,Weekday,alightings,1140,0.07995776314259091
6,2,Weekday,alightings,1200,0.05389694554774744
6,2,Weekday,alightings,1260,0.03957498841179239
6,2,Weekday,alightings,1320,0.03262884373495979
6,2,Weekday,alightings,1380,0.0234254708422214
6,2,Weekday,alightings,1440,0.011363039747859037
6,2,Weekday,alightings,1500,0.004870878411513146
6,2,Weekday,alightings,1560,0.0032329690036498175
6,2,Weekday,alightings,1620,0.002989479500623992
6,2,Weekday,alightings,1680,0.004555830156932225
6,2,Weekday,alightings,1740,0.01770456815779456
6,2,Saturday,alightings,1080,0.08915106158560064
6,2,Saturday,alightings,1140,0.07438505643838109
6,2,Saturday,alightings,1200,0.05526315166907847
6,2,Saturday,alightings,1260,0.04127410079954847
6,2,Saturday,alightings,1320,0.0357248175301475
6,2,Saturday,alightings,1380,0.029788997906044112
6,2,Saturday,alightings,1440,0.009013631354534257
6,2,Saturday,alightings,1500,0.0037968206989394135
6,2,Saturday,alightings,1560,0.0023550997485410575
6,2,Saturday,alightings,1620,0.0023529663140134127
6,2,Saturday,alightings,1680,0.004232320579771342
6,2,Saturday,alightings,1740,0.0075173910925984844
6,2,Sunday,alightings,1080,0.058721009295323146
6,2,Sunday,alightings,1140,0.050192841198122104
6,2,Sunday,alightings,1200,0.03893866325401533
6,2,Sunday,alightings,1260,0.029724360462416544
6,2,Sunday,alightings,1320,0.02375763908355666
6,2,Sunday,alightings,1380,0.016286889112701965
6,2,Sunday,alightings,1440,0.011363039747859037
6,2,Sunday,alightings,1500,0.004870878411513146
6,2,Sunday,alightings,1560,0.0032329690036498175
6,2,Sunday,alightings,1620,0.002989479500623992
6,2,Sunday,alightings,1680,0.004555830156932225
6,2,Sunday,alightings,1740,0.01770456815779456
6,3,Weekday,boardings,1080,0.10232419306749431
6,3,Weekday,boardings,1140,0.07287339679620287
6,3,Weekday,boardings,1200,0.05076861066902187
6,3,Weekday,boardings,1260,0.039560189634639586
6,3,Weekday,boardings,1320,0.033096072262658316
6,3,Weekday,boardings,1380,0.02126467462185585
6,3,Weekday,boardings,1440,0.009608537671212086
6,3,Weekday,boardings,1500,0.005911965496842943
6,3,Weekday,boardings,1560,0.004170953678241034
6,3,Weekday,boardings,1620,0.003984029260569269
6,3,Weekday,boardings,1680,0.006766568012209038
6,3,Weekday,boardings,1740,0.019094406354832255
6,3,Saturday,boardings,1080,0.08636712756160596
6,3,Saturday,boardings,1140,0.07137523011568513
6,3,Saturday,boardings,1200,0.05231956505310906
6,3,Saturday,boardings,1260,0.044178951645861976
6,3,Saturday,boardings,1320,0.03823602837841363
6,3,Saturday,boardings,1380,0.03166384257691917
6,3,Saturday,boardings,1440,0.008858104056017996
6,3,Saturday,boardings,1500,0.00450384925723977
6,3,Saturday,boardings,1560,0.003425918875438626
6,3,Saturday,boardings,1620,0.003736703733874467
6,3,Saturday,boardings,1680,0.006679696040680163
6,3,Saturday,boardings,1740,0.009869625636954054
6,3,Sunday,boardings,1080,0.05602410540183882
6,3,Sunday,boardings,1140,0.05053377054324569
6,3,Sunday,boardings,1200,0.03903182595972376
6,3,Sunday,boardings,1260,0.02992617712572751
6,3,Sunday,boardings,1320,0.027801011711852792
6,3,Sunday,boardings,1380,0.016508408326125414
6,3,Sunday,boardings,1440,0.009608537671212086
6,3,Sunday,boardings,1500,0.005911965496842943
6,3,Sunday,boardings,1560,0.004170953678241034
6,3,Sunday,boardings,1620,0.003984029260569269
6,3,Sunday,boardings,1680,0.006766568012209038
6,3,Sunday,boardings,1740,0.019094406354832255
6,3,Weekday,alightings,1080,0.09642954693705384
6,3,Weekday,alightings,1140,0.07166089324296411
6,3,Weekday,alightings,1200,0.05042883141289913
6,3,Weekday,alightings,1260,0.03829696001019126
6,3,Weekday,alightings,1320,0.03143424865307099
6,3,Weekday,alightings,1380,0.024210005360836458
6,3,Weekday,alightings,1440,0.012075106589208908
6,3,Weekday,alightings,1500,0.006740301178383897
6,3,Weekday,alightings,1560,0.005060732590500992
6,3,Weekday,alightings,1620,0.005620968600525613
6,3,Weekday,alightings,1680,0.0074735846016112245
6,3,Weekday,alightings,1740,0.017892529610433285
6,3,Saturday,alightings,1080,0.08454894111527736
6,3,Saturday,alightings,1140,0.06943185751988629
6,3,Saturday,alightings,1200,0.054478558877007865
6,3,Saturday,alightings,1260,0.0403832351057768
6,3,Saturday,alightings,1320,0.035421260654463965
6,3,Saturday,alightings,1380,0.030750136704355613
6,3,Saturday,alightings,1440,0.011209837005564525
6,3,Saturday,alightings,1500,0.005503833427272056
6,3,Saturday,alightings,1560,0.0043048548286045265
6,3,Saturday,alightings,1620,0.005110887236255481
6,3,Saturday,alightings,1680,0.007680920834700137
6,3,Saturday,alightings,1740,0.011164953023115503
6,3,Sunday,alightings,1080,0.056039864588584044
6,3,Sunday,alightings,1140,0.04810312740703669
6,3,Sunday,alightings,1200,0.03913746144791455
6,3,Sunday,alightings,1260,0.03018860512615087
6,3,Sunday,alightings,1320,0.025343381806049402
6,3,Sunday,alightings,1380,0.019011351333640698
6,3,Sunday,alightings,1440,0.012075106589208908
6,3,Sunday,alightings,1500,0.006740301178383897
6,3,Sunday,alightings,1560,0.005060732590500992
6,3,Sunday,alightings,1620,0.005620968600525613
6,3,Sunday,alightings,1680,0.0074735846016112245
6,3,Sunday,alightings,1740,0.017892529610433285
6,4,Weekday,boardings,1080,0.11336915731464851
6,4,Weekday,boardings,1140,0.07670486037748273
6,4,Weekday,boardings,1200,0.04955271423912091
6,4,Weekday,boardings,1260,0.030135721443282838
6,4,Weekday,boardings,1320,0.019458195425310146
6,4,Weekday,boardings,1380,0.011257819753300898
6,4,Weekday,boardings,1440,0.004375477619607796
6,4,Weekday,boardings,1500,0.001614618274205442
6,4,Weekday,boardings,1560,0.0010337816635584355
6,4,Weekday,boardings,1620,0.0023069407292251685
6,4,Weekday,boardings,1680,0.012220417923921817
6,4,Weekday,boardings,1740,0.05934056006026204
6,4,Saturday,boardings,1080,0.10368594409036454
6,4,Saturday,boardings,1140,0.07720241126909635
6,4,Saturday,boardings,1200,0.052267290979817124
6,4,Saturday,boardings,1260,0.03366315940737564
6,4,Saturday,boardings,1320,0.024523941321470677
6,4,Saturday,boardings,1380,0.015131397768474188
6,4,Saturday,boardings,1440,0.0033254341761747353
6,4,Saturday,boardings,1500,0.0010408319138410132
6,4,Saturday,boardings,1560,0.0008980692226765416
6,4,Saturday,boardings,1620,0.002403466971831233
6,4,Saturday,boardings,1680,0.007873265011551426
6,4,Saturday,boardings,1740,0.01719061608651955
6,4,Sunday,boardings,1080,0.061845770255880915
6,4,Sunday,boardings,1140,0.05116954694856378
6,4,Sunday,boardings,1200,0.0377014714334525
6,4,Sunday,boardings,1260,0.023894971235525225
6,4,Sunday,boardings,1320,0.015716303413652065
6,4,Sunday,boardings,1380,0.008204047399025085
6,4,Sunday,boardings,1440,0.004375477619607796
6,4,Sunday,boardings,1500,0.001614618274205442
6,4,Sunday,boardings,1560,0.0010337816635584355
6,4,Sunday,boardings,1620,0.0023069407292251685
6,4,Sunday,boardings,1680,0.012220417923921817
6,4,Sunday,boardings,1740,0.05934056006026204
6,4,Weekday,alightings,1080,0.1285069148936835
6,4,Weekday,alightings,1140,0.09073463433953416
6,4,Weekday,alightings,1200,0.05855531778660668
6,4,Weekday,alightings,1260,0.04452110186925523
6,4,Weekday,alightings,1320,0.03542816844618621
6,4,Weekday,alightings,1380,0.026972087126826083
6,4,Weekday,alightings,1440,0.0132540537291771
6,4,Weekday,alightings,1500,0.003905661586817791
6,4,Weekday,alightings,1560,0.0014877323419817253
6,4,Weekday,alightings,1620,0.0010257483602933853
6,4,Weekday,alightings,1680,0.001636298060199987
6,4,Weekday,alightings,1740,0.006666824385709058
6,4,Saturday,alightings,1080,0.0853597755158895
6,4,Saturday,alightings,1140,0.06856597233151943
6,4,Saturday,alightings,1200,0.054276385394722355
6,4,Saturday,alightings,1260,0.043628736858102375
6,4,Saturday,alightings,1320,0.03783806768711058
6,4,Saturday,alightings,1380,0.03254685291972579
6,4,Saturday,alightings,1440,0.009950938683934239
6,4,Saturday,alightings,1500,0.002624014867714048
6,4,Saturday,alightings,1560,0.0010408111376549757
6,4,Saturday,alightings,1620,0.0006589549134621444
6,4,Saturday,alightings,1680,0.0010578337684042608
6,4,Saturday,alightings,1740,0.002148492576777049
6,4,Sunday,alightings,1080,0.05856205640515823
6,4,Sunday,alightings,1140,0.04928579044318078
6,4,Sunday,alightings,1200,0.03844336017768099
6,4,Sunday,alightings,1260,0.031175005887781403
6,4,Sunday,alightings,1320,0.02418381486309135
6,4,Sunday,alightings,1380,0.017982274177640572
6,4,Sunday,alightings,1440,0.0132540537291771
6,4,Sunday,alightings,1500,0.003905661586817791
6,4,Sunday,alightings,1560,0.0014877323419817253
6,4,Sunday,alightings,1620,0.0010257483602933853
6,4,Sunday,alightings,1680,0.001636298060199987
6,4,Sunday,alightings,1740,0.006666824385709058
6,5,Weekday,boardings,1080,0.10708586875501275
6,5,Weekday,boardings,1140,0.07540169153154251
6,5,Weekday,boardings,1200,0.04864285751167019
6,5,Weekday,boardings,1260,0.033321370417666404
6,5,Weekday,boardings,1320,0.023923545410401474
6,5,Weekday,boardings,1380,0.01455340214062342
6,5,Weekday,boardings,1440,0.0058867847107412575
6,5,Weekday,boardings,1500,0.0024069778867179628
6,5,Weekday,boardings,1560,0.0021315142398604164
6,5,Weekday,boardings,1620,0.0040808532585222745
6,5,Weekday,boardings,1680,0.010894040387779682
6,5,Weekday,boardings,1740,0.04358402131831138
6,5,Saturday,boardings,1080,0.09468063886696647
6,5,Saturday,boardings,1140,0.07817675294643528
6,5,Saturday,boardings,1200,0.052651904594577005
6,5,Saturday,boardings,1260,0.03686542665245824
6,5,Saturday,boardings,1320,0.029954353851133066
6,5,Saturday,boardings,1380,0.02221686883624932
6,5,Saturday,boardings,1440,0.004651136943684522
6,5,Saturday,boardings,1500,0.0019137022689176635
6,5,Saturday,boardings,1560,0.0019560592352009087
6,5,Saturday,boardings,1620,0.004344627109187263
6,5,Saturday,boardings,1680,0.009001072120938322
6,5,Saturday,boardings,1740,0.01334491799226433
6,5,Sunday,boardings,1080,0.06149199040679955
6,5,Sunday,boardings,1140,0.052436724700794725
6,5,Sunday,boardings,1200,0.03865143858442814
6,5,Sunday,boardings,1260,0.026770391801402338
6,5,Sunday,boardings,1320,0.01879687573841017
6,5,Sunday,boardings,1380,0.011197997979369998
6,5,Sunday,boardings,1440,0.0058867847107412575
6,5,Sunday,boardings,1500,0.0024069778867179628
6,5,Sunday,boardings,1560,0.0021315142398604164
6,5,Sunday,boardings,1620,0.0040808532585222745
6,5,Sunday,boardings,1680,0.010894040387779682
6,5,Sunday,boardings,1740,0.04358402131831138
6,5,Weekday,alightings,1080,0.11605883056201793
6,5,Weekday,alightings,1140,0.08572551126619785
6,5,Weekday,alightings,1200,0.05848384583578769
6,5,Weekday,alightings,1260,0.04427915668219566
6,5,Weekday,alightings,1320,0.03696400239563807
6,5,Weekday,alightings,1380,0.027830682825644677
6,5,Weekday,alightings,1440,0.01365666552632014
6,5,Weekday,alightings,1500,0.004341124821007387
6,5,Weekday,alightings,1560,0.002294807036160371
6,5,Weekday,alightings,1620,0.0018201380970675944
6,5,Weekday,alightings,1680,0.0019660365944801222
6,5,Weekday,alightings,1740,0.006499251306841527
6,5,Saturday,alightings,1080,0.08278092466993058
6,5,Saturday,alightings,1140,0.07085814700092996
6,5,Saturday,alightings,1200,0.05547745049629335
6,5,Saturday,alightings,1260,0.04345493298366231
6,5,Saturday,alightings,1320,0.03832270501521048
6,5,Saturday,alightings,1380,0.03355368168156176
6,5,Saturday,alightings,1440,0.00915989093042512
6,5,Saturday,alightings,1500,0.0029063075612632584
6,5,Saturday,alightings,1560,0.0015607762701443492
6,5,Saturday,alightings,1620,0.0012946309724866823
6,5,Saturday,alightings,1680,0.001747901129139797
6,5,Saturday,alightings,1740,0.003091879351071175
6,5,Sunday,alightings,1080,0.05848852363555487
6,5,Sunday,alightings,1140,0.05030048730975346
6,5,Sunday,alightings,1200,0.040161281881147835
6,5,Sunday,alightings,1260,0.031873327634702395
6,5,Sunday,alightings,1320,0.025525543095447238
6,5,Sunday,alightings,1380,0.018943532050039208
6,5,Sunday,alightings,1440,0.01365666552632014
6,5,Sunday,alightings,1500,0.004341124821007387
6,5,Sunday,alightings,1560,0.002294807036160371
6,5,Sunday,alightings,1620,0.0018201380970675944
6,5,Sunday,alightings,1680,0.0019660365944801222
6,5,Sunday,alightings,1740,0.006499251306841527
7,0,Weekday,boardings,1080,0.09187884673197
7,0,Weekday,boardings,1140,0.06919664190709905
7,0,Weekday,boardings,1200,0.04761437264620526
7,0,Weekday,boardings,1260,0.039504453581274176
7,0,Weekday,boardings,1320,0.03347498763981582
7,0,Weekday,boardings,1380,0.02273077286124025
7,0,Weekday,boardings,1440,0.010058373046591903
7,0,Weekday,boardings,1500,0.0062892151933934244
7,0,Weekday,boardings,1560,0.004481698616650748
7,0,Weekday,boardings,1620,0.004372836724293111
7,0,Weekday,boardings,1680,0.007588311636289225
7,0,Weekday,boardings,1740,0.019486024041669915
7,0,Saturday,boardings,1080,0.0840791513956748
7,0,Saturday,boardings,1140,0.06947114107571412
7,0,Saturday,boardings,1200,0.050834825956978615
7,0,Saturday,boardings,1260,0.04577315873809741
7,0,Saturday,boardings,1320,0.041744255816929705
7,0,Saturday,boardings,1380,0.033894598742463755
7,0,Saturday,boardings,1440,0.009658027805159822
7,0,Saturday,boardings,1500,0.004921261737000904
7,0,Saturday,boardings,1560,0.003718456320053575
7,0,Saturday,boardings,1620,0.004300020469314416
7,0,Saturday,boardings,1680,0.007590200918156677
7,0,Saturday,boardings,1740,0.010809071326538005
7,0,Sunday,boardings,1080,0.05415835523411408
7,0,Sunday,boardings,1140,0.05021682744343899
7,0,Sunday,boardings,1200,0.03819008114622391
7,0,Sunday,boardings,1260,0.03322556564703044
7,0,Sunday,boardings,1320,0.02962884340935231
7,0,Sunday,boardings,1380,0.018833162932377263
7,0,Sunday,boardings,1440,0.010058373046591903
7,0,Sunday,boardings,1500,0.0062892151933934244
7,0,Sunday,boardings,1560,0.004481698616650748
7,0,Sunday,boardings,1620,0.004372836724293111
7,0,Sunday,boardings,1680,0.007588311636289225
7,0,Sunday,boardings,1740,0.019486024041669915
7,0,Weekday,alightings,1080,0.09091382882128889
7,0,Weekday,alightings,1140,0.06904759694952997
7,0,Weekday,alightings,1200,0.04979020835850968
7,0,Weekday,alightings,1260,0.0382299579093669
7,0,Weekday,alightings,1320,0.03194883064393484
7,0,Weekday,alightings,1380,0.024511334135664368
7,0,Weekday,alightings,1440,0.012815976413671775
7,0,Weekday,alightings,1500,0.007264065793244062
7,0,Weekday,alightings,1560,0.0054614502689023965
7,0,Weekday,alightings,1620,0.0059772699378957085
7,0,Weekday,alightings,1680,0.007883615685797426
7,0,Weekday,alightings,1740,0.01793251590553893
7,0,Saturday,alightings,1080,0.07881507331964506
7,0,Saturday,alightings,1140,0.06718420276667045
7,0,Saturday,alightings,1200,0.05547293299318671
7,0,Saturday,alightings,1260,0.04155944113913817
7,0,Saturday,alightings,1320,0.03656748804421831
7,0,Saturday,alightings,1380,0.03128920961636765
7,0,Saturday,alightings,1440,0.012498141625458627
7,0,Saturday,alightings,1500,0.006244449943089202
7,0,Saturday,alightings,1560,0.004359346714444961
7,0,Saturday,alightings,1620,0.005432184744713123
7,0,Saturday,alightings,1680,0.008002346394963777
7,0,Saturday,alightings,1740,0.011924807799095681
7,0,Sunday,alightings,1080,0.05578500927191242
7,0,Sunday,alightings,1140,0.04864506685836462
7,0,Sunday,alightings,1200,0.039601695262669115
7,0,Sunday,alightings,1260,0.0305229391716204
7,0,Sunday,alightings,1320,0.026613442310132043
7,0,Sunday,alightings,1380,0.020370677195914413
7,0,Sunday,alightings,1440,0.012815976413671775
7,0,Sunday,alightings,1500,0.007264065793244062
7,0,Sunday,alightings,1560,0.0054614502689023965
7,0,Sunday,alightings,1620,0.0059772699378957085
7,0,Sunday,alightings,1680,0.007883615685797426
7,0,Sunday,alightings,1740,0.01793251590553893
7,1,Weekday,boardings,1080,0.09586500925035092
7,1,Weekday,boardings,1140,0.069173225702808
7,1,Weekday,boardings,1200,0.04352680340743061
7,1,Weekday,boardings,1260,0.029898827946414127
7,1,Weekday,boardings,1320,0.022242921834694385
7,1,Weekday,boardings,1380,0.013625443549494388
7,1,Weekday,boardings,1440,0.006490977471395403
7,1,Weekday,boardings,1500,0.0038077764532278863
7,1,Weekday,boardings,1560,0.003998024302117891
7,1,Weekday,boardings,1620,0.008447920133880512
7,1,Weekday,boardings,1680,0.018437147644111074
7,1,Weekday,boardings,1740,0.0539395004312942
7,1,Saturday,boardings,1080,0.08787883161506643
7,1,Saturday,boardings,1140,0.06763045827444786
7,1,Saturday,boardings,1200,0.04879781836357347
7,1,Saturday,boardings,1260,0.03288142516338509
7,1,Saturday,boardings,1320,0.025222995426950896
7,1,Saturday,boardings,1380,0.01816376641181314
7,1,Saturday,boardings,1440,0.005520037011801795
7,1,Saturday,boardings,1500,0.003516035122111456
7,1,Saturday,boardings,1560,0.00400546895371897
7,1,Saturday,boardings,1620,0.009668225695107148
7,1,Saturday,boardings,1680,0.0164054016599126
7,1,Saturday,boardings,1740,0.022796045408320986
7,1,Sunday,boardings,1080,0.0560554417658734
7,1,Sunday,boardings,1140,0.05039056772885742
7,1,Sunday,boardings,1200,0.03535455920055505
7,1,Sunday,boardings,1260,0.023420765748175344
7,1,Sunday,boardings,1320,0.017253788697448248
7,1,Sunday,boardings,1380,0.01046344318963434
7,1,Sunday,boardings,1440,0.006490977471395403
7,1,Sunday,boardings,1500,0.0038077764532278863
7,1,Sunday,boardings,1560,0.003998024302117891
7,1,Sunday,boardings,1620,0.008447920133880512
7,1,Sunday,boardings,1680,0.018437147644111074
7,1,Sunday,boardings,1740,0.0539395004312942
7,1,Weekday,alightings,1080,0.10865294198129394
7,1,Weekday,alightings,1140,0.07901761124357534
7,1,Weekday,alightings,1200,0.05436298436123646
7,1,Weekday,alightings,1260,0.040802525759986184
7,1,Weekday,alightings,1320,0.03358707810635169
7,1,Weekday,alightings,1380,0.025124719049175723
7,1,Weekday,alightings,1440,0.01331864908908074
7,1,Weekday,alightings,1500,0.006407317862528373
7,1,Weekday,alightings,1560,0.0038249358344871155
7,1,Weekday,alightings,1620,0.0034523751811410728
7,1,Weekday,alightings,1680,0.004737944679467025
7,1,Weekday,alightings,1740,0.01745834314199096
7,1,Saturday,alightings,1080,0.08252045680415496
7,1,Saturday,alightings,1140,0.06725754206815976
7,1,Saturday,alightings,1200,0.052383123233991406
7,1,Saturday,alightings,1260,0.040255881949523016
7,1,Saturday,alightings,1320,0.03578617525792212
7,1,Saturday,alightings,1380,0.028694243567970835
7,1,Saturday,alightings,1440,0.011561049785560967
7,1,Saturday,alightings,1500,0.005042397215005246
7,1,Saturday,alightings,1560,0.0027491296713160773
7,1,Saturday,alightings,1620,0.003019475132592052
7,1,Saturday,alightings,1680,0.0036208689456096867
7,1,Saturday,alightings,1740,0.009645341158441612
7,1,Sunday,alightings,1080,0.05433707082858745
7,1,Sunday,alightings,1140,0.04720691885812597
7,1,Sunday,alightings,1200,0.039988883999842545
7,1,Sunday,alightings,1260,0.029766103772909818
7,1,Sunday,alightings,1320,0.02580677736593819
7,1,Sunday,alightings,1380,0.020411568305338402
7,1,Sunday,alightings,1440,0.01331864908908074
