K,replicate,base_cluster,matched_jaccard
4,2,0,0.7091267235718975
4,2,1,0.4357204486626402
4,2,2,0.8576051779935275
4,2,3,0.40632054176072235
4,3,0,0.5219721329046088
4,3,1,0.011829652996845425
4,3,2,0.7366946778711485
4,3,3,0.4116222760290557
4,4,0,0.8512461059190031
4,4,1,0.6967854039965248
4,4,2,0.8953792502179599
4,4,3,0.5189309576837416
4,5,0,0.6535061873895109
4,5,1,0.28956521739130436
4,5,2,0.8089713843774169
4,5,3,0.44935064935064933
4,6,0,0.7099041533546326
4,6,1,0.2676056338028169
4,6,2,0.753968253968254
4,6,3,0.33902439024390246
4,7,0,0.669747381392483
4,7,1,0.2830025884383089
4,7,2,0.7854435178165277
4,7,3,0.42152466367713004
4,8,0,0.6979823455233292
4,8,1,0.27181208053691275
4,8,2,0.7792494481236203
4,8,3,0.39054726368159204
4,9,0,0.6713159490600363
4,9,1,0.2455546147332769
4,9,2,0.7789317507418397
4,9,3,0.3783783783783784
4,10,0,0.6547406082289803
4,10,1,0.2618849040867389
4,10,2,0.8144726712856043
4,10,3,0.32923832923832924
4,11,0,0.6382978723404256
4,11,1,0.30155979202772965
4,11,2,0.8354735152487961
4,11,3,0.41723356009070295
4,12,0,0.6662599145820622
4,12,1,0.23341946597760552
4,12,2,0.7657266811279827
4,12,3,0.42401960784313725
4,13,0,0.655933214072749
4,13,1,0.23955669224211423
4,13,2,0.7930250189537529
4,13,3,0.4081145584725537
4,14,0,0.6953028430160693
4,14,1,0.2332761578044597
4,14,2,0.7526501766784452
4,14,3,0.3779527559055118
4,15,0,0.6565242832065535
4,15,1,0.24722932651321397
4,15,2,0.8097412480974124
4,15,3,0.3316062176165803
4,16,0,0.6854690374003679
4,16,1,0.289588801399825
4,16,2,0.7995444191343963
4,16,3,0.46782178217821785
4,17,0,0.6771799628942486
4,17,1,0.34557595993322204
4,17,2,0.8603896103896104
4,17,3,0.3701923076923077
4,18,0,0.7003792667509482
4,18,1,0.312807881773399
4,18,2,0.8069908814589666
4,18,3,0.33076923076923076
4,19,0,0.7175866495507061
4,19,1,0.31711409395973156
4,19,2,0.772560528246515
4,19,3,0.3862433862433862
4,20,0,0.6870748299319728
4,20,1,0.33099209833187004
4,20,2,0.8126934984520123
4,20,3,0.4742014742014742
5,1,0,0.3180970149253731
5,1,1,0.3799392097264438
