K,replicate,seed,ARI,mean_matched_cluster_jaccard,min_matched_cluster_jaccard,fit_seconds,converged,warnings
7,12,1195783472,0.38368285731688845,0.32703685312073844,0.014127144298688193,1.7951896999948076,True,
7,13,2090172998,0.4935281235058662,0.3770528631698839,0.0,1.9645954000006896,True,
7,14,2070792910,0.45820820873800944,0.3697491194504813,0.17553191489361702,1.816640600001847,True,
7,15,1253115950,0.4789656283207906,0.39098274830897156,0.056719022687609075,2.4305100000055972,True,
7,16,1365181558,0.551323676578004,0.4687798238312717,0.2743589743589744,1.6674111999964225,True,
7,17,462706129,0.5375620783353037,0.4163017533520443,0.09174311926605505,2.0215142000015476,True,
7,18,297517,0.5827496066468174,0.45633137693514325,0.07246376811594203,2.3766900999980862,True,
7,19,984885361,0.4359828716771068,0.3701140289504389,0.13617021276595745,2.4516769999972894,True,
7,20,1250701614,0.4083446973477646,0.345542678610481,0.09371980676328502,2.6971106999990297,True,
8,1,168875901,0.5313267068044961,0.3416037804635227,0.00975609756097561,3.3210359000004246,True,
8,2,782397452,0.5592243216731156,0.3968432840703304,0.030211480362537766,2.952099200003431,True,
8,3,1538010156,0.5321500564578755,0.3481441095694074,0.024793388429752067,3.0103326000025845,True,
8,4,2044400049,0.5032926497182971,0.3338657498336746,0.013100436681222707,2.325144400005229,True,
8,5,943296444,0.4672685809250009,0.28483063362792094,0.0010940919037199124,2.2524053000015556,True,
8,6,1439158218,0.5529164520097957,0.39178352954340123,0.12441314553990611,2.1693489000026602,True,
8,7,557496147,0.6367122277838548,0.3953954857635933,0.010582010582010581,3.073686399999133,True,
8,8,770201380,0.5110652262083125,0.43862642932602625,0.012145748987854251,2.185489499999676,True,
8,9,349084164,0.42298364537631294,0.3144660981137433,0.0,2.562312699999893,True,
8,10,540631778,0.48470413955758346,0.3506536181426039,0.0,2.2300017999950796,True,
8,11,774167925,0.4529536401467709,0.3055001603347362,0.011049723756906077,2.457314300001599,True,
8,12,912066950,0.6223399487930314,0.40067542716042603,0.024464831804281346,1.7266625999982352,True,
8,13,1680727485,0.43880047745192857,0.3032442812470447,0.0399529964747356,3.398569500001031,True,
8,14,1856610084,0.5435019047023859,0.40493170272832435,0.02909090909090909,2.893095599996741,True,
8,15,1939365174,0.5393491646619862,0.3663017659478782,0.021834061135371178,2.2709343999958946,True,
8,16,1557941089,0.5727398298958652,0.4169259813412939,0.01646090534979424,1.7820301000028849,True,
8,17,2027332233,0.5732516733810844,0.3958063139183261,0.14948453608247422,1.8841248999960953,True,
8,18,394785236,0.5579320399048533,0.38226723244694727,0.00949367088607595,3.3553811000019778,True,
8,19,846238427,0.5638331409876048,0.41812541966063277,0.11851851851851852,2.2198304000048665,True,
8,20,1019557476,0.5913085088882857,0.39861007412832744,0.01015228426395939,1.9711497000025702,True,
