unit,k6,k7,Station,mode_label,lon,lat,best_matched_k7_for_k6,follows_best_match
777,5,1,Vauxhall LU,LU,-0.1242521229828271,51.48569743810505,1,True
778,2,5,Brixton LU,LU,-0.1148949328839154,51.46266709356466,5,True
779,2,5,Hatton Cross,LU,-0.4234642103862575,51.46662784627763,5,True
780,4,0,Heathrow Terminals 123 LU,LU,-0.4524258114844233,51.47130365988795,0,True
781,4,0,Heathrow Terminal 4 LU,LU,-0.4457139637605832,51.45854050640025,0,True
783,4,0,Heathrow Terminal 5 LU,LU,-0.4880396396312293,51.4725252187983,0,True
784,1,2,Southwark,LU,-0.1053973366341109,51.50428757953954,2,True
787,5,1,Bermondsey,LU,-0.064359176466293,51.49770238120657,1,True
788,5,1,Canada Water,"LO,LU",-0.0499871649569907,51.49792096344705,1,True
789,4,0,North Greenwich,LU,0.0042875767123523,51.50053431205634,0,True
831,5,1,Nine Elms,LU,-0.1294852953806878,51.48013931574214,1,True
832,3,4,Battersea Power Station,LU,-0.1434008238398742,51.47947593806482,4,True
842,3,4,Canary Wharf DLR,DLR,-0.0192759999999999,51.504937,4,True
850,2,5,All Saints,DLR,-0.01301,51.511165000000005,5,True
851,2,5,Bow Church,DLR,-0.02094,51.52781,5,True
852,1,2,Canary Wharf LU,LU,-0.0177536397113479,51.50343011540573,2,True
853,2,4,Langdon Park,DLR,-0.01426,51.51512,5,False
854,5,1,Crossharbour,DLR,-0.01431,51.4957,1,True
855,3,4,Heron Quays,DLR,-0.02134,51.50317,4,True
856,5,1,Island Gardens,DLR,-0.01001,51.48782,1,True
857,5,5,Mudchute,DLR,-0.014825,51.491075,1,False
858,2,5,Poplar,DLR,-0.017795,51.507715000000005,5,True
859,4,0,Pudding Mill Lane,DLR,-0.0131,51.53401,0,True
860,2,5,Shadwell DLR,DLR,-0.056155,51.511425,5,True
861,5,4,South Quay,DLR,-0.016275,51.50009,1,False
862,2,5,Limehouse DLR,DLR,-0.040395,51.51226,5,True
864,3,4,Tower Gateway,DLR,-0.073825,51.51048,4,True
865,2,5,Westferry,DLR,-0.02589,51.50915,5,True
866,3,4,West India Quay,DLR,-0.02051,51.50744,4,True
867,5,1,Devons Road,DLR,-0.01748,51.52268,1,True
879,3,4,Cutty Sark,DLR,-0.01057,51.481575,4,True
882,2,5,Blackwall,DLR,-0.006765,51.508095,5,True
883,1,1,East India,DLR,-0.0022333333333333,51.50953666666667,2,False
884,5,1,Canning Town,"DLR,LU",0.0079466982897018,51.51412171801386,1,True
886,5,1,Royal Victoria,DLR,0.0186049999999999,51.50927,1,True
887,3,4,Custom House DLR,DLR,0.02721,51.50952,4,True
888,5,1,Prince Regent,DLR,0.033925,51.50933499999999,1,True
889,2,5,Star Lane,DLR,0.00408,51.520835000000005,5,True
890,5,1,Royal Albert,DLR,0.04572,51.50809,1,True
891,0,6,Beckton Park,DLR,0.05485,51.50927,3,False
893,1,2,Cyprus,DLR,0.06375,51.50821,2,True
894,5,1,Gallions Reach,DLR,0.07196,51.50875,1,True
895,0,3,Beckton,DLR,0.06064,51.51432,3,True
897,3,4,Deptford Bridge,DLR,-0.022535,51.47437,4,True
898,5,1,Elverson Road,DLR,-0.01634,51.46876,1,True
928,5,1,Greenwich,DLR,-0.01476,51.47812666666667,1,True
940,2,5,Lewisham DLR,DLR,-0.0133833333333333,51.46518666666666,5,True
9586,1,3,Imperial Wharf,LO,-0.1828133333333333,51.47491,2,False
9587,3,3,Shepherd's Bush NR,LO,-0.2180375,51.5051625,4,False
9846,4,0,Heathrow Terminal 5 EL,EZL,-0.48821,51.47193,0,True
