iteration,K,reference_cluster,matched_candidate_cluster,jaccard,recall,precision,reference_size,candidate_size
7,7,4,0,0.49382716049382713,0.6666666666666666,0.6557377049180327,60,61
7,7,5,1,0.0,0.0,0.0,31,1
7,7,6,5,0.5161290322580645,1.0,0.5161290322580645,48,93
8,6,0,1,0.6935483870967742,0.7226890756302521,0.945054945054945,119,91
8,6,1,4,0.3333333333333333,0.4444444444444444,0.5714285714285714,45,35
8,6,2,2,0.78125,0.9259259259259259,0.8333333333333334,27,30
8,6,3,3,0.5,0.8125,0.5652173913043478,64,92
8,6,4,0,0.25806451612903225,0.47058823529411764,0.36363636363636365,17,22
8,6,5,5,0.8089887640449438,0.9,0.8888888888888888,160,162
8,7,0,1,0.2647058823529412,0.5294117647058824,0.34615384615384615,17,26
8,7,1,4,0.4583333333333333,0.5857988165680473,0.678082191780822,169,146
8,7,2,5,0.19148936170212766,0.2903225806451613,0.36,31,25
8,7,3,2,0.38461538461538464,0.5263157894736842,0.5882352941176471,76,68
8,7,4,3,0.3170731707317073,0.43333333333333335,0.5416666666666666,60,48
8,7,5,6,0.22772277227722773,0.7419354838709677,0.24731182795698925,31,93
8,7,6,0,0.48,0.5,0.9230769230769231,48,26
9,6,0,3,0.7018633540372671,0.9495798319327731,0.7290322580645161,119,155
9,6,1,1,0.58,0.6444444444444445,0.8529411764705882,45,34
9,6,2,5,0.24242424242424243,0.2962962962962963,0.5714285714285714,27,14
9,6,3,2,0.5434782608695652,0.78125,0.6410256410256411,64,78
9,6,4,4,0.5185185185185185,0.8235294117647058,0.5833333333333334,17,24
9,6,5,0,0.64,0.7,0.8818897637795275,160,127
9,7,0,1,0.47368421052631576,0.5294117647058824,0.8181818181818182,17,11
9,7,1,2,0.6888888888888889,0.7337278106508875,0.9185185185185185,169,135
9,7,2,3,0.5102040816326531,0.8064516129032258,0.5813953488372093,31,43
9,7,3,5,0.32608695652173914,0.39473684210526316,0.6521739130434783,76,46
9,7,4,6,0.4492753623188406,0.5166666666666667,0.775,60,40
9,7,5,4,0.3409090909090909,0.4838709677419355,0.5357142857142857,31,28
9,7,6,0,0.37209302325581395,1.0,0.37209302325581395,48,129
10,6,0,1,0.7894736842105263,0.8823529411764706,0.8823529411764706,119,119
10,6,1,4,0.0,0.0,0.0,45,2
10,6,2,5,0.6896551724137931,0.7407407407407407,0.9090909090909091,27,22
10,6,3,3,0.5048543689320388,0.8125,0.5714285714285714,64,91
10,6,4,0,0.5833333333333334,0.8235294117647058,0.6666666666666666,17,21
10,6,5,2,0.8722222222222222,0.98125,0.8870056497175142,160,177
10,7,0,1,0.4,0.7058823529411765,0.48,17,25
10,7,1,4,0.5425531914893617,0.6035502958579881,0.8429752066115702,169,121
10,7,2,2,0.5555555555555556,0.8064516129032258,0.6410256410256411,31,39
10,7,3,5,0.5811965811965812,0.8947368421052632,0.6238532110091743,76,109
10,7,4,0,0.35135135135135137,0.43333333333333335,0.65,60,40
10,7,5,3,0.3611111111111111,0.41935483870967744,0.7222222222222222,31,18
10,7,6,6,0.20754716981132076,0.4583333333333333,0.275,48,80
11,6,0,1,0.4262295081967213,0.4369747899159664,0.9454545454545454,119,55
11,6,1,4,0.39090909090909093,0.9555555555555556,0.39814814814814814,45,108
11,6,2,0,0.696969696969697,0.8518518518518519,0.7931034482758621,27,29
11,6,3,2,0.0,0.0,0.0,64,1
11,6,4,3,0.3103448275862069,0.5294117647058824,0.42857142857142855,17,21
11,6,5,5,0.672566371681416,0.95,0.6972477064220184,160,218
11,7,0,2,0.55,0.6470588235294118,0.7857142857142857,17,14
11,7,1,4,0.6940639269406392,0.8994082840236687,0.7524752475247525,169,202
11,7,2,3,0.32222222222222224,0.9354838709677419,0.32954545454545453,31,88
11,7,3,6,0.0,0.0,0.0,76,1
11,7,4,0,0.23655913978494625,0.36666666666666664,0.4,60,55
11,7,5,5,0.42857142857142855,0.4838709677419355,0.7894736842105263,31,19
11,7,6,1,0.7719298245614035,0.9166666666666666,0.8301886792452831,48,53
12,6,0,3,0.8106060606060606,0.8991596638655462,0.8916666666666667,119,120
12,6,1,0,0.4520547945205479,0.7333333333333333,0.5409836065573771,45,61
12,6,2,4,0.5333333333333333,0.5925925925925926,0.8421052631578947,27,19
12,6,3,2,0.37037037037037035,0.46875,0.6382978723404256,64,47
12,6,4,1,0.36363636363636365,0.47058823529411764,0.6153846153846154,17,13
12,6,5,5,0.8342541436464088,0.94375,0.877906976744186,160,172
12,7,0,5,0.6666666666666666,0.7058823529411765,0.9230769230769231,17,13
12,7,1,4,0.40350877192982454,0.5443786982248521,0.609271523178808,169,151
12,7,2,3,0.3333333333333333,0.45161290322580644,0.56,31,25
12,7,3,1,0.1702127659574468,0.21052631578947367,0.47058823529411764,76,34
12,7,4,2,0.6125,0.8166666666666667,0.7101449275362319,60,69
12,7,5,6,0.2608695652173913,0.7741935483870968,0.2823529411764706,31,85
12,7,6,0,0.7758620689655172,0.9375,0.8181818181818182,48,55
13,6,0,1,0.6048387096774194,0.6302521008403361,0.9375,119,80
13,6,1,5,0.32432432432432434,0.5333333333333333,0.4528301886792453,45,53
13,6,2,0,0.7575757575757576,0.9259259259259259,0.8064516129032258,27,31
13,6,3,3,0.2608695652173913,0.46875,0.37037037037037035,64,81
13,6,4,2,0.7368421052631579,0.8235294117647058,0.875,17,16
13,6,5,4,0.8491620111731844,0.95,0.8888888888888888,160,171
13,7,0,0,0.4117647058823529,0.4117647058823529,1.0,17,7
13,7,1,5,0.7735849056603774,0.9704142011834319,0.7922705314009661,169,207
13,7,2,3,0.0,0.0,0.0,31,23
13,7,3,4,0.6931818181818182,0.8026315789473685,0.8356164383561644,76,73
13,7,4,1,0.5056179775280899,0.75,0.6081081081081081,60,74
13,7,5,6,0.4444444444444444,0.5161290322580645,0.7619047619047619,31,21
13,7,6,2,0.5,0.5208333333333334,0.9259259259259259,48,27
14,6,0,5,0.8308823529411765,0.9495798319327731,0.8692307692307693,119,130
14,6,1,2,0.44285714285714284,0.6888888888888889,0.5535714285714286,45,56
14,6,2,3,0.30952380952380953,0.48148148148148145,0.4642857142857143,27,28
14,6,3,1,0.2808988764044944,0.390625,0.5,64,50
14,6,4,4,0.029411764705882353,0.058823529411764705,0.05555555555555555,17,18
14,6,5,0,0.8128654970760234,0.86875,0.9266666666666666,160,150
14,7,0,3,0.23076923076923078,0.35294117647058826,0.4,17,15
14,7,1,5,0.7,0.8284023668639053,0.8187134502923976,169,171
14,7,2,4,0.6060606060606061,0.6451612903225806,0.9090909090909091,31,22
14,7,3,0,0.0,0.0,0.0,76,22
14,7,4,2,0.5555555555555556,0.75,0.6818181818181818,60,66
14,7,5,6,0.46153846153846156,0.5806451612903226,0.6923076923076923,31,26
14,7,6,1,0.43636363636363634,1.0,0.43636363636363634,48,110
15,6,0,0,0.11029411764705882,0.12605042016806722,0.46875,119,32
15,6,1,1,0.6304347826086957,0.6444444444444445,0.9666666666666667,45,30
15,6,2,3,0.2558139534883721,0.8148148148148148,0.2716049382716049,27,81
15,6,3,4,0.4782608695652174,0.515625,0.868421052631579,64,38
15,6,4,5,0.42857142857142855,0.5294117647058824,0.6923076923076923,17,13
15,6,5,2,0.41134751773049644,0.725,0.48739495798319327,160,238
15,7,0,4,0.4583333333333333,0.6470588235294118,0.6111111111111112,17,18
15,7,1,0,0.7354497354497355,0.8224852071005917,0.8742138364779874,169,159
15,7,2,2,0.6,0.6774193548387096,0.84,31,25
15,7,3,6,0.7070707070707071,0.9210526315789473,0.7526881720430108,76,93
15,7,4,1,0.5466666666666666,0.6833333333333333,0.7321428571428571,60,56
15,7,5,3,0.4444444444444444,0.5161290322580645,0.7619047619047619,31,21
15,7,6,5,0.5211267605633803,0.7708333333333334,0.6166666666666667,48,60
16,6,0,1,0.7867647058823529,0.8991596638655462,0.8629032258064516,119,124
16,6,1,0,0.46938775510204084,0.5111111111111111,0.8518518518518519,45,27
16,6,2,2,0.6571428571428571,0.8518518518518519,0.7419354838709677,27,31
16,6,3,4,0.5157894736842106,0.765625,0.6125,64,80
16,6,4,5,0.3333333333333333,0.47058823529411764,0.5333333333333333,17,15
16,6,5,3,0.863905325443787,0.9125,0.9419354838709677,160,155
16,7,0,2,0.5238095238095238,0.6470588235294118,0.7333333333333333,17,15
16,7,1,5,0.6822916666666666,0.7751479289940828,0.8506493506493507,169,154
16,7,2,1,0.7058823529411765,0.7741935483870968,0.8888888888888888,31,27
16,7,3,6,0.0,0.0,0.0,76,1
16,7,4,4,0.46875,0.75,0.5555555555555556,60,81
16,7,5,0,0.55,0.7096774193548387,0.7096774193548387,31,31
16,7,6,3,0.3902439024390244,1.0,0.3902439024390244,48,123
17,6,0,4,0.47549019607843135,0.8151260504201681,0.532967032967033,119,182
17,6,1,3,0.40816326530612246,0.4444444444444444,0.8333333333333334,45,24
17,6,2,1,0.40540540540540543,0.5555555555555556,0.6,27,25
17,6,3,2,0.21929824561403508,0.390625,0.3333333333333333,64,75
17,6,4,0,0.17777777777777778,0.47058823529411764,0.2222222222222222,17,36
17,6,5,5,0.37362637362637363,0.425,0.7555555555555555,160,90
17,7,0,0,0.45454545454545453,0.8823529411764706,0.4838709677419355,17,31
17,7,1,2,0.49171270718232046,0.5266272189349113,0.8811881188118812,169,101
17,7,2,5,0.6666666666666666,0.8387096774193549,0.7647058823529411,31,34
17,7,3,3,0.3508771929824561,0.5263157894736842,0.5128205128205128,76,78
17,7,4,4,0.09090909090909091,0.18333333333333332,0.1527777777777778,60,72
17,7,5,6,0.38461538461538464,0.4838709677419355,0.6521739130434783,31,23
17,7,6,1,0.3557692307692308,0.7708333333333334,0.3978494623655914,48,93
18,6,0,2,0.4525862068965517,0.8823529411764706,0.481651376146789,119,218
18,6,1,4,0.2642857142857143,0.8222222222222222,0.2803030303030303,45,132
18,6,2,3,0.26666666666666666,0.2962962962962963,0.7272727272727273,27,11
18,6,3,0,0.4027777777777778,0.453125,0.7837837837837838,64,37
18,6,4,1,0.25,0.5882352941176471,0.30303030303030304,17,33
18,6,5,5,0.0,0.0,0.0,160,1
18,7,0,1,0.4230769230769231,0.6470588235294118,0.55,17,20
18,7,1,0,0.46443514644351463,0.6568047337278107,0.6132596685082873,169,181
18,7,2,2,0.30952380952380953,0.8387096774193549,0.3291139240506329,31,79
18,7,3,6,0.0,0.0,0.0,76,1
18,7,4,4,0.15492957746478872,0.36666666666666664,0.21153846153846154,60,104
18,7,5,5,0.21428571428571427,0.2903225806451613,0.45,31,20
18,7,6,3,0.47058823529411764,0.5,0.8888888888888888,48,27
19,6,0,2,0.7210884353741497,0.8907563025210085,0.7910447761194029,119,134
19,6,1,4,0.55,0.7333333333333333,0.6875,45,48
19,6,2,1,0.6333333333333333,0.7037037037037037,0.8636363636363636,27,22
19,6,3,0,0.5595238095238095,0.734375,0.7014925373134329,64,67
19,6,4,5,0.0967741935483871,0.17647058823529413,0.17647058823529413,17,17
19,6,5,3,0.7777777777777778,0.83125,0.9236111111111112,160,144
19,7,0,0,0.35294117647058826,0.35294117647058826,1.0,17,6
19,7,1,3,0.7513812154696132,0.8047337278106509,0.918918918918919,169,148
19,7,2,4,0.47619047619047616,0.6451612903225806,0.6451612903225806,31,31
19,7,3,5,0.0,0.0,0.0,76,23
19,7,4,2,0.4479166666666667,0.7166666666666667,0.5443037974683544,60,79
19,7,5,1,0.5625,0.5806451612903226,0.9473684210526315,31,19
19,7,6,6,0.3700787401574803,0.9791666666666666,0.373015873015873,48,126
20,6,0,4,0.5,0.6638655462184874,0.6694915254237288,119,118
20,6,1,1,0.11926605504587157,0.28888888888888886,0.16883116883116883,45,77
20,6,2,2,0.2647058823529412,0.3333333333333333,0.5625,27,16
20,6,3,3,0.3956043956043956,0.5625,0.5714285714285714,64,63
20,6,4,5,0.6111111111111112,0.6470588235294118,0.9166666666666666,17,12
20,6,5,0,0.654054054054054,0.75625,0.8287671232876712,160,146
20,7,0,5,0.4,0.7058823529411765,0.48,17,25
20,7,1,4,0.7171717171717171,0.8402366863905325,0.8304093567251462,169,171
20,7,2,3,0.6153846153846154,0.7741935483870968,0.75,31,32
20,7,3,2,0.42857142857142855,0.5526315789473685,0.65625,76,64
20,7,4,6,0.08571428571428572,0.1,0.375,60,16
20,7,5,0,0.32894736842105265,0.8064516129032258,0.35714285714285715,31,70
20,7,6,1,0.7586206896551724,0.9166666666666666,0.8148148148148148,48,54
21,6,0,5,0.6428571428571429,0.680672268907563,0.9204545454545454,119,88
21,6,1,0,0.4942528735632184,0.9555555555555556,0.5058823529411764,45,85
21,6,2,3,0.6764705882352942,0.8518518518518519,0.7666666666666667,27,30
21,6,3,2,0.28169014084507044,0.3125,0.7407407407407407,64,27
21,6,4,4,0.4117647058823529,0.4117647058823529,1.0,17,7
21,6,5,1,0.7487684729064039,0.95,0.7794871794871795,160,195
21,7,0,6,0.35294117647058826,0.35294117647058826,1.0,17,6
21,7,1,4,0.7219251336898396,0.7988165680473372,0.8823529411764706,169,153
21,7,2,1,0.29411764705882354,0.8064516129032258,0.31645569620253167,31,79
21,7,3,5,0.0,0.0,0.0,76,17
21,7,4,3,0.15555555555555556,0.23333333333333334,0.3181818181818182,60,44
21,7,5,0,0.24615384615384617,0.5161290322580645,0.32,31,50
21,7,6,2,0.42391304347826086,0.8125,0.46987951807228917,48,83
22,6,0,5,0.6346153846153846,0.8319327731092437,0.7279411764705882,119,136
22,6,1,1,0.66,0.7333333333333333,0.868421052631579,45,38
22,6,2,3,0.5853658536585366,0.8888888888888888,0.631578947368421,27,38
22,6,3,2,0.25,0.265625,0.8095238095238095,64,21
22,6,4,0,0.19117647058823528,0.7647058823529411,0.203125,17,64
22,6,5,4,0.6954022988505747,0.75625,0.8962962962962963,160,135
22,7,0,5,0.16129032258064516,0.29411764705882354,0.2631578947368421,17,19
22,7,1,2,0.4717948717948718,0.5443786982248521,0.7796610169491526,169,118
22,7,2,0,0.6857142857142857,0.7741935483870968,0.8571428571428571,31,28
22,7,3,3,0.16455696202531644,0.17105263157894737,0.8125,76,16
22,7,4,4,0.1651376146788991,0.3,0.26865671641791045,60,67
22,7,5,6,0.4782608695652174,0.7096774193548387,0.5945945945945946,31,37
22,7,6,1,0.2662337662337662,0.8541666666666666,0.2789115646258503,48,147
23,6,0,0,0.5100671140939598,0.6386554621848739,0.7169811320754716,119,106
23,6,1,4,0.4528301886792453,0.5333333333333333,0.75,45,32
23,6,2,3,0.4418604651162791,0.7037037037037037,0.5428571428571428,27,35
23,6,3,1,0.475,0.59375,0.7037037037037037,64,54
23,6,4,5,0.391304347826087,0.5294117647058824,0.6,17,15
23,6,5,2,0.49572649572649574,0.725,0.6105263157894737,160,190
23,7,0,4,0.35294117647058826,0.35294117647058826,1.0,17,6
23,7,1,1,0.8082901554404145,0.9230769230769231,0.8666666666666667,169,180
23,7,2,2,0.7419354838709677,0.7419354838709677,1.0,31,23
23,7,3,6,0.408,0.6710526315789473,0.51,76,100
23,7,4,3,0.20270270270270271,0.25,0.5172413793103449,60,29
23,7,5,5,0.5,0.7741935483870968,0.5853658536585366,31,41
23,7,6,0,0.8363636363636363,0.9583333333333334,0.8679245283018868,48,53
24,6,0,0,0.18253968253968253,0.19327731092436976,0.7666666666666667,119,30
24,6,1,1,0.39361702127659576,0.8222222222222222,0.43023255813953487,45,86
24,6,2,3,0.45714285714285713,0.5925925925925926,0.6666666666666666,27,24
24,6,3,4,0.07142857142857142,0.125,0.14285714285714285,64,56
24,6,4,5,0.5217391304347826,0.7058823529411765,0.6666666666666666,17,18
24,6,5,2,0.4157303370786517,0.69375,0.5091743119266054,160,218
24,7,0,1,0.7058823529411765,0.7058823529411765,1.0,17,12
24,7,1,2,0.679144385026738,0.7514792899408284,0.8758620689655172,169,145
24,7,2,5,0.7105263157894737,0.8709677419354839,0.7941176470588235,31,34
24,7,3,3,0.4791666666666667,0.9078947368421053,0.5036496350364964,76,137
24,7,4,4,0.5833333333333334,0.7,0.7777777777777778,60,54
24,7,5,6,0.7741935483870968,0.7741935483870968,1.0,31,24
24,7,6,0,0.34545454545454546,0.3958333333333333,0.7307692307692307,48,26
25,6,0,1,0.8592592592592593,0.9747899159663865,0.8787878787878788,119,132
25,6,1,5,0.0,0.0,0.0,45,1
25,6,2,2,0.5,0.5555555555555556,0.8333333333333334,27,18
25,6,3,3,0.5922330097087378,0.953125,0.61,64,100
25,6,4,4,0.6,0.8823529411764706,0.6521739130434783,17,23
25,6,5,0,0.8816568047337278,0.93125,0.9430379746835443,160,158
25,7,0,2,0.5185185185185185,0.8235294117647058,0.5833333333333334,17,24
25,7,1,3,0.5271966527196653,0.7455621301775148,0.6428571428571429,169,196
25,7,2,5,0.6923076923076923,0.8709677419354839,0.7714285714285715,31,35
25,7,3,6,0.0,0.0,0.0,76,1
25,7,4,4,0.5747126436781609,0.8333333333333334,0.6493506493506493,60,77
25,7,5,1,0.32432432432432434,0.7741935483870968,0.3582089552238806,31,67
25,7,6,0,0.45454545454545453,0.5208333333333334,0.78125,48,32
26,6,0,4,0.12096774193548387,0.12605042016806722,0.75,119,20
26,6,1,5,0.41904761904761906,0.9777777777777777,0.4230769230769231,45,104
26,6,2,1,0.31343283582089554,0.7777777777777778,0.3442622950819672,27,61
26,6,3,2,0.40540540540540543,0.46875,0.75,64,40
26,6,4,3,0.47368421052631576,0.5294117647058824,0.8181818181818182,17,11
26,6,5,0,0.4530612244897959,0.69375,0.5663265306122449,160,196
26,7,0,4,0.3333333333333333,0.5294117647058824,0.47368421052631576,17,19
26,7,1,5,0.6989247311827957,0.7692307692307693,0.8843537414965986,169,147
26,7,2,3,0.6764705882352942,0.7419354838709677,0.8846153846153846,31,26
26,7,3,0,0.5666666666666667,0.8947368421052632,0.6071428571428571,76,112
26,7,4,6,0.40298507462686567,0.45,0.7941176470588235,60,34
26,7,5,2,0.5294117647058824,0.5806451612903226,0.8571428571428571,31,21
26,7,6,1,0.6133333333333333,0.9583333333333334,0.6301369863013698,48,73
27,6,0,3,0.8015873015873016,0.8487394957983193,0.9351851851851852,119,108
27,6,1,2,0.4174757281553398,0.9555555555555556,0.42574257425742573,45,101
27,6,2,1,0.8275862068965517,0.8888888888888888,0.9230769230769231,27,26
27,6,3,0,0.0,0.0,0.0,64,1
27,6,4,4,0.3235294117647059,0.6470588235294118,0.39285714285714285,17,28
27,6,5,5,0.8850574712643678,0.9625,0.9166666666666666,160,168
27,7,0,5,0.3076923076923077,0.47058823529411764,0.47058823529411764,17,17
27,7,1,0,0.6584158415841584,0.7869822485207101,0.8012048192771084,169,166
27,7,2,4,0.7435897435897436,0.9354838709677419,0.7837837837837838,31,37
27,7,3,2,0.4642857142857143,0.5131578947368421,0.8297872340425532,76,47
27,7,4,3,0.3972602739726027,0.48333333333333334,0.6904761904761905,60,42
27,7,5,6,0.4411764705882353,0.4838709677419355,0.8333333333333334,31,18
27,7,6,1,0.39090909090909093,0.8958333333333334,0.4095238095238095,48,105
28,6,0,2,0.4016393442622951,0.4117647058823529,0.9423076923076923,119,52
28,6,1,0,0.36134453781512604,0.9555555555555556,0.36752136752136755,45,117
28,6,2,3,0.5128205128205128,0.7407407407407407,0.625,27,32
28,6,3,1,0.19402985074626866,0.203125,0.8125,64,16
28,6,4,5,0.058823529411764705,0.058823529411764705,1.0,17,1
28,6,5,4,0.6548672566371682,0.925,0.6915887850467289,160,214
28,7,0,4,0.21052631578947367,0.47058823529411764,0.27586206896551724,17,29
28,7,1,0,0.6820276497695853,0.8757396449704142,0.7551020408163265,169,196
28,7,2,5,0.0,0.0,0.0,31,1
28,7,3,2,0.336734693877551,0.4342105263157895,0.6,76,55
28,7,4,6,0.2894736842105263,0.55,0.3793103448275862,60,87
28,7,5,1,0.6060606060606061,0.6451612903225806,0.9090909090909091,31,22
28,7,6,3,0.7307692307692307,0.7916666666666666,0.9047619047619048,48,42
29,6,0,0,0.6721311475409836,0.6890756302521008,0.9647058823529412,119,85
29,6,1,4,0.5918367346938775,0.6444444444444445,0.8787878787878788,45,33
29,6,2,5,0.5882352941176471,0.7407407407407407,0.7407407407407407,27,27
29,6,3,1,0.5408163265306123,0.828125,0.6091954022988506,64,87
29,6,4,3,0.3,0.5294117647058824,0.4090909090909091,17,22
29,6,5,2,0.7789473684210526,0.925,0.8314606741573034,160,178
29,7,0,1,0.6,0.7058823529411765,0.8,17,15
29,7,1,3,0.7237569060773481,0.7751479289940828,0.916083916083916,169,143
29,7,2,5,0.775,1.0,0.775,31,40
29,7,3,4,0.5333333333333333,0.8421052631578947,0.5925925925925926,76,108
29,7,4,2,0.6571428571428571,0.7666666666666667,0.8214285714285714,60,56
29,7,5,0,0.3561643835616438,0.8387096774193549,0.38235294117647056,31,68
29,7,6,6,0.041666666666666664,0.041666666666666664,1.0,48,2
30,6,0,2,0.7734375,0.8319327731092437,0.9166666666666666,119,108
30,6,1,3,0.48,0.5333333333333333,0.8275862068965517,45,29
30,6,2,4,0.6875,0.8148148148148148,0.8148148148148148,27,27
30,6,3,5,0.4639175257731959,0.703125,0.5769230769230769,64,78
30,6,4,0,0.12,0.17647058823529413,0.2727272727272727,17,11
30,6,5,1,0.8225806451612904,0.95625,0.8547486033519553,160,179
30,7,0,4,0.25,0.4117647058823529,0.3888888888888889,17,18
30,7,1,0,0.6716417910447762,0.7988165680473372,0.8083832335329342,169,167
30,7,2,2,0.6666666666666666,0.7741935483870968,0.8275862068965517,31,29
