index,base_cluster,mean,std,min,median,max
0,0,0.8121263343266417,0.05562176838659768,0.7079934747145188,0.8154515823421707,0.9080841638981174
1,1,0.8606229845257098,0.030131078476129055,0.8096733668341709,0.8583607204922801,0.9105084745762712
2,2,0.513035927990784,0.13205997605981587,0.3202247191011236,0.4918836627190197,0.7818791946308725
