lsoa,cluster
E01001832,0
E01001834,0
E01001836,0
E01001839,0
E01001840,2
E01001841,0
E01001844,0
E01001845,0
E01001846,0
E01001848,0
E01001849,0
E01001850,2
E01001856,0
E01001857,0
E01001858,0
E01001860,0
E01001861,0
E01001866,2
E01001867,1
E01001869,0
E01001871,0
E01001875,1
E01001876,0
E01001877,2
E01001879,0
E01001882,0
E01001883,1
E01001884,0
E01001886,0
E01001887,0
E01001891,0
E01001894,1
E01001898,0
E01001899,1
E01001902,0
E01001903,0
E01001909,0
E01001911,0
E01001912,2
E01001914,0
E01001915,0
E01001916,0
E01001918,0
E01001920,0
E01001921,0
E01001922,0
E01001924,1
E01001925,0
E01001928,0
E01001929,1
E01001930,0
E01001932,0
E01001933,0
E01001937,0
E01001938,0
E01001940,0
E01001941,0
E01001942,0
E01001943,0
E01001948,0
E01001950,1
E01001951,0
E01001952,0
E01001953,0
E01001954,0
E01001956,1
E01001959,1
E01001962,0
E01001963,0
E01001964,1
E01001966,1
E01001968,0
E01001969,0
E01001970,1
E01001971,2
E01001972,0
E01001973,0
E01001975,2
E01001977,2
E01001978,2
E01001979,0
E01001980,0
E01001981,2
E01001983,2
E01001984,2
E01001986,0
E01001989,0
E01001990,0
E01001991,0
E01001994,0
E01001997,0
E01001999,0
E01002002,0
E01002003,0
E01002005,0
E01002008,0
E01002009,0
E01002010,0
E01002011,0
E01002013,0
E01002014,0
E01002015,0
E01002017,0
E01002019,0
E01002020,0
E01002021,0
E01002022,0
E01002028,0
E01002029,0
E01002030,1
E01002031,0
E01002033,2
E01002034,0
E01002036,0
E01002037,0
E01002038,2
E01002042,0
E01002043,0
E01002046,2
E01002047,0
E01002048,0
E01002049,2
E01002051,0
E01002053,0
E01002055,0
E01002056,0
E01002060,0
E01002062,0
E01002064,0
E01002066,0
E01002067,2
E01002068,0
E01002069,0
E01002070,2
E01002071,2
E01002072,0
E01002074,2
E01002075,0
E01002077,0
E01002078,2
E01002081,0
E01002082,2
E01002083,0
E01002084,0
E01002085,0
E01002086,0
E01002088,2
E01002089,0
E01002090,0
E01002091,0
E01002092,0
E01002096,0
E01002098,0
E01002100,0
E01002102,0
E01002103,2
E01002104,0
E01002105,0
E01002108,0
E01002109,0
E01002111,0
E01002112,0
E01002114,0
E01002118,0
E01002119,0
E01002121,0
E01002122,0
E01002123,0
E01002125,0
E01002129,0
E01002130,0
E01002132,0
E01002133,0
E01002135,0
E01002136,0
E01002141,0
E01002142,0
E01002144,0
E01002150,0
E01002151,0
E01002152,0
E01002153,0
E01002157,0
E01002159,0
E01002160,0
E01002161,0
E01002163,0
E01002166,0
E01002172,0
E01002174,0
E01002175,0
E01002176,0
E01002179,0
E01002181,0
E01002184,0
E01002186,0
E01002189,0
E01002191,0
E01002192,0
E01002193,0
E01002195,0
E01002199,0
E01002200,0
E01002201,0
E01002202,0
E01002203,2
E01002204,0
E01002209,0
E01002212,0
E01002214,0
E01002216,0
E01002218,0
E01002219,0
E01002221,0
E01002225,0
E01002226,0
E01002227,0
E01002228,0
E01002232,0
E01002233,0
E01002235,0
E01002240,2
E01002243,0
E01002245,0
E01002246,0
E01002247,2
E01002248,0
E01002251,2
E01002253,2
E01002254,2
E01002258,2
E01002261,1
E01002262,2
E01002263,2
E01002265,0
E01002266,0
E01002274,0
E01002276,0
E01002277,2
E01002278,2
E01002279,2
E01002281,2
E01002282,2
E01002288,2
E01002291,0
E01002295,0
E01002299,0
E01002300,0
E01002301,2
E01002302,2
E01002303,2
E01002304,0
E01002306,2
E01002307,2
E01002310,2
E01002313,2
E01002314,2
E01002315,2
E01002316,2
E01002319,0
E01002321,0
E01002322,0
E01002325,2
E01002326,2
E01002328,2
E01002329,2
E01002335,2
E01002336,0
E01002337,2
E01002338,2
E01002344,2
E01002345,0
E01002350,2
E01002352,0
E01002353,0
E01002356,0
E01002358,0
E01002360,0
E01002361,0
E01002362,0
E01002365,1
E01002366,2
E01002368,1
E01002370,0
E01002371,2
E01002372,2
E01002373,2
E01002374,0
E01002375,2
E01002377,0
E01002379,0
E01002386,0
E01002393,2
E01002396,0
E01002400,2
E01002401,2
E01002402,0
E01002403,2
E01002404,2
E01002405,1
E01002408,2
E01002409,0
E01002410,0
E01002411,0
E01002412,0
E01002413,2
E01002414,0
E01002417,0
E01002423,2
E01002424,2
E01002425,2
E01002426,0
E01002429,2
E01002436,0
E01002437,0
E01002439,0
E01002441,0
E01002443,1
E01002444,1
E01002445,2
E01002446,2
E01002447,1
E01002448,2
E01002452,0
E01002455,2
E01002457,0
E01002460,1
E01002470,0
E01002472,0
E01002474,0
E01002475,0
E01002478,0
E01002481,2
E01002485,0
E01002486,1
E01002487,2
E01002488,2
E01002489,2
E01002490,2
E01002492,0
E01002495,0
E01002496,0
E01002497,0
E01002499,0
E01002501,2
E01002503,2
E01002505,2
E01002506,0
E01002508,0
E01002509,2
E01002511,1
E01002513,0
E01002514,0
E01002516,2
E01002519,0
E01002521,1
E01002525,2
E01002526,2
E01002529,2
E01002530,2
E01002535,0
E01002537,0
E01002538,0
E01002541,0
E01002542,0
E01002543,2
E01002546,1
E01002548,1
E01002549,0
E01002552,2
E01002553,2
E01002555,2
E01002557,2
E01002558,0
E01002559,2
E01002562,0
E01002563,0
E01002564,0
E01002565,0
E01002569,0
E01002570,0
E01002571,0
E01002572,0
E01002573,0
E01002575,0
E01002576,0
E01002578,0
E01002581,0
E01002583,2
E01002584,2
E01002585,1
E01002587,2
E01002588,1
E01002589,1
E01002590,2
E01002592,1
E01002593,2
E01002594,0
E01002595,0
E01002596,2
E01002601,0
E01002603,2
E01002605,2
E01002606,2
E01002607,2
E01002608,2
E01002609,0
E01002611,2
E01002612,0
E01002614,0
E01002615,2
E01002616,2
E01002619,2
E01002620,2
E01002621,2
E01002622,2
E01002623,2
E01002624,2
E01002626,0
E01002628,2
E01002629,0
E01002631,2
E01002633,1
E01002634,2
E01002636,2
E01002637,1
E01002638,2
E01002640,2
E01002641,2
E01002643,0
E01002649,2
E01002650,2
E01002652,1
E01002653,0
E01002654,0
E01002657,0
E01002662,1
E01002663,2
E01002665,2
E01002666,2
E01002667,0
E01002668,0
E01002670,0
E01002672,0
E01002675,0
E01002676,0
E01002677,0
E01002678,0
E01002679,0
E01002680,0
E01002681,0
E01002682,0
E01002686,0
E01002691,0
E01002692,0
E01002693,0
E01002695,0
E01002696,0
E01002697,0
E01002704,1
E01002706,0
E01002707,0
E01002708,0
E01002710,0
E01002711,1
E01002712,0
E01002713,0
E01002714,0
E01002716,0
E01002718,1
E01002719,0
E01002720,0
E01002724,1
E01002726,0
E01002727,0
E01002728,1
E01002730,0
E01002732,0
E01002734,0
E01002738,0
E01002741,0
E01002743,0
E01002745,0
E01002747,0
E01002748,0
E01002749,0
E01002752,0
E01002756,0
E01002758,0
E01002762,0
E01002763,0
E01002764,2
E01002765,0
E01002766,2
E01002767,0
E01002768,2
E01002770,0
E01002771,0
E01002772,0
E01002774,0
E01002775,0
E01002776,0
E01002778,1
E01002779,0
E01002780,0
E01002781,0
E01002784,1
E01002785,0
E01002786,0
E01002788,0
E01002789,0
E01002790,0
E01002791,0
E01002793,0
E01002794,0
E01002795,0
E01002797,0
E01002798,0
E01002801,0
E01002804,0
E01002805,0
E01002807,0
E01002808,2
E01002810,0
E01002811,0
E01002814,0
E01002815,1
E01002817,0
E01002818,1
E01002819,0
E01002821,0
E01002825,0
E01002826,0
E01002827,0
E01002830,1
E01002831,0
E01002833,0
E01002835,1
E01002839,1
E01002840,0
E01002843,0
E01002844,0
E01002845,0
E01002846,1
E01002849,0
E01002851,1
E01002852,0
E01002854,1
E01002859,0
E01002861,0
E01002864,0
E01002866,0
E01002867,0
E01002868,0
E01002869,0
E01002870,0
E01002873,2
E01002874,0
E01002877,0
E01002878,0
E01002880,0
E01002883,0
E01002884,0
E01002885,1
E01002886,0
E01002887,1
E01002891,0
E01002894,0
E01002896,0
E01002897,0
E01002898,0
E01002899,0
E01002900,0
E01002901,0
E01002902,0
E01002903,0
E01002905,0
E01002906,0
E01002908,2
E01002909,0
E01002910,0
E01002911,0
E01002912,0
E01002913,1
E01002914,0
E01002916,0
E01002919,0
E01002920,0
E01002921,0
E01002926,0
E01002928,0
E01002930,0
E01002931,0
E01002932,2
E01002935,0
E01002938,0
E01002940,0
E01002941,0
E01002946,2
E01002947,1
E01002948,0
E01002949,0
E01002951,2
E01002952,0
E01002953,0
E01002954,0
E01002955,0
E01002956,0
E01002957,2
E01002960,2
E01002961,0
E01002964,1
E01002965,0
E01002966,0
E01002967,0
E01002968,0
E01002969,2
E01002970,0
E01002971,0
E01002972,0
E01002973,0
E01002974,0
E01002975,0
E01002978,0
E01002982,0
E01002984,0
E01002987,0
E01002990,0
E01002993,1
E01002994,0
E01002995,0
E01002996,0
E01002997,0
E01002998,0
E01002999,0
E01003000,0
E01003001,0
E01003002,0
E01003006,0
E01003009,0
E01003010,0
E01003011,0
E01003013,0
E01003014,0
E01003016,1
E01003018,0
E01003019,0
E01003020,1
E01003023,2
E01003024,2
E01003026,2
E01003030,0
E01003031,0
E01003032,0
E01003034,0
E01003035,1
E01003037,0
E01003039,0
E01003040,0
E01003041,2
E01003042,0
E01003047,0
E01003051,2
E01003053,0
E01003054,2
E01003057,0
E01003060,2
E01003061,0
E01003062,0
E01003067,2
E01003068,0
E01003069,2
E01003072,0
E01003074,0
E01003076,0
E01003077,2
E01003079,1
E01003081,0
E01003082,2
E01003083,2
E01003084,1
E01003086,2
E01003087,0
E01003089,2
E01003090,2
E01003091,1
E01003096,0
E01003097,2
E01003099,0
E01003100,2
E01003101,0
E01003102,0
E01003104,2
E01003106,0
E01003108,0
E01003110,0
E01003112,0
E01003115,2
E01003117,0
E01003118,0
E01003119,0
E01003120,0
E01003121,0
E01003125,2
E01003126,2
E01003127,0
E01003128,2
E01003131,2
E01003137,0
E01003139,2
E01003141,0
E01003144,1
E01003145,1
E01003146,0
E01003147,2
E01003150,0
E01003152,2
E01003153,1
E01003154,0
E01003159,0
E01003160,0
E01003162,2
E01003163,0
E01003164,0
E01003165,0
E01003166,0
E01003167,0
E01003169,2
E01003172,2
E01003176,0
E01003177,0
E01003179,2
E01003180,0
E01003181,2
E01003183,0
E01003185,1
E01003186,2
E01003190,0
E01003191,0
E01003192,0
E01003193,0
E01003194,0
E01003195,0
E01003199,1
E01003200,0
E01003202,0
E01003203,2
E01003207,1
E01003209,0
E01003210,0
E01003211,0
E01003212,0
E01003214,0
E01003215,1
E01003217,2
E01003220,0
E01003221,2
E01003223,0
E01003224,2
E01003226,0
E01003227,0
E01003229,0
E01003231,0
E01003232,0
E01003233,0
E01003237,2
E01003238,0
E01003239,0
E01003240,0
E01003241,0
E01003243,2
E01003244,2
E01003247,2
E01003248,2
E01003251,2
E01003253,0
E01003255,0
E01003256,0
E01003257,0
E01003258,2
E01003259,0
E01003263,0
E01003264,2
E01003265,0
E01003266,2
E01003268,0
E01003272,2
E01003274,0
E01003276,0
E01003278,2
E01003280,0
E01003281,0
E01003282,0
E01003285,0
E01003286,0
E01003288,0
E01003290,2
E01003291,0
E01003292,2
E01003295,2
E01003298,0
E01003299,1
E01003301,2
E01003302,2
E01003303,0
E01003304,1
E01003305,2
E01003307,2
E01003308,0
E01003309,2
E01003310,0
E01003313,2
E01003318,0
E01003319,0
E01003320,0
E01003321,2
E01003322,1
E01003325,0
E01003327,0
E01003330,0
E01003331,0
E01003332,0
E01003333,0
E01003334,0
E01003336,2
E01003337,0
E01003339,0
E01003340,0
E01003342,0
E01003344,0
E01003346,2
E01003347,0
E01003348,2
E01003351,2
E01003354,2
E01003355,0
E01003356,1
E01003358,0
E01003359,0
E01003360,0
E01003361,0
E01003363,0
E01003364,0
E01003366,0
E01003370,2
E01003374,0
E01003375,0
E01003377,2
E01003378,2
E01003380,0
E01003382,0
E01003383,1
E01003384,0
E01003387,0
E01003389,0
E01003390,0
E01003392,0
E01003393,0
E01003394,0
E01003399,0
E01003400,0
E01003401,0
E01003402,0
E01003404,0
E01003410,2
E01003412,0
E01003413,2
E01003414,2
E01003415,0
E01003416,2
E01003417,0
E01003421,0
E01003422,0
E01003423,0
E01003426,0
E01003427,0
E01003430,0
E01003431,0
E01003433,2
E01003435,2
E01003436,2
E01003437,1
E01003438,2
E01003439,0
E01003440,2
E01003441,0
E01003445,0
E01003446,0
E01003447,0
E01003448,2
E01003449,0
E01003451,0
E01003452,2
E01003454,0
E01003456,0
E01003458,0
E01003460,0
E01003461,0
E01003464,0
E01003467,0
E01003469,0
E01003470,0
E01003478,0
E01003480,1
E01003485,2
E01003486,0
E01003488,2
E01003491,0
E01003492,2
E01003497,1
E01003498,2
E01003499,0
E01003500,1
E01003501,2
E01003502,2
E01003503,0
E01003507,2
E01003509,0
E01003512,2
E01003515,0
E01003516,2
E01003517,0
E01003518,2
E01003520,0
E01003521,0
E01003523,2
E01003525,1
E01003528,0
E01003529,0
E01003530,0
E01003531,0
E01003532,0
E01003533,1
E01003535,0
E01003537,2
E01003538,2
E01003539,2
E01003540,1
E01003541,2
E01003542,0
E01003543,0
E01003544,0
E01003550,0
E01003551,2
E01003553,2
E01003555,2
E01003556,2
E01003558,2
E01003559,2
E01003561,0
E01003562,0
E01003564,0
E01003565,2
E01003566,0
E01003567,0
E01003569,0
E01003570,0
E01003573,0
E01003574,2
E01003575,0
E01003576,2
E01003578,2
E01003583,0
E01003586,2
E01003587,2
E01003589,0
E01003590,0
E01003591,1
E01003594,0
E01003596,2
E01003600,0
E01003601,0
E01003602,2
E01003603,0
E01003604,0
E01003605,1
E01003607,2
E01003611,0
E01003615,2
E01003616,1
E01003618,1
E01003619,1
E01003622,2
E01003623,0
E01003630,0
E01003635,0
E01003636,0
E01003640,0
E01003641,1
E01003643,0
E01003645,0
E01003646,1
E01003647,0
E01003648,2
E01003650,1
E01003651,2
E01003653,0
E01003655,1
E01003657,2
E01003659,2
E01003662,0
E01003663,0
E01003665,2
E01003670,0
E01003672,0
E01003673,0
E01003674,0
E01003675,1
E01003677,0
E01003681,2
E01003684,2
E01003686,0
E01003689,0
E01003690,0
E01003692,0
