NLC,tot_entry,tot_exit,total_activity
550,760.8009494744704,2152.5299349999996,2913.3308844744697
551,2945.8033101033993,8575.525016625003,11521.328326728402
552,3294.256433784801,7568.194906288,10862.451340072801
553,21414.362032780395,11374.333238425977,32788.69527120637
554,239.73951228981207,942.514685676,1182.2541979658122
555,994.623859765503,2860.483190559999,3855.107050325502
556,1813.0140852172271,5279.7329324500015,7092.747017667229
557,738.1873389030003,1784.324518357,2522.5118572600004
558,1719.7826762873674,3948.131692840401,5667.914369127768
560,10697.528636474899,20877.0478367932,31574.5764732681
561,1072.2855244763914,2132.3456404277,3204.6311649040913
562,13702.539907613002,20422.853818845997,34125.393726459
563,2102.9441032020704,4093.4421872660196,6196.38629046809
564,880.0086532301924,2358.5660122250006,3238.574665455193
565,2826.129439215599,6768.640856398003,9594.770295613602
566,5503.61785905,13382.772105600005,18886.389964650007
567,3572.2315794109977,6888.101024025561,10460.332603436558
568,1852.1025644919991,4814.12027866,6666.222843151999
569,4846.215764113747,4785.707964032138,9631.923728145885
570,14117.725994225026,17790.640952581714,31908.36694680674
571,781.7948298599986,2869.563704259699,3651.3585341196977
572,1210.8071849000007,4375.54118424,5586.348369140001
574,27593.160378135937,30675.75076059258,58268.911138728516
575,9269.981223696244,5856.387594254453,15126.368817950697
576,335.01069462738195,1182.5370827246195,1517.5477773520015
577,31540.081344820002,21066.905410089195,52606.9867549092
578,2876.0065657886,6373.237734485,9249.2443002736
579,6520.2281313287895,6721.620577443576,13241.848708772366
580,19291.670714296368,28558.479265998252,47850.14998029462
581,5384.829467380001,5320.0378051,10704.867272480002
582,2138.953202100313,6585.387659901155,8724.340862001467
583,11574.035430070397,11863.408804323713,23437.444234394112
584,3666.379763088,7246.550741012793,10912.930504100794
585,1397.7978363132804,2067.0222052219997,3464.8200415352803
586,5305.017404945737,2670.5637882806927,7975.58119322643
587,92.30920743269634,376.344541242,468.6537486746963
588,4724.36476671484,2989.03025173,7713.39501844484
589,1249.199684910051,3664.36073213,4913.560417040051
590,35986.0280093186,15408.771732447005,51394.79974176561
591,2078.418657640703,2894.80826215564,4973.226919796343
592,979.4018332630003,4000.908188670002,4980.310021933003
593,22701.792830950006,20629.453390866387,43331.24622181639
594,3428.9208291301284,3594.5521480009998,7023.472977131129
595,1445.1909787429486,3433.863851884256,4879.054830627205
596,1523.5636936620006,2225.466786973416,3749.030480635417
597,2513.226709238504,6244.059481469751,8757.286190708255
598,4256.006749034001,9225.914180340002,13481.920929374002
599,4725.142478936755,3513.9959340121454,8239.1384129489
601,2655.2288919202,5755.748116955002,8410.977008875201
602,1774.8216703217004,4736.704047700002,6511.525718021702
603,18861.768496841403,19317.784610755825,38179.553107597225
604,3034.5320610186,5960.765099890001,8995.297160908602
605,9711.180869099999,6383.654468400001,16094.8353375
606,532.7351524390001,1636.50135251,2169.236504949
607,24633.926591419277,11339.198599576319,35973.1251909956
608,2239.0887147240114,2373.426317425218,4612.515032149229
609,3386.5553783452197,5754.654605049999,9141.20998339522
610,601.3542516800375,1649.1597186939994,2250.513970374037
611,1424.2262777,4341.990869616,5766.217147316
612,1634.41922198,5229.4951299680015,6863.914351948001
613,1367.6252302245562,4550.314137021999,5917.939367246556
614,4312.2057801651,1727.659875956113,6039.865656121213
615,361.3411763957193,836.5550011842664,1197.8961775799858
616,4637.001002440001,7641.030842779999,12278.03184522
617,1098.0356052500001,2146.1784676180005,3244.2140728680006
618,1733.6988594800002,1524.4623492999997,3258.16120878
619,7251.015529536108,8495.653340324228,15746.668869860336
620,970.4872750976863,1808.9074277404434,2779.39470283813
621,1940.4167674529,2882.4483411682404,4822.86510862114
622,4033.817058884829,7088.363576534984,11122.180635419812
623,1993.0133456000005,3425.01206448,5418.02541008
624,1677.6697723136424,4580.654051140002,6258.323823453644
625,75202.33234449684,74277.73185233107,149480.0641968279
