cluster,A,B,C,D,E,F,G
0,68.20218740762637,113.37274608335797,93.37629323086018,49.991132131244456,78.20041383387526,116.05084244753178,84.80638486550399
1,128.0484776825303,212.85545373928466,175.31244457582028,93.85752290866095,146.81998226426248,217.88353532367722,159.2225835057641
2,120.70883830919303,200.6547443097842,165.26367129766479,88.47768253029855,138.40437481525274,205.39462015962164,150.09606857818505
3,65.04049660065031,108.11705586757316,89.04759089565475,47.67366242979604,74.57522908660953,110.67100206916938,80.87496305054685
