cluster,A,B,C,D,E,F,G
0,0.07119205298013245,0.09933774834437085,0.1837748344370861,0.03145695364238411,0.07947019867549669,0.25,0.2847682119205298
1,0.0890652557319224,0.24074074074074073,0.16666666666666666,0.1402116402116402,0.20105820105820105,0.13580246913580246,0.026455026455026454
2,0.17305893358278765,0.18709073900841908,0.1244153414405987,0.07577174929840973,0.10477081384471469,0.1824134705332086,0.15247895229186156
3,0.0920138888888889,0.17708333333333334,0.15625,0.036458333333333336,0.08680555555555555,0.2604166666666667,0.1909722222222222
