cluster,A,B,C,D,E,F,G
0,0.6304783121250996,0.529227720707097,1.1887385562154154,0.3800674077578051,0.6138074934228431,1.301153846153846,2.028149180899268
1,0.7887637700028625,1.2825605132691746,1.0780752071383046,1.6940570672713529,1.5529221328308085,0.7067996201329535,0.18841548315232526
2,1.5326135400800278,0.9967369607330421,0.804774569968538,0.9154850995590004,0.8092229754261867,0.9493919550982227,1.0859711486386687
3,0.8148769269924375,0.9434219160104987,1.0106955066921606,0.4404947916666667,0.6704639142567224,1.3553685897435899,1.360124269005848
