cluster,1,2,3,4,5,6,7
0,0.01694915254237288,0.3050847457627119,0.03389830508474576,0.2966101694915254,0.2796610169491525,0.025423728813559324,0.0423728813559322
1,0.4666666666666667,0.3333333333333333,0.2,0.0,0.0,0.0,0.0
2,0.3181818181818182,0.4318181818181818,0.045454545454545456,0.11363636363636363,0.09090909090909091,0.0,0.0
3,0.7105263157894737,0.15789473684210525,0.05263157894736842,0.07894736842105263,0.0,0.0,0.0
4,0.0,0.05128205128205128,0.0,0.10256410256410256,0.5128205128205128,0.05128205128205128,0.28205128205128205
