NLC,cluster,max_posterior,entropy,tot_entry,tot_exit,total_activity,Station,Fare Zone,easting,northing,lon,lat,catchment_area_m2,station_in_lnwc_extent,lnwc_1_share,lnwc_2_share,lnwc_3_share,lnwc_4_share,lnwc_5_share,lnwc_6_share,lnwc_7_share,covered_area_m2,lnwc_coverage_ratio,analysis_eligible,dominant_lnwc,lnwc_entropy_normalized,exclusion_reason
571,4,1.0,2.149882783781716e-40,1586.740774435708,7174.0045893407005,8760.745363776408,Elm Park,6,552542.0054,185716.105799999,0.1986662037147443,51.54971988694184,3921337.243414482,True,0.0,0.0,0.0,0.0,0.14532588254941037,0.3466120925003647,0.508062024950225,3921337.24341449,1.000000000000002,True,7,0.5095758132269345,
572,4,0.9999999999997726,8.541883974659841e-12,2191.1125431742994,9628.462191740004,11819.574734914306,Epping,6,546209.4306,201538.4,0.1139996191841897,51.69356092525262,4516629.826386172,False,,,,,,,,,,False,,,station point outside Greater London/LNWC extent
574,2,1.0,4.137723561751525e-23,63566.67849532675,63908.79549525513,127475.47399058189,Euston LU,1,529498.32,182668.2502,-0.1345986091511734,51.52808458451346,436065.3519700418,True,0.8864482168984088,0.01817821829451656,0.0953735648070746,0.0,0.0,0.0,0.0,436065.3519700308,0.9999999999999748,True,1,0.20752198238112057,
575,3,1.0,1.4520207931799595e-37,23486.555265275125,13728.20874296794,37214.764008243066,Euston Square,1,529416.5999,182393.381999999,-0.1358768735158491,51.525633154752434,186683.38229365024,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,186683.38229364844,0.9999999999999903,True,1,-0.0,
576,4,1.0,4.2362658280897255e-38,667.8264632048237,2839.8286131578457,3507.655076362669,Fairlop,4,544935.5979,190594.5734,0.091053095971659,51.595558107334746,2350740.1218561362,True,0.0,0.0,0.11856807577276195,0.018509992985921066,0.13350875430570452,0.3193318976951317,0.4100812792404807,2350740.1218561125,0.9999999999999899,True,7,0.681206523123239,
577,3,1.0,5.401343626415656e-108,84668.20696805742,43853.17846013321,128521.38542819064,Farringdon,1,531559.9989,181873.9267,-0.1051919886781835,51.52047027577585,600123.8572686211,True,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,600123.8572686008,0.9999999999999662,True,1,5.705417720155988e-17,
578,0,1.0,1.9028841148283286e-34,5611.129866541431,15060.825009251002,20671.954875792435,Finchley Central,4,525278.0259,190668.344000001,-0.1925548488048729,51.60093175153773,2998033.9954240606,True,0.0,0.0,0.12714900563789497,0.2222308996896809,0.48886763136700134,0.15430389089197805,0.007448572413444717,2998033.9954240383,0.9999999999999926,True,5,0.653269644946992,
579,0,1.0,2.231578525766679e-22,13859.011138565373,15732.067679270953,29591.07881783632,Finchley Road,2,526220.4473,184716.2096,-0.1810915387963695,51.54723083836693,698892.546594356,True,0.17947563591179524,0.5931428652947456,0.0818841270854656,0.08958851507835619,0.05590885662963726,0.0,0.0,698892.5465943645,1.0000000000000122,True,2,0.6168770070527649,
580,2,0.999984588969772,0.0001861717085505,35581.464859727,61264.00631854646,96845.47117827348,Finsbury Park LU,2,531329.8862,186775.332800001,-0.106679347654079,51.56457021452156,1803733.9554033852,True,0.11417057844302038,0.3203191279203342,0.2533395888386245,0.19056681840987116,0.09305818299358568,0.028545703394564075,0.0,1803733.9554034143,1.0000000000000162,True,2,0.8215485465197888,
581,0,0.9999998580838212,2.379656053668445e-06,11468.831695478311,12767.817156793844,24236.64885227216,Fulham Broadway,2,525454.6092,177301.7324,-0.1947664399933353,51.48076777565934,1791297.7150127834,True,0.24229698265425845,0.489585407265757,0.24710661388439453,0.021010996195589965,0.0,0.0,0.0,1733211.4695870953,0.9675730924352385,True,2,0.5754307900855116,
