iteration,K,sample_unique_n,model_seed,ARI,converged,n_iter,convergence_warnings
91,5,171,1404980870,0.521611086157733,True,10,0
91,6,171,1404980871,0.6817603269763947,True,7,0
91,7,171,1404980872,0.6285258829340943,True,10,0
91,8,171,1404980873,0.5079295132801752,True,10,0
92,3,163,1672064154,0.48894018282803564,True,11,0
92,4,163,1672064155,0.8431731773313654,True,11,0
92,5,163,1672064156,0.522528551600996,True,12,0
92,6,163,1672064157,0.8041178745067783,True,7,0
92,7,163,1672064158,0.537796268913984,True,10,0
92,8,163,1672064159,0.4862146927927693,True,8,0
93,3,186,2049062447,0.8848600035238288,True,6,0
93,4,186,2049062448,0.9464835721989482,True,10,0
93,5,186,2049062449,0.5044900864991969,True,9,0
93,6,186,2049062450,0.38459893688523356,True,7,0
93,7,186,2049062451,0.4633142924034108,True,7,0
93,8,186,2049062452,0.48686996424858286,True,10,0
94,3,168,674114049,0.9203581889881529,True,4,0
94,4,168,674114050,0.7479224540646466,True,5,0
94,5,168,674114051,0.43269996417647094,True,7,0
94,6,168,674114052,0.6605325477865965,True,6,0
94,7,168,674114053,0.5367645301554508,True,6,0
94,8,168,674114054,0.5011036732010266,True,5,0
95,3,163,1584049840,0.8586252549109683,True,5,0
95,4,163,1584049841,0.5369351546664691,True,6,0
95,5,163,1584049842,0.5382227525835921,True,7,0
95,6,163,1584049843,0.5502970887097419,True,15,0
95,7,163,1584049844,0.5906639153700468,True,6,0
95,8,163,1584049845,0.5412886995130621,True,9,0
96,3,183,913709661,0.5055725481082111,True,8,0
96,4,183,913709662,0.7647990658552335,True,8,0
96,5,183,913709663,0.6083592905074935,True,7,0
96,6,183,913709664,0.6256019721259352,True,11,0
96,7,183,913709665,0.49461236604617653,True,7,0
96,8,183,913709666,0.5017638995384135,True,10,0
97,3,169,1471142776,0.49529146913824573,True,11,0
97,4,169,1471142777,0.6525146767859521,True,10,0
97,5,169,1471142778,0.6469962121484956,True,10,0
97,6,169,1471142779,0.5910459955509584,True,14,0
97,7,169,1471142780,0.49884709207246275,True,10,0
97,8,169,1471142781,0.5590485691038821,True,15,0
98,3,174,665818812,0.8534817666361167,True,14,0
98,4,174,665818813,0.5891105654811322,True,14,0
98,5,174,665818814,0.5119968822136935,True,10,0
98,6,174,665818815,0.5546025190672423,True,5,0
98,7,174,665818816,0.6495208571252737,True,9,0
98,8,174,665818817,0.46256129719538147,True,6,0
99,3,173,1373903280,0.8416555800590314,True,11,0
99,4,173,1373903281,0.6023680747922437,True,11,0
99,5,173,1373903282,0.5116366305038117,True,11,0
99,6,173,1373903283,0.637152788495181,True,7,0
99,7,173,1373903284,0.6450706970196831,True,10,0
99,8,173,1373903285,0.5390294400598244,True,13,0
100,3,168,599104783,0.5124649379407101,True,3,0
100,4,168,599104784,0.5875468734972197,True,5,0
100,5,168,599104785,0.4599292212024509,True,4,0
100,6,168,599104786,0.6485600955606755,True,6,0
100,7,168,599104787,0.5958766592519716,True,6,0
100,8,168,599104788,0.5040474662238765,True,5,0
101,3,170,2090044933,0.8865205316308247,True,7,0
101,4,170,2090044934,0.6056930784180159,True,7,0
101,5,170,2090044935,0.6078856235003044,True,7,0
101,6,170,2090044936,0.46729077379057704,True,7,0
101,7,170,2090044937,0.5681773441137642,True,11,0
101,8,170,2090044938,0.682270507878024,True,8,0
102,3,177,2140065670,0.8917215693960099,True,5,0
102,4,177,2140065671,0.8006231019364382,True,5,0
102,5,177,2140065672,0.5029491376508817,True,9,0
102,6,177,2140065673,0.6599549890009779,True,8,0
102,7,177,2140065674,0.5450454156900507,True,13,0
102,8,177,2140065675,0.5041090657251038,True,10,0
103,3,178,1754843620,0.4966783227989011,True,5,0
103,4,178,1754843621,0.8897633372381768,True,7,0
103,5,178,1754843622,0.524050116658787,True,7,0
103,6,178,1754843623,0.5940017809277593,True,8,0
103,7,178,1754843624,0.497008539278372,True,13,0
103,8,178,1754843625,0.425453100152414,True,13,0
104,3,170,1233096649,0.48867513973739063,True,9,0
104,4,170,1233096650,0.923610710402052,True,11,0
104,5,170,1233096651,0.5609350998805301,True,11,0
104,6,170,1233096652,0.6615182490767997,True,12,0
104,7,170,1233096653,0.5423815861741523,True,6,0
104,8,170,1233096654,0.5485455219563655,True,11,0
105,3,167,1607535445,0.8586252549109683,True,10,0
105,4,167,1607535446,0.5804849406406323,True,7,0
105,5,167,1607535447,0.5131779387110535,True,9,0
105,6,167,1607535448,0.7551276319234903,True,11,0
105,7,167,1607535449,0.7410207453367624,True,9,0
105,8,167,1607535450,0.5164813308116631,True,8,0
106,3,162,2078346999,0.9278111343345554,True,7,0
106,4,162,2078347000,0.7208296940625644,True,7,0
106,5,162,2078347001,0.5158244112821171,True,9,0
106,6,162,2078347002,0.5385854197467594,True,9,0
106,7,162,2078347003,0.5584360639018666,True,13,0
106,8,162,2078347004,0.49941727290755333,True,10,0
107,3,180,1075237036,0.4998449257222898,True,9,0
107,4,180,1075237037,0.5599172018977232,True,6,0
107,5,180,1075237038,0.6165150249871595,True,8,0
107,6,180,1075237039,0.6131277919454647,True,8,0
107,7,180,1075237040,0.552396378240803,True,20,0
107,8,180,1075237041,0.5970809309221653,True,11,0
108,3,172,1749787606,0.9353800022326612,True,7,0
108,4,172,1749787607,0.7756468898027332,True,7,0
108,5,172,1749787608,0.48782485279550164,True,9,0
108,6,172,1749787609,0.6449502510899742,True,7,0
108,7,172,1749787610,0.46656062746002186,True,6,0
108,8,172,1749787611,0.5507499780325177,True,10,0
109,3,174,1649415522,0.48973511689138416,True,6,0
109,4,174,1649415523,0.8307146510994277,True,13,0
109,5,174,1649415524,0.6574754419271825,True,8,0
109,6,174,1649415525,0.5945100760800334,True,12,0
109,7,174,1649415526,0.5453290255751521,True,10,0
109,8,174,1649415527,0.5903525209686775,True,13,0
110,3,176,747423380,0.8781570187489166,True,7,0
110,4,176,747423381,0.7670510201606455,True,12,0
110,5,176,747423382,0.6314256030472312,True,10,0
110,6,176,747423383,0.602290014944665,True,7,0
110,7,176,747423384,0.7383968833076542,True,8,0
110,8,176,747423385,0.6853966657008537,True,9,0
111,3,170,1715668354,0.48874140356088824,True,5,0
111,4,170,1715668355,0.7757433853285866,True,11,0
111,5,170,1715668356,0.4922116320743925,True,10,0
111,6,170,1715668357,0.6243643958603962,True,10,0
111,7,170,1715668358,0.6071935385761362,True,10,0
111,8,170,1715668359,0.6779412007634467,True,11,0
112,3,179,1918341371,0.9509080784748198,True,12,0
112,4,179,1918341372,0.5336981496258927,True,4,0
112,5,179,1918341373,0.5266887155984512,True,11,0
112,6,179,1918341374,0.5541627696478437,True,9,0
112,7,179,1918341375,0.6704603730919578,True,17,0
112,8,179,1918341376,0.5200515008228996,True,15,0
113,3,168,1690773145,0.8599915823973123,True,9,0
113,4,168,1690773146,0.5781976615001593,True,9,0
113,5,168,1690773147,0.6659130167896711,True,5,0
113,6,168,1690773148,0.6098955900241682,True,9,0
113,7,168,1690773149,0.5384821779253,True,12,0
113,8,168,1690773150,0.5577305454354913,True,10,0
114,3,171,1108555275,0.5234469275965183,True,5,0
114,4,171,1108555276,0.7755443893426776,True,6,0
114,5,171,1108555277,0.6181987185320491,True,8,0
114,6,171,1108555278,0.6181349372450499,True,6,0
114,7,171,1108555279,0.6219007672635847,True,8,0
114,8,171,1108555280,0.49565895378320746,True,10,0
115,3,177,981477889,1.0,True,6,0
115,4,177,981477890,0.5295679013339011,True,5,0
115,5,177,981477891,0.5370184490914031,True,6,0
115,6,177,981477892,0.5995223897855549,True,7,0
115,7,177,981477893,0.5089721835846112,True,9,0
115,8,177,981477894,0.5137685256170393,True,11,0
116,3,166,1776747484,0.48867513973739063,True,6,0
116,4,166,1776747485,0.9424404454543297,True,8,0
116,5,166,1776747486,0.7467480105520421,True,9,0
116,6,166,1776747487,0.6574231565875794,True,8,0
116,7,166,1776747488,0.6123765934575754,True,11,0
116,8,166,1776747489,0.5468397943296311,True,9,0
117,3,174,1188284042,0.9130762876802095,True,4,0
117,4,174,1188284043,0.7693674642393468,True,5,0
117,5,174,1188284044,0.6020390668490317,True,4,0
117,6,174,1188284045,0.6948890892744841,True,6,0
117,7,174,1188284046,0.580062722620482,True,9,0
117,8,174,1188284047,0.6104142489505773,True,6,0
118,3,167,138466766,0.5234469275965183,True,6,0
118,4,167,138466767,0.849565488362568,True,11,0
118,5,167,138466768,0.4861125485887973,True,13,0
118,6,167,138466769,0.6142548550228083,True,13,0
118,7,167,138466770,0.6093557724156176,True,12,0
118,8,167,138466771,0.5518311072075608,True,7,0
119,3,174,392067483,0.49033112535414536,True,8,0
119,4,174,392067484,0.7108936460086593,True,6,0
119,5,174,392067485,0.5487879957277134,True,6,0
119,6,174,392067486,0.5436307176717828,True,6,0
119,7,174,392067487,0.5552065032414362,True,7,0
119,8,174,392067488,0.7074652580551144,True,13,0
120,3,172,1732287295,0.913021978743298,True,8,0
120,4,172,1732287296,0.7891821204586943,True,8,0
120,5,172,1732287297,0.539371017897494,True,5,0
120,6,172,1732287298,0.6018693800733929,True,12,0
120,7,172,1732287299,0.6787529905602193,True,8,0
120,8,172,1732287300,0.5960993920024634,True,13,0
121,3,173,518169035,0.8853332577390404,True,9,0
121,4,173,518169036,0.504505572994015,True,10,0
121,5,173,518169037,0.5311945471772468,True,13,0
121,6,173,518169038,0.5566956358776818,True,6,0
121,7,173,518169039,0.5744464628045007,True,5,0
121,8,173,518169040,0.5423238299010913,True,9,0
122,3,161,1231781641,0.48927144093441477,True,5,0
122,4,161,1231781642,0.7824507293598606,True,13,0
122,5,161,1231781643,0.5928898308552804,True,6,0
122,6,161,1231781644,0.6396015816345222,True,13,0
122,7,161,1231781645,0.428395298134054,True,11,0
122,8,161,1231781646,0.480834403413221,True,14,0
123,3,171,996969177,0.9832212990825231,True,8,0
123,4,171,996969178,0.8197678653480795,True,8,0
123,5,171,996969179,0.46889481332361804,True,8,0
123,6,171,996969180,0.6286190093042336,True,10,0
123,7,171,996969181,0.48126982985186084,True,16,0
123,8,171,996969182,0.5295843896644014,True,9,0
124,3,164,942798118,0.48874140356088824,True,14,0
124,4,164,942798119,0.8715197944015014,True,16,0
124,5,164,942798120,0.4966536182724802,True,11,0
124,6,164,942798121,0.5606637462263895,True,8,0
124,7,164,942798122,0.553105033734765,True,10,0
124,8,164,942798123,0.5889710660650409,True,7,0
125,3,176,557687326,0.913021978743298,True,5,0
125,4,176,557687327,0.8501864200030658,True,7,0
125,5,176,557687328,0.49629659307391133,True,6,0
125,6,176,557687329,0.5232481271232612,True,6,0
125,7,176,557687330,0.5921870167120615,True,10,0
125,8,176,557687331,0.5642655687538357,True,7,0
126,3,179,42771644,0.9832212990825231,True,8,0
126,4,179,42771645,0.8459518968361374,True,6,0
126,5,179,42771646,0.6855491238021167,True,6,0
126,6,179,42771647,0.6128725289197178,True,12,0
126,7,179,42771648,0.5361813756889642,True,21,0
126,8,179,42771649,0.4324480963571524,True,9,0
127,3,176,692396687,0.89176893775768,True,7,0
127,4,176,692396688,0.6468428981307321,True,18,0
127,5,176,692396689,0.6221073853951722,True,18,0
127,6,176,692396690,0.47779282811547724,True,7,0
127,7,176,692396691,0.5807596377206025,True,7,0
127,8,176,692396692,0.6005957514556557,True,16,0
128,3,178,1252690684,0.8586782988987562,True,5,0
128,4,178,1252690685,0.7446146681647402,True,5,0
128,5,178,1252690686,0.777152847178381,True,16,0
128,6,178,1252690687,0.5333417969998265,True,9,0
128,7,178,1252690688,0.5089698028075454,True,7,0
128,8,178,1252690689,0.5517784770110131,True,8,0
129,3,165,1137664635,0.9831993936373994,True,7,0
129,4,165,1137664636,0.5483310702463232,True,6,0
129,5,165,1137664637,0.6495248652147436,True,8,0
129,6,165,1137664638,0.5430522063710443,True,17,0
129,7,165,1137664639,0.4648387099796517,True,10,0
129,8,165,1137664640,0.5976440837385272,True,10,0
130,3,175,750165456,0.8781189170174396,True,6,0
130,4,175,750165457,0.6741795503834471,True,6,0
130,5,175,750165458,0.61376263011369,True,6,0
130,6,175,750165459,0.47726445175341775,True,8,0
130,7,175,750165460,0.5260708239281108,True,8,0
130,8,175,750165461,0.46377856604947065,True,6,0
131,3,167,635504993,0.5265092206955262,True,5,0
131,4,167,635504994,0.6393398973828965,True,10,0
131,5,167,635504995,0.5104463688326666,True,10,0
131,6,167,635504996,0.6239689823191485,True,7,0
131,7,167,635504997,0.5273000116251872,True,10,0
131,8,167,635504998,0.5573905616583563,True,8,0
132,3,172,1029383534,0.9278111343345554,True,5,0
132,4,172,1029383535,0.8360177287898698,True,8,0
132,5,172,1029383536,0.8712921322276788,True,8,0
132,6,172,1029383537,0.8349899707988648,True,12,0
132,7,172,1029383538,0.5153492661376109,True,11,0
132,8,172,1029383539,0.6822486551407179,True,15,0
133,3,167,1286234336,0.8781189170174396,True,6,0
133,4,167,1286234337,0.6605369580869941,True,7,0
133,5,167,1286234338,0.48192527848104627,True,9,0
133,6,167,1286234339,0.6370540093687281,True,6,0
133,7,167,1286234340,0.563492793992494,True,6,0
133,8,167,1286234341,0.5054469268093703,True,7,0
134,3,179,1593877256,0.5055725481082111,True,7,0
134,4,179,1593877257,0.6447912192670182,True,13,0
134,5,179,1593877258,0.5468049216595868,True,12,0
134,6,179,1593877259,0.49175400116205426,True,9,0
134,7,179,1593877260,0.5228595921988702,True,10,0
134,8,179,1593877261,0.4737648090168096,True,11,0
135,3,171,511623582,0.9433818916342813,True,9,0
135,4,171,511623583,0.7386898185910291,True,9,0
135,5,171,511623584,0.3358333466464681,True,5,0
135,6,171,511623585,0.44092484236709834,True,9,0
135,7,171,511623586,0.5779587804503492,True,7,0
135,8,171,511623587,0.5238304822302876,True,8,0
136,3,171,2013069083,0.9259881144882048,True,8,0
136,4,171,2013069084,0.7064076992374465,True,10,0
136,5,171,2013069085,0.6239238456900811,True,9,0
136,6,171,2013069086,0.612763766530549,True,14,0
136,7,171,2013069087,0.6046892336030686,True,10,0
136,8,171,2013069088,0.49077265116048274,True,14,0
137,3,167,522545631,0.8848600035238288,True,5,0
137,4,167,522545632,0.5959806060518905,True,6,0
137,5,167,522545633,0.5672965556653726,True,6,0
137,6,167,522545634,0.6658065428945441,True,11,0
137,7,167,522545635,0.5375823189928365,True,8,0
137,8,167,522545636,0.42284380527062554,True,8,0
138,3,169,789323304,0.9286134598745451,True,5,0
138,4,169,789323305,0.855542218638668,True,10,0
138,5,169,789323306,0.515984727008157,True,7,0
138,6,169,789323307,0.406409234593251,True,11,0
138,7,169,789323308,0.4635329455152734,True,10,0
138,8,169,789323309,0.4073012187912153,True,10,0
139,3,175,167086546,0.48874140356088824,True,11,0
139,4,175,167086547,0.8183335672844142,True,11,0
139,5,175,167086548,0.5136179906972147,True,9,0
139,6,175,167086549,0.6747006672043931,True,7,0
139,7,175,167086550,0.6400368232488859,True,10,0
139,8,175,167086551,0.444898092663888,True,9,0
140,3,175,359332947,0.8987029091260663,True,5,0
140,4,175,359332948,0.7172841372886793,True,9,0
140,5,175,359332949,0.6192529463921583,True,11,0
140,6,175,359332950,0.5074577756129054,True,7,0
140,7,175,359332951,0.6585409412938333,True,17,0
140,8,175,359332952,0.5771225934472488,True,18,0
141,3,169,1449818663,0.8655308236484194,True,16,0
141,4,169,1449818664,0.7390142210980613,True,18,0
141,5,169,1449818665,0.6429116898496468,True,20,0
141,6,169,1449818666,0.620450368491376,True,16,0
141,7,169,1449818667,0.5360190702682494,True,16,0
141,8,169,1449818668,0.4655270281705833,True,9,0
142,3,170,1529593055,1.0,True,9,0
142,4,170,1529593056,0.7170115879204451,True,7,0
142,5,170,1529593057,0.46925066263125387,True,8,0
142,6,170,1529593058,0.6686590003656426,True,9,0
142,7,170,1529593059,0.7136223243621145,True,8,0
142,8,170,1529593060,0.46648251386620676,True,7,0
143,3,167,126522349,0.48973511689138416,True,4,0
143,4,167,126522350,0.7542352422057444,True,8,0
143,5,167,126522351,0.5175783139772928,True,8,0
143,6,167,126522352,0.6791988130544439,True,12,0
143,7,167,126522353,0.6387928401830433,True,8,0
143,8,167,126522354,0.6536374885395353,True,12,0
144,3,168,725789193,0.9059971620055609,True,5,0
144,4,168,725789194,0.64840861027093,True,7,0
144,5,168,725789195,0.38355625971122354,True,3,0
144,6,168,725789196,0.5989752768590182,True,8,0
144,7,168,725789197,0.65586509317713,True,6,0
144,8,168,725789198,0.4761798546490449,True,9,0
145,3,175,1275000221,0.48867513973739063,True,5,0
145,4,175,1275000222,0.6935535983740119,True,6,0
145,5,175,1275000223,0.49550113745503604,True,6,0
145,6,175,1275000224,0.6134513334531445,True,6,0
145,7,175,1275000225,0.5230481094166156,True,8,0
145,8,175,1275000226,0.5025982604366386,True,9,0
146,3,175,635857847,0.48874140356088824,True,5,0
146,4,175,635857848,0.7126945519937017,True,16,0
146,5,175,635857849,0.6295552248746967,True,14,0
146,6,175,635857850,0.560441384236297,True,7,0
146,7,175,635857851,0.6158108523675184,True,14,0
146,8,175,635857852,0.550938024417993,True,9,0
147,3,165,1384124963,0.48927144093441477,True,4,0
147,4,165,1384124964,0.6880313524619104,True,9,0
147,5,165,1384124965,0.6713563011395535,True,9,0
147,6,165,1384124966,0.5861952007761729,True,10,0
147,7,165,1384124967,0.4669969800817162,True,7,0
147,8,165,1384124968,0.4821492011163857,True,12,0
148,3,167,165078167,0.9353800022326612,True,12,0
148,4,167,165078168,0.8594056984468438,True,8,0
148,5,167,165078169,0.5744331920264417,True,7,0
148,6,167,165078170,0.6189683650037608,True,8,0
148,7,167,165078171,0.5508638224196318,True,8,0
148,8,167,165078172,0.5665779040144449,True,18,0
149,3,166,128891998,0.9360189672922096,True,14,0
149,4,166,128891999,0.8015787980087878,True,17,0
149,5,166,128892000,0.48981390760250015,True,14,0
149,6,166,128892001,0.44202277531341505,True,8,0
149,7,166,128892002,0.5466343539861254,True,14,0
149,8,166,128892003,0.5057534672506879,True,10,0
150,3,164,1952110213,0.8987029091260663,True,5,0
150,4,164,1952110214,0.7772381249656052,True,5,0
150,5,164,1952110215,0.5062592863859819,True,5,0
150,6,164,1952110216,0.5720669711187378,True,12,0
150,7,164,1952110217,0.49437917377475427,True,9,0
150,8,164,1952110218,0.6635330916997886,True,12,0
151,3,166,145138483,0.48973511689138416,True,6,0
151,4,166,145138484,0.525671444862736,True,6,0
151,5,166,145138485,0.611751488433443,True,16,0
151,6,166,145138486,0.617892769112492,True,12,0
151,7,166,145138487,0.6026849300229012,True,9,0
151,8,166,145138488,0.548790865215522,True,9,0
152,3,174,1237075947,0.8987029091260663,True,6,0
152,4,174,1237075948,0.9566534816137947,True,13,0
152,5,174,1237075949,0.5124275081884965,True,13,0
152,6,174,1237075950,0.7543708966653228,True,9,0
152,7,174,1237075951,0.5111133146021347,True,8,0
152,8,174,1237075952,0.6300830261264809,True,11,0
153,3,165,1797105935,0.8917215693960099,True,6,0
153,4,165,1797105936,0.7697716319178242,True,9,0
153,5,165,1797105937,0.6147804661831766,True,8,0
153,6,165,1797105938,0.5364949064130898,True,6,0
153,7,165,1797105939,0.5550207915203449,True,7,0
153,8,165,1797105940,0.4980791906773295,True,9,0
154,3,155,434236524,0.48894018282803564,True,16,0
154,4,155,434236525,0.7918329626574678,True,6,0
154,5,155,434236526,0.5347166214570888,True,5,0
154,6,155,434236527,0.5069856223957189,True,6,0
154,7,155,434236528,0.561199416677311,True,6,0
154,8,155,434236529,0.5529243398345284,True,7,0
155,3,177,1843618253,0.871531135714701,True,7,0
155,4,177,1843618254,0.9138899540015338,True,18,0
155,5,177,1843618255,0.5520425237614732,True,7,0
155,6,177,1843618256,0.7657382798423128,True,11,0
155,7,177,1843618257,0.5038228960893576,True,10,0
155,8,177,1843618258,0.47693584966054364,True,7,0
156,3,173,1979220727,0.48874140356088824,True,6,0
156,4,173,1979220728,0.6107595904427773,True,5,0
156,5,173,1979220729,0.5278755634465842,True,10,0
156,6,173,1979220730,0.6558494191658337,True,6,0
156,7,173,1979220731,0.5351463160881952,True,10,0
156,8,173,1979220732,0.4688366002078168,True,10,0
157,3,160,748234687,0.4929119278893493,True,6,0
157,4,160,748234688,0.6750354249386347,True,12,0
157,5,160,748234689,0.4297533927538147,True,12,0
157,6,160,748234690,0.6820669040377243,True,10,0
157,7,160,748234691,0.4871234190928378,True,8,0
157,8,160,748234692,0.4725291986712162,True,14,0
158,3,168,876121319,0.8524096260758057,True,5,0
158,4,168,876121320,0.7759411171465298,True,7,0
158,5,168,876121321,0.7128491103717105,True,23,0
158,6,168,876121322,0.6589986734558063,True,8,0
158,7,168,876121323,0.6539967935608879,True,12,0
158,8,168,876121324,0.47158376638752797,True,13,0
159,3,161,118548697,0.9568090493931527,True,5,0
159,4,161,118548698,0.8325080564374995,True,11,0
159,5,161,118548699,0.7028561541727976,True,11,0
159,6,161,118548700,0.6048725164990039,True,8,0
159,7,161,118548701,0.590362058353616,True,12,0
159,8,161,118548702,0.5005364885264189,True,11,0
160,3,179,1058604705,0.48973511689138416,True,8,0
160,4,179,1058604706,0.7006672827116672,True,8,0
160,5,179,1058604707,0.5020114674928796,True,11,0
160,6,179,1058604708,0.6310385371336966,True,6,0
160,7,179,1058604709,0.5097465470449973,True,7,0
160,8,179,1058604710,0.5532168256062584,True,7,0
161,3,169,1275383327,0.9353800022326612,True,7,0
161,4,169,1275383328,0.7700252271323763,True,5,0
161,5,169,1275383329,0.4838919044493497,True,10,0
161,6,169,1275383330,0.6758772782622936,True,5,0
161,7,169,1275383331,0.6388090932283056,True,12,0
161,8,169,1275383332,0.5337744740755459,True,6,0
162,3,173,414618817,0.5296971648682939,True,4,0
162,4,173,414618818,0.6972908506641469,True,8,0
162,5,173,414618819,0.5895443242296895,True,10,0
162,6,173,414618820,0.5999154315814388,True,14,0
162,7,173,414618821,0.5957816097010133,True,6,0
162,8,173,414618822,0.5268168600782399,True,8,0
163,3,171,1683668285,0.48894018282803564,True,4,0
163,4,171,1683668286,0.8331711072058022,True,8,0
163,5,171,1683668287,0.5001795757963529,True,12,0
163,6,171,1683668288,0.5711681495842654,True,7,0
163,7,171,1683668289,0.44760664252530535,True,9,0
163,8,171,1683668290,0.46078839901693985,True,9,0
164,3,174,1359500238,0.4929119278893493,True,5,0
164,4,174,1359500239,0.8899198688160449,True,6,0
164,5,174,1359500240,0.7375821301710838,True,10,0
164,6,174,1359500241,0.5700354552842283,True,8,0
164,7,174,1359500242,0.5677995731977068,True,16,0
164,8,174,1359500243,0.6417679365667743,True,7,0
165,3,178,2026682983,0.5016240956790907,True,4,0
165,4,178,2026682984,0.7179603707454615,True,9,0
165,5,178,2026682985,0.5130782135187992,True,12,0
165,6,178,2026682986,0.6128451818920534,True,6,0
165,7,178,2026682987,0.38815863786745936,True,9,0
165,8,178,2026682988,0.47559604260079336,True,13,0
166,3,172,1661809381,0.9831795250811697,True,11,0
166,4,172,1661809382,0.8820900606418659,True,11,0
166,5,172,1661809383,0.5265073719431678,True,11,0
166,6,172,1661809384,0.6201228206222794,True,11,0
166,7,172,1661809385,0.6942089337763091,True,10,0
166,8,172,1661809386,0.5217537230523278,True,17,0
167,3,174,462129139,0.48874140356088824,True,4,0
167,4,174,462129140,0.8315445612335598,True,4,0
167,5,174,462129141,0.698460553078647,True,5,0
167,6,174,462129142,0.5182213256848603,True,6,0
167,7,174,462129143,0.5658257002372405,True,9,0
167,8,174,462129144,0.474516741560524,True,6,0
168,3,177,1062826371,0.991535408954452,True,9,0
168,4,177,1062826372,0.9066952375816375,True,9,0
168,5,177,1062826373,0.5198532504363975,True,11,0
168,6,177,1062826374,0.6095682013686904,True,9,0
168,7,177,1062826375,0.5981068662659387,True,9,0
168,8,177,1062826376,0.5042702387595126,True,16,0
169,3,163,877612755,0.9133036465489489,True,6,0
169,4,163,877612756,0.8851929684123457,True,8,0
169,5,163,877612757,0.4120401634654758,True,9,0
169,6,163,877612758,0.6552441628906682,True,5,0
169,7,163,877612759,0.6024411852140038,True,4,0
169,8,163,877612760,0.5257082200591964,True,6,0
170,3,178,1168333779,0.5016240956790907,True,5,0
170,4,178,1168333780,0.6436680531570492,True,5,0
170,5,178,1168333781,0.5479198319295059,True,7,0
170,6,178,1168333782,0.6559311950466057,True,10,0
170,7,178,1168333783,0.5365324511505811,True,10,0
170,8,178,1168333784,0.5521788694595781,True,12,0
171,3,176,372511067,0.89176893775768,True,12,0
171,4,176,372511068,0.5941589547851698,True,8,0
171,5,176,372511069,0.6033611599396946,True,7,0
171,6,176,372511070,0.5548227554651639,True,9,0
171,7,176,372511071,0.5235013233332595,True,9,0
171,8,176,372511072,0.5240971194196744,True,8,0
172,3,168,1661683635,0.8917215693960099,True,5,0
172,4,168,1661683636,0.7683377603202546,True,10,0
172,5,168,1661683637,0.6603439759966244,True,11,0
172,6,168,1661683638,0.45080203674528946,True,13,0
172,7,168,1661683639,0.4881740119323678,True,11,0
172,8,168,1661683640,0.4258615807131367,True,10,0
173,3,163,1436733645,0.9832212990825231,True,6,0
173,4,163,1436733646,0.7553259689557447,True,7,0
173,5,163,1436733647,0.49783364720110146,True,18,0
173,6,163,1436733648,0.5744937326275299,True,7,0
173,7,163,1436733649,0.5181661189824373,True,6,0
173,8,163,1436733650,0.5715839530296887,True,15,0
174,3,172,1011869235,0.48973511689138416,True,7,0
174,4,172,1011869236,0.8253344733313036,True,9,0
174,5,172,1011869237,0.677852075360191,True,13,0
174,6,172,1011869238,0.5960713907741457,True,8,0
174,7,172,1011869239,0.6855401473448498,True,8,0
174,8,172,1011869240,0.5261562966251732,True,13,0
175,3,181,1143978927,0.9278111343345554,True,6,0
175,4,181,1143978928,0.912293909075198,True,8,0
175,5,181,1143978929,0.5162465247990521,True,5,0
175,6,181,1143978930,0.6133098478572903,True,7,0
175,7,181,1143978931,0.5597984835414838,True,7,0
175,8,181,1143978932,0.6577182611290643,True,10,0
176,3,166,78836942,0.4998449257222898,True,7,0
176,4,166,78836943,0.8006586745876604,True,10,0
176,5,166,78836944,0.4995442687322995,True,10,0
176,6,166,78836945,0.6866540091726837,True,8,0
176,7,166,78836946,0.5160528673812388,True,7,0
176,8,166,78836947,0.5366349861142042,True,8,0
177,3,171,904599785,0.852372694241703,True,9,0
177,4,171,904599786,0.6436680531570492,True,9,0
177,5,171,904599787,0.5366529495883999,True,8,0
177,6,171,904599788,0.507805974461829,True,9,0
177,7,171,904599789,0.5294186331731644,True,10,0
177,8,171,904599790,0.4658315060810811,True,13,0
178,3,173,815750819,0.48894018282803564,True,7,0
178,4,173,815750820,0.517176148963234,True,11,0
178,5,173,815750821,0.5790513476105184,True,11,0
178,6,173,815750822,0.6109152217457506,True,7,0
178,7,173,815750823,0.4557557407287585,True,8,0
178,8,173,815750824,0.5198939482919004,True,6,0
179,3,176,542956668,0.8987029091260663,True,20,0
179,4,176,542956669,0.7369851171430196,True,6,0
179,5,176,542956670,0.4650512856558828,True,7,0
179,6,176,542956671,0.676754947470292,True,6,0
179,7,176,542956672,0.5655306291113086,True,7,0
179,8,176,542956673,0.5226901045459365,True,7,0
180,3,169,248667748,0.49529146913824573,True,4,0
180,4,169,248667749,0.5278359824472122,True,14,0
180,5,169,248667750,0.5341630665689318,True,7,0
180,6,169,248667751,0.530694479273289,True,9,0
180,7,169,248667752,0.6893998623836728,True,13,0
180,8,169,248667753,0.5925371709063418,True,11,0
181,3,172,1242920820,0.48761913176770544,True,8,0
181,4,172,1242920821,0.7393269996856966,True,9,0
181,5,172,1242920822,0.5607706097956168,True,12,0
181,6,172,1242920823,0.6388773499461013,True,15,0
181,7,172,1242920824,0.6422460266360611,True,8,0
181,8,172,1242920825,0.5144822468779267,True,12,0
182,3,166,692700701,0.9587737087835033,True,5,0
182,4,166,692700702,0.7803596074324817,True,9,0
182,5,166,692700703,0.5934666156887328,True,7,0
182,6,166,692700704,0.709603105243623,True,7,0
