cluster,n,share_%,median_total_activity,post_midnight_share,deep_night_share,direction_balance,weekend_ratio,zero_bin_share,km_to_centre,post00_wkdy,post00_sat,post00_sun
C0,1535,45.52194543297746,1851.70827,0.11373802588708544,0.06617803825255011,-0.0907245627503802,0.8040256003627855,0.0212993123416576,10.929818987294679,0.14569068624570847,0.09212351959228529,0.1984051909494162
C1,323,9.578884934756822,777.35135,0.16198533685625657,0.09353456896939945,-0.02348351279980239,0.8612514230989373,0.049750601995184024,9.619329163060668,0.15421066398887448,0.12187340577055077,0.20819627817390632
C2,502,14.887307236061684,423.11381,0.13405428335839406,0.0904014390510314,-0.17092886353417697,0.7785517589472793,0.09813523683045591,14.158614394778526,0.21955625060760306,0.121620796890632,0.29119810931973933
C3,1012,30.011862396204034,328.502705,0.0668551458551822,0.042167450646130124,-0.1910228241155603,0.7520181870470365,0.32035024154589375,14.647873458779692,0.12770149046246232,0.022903662912183213,0.17838553147715097
