NLC,tot_entry,tot_exit,total_activity,ASC,Station,Fare Zone,mode_label
742,14030.681545118421,39422.96433818623,53453.645883304656,742,Walthamstow Central,,"LO,LU"
743,1959.7640256713955,5537.50752486535,7497.271550536746,743,Wanstead,,LU
745,35320.10242782365,14599.169605895659,49919.27203371931,745,Warren Street,,LU
746,4908.696617133999,8117.6901485647,13026.386765698699,746,Warwick Avenue,,LU
7467,1183.694257057895,2402.123203268663,3585.817460326558,7467,Woodgrange Park,,LO
747,141466.4145885128,170092.31470263758,311558.72929115035,747,Waterloo LU,,LU
7473,235.54047072400007,979.2854342599999,1214.8259049839999,7473,Emerson Park,,LO
748,1159.3153321135999,4344.612152500002,5503.927484613601,748,Watford,,LU
749,2504.7569090503866,2049.2625064644576,4554.019415514844,749,Stratford High Street,,DLR
750,2268.2973978111145,3062.147922662527,5330.445320473642,750,Abbey Road,,DLR
751,6906.714141521948,13049.335189473999,19956.049330995946,751,Wembley Central,,"LO,LU"
752,25514.550000508287,46076.63378531693,71591.18378582521,752,Wembley Park,,LU
753,870.0469471988299,2942.672126184184,3812.719073383014,753,West Acton,,LU
754,5889.088989706005,8784.389760499453,14673.478750205457,754,Westbourne Park,,LU
755,9876.374540451963,10669.698506315026,20546.07304676699,755,West Brompton,,"LO,LU"
756,1050.4194972581886,4160.949216254003,5211.368713512191,756,West Finchley,,LU
757,5693.765180864077,14421.414191802563,20115.17937266664,757,West Ham,,"DLR,LU"
758,21022.605431055144,29484.365850318667,50506.971281373815,758,West Hampstead LU,,"LO,LU"
759,976.1055755849021,3779.9824510500007,4756.088026634903,759,West Harrow,,LU
760,6172.225404896399,10763.909639078403,16936.135043974802,760,West Kensington,,LU
761,42281.13814857905,16480.57027100801,58761.708419587056,761,Westminster,,LU
762,1256.225057699999,3921.8008921842543,5178.025949884253,762,West Ruislip,,LU
763,38759.25328268322,35777.216058536455,74536.46934121966,763,Whitechapel,,"EZL,LO,LU"
764,16943.290736537016,11206.10260381538,28149.393340352395,764,White City,,LU
765,6227.098727833901,18285.791156180374,24512.889884014276,765,Willesden Green,,LU
766,6503.429628335798,11261.493145301807,17764.922773637605,766,Willesden Junction,,"LO,LU"
767,20925.38110845778,51243.25973514366,72168.64084360145,767,Wimbledon,,"LU,TRM"
768,1997.9071780468214,5026.865282101053,7024.772460147874,768,Wimbledon Park,,LU
769,3480.179652937329,13477.845396889865,16958.025049827193,769,Woodford,,LU
770,11124.255778444256,25365.63148798399,36489.887266428246,770,Wood Green,,LU
771,3068.549971717467,8254.396205319003,11322.946177036469,771,Woodside Park,,LU
773,15578.78193565373,19921.777858630398,35500.55979428413,773,Hammersmith (H&C),,LU
774,3199.0167495672436,10894.49529365355,14093.512043220793,774,Edgware Road (Bak),,LU
775,5906.125685307519,8152.467646409326,14058.593331716846,775,Shepherd's Bush Market,,LU
776,11521.092957872997,14113.44765306361,25634.54061093661,776,Pimlico,,LU
777,39594.79181555274,51545.06893010624,91139.86074565898,777,Vauxhall LU,,LU
778,37832.371000914,71032.99421379139,108865.36521470538,778,Brixton LU,,LU
779,3371.1303871440005,10142.416252218007,13513.546639362008,779,Hatton Cross,,LU
780,35982.325562675745,21497.360781478517,57479.68634415427,780,Heathrow Terminals 123 LU,,"EZL,LU"
781,11387.904317744813,10449.032229300004,21836.936547044817,781,Heathrow Terminal 4 LU,,"EZL,LU"
783,26428.144533304996,12431.503557990998,38859.648091295996,783,Heathrow Terminal 5 LU,,"EZL,LU"
784,16902.720789834613,14051.054124354516,30953.77491418913,784,Southwark,,LU
787,12634.148269400797,19250.377115828,31884.525385228797,787,Bermondsey,,LU
788,15442.348537975318,29585.438767491323,45027.78730546664,788,Canada Water,,"LO,LU"
789,67020.79229772002,63763.320132370005,130784.11243009003,789,North Greenwich,,LU
831,5842.220887648704,11292.08282486345,17134.303712512155,831,Nine Elms,,LU
832,20620.084559603834,18547.561115038778,39167.64567464261,832,Battersea Power Station,,LU
850,2759.174799549217,3959.243971378418,6718.418770927635,850,All Saints,,DLR
851,6658.004818428859,5894.749694616135,12552.754513044994,851,Bow Church,,DLR
852,138174.26788946296,103815.6988157662,241989.96670522916,852,Canary Wharf LU,,"DLR,EZL,LU"
853,9259.534644188054,5615.758303742395,14875.292947930448,853,Langdon Park,,DLR
854,4589.763100655428,8055.080219239565,12644.843319894993,854,Crossharbour,,DLR
855,12283.555582401195,7681.696601299383,19965.252183700577,855,Heron Quays,,DLR
856,2975.244061999986,5100.741001611184,8075.9850636111705,856,Island Gardens,,DLR
857,2092.1499384294957,4462.682829912581,6554.832768342077,857,Mudchute,,DLR
858,3100.609559055416,2641.71046481686,5742.320023872277,858,Poplar,,DLR
859,8834.4988408449,7402.1494942778845,16236.648335122785,859,Pudding Mill Lane,,DLR
861,6502.535077012401,8365.66465813795,14868.199735150352,861,South Quay,,DLR
862,6328.000650617475,15876.680636724343,22204.681287341817,862,Limehouse DLR,,DLR
864,6320.540049235089,3417.4294317767362,9737.969481011825,864,Tower Gateway,,DLR
865,7340.621721347084,11315.336295992625,18655.958017339708,865,Westferry,,DLR
866,8494.867870570719,4722.916983773394,13217.784854344114,866,West India Quay,,DLR
867,3051.555793167823,6287.805720140656,9339.361513308479,867,Devons Road,,DLR
879,11254.90010803024,9276.097882792705,20530.997990822943,879,Cutty Sark,,DLR
882,2379.3736230132195,3288.3944050047585,5667.7680280179775,882,Blackwall,,DLR
883,5100.311453813726,7790.959505477675,12891.2709592914,883,East India,,DLR
884,16691.787978325956,41924.96406517065,58616.752043496606,884,Canning Town,,"DLR,LU"
886,5083.503508279687,5575.005033311125,10658.50854159081,886,Royal Victoria,,DLR
887,22001.266730052277,25658.616284027346,47659.88301407962,887,Custom House DLR,,"DLR,EZL"
888,2034.7726764178728,3260.234688346004,5295.0073647638765,888,Prince Regent,,DLR
889,2567.760495672459,2797.1544826125883,5364.914978285047,889,Star Lane,,DLR
890,1797.068854138539,3751.3826089018307,5548.45146304037,890,Royal Albert,,DLR
891,493.24589857933745,1114.4207370841673,1607.6666356635046,891,Beckton Park,,DLR
893,2379.580437419769,2251.7115457817326,4631.291983201501,893,Cyprus,,DLR
894,2708.5773353340765,5567.416151331718,8275.993486665793,894,Gallions Reach,,DLR
895,2464.4919786004702,4906.888398335883,7371.380376936353,895,Beckton,,DLR
897,5056.941771598476,7433.908921609831,12490.850693208307,897,Deptford Bridge,,DLR
898,1708.2494288086777,3385.543319642932,5093.792748451609,898,Elverson Road,,DLR
928,5544.602850706631,10195.730593734363,15740.333444440994,928,Greenwich,,DLR
940,9926.67197856993,15637.8948914551,25564.56687002503,940,Lewisham DLR,,DLR
9586,6048.32918072196,4357.244459539997,10405.573640261957,9586,Imperial Wharf,,LO
