K,silhouette,calinski_harabasz,davies_bouldin,min_cluster_size,max_cluster_size,BIC_refit,AIC_refit,log_likelihood_per_station,saved_vs_refit_ARI,converged,n_iter,BIC_original,silhouette_original,bootstrap_ARI_original_20,bootstrap_ARI_sd_original_20,bootstrap_ARI_mean_200,bootstrap_ARI_sd_200,bootstrap_ARI_q025_200,bootstrap_ARI_q975_200,bootstrap_convergence_rate,weakest_cluster_jaccard,weak_cluster_count,seed_ARI_mean,seed_ARI_min,seed_convergence_rate
5,0.11631722390200284,39.617114599601905,2.5580991852270216,15,206,-1499102.3735544372,-1513017.0107800765,1809.4107271191388,1.0,True,15,-1499102.3735544372,0.1163172239020029,0.4484276886600091,0.1321834628246185,0.45785574424805203,0.15697261604142845,0.19060302528953307,0.7782856402872408,1.0,0.3863083054455252,3,0.6353389509820985,0.47738696871321046,1.0
6,0.08741621243926792,34.448592895742564,2.8562188753179805,13,170,-1501451.3942591287,-1518149.7669808383,1817.1616273581408,1.0,True,26,-1501451.3942591287,0.0874162124392679,0.454981715583688,0.0929384913555197,0.4597026310266905,0.12579523899517112,0.23836369952989214,0.6652485029214145,1.0,0.21383493806248105,5,0.5982111695246837,0.32903338015378497,1.0
