unit,Station,mode_label,easting,northing,lon,lat,in_greater_london_extent
589,Greenford,LU,514763.0955,183928.051899999,-0.3465040750206399,51.54259127112355,True
590,Green Park,LU,529007.2306,180294.834799999,-0.1425418901108901,51.50686769929983,True
591,Gunnersbury,"LO,LU",519845.2545,178387.583799999,-0.2751361823945699,51.49174191093943,True
592,Hainault,LU,545079.8923,191498.1822,0.0935081961587912,51.6036401975141,True
593,Hammersmith (DIS),LU,523460.9489,178502.7234,-0.2230418838988803,51.49199951963806,True
594,Hampstead,LU,526372.6132,185761.4121,-0.1785230935437581,51.5565898798849,True
595,Hanger Lane,LU,518527.3157,182634.1785,-0.2926845249496959,51.53018552933825,True
596,Harlesden,"LO,LU",520874.9265,183414.186899999,-0.2585901442236528,51.5366984829526,True
597,Harrow & Wealdstone,"LO,LU",515443.4908,189445.8062,-0.3348864548890388,51.59204382510434,True
598,Harrow-on-the-Hill,LU,515346.2006,188038.3989,-0.3367522322346986,51.57941460314498,True
599,Wood Lane,LU,523373.9519,180519.177100001,-0.223589832503072,51.51014064093162,True
601,Hendon Central,LU,522985.7318,188635.9596,-0.2263467398232382,51.58317142482077,True
602,High Barnet,LU,525030.1427,196180.328199999,-0.1941662468819022,51.65052191222786,True
603,Highbury & Islington,"LO,LU",531583.269,184873.934800001,-0.1037367147978817,51.5474243924603,True
604,Highgate,LU,528534.7964,188180.791099999,-0.1464678822653945,51.57784395375154,True
605,High Street Kensington,LU,525578.3546,179494.316500001,-0.1922060959253196,51.50044509893274,True
606,Hillingdon,LU,507602.2269,185034.942299999,-0.4493839489109262,51.55394931648672,True
607,Holborn,LU,530512.0615,181525.070900001,-0.1204164211277831,51.5175781351181,True
608,Holland Park,LU,524626.2477,180217.3517,-0.2056604531683881,51.5071535735316,True
609,Holloway Road,LU,530907.4434,185449.7238,-0.1132635134211874,51.55275576448648,True
610,Hornchurch,LU,553944.498,186240.2941,0.219106840074,51.55404895710733,True
611,Hounslow Central,LU,513567.6962,175971.364700001,-0.3662939172379908,51.47131979963469,True
612,Hounslow East,LU,514254.5504,176202.929199999,-0.3563344605692854,51.47326292270873,True
613,Hounslow West,LU,512207.7403,176196.9816,-0.3857939831542604,51.47361867347103,True
614,Hyde Park Corner,LU,528213.2383,179816.724099999,-0.1541496692283758,51.5027515504957,True
615,Ickenham,LU,508092.3561,185937.6131,-0.4420401367813711,51.56196897211082,True
616,Kennington,LU,531598.8041,178299.556299999,-0.1059654128623501,51.48834003191997,True
617,Kensal Green,"LO,LU",523257.1398,182789.7245,-0.2244787816465951,51.53057177755812,True
618,Kensington (Olympia),"LO,LU",524341.6907,179162.423900001,-0.2101299631004321,51.49773548808454,True
619,Kentish Town,LU,529009.0105,185127.159,-0.1407479399821426,51.55029387744979,True
620,Kenton,"LO,LU",516727.9918,188314.4716,-0.3167281554174249,51.58161162102015,True
621,Kew Gardens,"LO,LU",519196.0695,176731.8028,-0.285040916474055,51.47699774458654,True
622,Kilburn,LU,524583.2751,184644.8518,-0.2047148916011985,51.546953022454446,True
623,Kilburn Park,LU,525357.7486,183328.0363,-0.1940203229099902,51.534947545387965,True
624,Kingsbury,LU,519358.6236,188712.7984,-0.2786447440288867,51.584641087244194,True
625,King's Cross St. Pancras,LU,530174.7976,182874.774700001,-0.1247761302179285,51.52978514307589,True
626,Knightsbridge,LU,527709.677,179635.9859,-0.1614661160661897,51.50124118729131,True
627,Ladbroke Grove,LU,524234.8749,181339.0615,-0.2109018577576743,51.51732053919889,True
628,Lambeth North,LU,531133.5815,179456.1932,-0.1122327661467621,51.498842228801465,True
629,Lancaster Gate,LU,526710.5082,180773.3476,-0.175445101856735,51.51168719578341,True
630,Latimer Road,LU,523762.9916,180897.8333,-0.2178539357732128,51.513458663999614,True
631,Leicester Square,LU,529980.4296,180824.482000001,-0.128332134429999,51.51140465728606,True
632,Leyton,LU,538367.4374,186075.853599999,-0.005487155382425,51.55660356521063,True
633,Leytonstone,LU,539279.2763,187404.735400001,0.0081832198740443,51.568320494028455,True
634,Liverpool Street LU,"EZL,LO,LU",533093.853,181566.9186,-0.0832133092355498,51.51735237101746,True
635,London Bridge LU,LU,532683.0478,180188.852299999,-0.0896485172357084,51.50506500549169,True
636,Loughton,LU,542318.8891,195612.3879,0.055338101699993,51.64131224348847,False
637,Maida Vale,LU,525940.2151,182761.773700001,-0.1858293287116454,51.529729085515065,True
638,Manor House,LU,532047.6613,187481.789999999,-0.0960648306959596,51.57075126410129,True
639,Mansion House,LU,532354.1684,180931.563200001,-0.094105792133622,51.51181640319618,True
640,Marble Arch,LU,527960.1312,181017.4747,-0.1573589906802929,51.51359976087709,True
641,Marylebone LU,LU,527458.7894,181957.287599999,-0.1642402663188004,51.52215890700219,True
642,Mile End,LU,536500.7831,182534.4935,-0.0337680632945871,51.52523491887216,True
643,Mill Hill East,LU,524045.7492,191450.480699999,-0.2100614199314407,51.608233232687525,True
645,Moorgate,LU,532667.8252,181668.244999999,-0.0893115351555198,51.51836305552553,True
646,Moor Park,LU,508606.4789,193502.849199999,-0.4322869639728746,51.62986629669337,False
647,Morden,LU,525669.7872,168602.371300001,-0.1947548535043926,51.40253820130652,True
648,Mornington Crescent,LU,529191.6489,183397.127499999,-0.1387497986411517,51.534704942339104,True
649,Neasden,LU,521342.3348,185397.9068,-0.2511708953836603,51.55442640049901,True
650,Newbury Park,LU,544920.2921,188384.718599999,0.089920829906462,51.57570573751538,True
653,North Acton,LU,520828.4021,181956.9398,-0.2597600781194744,51.5236117661968,True
654,North Ealing,LU,518828.0459,181227.755999999,-0.2888251159580139,51.51748228438488,True
655,Northfields,LU,517196.8059,179206.2903,-0.312994928337679,51.49965470504596,True
656,North Harrow,LU,513541.1687,188613.229499999,-0.3626047009909967,51.58494710527484,True
6562,Woolwich EL,EZL,543832.0,179022.0,0.07041,51.49186,True
657,Northolt,LU,513213.3316,184523.897600001,-0.3686504240723905,51.54825926059,True
659,North Wembley,"LO,LU",517667.5472,186197.873500001,-0.3038826458342014,51.562393713680144,True
660,Northwick Park,LU,516643.3006,187963.523499999,-0.3180663388463142,51.57847500401296,True
661,Northwood,LU,509229.7103,191418.7435,-0.4239354593141582,51.611014101617926,True
662,Northwood Hills,LU,510307.602,190238.042400001,-0.4087463545441836,51.60019223372048,True
663,Notting Hill Gate,LU,525284.9146,180456.3574,-0.1960899733626558,51.509156012573975,True
664,Oakwood,LU,529390.306,195935.214400001,-0.1312689387217082,51.64733362819432,True
665,Old Street,LU,532764.4507,182418.811100001,-0.0876372025918255,51.52508527631206,True
667,Osterley,LU,514520.2731,177096.8334,-0.3522207467968353,51.4812434687809,True
668,Oval,LU,531170.2991,177564.9022,-0.1124062491167189,51.48183745351276,True
669,Oxford Circus,LU,529046.6139,181236.3369,-0.1416304596960839,51.515319726422334,True
670,Paddington TfL,"EZL,LU",526659.2098,181314.446900001,-0.1759896922641174,51.51656148278404,True
671,Park Royal,LU,519141.6075,182236.241800001,-0.2839675301559994,51.52647996490144,True
672,Parsons Green,LU,524984.5495,176646.7489,-0.2017635248636348,51.47498535708651,True
673,Perivale,LU,516378.3501,183314.9891,-0.323425169229821,51.5367509216631,True
674,Piccadilly Circus,LU,529612.6446,180665.529899999,-0.1336873864316472,51.51006061519836,True
675,Pinner,LU,512236.1384,189460.7521,-0.3811619189424988,51.59282556787736,True
676,Plaistow,LU,540003.2462,183297.1438,0.0169887206450607,51.53123134107084,True
677,Preston Road,LU,518249.3308,187281.8291,-0.295129262413792,51.5720140756016,True
678,Putney Bridge,LU,524519.2741,175886.505999999,-0.2087270375114135,51.46825546825846,True
679,Queensbury,LU,518808.7824,189763.2019,-0.2862217775472735,51.59419745209295,True
680,Queen's Park,"LO,LU",524547.4749,183200.2402,-0.2057416029735368,51.53397821009533,True
681,Queensway,LU,525903.0798,180593.604,-0.1871382982400704,51.51025217607452,True
682,Ravenscourt Park,LU,522571.1867,178722.460000001,-0.2357753569718746,51.49416773582848,True
683,Rayners Lane,LU,512952.7879,187515.078199999,-0.3714462140203309,51.57519536192319,True
684,Redbridge,LU,541834.4862,188358.000499999,0.0454102741389324,51.576249813818855,True
685,Regent's Park,LU,528699.2958,182113.1305,-0.1463131245528823,51.52327838474291,True
686,Richmond,"LO,LU",518077.1529,175161.4717,-0.3016691259076597,51.463118722979786,True
6867,Hackney Downs,LO,534560.5,185063.5,-0.060755,51.548425,True
687,Rickmansworth,LU,505715.6061,194601.2017,-0.4737058106627786,51.64028836634988,False
6874,Chadwell Heath,EZL,547701.0,187615.0,0.1297,51.56807,True
6876,Forest Gate,EZL,540477.0,185355.0,0.024635,51.549605,True
6877,Gidea Park,EZL,552909.5,189300.0,0.2055199999999999,51.58182,True
6878,Goodmayes,EZL,546367.0,187311.0,0.11034,51.56568,True
6879,Harold Wood,EZL,554786.5,190630.0,0.233175,51.59326,True
688,Roding Valley,LU,541589.7031,192894.9639,0.0437096502446484,51.61707861416649,False
6881,Ilford,EZL,543506.0,186465.0,0.0687433333333333,51.558816666666665,True
6883,Manor Park,EZL,541975.0,185732.0,0.04638,51.55262,True
6886,Romford,"EZL,LO",551383.0,188474.5,0.1831499999999999,51.574815,True
6893,Seven Kings,EZL,545462.5,187083.0,0.097205,51.56387,True
690,Royal Oak,LU,525833.8943,181570.6391,-0.1877862733299185,51.51904813011949,True
691,Ruislip,LU,509473.5706,187004.4778,-0.4217906669062553,51.57129177940531,True
6913,Bush Hill Park,LO,533694.0,195397.5,-0.06931,51.641495000000006,True
6914,Chingford,LO,539213.0,194655.0,0.0101,51.63349,True
6919,Highams Park,LO,538553.6666666666,191823.0,-0.0005366666666666,51.6082,True
692,Ruislip Gardens,LU,510266.398,185851.599300001,-0.4107169346271762,51.56077549009729,True
6926,Clapton,LO,534768.0,186518.0,-0.05721,51.56145,True
693,Ruislip Manor,LU,510159.7912,187262.366699999,-0.411812431756392,51.5734761421505,True
6934,Stoke Newington,LO,533654.0,186919.0,-0.07311,51.56532,True
694,Russell Square,LU,530229.0927,182127.7234,-0.1242697810208252,51.52305918332612,True
6941,Edmonton Green,LO,534327.0,193570.0,-0.06087,51.62492,True
6947,Southbury,LO,534826.0,196248.0,-0.05263,51.64887,True
695,St. James's Park,LU,529646.6061,179498.074100001,-0.1336270216533475,51.49956127784573,True
6952,Turkey Street,LO,535140.0,198897.0,-0.04707,51.6726,True
6954,Wood Street,LO,538476.0,189400.0,-0.00261,51.58645,True
6956,White Hart Lane,LO,533683.0,191373.0,-0.071,51.60533,True
6958,Bruce Grove,LO,533788.5,190131.0,-0.06995,51.59415,True
6959,Enfield Town,LO,532916.5,196603.0,-0.08008,51.652515,True
696,St. John's Wood,LU,526735.2854,183390.8717,-0.1741475741935914,51.53520496988703,True
6962,Cambridge Heath,LO,534852.0,183286.0,-0.05723,51.53238,True
6966,London Fields,LO,534774.5,184246.0,-0.057985,51.541025000000005,True
6967,Rectory Road,LO,533989.0,186177.0,-0.06857,51.55857,True
6968,Stamford Hill,LO,533377.0,187927.0,-0.07673,51.57444,True
697,St. Paul's,LU,532108.3512,181274.1885,-0.097517753107933,51.51495287569836,True
6970,Maryland,EZL,539172.0,184948.0,0.00566,51.54627,True
6972,Silver Street,LO,533919.0,192426.0,-0.06719,51.61474,True
6973,St James Street,LO,536376.0,188743.0,-0.03316,51.58106,True
6977,Hackney Central,LO,534878.75,184936.25,-0.0562175,51.547205,True
6978,Hackney Wick,LO,537037.5,184567.0,-0.025245,51.543365,True
6979,Homerton,LO,535841.0,184936.0,-0.04235,51.54697,True
698,Seven Sisters,"LO,LU",533642.8986,188930.9134,-0.0725100279127818,51.58339794718637,True
700,Shepherd's Bush LU,"LO,LU",523719.5706,179883.5582,-0.2188348749838903,51.50435277171325,True
702,Sloane Square,LU,528090.7172,178654.7576,-0.1563353394945677,51.49233693461083,True
703,Snaresbrook,LU,540156.7713,188804.041300001,0.0213934263382834,51.58067707711797,True
704,South Ealing,LU,517574.6349,179353.532600001,-0.3075052577072797,51.50089966685759,True
705,Southfields,LU,524726.397,173312.818499999,-0.2066534771013345,51.44507985784133,True
706,Southgate,LU,529675.8503,194264.9911,-0.1277625393853033,51.63225854371172,True
707,South Harrow,LU,514320.5446,186361.227299999,-0.3520927569079474,51.564549549948175,True
708,South Kensington,LU,526917.564,178820.259,-0.1731650469113846,51.49408858708188,True
709,South Kenton,"LO,LU",517336.1598,187060.2129,-0.3083734923397721,51.570212909100526,True
710,South Ruislip,LU,511097.3834,185434.104699999,-0.3988661306887068,51.55686021118094,True
711,South Wimbledon,LU,525736.3947,169989.4476,-0.1933065202931911,51.41498929257676,True
712,South Woodford,LU,540535.7362,190062.669600001,0.0273625184698253,51.591892453017074,True
713,Stamford Brook,LU,521859.3453,178788.8474,-0.2460012251835393,51.4949181050598,True
714,Stanmore,LU,517562.6021,192572.9608,-0.3032624771028668,51.61971092780402,True
715,Stepney Green,LU,535621.3116,182135.557,-0.0465909032388702,51.52186169216427,True
716,Stockwell,LU,530460.3355,176432.887399999,-0.1230421883655021,51.47182845729258,True
717,Stonebridge Park,"LO,LU",519615.5138,184218.2261,-0.2764667949099679,51.54419264973252,True
718,Charing Cross LU,LU,530057.6992,180378.381899999,-0.1273836832203838,51.50737795073341,True
719,Stratford,"DLR,EZL,LO,LU",538530.0487,184394.6448,-0.0038044932283004,51.54145647497037,True
720,Sudbury Hill,LU,515411.8716,185542.0623,-0.3366239412564384,51.55696518658866,True
721,Sudbury Town,LU,516874.9001,184890.216,-0.3157464873310852,51.550805806993615,True
723,Swiss Cottage,LU,526663.6914,184334.9639,-0.1748398347754522,51.54370542648981,True
724,Temple,LU,530958.661,180802.829600001,-0.1142517165435635,51.51098440371512,True
725,Theydon Bois,LU,545541.5127,199100.828500001,0.1033276639997498,51.671832474283256,False
726,Tooting Bec,LU,528047.2745,172373.6505,-0.159233625335043,51.43589927439103,True
727,Tooting Broadway,LU,527433.7399,171443.250700001,-0.1683898368141734,51.42767600459317,True
728,Tottenham Court Road,"EZL,LU",529815.381,181382.496200001,-0.1305038755407188,51.51645724635473,True
729,Tottenham Hale LU,LU,534484.4517,189470.7161,-0.0601646506537094,51.588048703622064,True
730,Totteridge & Whetstone,LU,526120.3494,193989.2184,-0.1792054604098072,51.63058779485697,True
731,Tower Hill,LU,533579.4477,180755.3849,-0.0765262714194326,51.50994511580925,True
733,Tufnell Park,LU,529148.7021,185859.620100001,-0.1384656557230477,51.55684430975304,True
734,Turnham Green,LU,521265.8017,178779.0811,-0.2545503301237331,51.4949578319235,True
735,Turnpike Lane,LU,531512.729,189637.9518,-0.1029721135418456,51.59025232853629,True
736,Upminster,"LO,LU",556146.114,186868.406300001,0.2511155158113154,51.55908765486934,True
737,Upminster Bridge,LU,555088.411,186770.1083,0.2358266798019925,51.5584960541412,True
738,Upney,LU,545845.6808,184254.344900001,0.1015536636074823,51.53835457119145,True
739,Upton Park,LU,541254.2061,183793.485200001,0.0352101576549693,51.53538004104193,True
740,Uxbridge,LU,505661.0034,184161.1754,-0.4776347848292753,51.54646222722115,True
7401,Harringay Green Lanes,LO,531840.0,188183.0,-0.098795,51.5771,True
7402,Leyton Midland Road,LO,538144.5,187535.5,-0.008125,51.569775,True
7403,Leytonstone High Road,LO,539321.0,186851.0,0.00857,51.56333,True
7404,South Tottenham,LO,533637.0,188602.0,-0.07272,51.58044,True
7406,Crouch Hill,LO,530586.0,187489.0,-0.11714,51.57116,True
7407,Walthamstow Queen's Road,LO,537002.0,188807.0,-0.02411,51.58148,True
7408,Wanstead Park,LO,540511.0,185612.0,0.02523,51.55191,True
741,Victoria LU,LU,528998.7715,179129.9345,-0.1430892898009483,51.49640097859263,True
742,Walthamstow Central,"LO,LU",537176.4746,188994.332599999,-0.0215170203946605,51.58311960662003,True
743,Wanstead,LU,540673.1526,188253.507300001,0.0286206777652704,51.57560161289604,True
745,Warren Street,LU,529248.7448,182266.0339,-0.1383417771400554,51.52452712399776,True
