K,cluster,n,silhouette_mean,silhouette_sd,silhouette_median,silhouette_q025,silhouette_q975,silhouette_min,silhouette_max,negative_share
6,0,86,0.020828219716573847,0.08012360345001698,0.022409216399966,-0.12020205043841284,0.15485380213723682,-0.13544871215055906,0.16358567846566774,0.4883720930232558
6,1,33,0.06201008816958601,0.07130115184231313,0.06039842624018849,-0.08346103954168442,0.17500202965561423,-0.08516093019072545,0.19782501954931364,0.15151515151515152
6,2,78,-0.022456981849600172,0.07357464620395948,-0.029692662787563762,-0.13008869866849596,0.11829778208158903,-0.1536128420169354,0.16847097664355193,0.6666666666666666
6,3,170,0.2142290539675846,0.08508802325498828,0.20577872043287862,0.07330693568135686,0.373134876423126,-0.01803066265052711,0.39175923214863306,0.0058823529411764705
6,4,13,-0.27215516219416874,0.0970051321633253,-0.2854986951573856,-0.41391027281258963,-0.09632515795399106,-0.43338787735414586,-0.07212864784129738,1.0
6,5,40,0.043699298439361586,0.11697990448351936,0.021362488628316537,-0.13584233588615516,0.22091415562622757,-0.1415995346346902,0.23605992341259566,0.45
7,0,29,0.18284093330510687,0.14484751481214833,0.19159371004430292,-0.09653982728050917,0.36808145026990413,-0.09718202879583396,0.3788448505444525,0.13793103448275862
7,1,180,0.21415957967032986,0.09467961139329864,0.22922347297321907,0.01937663615953494,0.3685341565548724,-0.0710264153688351,0.41967128520769625,0.011111111111111112
7,2,74,0.13042056568261184,0.08211789007321273,0.12031659824116694,-0.015513190355435377,0.28015722722910674,-0.030867975935698146,0.29879388675338003,0.05405405405405406
7,3,42,-0.05184360289097072,0.08120132561563462,-0.06146402660644543,-0.17882594130933532,0.09234861154233165,-0.18133899017389932,0.14564713028540813,0.7142857142857143
7,4,17,-0.1334140182327259,0.12007227248661552,-0.1146723938066418,-0.33367572373698456,0.03742446439045749,-0.35032744029501073,0.04267332970493812,0.8235294117647058
7,5,27,0.0012018130465273765,0.06308324407805291,0.006164267082856976,-0.08326598079172669,0.12557019295543378,-0.08833115145253502,0.14006901433008606,0.48148148148148145
7,6,51,-0.031158052781387967,0.05823235518452367,-0.025899697012233804,-0.13313657973653775,0.09742951454578841,-0.1445643741186368,0.10958693238057358,0.7254901960784313
