K,replicates,ARI_mean,ARI_sd,ARI_median,ARI_q025,ARI_q975,ARI_min,ARI_max,convergence_rate,total_convergence_warnings
5,200,0.45785574424805203,0.15697261604142845,0.43507247025436835,0.19060302528953307,0.7782856402872408,0.15462547079710984,0.8627156784936676,1.0,0
6,200,0.4597026310266905,0.12579523899517112,0.46629358188237596,0.23836369952989214,0.6652485029214145,0.20323839922922354,0.8527536590606916,1.0,0
