K,cluster,n,share,mean_silhouette,relative_compactness_vs_sample,mean_log_total_activity,mean_post_midnight_share,mean_zero_bin_share
3,0,357,0.14320096269554752,-0.06316412568076192,1.123922101135049,7.377532193341169,0.16335775421409213,0.03415810768751944
3,1,782,0.313678299237866,0.05154879344916583,0.986100933066737,6.764528673134965,0.129616538284777,0.09365231599886328
3,2,1354,0.5431207380665865,0.17092085598940027,0.8282413523376996,7.575352141578845,0.09466771681226449,0.06898284917118004
4,0,592,0.23746490172482954,-0.06624652060169232,1.045012843578903,6.657862560003793,0.13612525283053312,0.04021208708708705
4,1,689,0.27637384677095866,-0.08780922762736144,1.0578675732657987,6.722279896222847,0.07395659461550964,0.19851636832768907
4,2,195,0.07821901323706378,-0.10362389423117666,1.1875614245836976,7.558335349196558,0.18375289069648312,0.04173789173789172
4,3,1017,0.40794223826714804,0.2111867072632984,0.7280597929702389,7.99772501278169,0.11847087778304494,0.009942095487818188
