lsoa21cd,cluster,total_activity,log_total_activity,direction_balance,post_midnight_share,deep_night_share,post_midnight_persistence,weekend_ratio,lnc_grp,imd_score,imd_decile,income_score,employment_score,population_2022,n_source_lsoa11,imd_decile_int,cluster_type,cluster_display
E01000070,1,2044.36725,7.623332636705641,-0.0946738067732204,0.1536786113160441,0.0942158753521413,0.2542269206600666,0.810849907422788,4,22.241,4,0.237,0.113,2066,1,4,High activity / full-night,C1: High activity / full-night
E01000071,0,172.35817,5.15535980110409,-0.1155902850442193,0.0751697468126982,0.0574084767783273,0.1123870728998987,0.9357000144771008,5,21.718,4,0.276,0.1,2618,1,4,Low activity / early-stop,C0: Low activity / early-stop
E01000072,0,588.9061399999999,6.379963439498682,-0.2401884279895604,0.0847067242328293,0.0731441516300033,0.128346329163167,0.7268789479142505,5,36.794,2,0.457,0.198,2139,1,2,Low activity / early-stop,C0: Low activity / early-stop
E01000073,0,178.48488,5.190090970397166,-0.0094392309309337,0.1409260549128867,0.105794171472676,0.2181527763358959,0.7219414371412939,5,30.53,3,0.415,0.187,1863,1,3,Low activity / early-stop,C0: Low activity / early-stop
E01000074,0,248.53352,5.51959325486499,-0.0985411545291757,0.0944212273660309,0.0676780339328071,0.1414929717603619,0.6376794670463974,6,29.284,3,0.39,0.154,1749,1,3,Low activity / early-stop,C0: Low activity / early-stop
E01000075,2,2451.90586,7.805028666025112,0.0376730695525153,0.0904555732005143,0.0673804336027811,0.1387878406388785,0.7674974663034853,5,26.014,4,0.305,0.15,2056,1,4,Partial-night transition,C2: Partial-night transition
E01000077,0,248.14658,5.518041397962522,-0.1952245322099542,0.1164918331737636,0.1027208192835057,0.1819519030202503,0.6953920385937506,6,33.764,2,0.406,0.19,1757,1,2,Low activity / early-stop,C0: Low activity / early-stop
E01000078,0,944.23233,6.851430749128981,-0.1282194499737156,0.0628432517238633,0.0470557071478372,0.0906898291453732,0.7510705747384666,4,32.5,3,0.403,0.179,1938,1,3,Low activity / early-stop,C0: Low activity / early-stop
E01000079,0,190.02383,5.2523981846621055,-0.1609323946370306,0.0556800691786919,0.0398954173273952,0.0774181416277248,0.5872573059677906,5,27.809,3,0.369,0.172,1767,1,3,Low activity / early-stop,C0: Low activity / early-stop
E01000080,0,150.17558,5.018441942765113,-0.1146869550961613,0.080648598127605,0.0712733721421285,0.115925767002173,0.6494241841435108,5,27.365,3,0.345,0.162,1756,1,3,Low activity / early-stop,C0: Low activity / early-stop
