cluster_a,cluster_b,median_a,median_b,mean_rank_difference_a_minus_b,z,p_value,p_fdr_bh,reject_fdr_0_05
0,1,18.5935,26.302,-563.2480210747624,-11.208246493525815,3.714797331168948e-29,1.1144391993506843e-28,True
0,2,18.5935,20.711,-105.92846303283682,-1.8590976058843358,0.06301330457896859,0.09451995686845288,False
0,3,18.5935,19.9495,-68.40423261246042,-1.3479272980377695,0.17768176711991368,0.2132181205438964,False
1,2,26.302,20.711,457.3195580419256,9.356826603523135,8.216747768187592e-21,1.6433495536375185e-20,True
1,3,26.302,19.9495,494.843788462302,11.940064169582257,7.316672557005968e-33,4.390003534203581e-32,True
2,3,20.711,19.9495,37.5242304203764,0.7598456799157115,0.4473468343140863,0.4473468343140863,False
