unit,cluster,max_posterior,normalized_entropy
E01000001,1,0.9999999987555839,1.2179441449880398e-08
E01000002,0,1.0,3.9718615582375583e-98
E01000005,1,0.9999999417778457,4.682599085077967e-07
E01000007,3,0.9999999111638016,6.968894033689539e-07
E01000008,6,0.999998012616103,1.2779367538284784e-05
E01000009,1,1.0,1.5635257264949112e-13
E01000011,3,1.0,1.4488991377548528e-15
E01000013,1,0.9999999999997726,3.047624219221945e-12
E01000017,6,0.9999989085002016,7.316321747891268e-06
E01000019,6,0.9999965259414785,2.1539282134861987e-05
E01000020,3,0.9999998118990056,1.4113659870693632e-06
E01000021,6,0.9998855185600857,0.0005249386165041437
E01000024,5,0.9994829619867855,0.0020159692044718273
E01000027,6,0.9999967508853079,2.0288616014352056e-05
E01000029,2,0.9342212875245577,0.11040305352620619
E01000030,6,0.999999661775178,2.44837354562107e-06
E01000031,6,0.9999999802872142,1.7143977657752952e-07
E01000032,1,0.999891636030542,0.0005329108731498686
E01000034,6,0.9999958431985185,2.5333813945682467e-05
E01000035,6,0.9447769905093304,0.09864263888037801
E01000036,1,0.9999999999997158,3.5671934293439105e-12
E01000038,6,0.9599560859208303,0.07650001124107315
E01000040,6,0.9999967198405466,2.039830555108342e-05
E01000041,6,0.9999769965985809,0.00012227992474579644
E01000042,6,0.5901945617928432,0.3086201429026139
E01000043,3,0.9997089138020077,0.0012110897158733181
E01000045,6,0.9999904083546336,5.903401682318209e-05
E01000049,3,0.9999999999998295,2.262682663597645e-12
E01000050,1,0.526122947060823,0.32816604206024313
E01000052,2,0.9906296004384144,0.024177969640351307
E01000057,6,0.9995806581066863,0.0016750737633563207
E01000058,6,0.9997373228905672,0.0011051715697229483
E01000060,1,0.9386531727783884,0.1049768848802977
E01000061,2,0.9816108100310608,0.04294282509624482
E01000062,6,0.9999367253656272,0.00030721187134383416
E01000063,2,1.0,2.782446677592693e-17
E01000064,6,0.9999975110260091,1.5901633699823206e-05
E01000065,6,0.9999254300159756,0.0003572316892589248
E01000067,5,0.9996356535592866,0.0015528916775030103
E01000068,4,1.0,2.9474986861543796e-13
E01000070,5,0.9999916853490792,4.8112886375900855e-05
E01000071,3,0.9991549110784317,0.0031060270643637087
E01000072,6,0.9999243526248963,0.0003613146046026331
E01000073,3,0.9907160947151132,0.023977731473172472
E01000074,6,0.9920723096332725,0.021047252773525853
E01000075,1,0.9999999999998863,1.473342415467738e-12
E01000077,6,0.9999962348216342,2.3332023806673995e-05
E01000078,6,0.935777670941018,0.10859819077630276
E01000079,8,0.998480888044791,0.005211655936328619
E01000080,3,0.9999998648776887,1.039959481968103e-06
E01000082,5,0.9999995252479711,3.3621358665639417e-06
E01000083,5,0.9973239675527077,0.008437059145684765
E01000084,4,0.9999999999383249,6.886567236131266e-10
E01000085,6,0.9562680920691365,0.08175230543163017
E01000086,6,0.9999999669937557,2.75122591428117e-07
E01000087,1,0.9999898843988757,5.980245670752408e-05
E01000088,2,0.9999999610267886,3.203457609872973e-07
E01000090,2,0.9949401420018651,0.014470780416100582
E01000091,5,0.979090057599479,0.04622181553413999
E01000093,5,0.9855360730589765,0.034431492857976614
E01000094,5,0.9999993688527129,4.565511003141921e-06
E01000095,1,0.9999999997299938,2.83029279499466e-09
E01000096,6,0.9926041644401148,0.019869881022273876
E01000097,6,0.9999997970919231,1.51550398571303e-06
E01000098,6,0.999999774388837,1.6858417215454692e-06
E01000099,5,0.9999193504798939,0.0003826969853812475
E01000101,5,0.9996826487329749,0.0013080243332271582
E01000103,3,1.0,2.1548308995849177e-21
E01000104,6,0.9999942285491554,3.57658094981424e-05
E01000105,1,0.9598570317046045,0.08934624860137838
E01000106,6,0.9997222911165906,0.0011613852942087388
E01000108,3,0.9999999999907345,1.1127990198034469e-10
E01000110,2,0.9999669579181957,0.00017020137650929857
E01000111,6,0.9999992420529823,5.296390574217954e-06
E01000112,1,0.7510831074901861,0.25538776384069406
E01000113,1,1.0,9.829494020247948e-14
E01000114,2,0.999950438880296,0.00024615440796747756
E01000117,3,0.9999999999964757,4.420304667884211e-11
E01000118,6,0.999957589204528,0.00021593455457640654
E01000120,6,0.9903713545176015,0.024709396593086318
E01000121,3,0.9999999986279136,1.3368268191843535e-08
E01000123,6,0.9955462003578192,0.012996757480302146
E01000124,6,0.9972618313622499,0.008597663412254972
E01000126,5,0.9999411723338075,0.00029702085925005853
E01000127,2,0.9999966155839248,2.1074055628978795e-05
E01000128,3,0.5561273306346255,0.31259131801576034
E01000129,1,0.9999999912282078,7.805658623142907e-08
E01000130,5,0.9999426372665143,0.0002881542835645202
E01000131,4,0.9999999980828989,1.8483715472668314e-08
E01000133,6,0.9999999184045156,6.743130503293429e-07
E01000134,6,0.9980105571184695,0.00653625145980509
E01000135,4,0.9999999900929879,8.829348859591533e-08
E01000136,4,0.999995764681204,2.6645351046812943e-05
E01000138,2,0.9997884066108411,0.0009193416951668825
E01000139,1,0.9979819389916778,0.006755891506448344
E01000140,1,0.9998150679479225,0.0008085186466537167
E01000141,1,0.9915616166231617,0.02217881747510161
E01000143,6,0.9999998435805091,1.2527025781118178e-06
E01000144,1,0.9999883449077561,6.79634340072639e-05
E01000146,1,0.9999990985592233,6.120831085978107e-06
E01000150,5,0.9999999899681598,8.86544117548026e-08
E01000151,5,0.9999966881196929,2.0638558611499093e-05
E01000152,3,1.0,3.024308373233324e-16
E01000154,1,0.9967479405097937,0.010761305256579935
E01000156,1,0.9992629314959178,0.0027695233413873484
E01000159,3,1.0,1.5685888689931465e-14
E01000160,6,0.9959881964661469,0.011926808841421024
E01000161,1,0.999133939262541,0.0033183424647941304
E01000162,1,0.9999995823626782,3.1993955068021595e-06
E01000164,1,0.9999886645720856,6.725978749831516e-05
E01000167,3,1.0,6.0479423186923556e-24
E01000170,6,0.9981707897252853,0.006654925001399227
E01000171,1,0.9974796299560489,0.00801458119845065
E01000172,3,0.9999978047370286,1.4016682828312889e-05
E01000173,3,0.9997349942055281,0.0011139196728398107
E01000174,6,0.9968591917837876,0.009723129343393191
E01000175,3,0.9999999999996021,5.602329982074138e-12
E01000176,6,0.9999999999789111,2.4577076984213055e-10
E01000178,5,0.9999669147921217,0.00018050427672493255
E01000180,7,1.0,1.1200302831918656e-42
E01000181,4,0.9509276452614692,0.09847475989383545
E01000182,1,0.9967833593042973,0.009863889598837008
E01000183,2,0.9996014700925187,0.0016326192805556918
E01000184,6,0.9999383826646216,0.00030001708284419713
E01000185,6,0.9999980021959861,1.290362393471601e-05
E01000186,4,0.9999981052129999,1.2370454844150159e-05
E01000187,3,0.9999999999998295,2.355540117015197e-12
E01000188,6,0.9090729657441038,0.13866466578070133
E01000189,3,1.0,1.0262222622245732e-20
E01000191,4,0.9999926097172768,4.3749279447998335e-05
E01000192,8,0.9937163421454276,0.01739177561124671
E01000193,1,0.9999999947157221,4.832629686816974e-08
E01000194,1,0.9992454332161941,0.0028382100910749834
E01000196,1,0.9999831199019904,9.214442286275775e-05
E01000197,4,0.9996225673134304,0.0015257188592571569
E01000198,6,0.8411021459178741,0.19927624835482668
E01000199,3,1.0,2.8240860271301178e-14
E01000200,8,0.926430074938321,0.1291976774165259
E01000201,6,0.9996735607844722,0.0014049772000015726
E01000202,2,0.9993959817307677,0.0023143452441140495
E01000203,1,0.9994541303573384,0.002117981271897334
E01000205,4,0.999999872263012,1.0212359874132588e-06
E01000206,8,1.0,3.533264378581742e-16
E01000207,3,1.0,1.139258379022087e-15
E01000208,1,0.9999999998079829,2.043060884464381e-09
E01000209,3,1.0,3.9339722300426323e-13
E01000210,6,0.9999974186380093,1.7342411660171166e-05
E01000211,1,0.9999497171548043,0.00026474937415564337
E01000213,3,1.0,1.3344804407684782e-29
E01000214,1,0.9999999352289158,5.174205765912266e-07
E01000215,1,0.9979936892715822,0.00668630898344565
E01000218,1,0.9999967497294576,2.123241080146141e-05
E01000219,4,0.953891079855508,0.08952960759657462
