unit,cluster,max_posterior,normalized_entropy
E01000001,3,0.9999999983740508,1.6607727177230492e-08
E01000002,2,1.0,2.5927016444580067e-123
E01000005,3,1.0,3.3751882416549194e-14
E01000007,4,1.0,1.5283217483637897e-13
E01000008,4,0.9999999657796371,2.993513257723793e-07
E01000009,3,1.0,4.3358765631520906e-14
E01000011,7,1.0,9.694008453258471e-22
E01000013,1,0.9852968172360785,0.036871855685751895
E01000017,0,0.9999999816712377,1.6894972846139894e-07
E01000019,4,0.9999998430964306,1.2576596518773655e-06
E01000020,4,0.9999999999920988,1.0104905093096588e-10
E01000021,4,0.9999491467394787,0.00026624722596445104
E01000024,0,0.9470321528688436,0.09970956591392124
E01000027,0,0.9999960620780487,2.5465774114552277e-05
E01000029,0,0.9988755008202422,0.004212518334747321
E01000030,0,0.9978941280230051,0.007433625780850452
E01000031,0,0.9999918753951321,4.9700992270709116e-05
E01000032,0,0.9278109950625061,0.12468186633757936
E01000034,4,0.9999693785978823,0.00016778256185054745
E01000035,3,0.9932967521164985,0.02093157979932281
E01000036,1,0.9999999999903366,1.2244224873884767e-10
E01000038,4,0.9999988575129624,8.068176680556207e-06
E01000040,4,0.9941865253831099,0.01717858990135752
E01000041,4,0.9996439630935199,0.001530822691645703
E01000042,4,0.9999995514868243,3.369494876732905e-06
E01000043,4,0.9999999999919851,1.0246901445747351e-10
E01000045,4,0.953548538766676,0.09037701157542491
E01000049,4,0.9999999999999432,8.415148739223667e-13
E01000050,3,0.9890502387958339,0.02901266188197656
E01000052,0,0.999999939936119,5.092446864551765e-07
E01000057,4,0.9999752830598175,0.00013798128742540928
E01000058,4,0.9999974398746561,1.7082943861612176e-05
E01000060,3,0.99999993328453,5.621921171820606e-07
E01000061,3,0.9999581394143832,0.00022731717326775677
E01000062,4,0.9999999999956799,5.622247262838486e-11
E01000063,5,1.0,7.394277820963292e-21
E01000064,4,0.9997689616696692,0.0010413753005266695
E01000065,0,0.9885106940271092,0.030171016947329567
E01000067,0,0.9999815894568346,0.00011029428292375441
E01000068,5,0.9999999864913889,1.2420833902741182e-07
E01000070,3,0.9999996658227123,2.5845257100765886e-06
E01000071,4,0.9999998842765829,9.445183298630633e-07
E01000072,4,0.9999802384910521,0.00011244096762471228
E01000073,4,0.9999999903535013,9.18633602724791e-08
E01000074,4,0.999999961312711,3.3943251765150205e-07
E01000075,3,0.999999998922533,1.127517135384883e-08
E01000077,4,0.9999588462199408,0.00021964161484443905
E01000078,4,0.9796453872046432,0.054497967600253196
E01000079,4,0.9999999999997726,3.546796130254981e-12
E01000080,4,0.9999999999911893,1.1198154146633283e-10
E01000082,3,0.9962609004892582,0.012241040976563188
E01000083,3,0.9999478245578776,0.00027251115121025826
E01000084,7,0.9999999999999432,9.821651668515428e-13
E01000085,4,0.9999999967769782,3.248583341007751e-08
E01000086,0,0.9999987232030969,8.949932160497754e-06
E01000087,3,0.9999997749475509,1.7650592237124562e-06
E01000088,0,0.9999989288688819,7.596150522651621e-06
E01000090,0,0.9999999997901909,2.3619665791027637e-09
E01000091,0,0.9998681649487232,0.0006749318769376174
E01000093,0,0.9999911702585556,5.3670125987160225e-05
E01000094,6,0.9999953144653723,3.0364306976059348e-05
E01000095,3,0.9999952571815165,3.0254566674000823e-05
E01000096,4,0.999999998112628,1.9140177737371097e-08
E01000097,0,0.9999998375304945,1.3010251353587406e-06
E01000098,0,0.9999979937263905,1.3949721232388553e-05
E01000099,0,0.9978686523033903,0.007360179939564704
E01000101,3,0.9988027151790217,0.004494906221906819
E01000103,4,1.0,2.9998429137740305e-19
E01000104,4,0.9134942653373959,0.14160864546169333
E01000105,4,0.9999993181255655,5.134076349237872e-06
E01000106,4,0.9999983756726014,1.1194648319952182e-05
E01000108,4,0.9999999924651775,7.139608505581527e-08
E01000110,5,0.997761250201285,0.008327108933442054
E01000111,4,0.9905988389526147,0.025598859932735786
E01000112,3,0.9998765209109491,0.0005937917072065359
E01000113,1,0.9998649703366989,0.000643510090717416
E01000114,3,0.9545733395112044,0.08888088969145608
E01000117,4,0.9999999999292299,8.293514636449029e-10
E01000118,4,0.891981245272454,0.1648744426639864
E01000120,4,0.9999881298824321,7.05125058472062e-05
E01000121,4,0.9999999971708462,2.8140404058292155e-08
E01000123,4,0.99999358013949,4.003938166975685e-05
E01000124,4,0.9999997597239774,1.8851132167706404e-06
E01000126,0,0.9999192625016237,0.00041666105463078457
E01000127,6,0.9999999328034073,5.660780900008204e-07
E01000128,4,0.9999777433231597,0.00012536662992087915
E01000129,3,0.9999999996032329,4.32157486923551e-09
E01000130,0,0.9999210512679653,0.0004054351775107435
E01000131,0,0.9999913533761535,5.355894255957181e-05
E01000133,0,0.9989730788118986,0.0038922064563904255
E01000134,4,0.9999990293836326,7.075006223407055e-06
E01000135,0,0.9999999927516683,7.308564314000446e-08
E01000136,0,0.9999518172890267,0.0002651432474205225
E01000138,0,0.9999989815545475,7.3139247773492494e-06
E01000139,3,0.9996975462165575,0.0013240897608483694
E01000140,3,0.9999480923553418,0.00027124082326526505
E01000141,3,0.9999908462558005,5.547139940041423e-05
E01000143,4,0.786329355288507,0.24953983703650484
E01000144,0,0.9866888005353184,0.034044762605817194
E01000146,3,0.9999999983603516,1.673909182591843e-08
E01000150,6,0.9974623427966094,0.0085122755203193
E01000151,0,0.9947284426920743,0.015826446765639268
E01000152,4,0.9999999996720703,3.6018391470488605e-09
E01000154,0,0.9567200184313268,0.0857114126775209
E01000156,3,0.9908485645406023,0.025037903255057916
E01000159,4,0.9999999999890861,1.3769412763860052e-10
E01000160,4,0.999930818357991,0.0003542397070326194
E01000161,3,0.998913729198128,0.004087388407804559
E01000162,3,0.9998230739875534,0.00082021798322584
E01000164,3,0.9999564764356664,0.00023111749599186865
E01000167,7,0.9993523237338916,0.0025981894477748258
E01000170,4,0.9999855467514459,8.452242406749123e-05
E01000171,3,0.9995800541318712,0.0018499143425969996
E01000172,4,0.9999999999960778,5.120739213143309e-11
E01000173,4,0.999999997712564,2.2997549036432012e-08
E01000174,4,0.9618442638919629,0.0823683729853436
E01000175,4,0.9999999957286718,4.1638628600985533e-08
E01000176,0,0.9985978056505606,0.005103885385569685
E01000178,0,0.9999927330748908,4.527474095389988e-05
E01000180,1,1.0,3.0919381768142606e-28
E01000181,0,0.9999955470899188,3.0102667766429253e-05
