lsoa,tot_boardings,tot_alightings,min_direction_activity,total_activity,log_total_activity,direction_balance,post_midnight_share,deep_night_share,post_midnight_persistence,weekend_ratio,passes_both_directions_36,retained_for_fit,exclusion_reason
E01000187,1.5418999999999996,95.69839,1.5418999999999996,97.24029,4.587416416348873,-0.9682868078653406,0.01229120151739572,0.0,0.017447711608246316,0.4508083313402661,False,False,at_least_one_direction_below_36
E01000189,75.9038,24.644569999999998,24.644569999999998,100.54836999999999,4.6205352366912695,0.5097967276843971,0.026104252112689644,0.0,0.039113255640503886,0.8232308623235916,False,False,at_least_one_direction_below_36
E01000195,102.05684,0.0,0.0,102.05684,4.635280680679561,1.0,0.004789095958683416,0.0,0.0058991759427173066,0.8618800558326728,False,False,at_least_one_direction_below_36
E01000199,32.43853,43.51864,32.43853,75.95717,4.343249033332059,-0.14587312823792667,0.010537254086743884,0.0,0.012468850462904399,0.6780926471933952,False,False,at_least_one_direction_below_36
E01000204,14.26606,20.76881,14.26606,35.03487,3.5844870807661784,-0.18560793860516678,0.01036453110857839,0.0,0.013981953453556356,0.6609746059266092,False,False,at_least_one_direction_below_36
E01000207,29.13371,39.24005,29.13371,68.37376,4.239508698032985,-0.14781021257277638,0.010536790722054774,0.0,0.014059187375691208,0.6165119061926833,False,False,at_least_one_direction_below_36
E01000209,22.966169999999998,41.92800999999999,22.966169999999998,64.89417999999999,4.188050121978664,-0.292196310978889,0.013037378698675281,0.0,0.016708900558095634,0.44972003430421287,False,False,at_least_one_direction_below_36
E01000212,20.44153,15.315639999999998,15.315639999999998,35.757169999999995,3.604333308669734,0.14335278770663346,0.01199339880644915,0.0,0.013197938924179458,0.43487538975833023,False,False,at_least_one_direction_below_36
E01000230,68.94246,15.87135,15.87135,84.81381,4.4521799492528915,0.6257366577447705,0.0006428198426647736,0.0,0.0008297687925052945,0.8462483880983084,False,False,at_least_one_direction_below_36
E01000238,31.116979999999998,55.96273,31.116979999999998,87.07970999999999,4.478242199947606,-0.28532191942302065,0.016630624975668837,0.005450178922277071,0.021660823149869186,0.6726725711672413,False,False,at_least_one_direction_below_36
E01000247,22.65695,58.55674,22.65695,81.21369,4.409321833207219,-0.44204111400430146,0.02828008430598339,0.0,0.038009076581984894,0.784569417533315,False,False,at_least_one_direction_below_36
E01000267,31.08666,37.504329999999996,31.08666,68.59098999999999,4.24263510493749,-0.0935643296590412,0.04702512676956551,0.0,0.06876794618468483,0.78095308705425,False,False,at_least_one_direction_below_36
E01000270,30.4168,77.54198,30.4168,107.95877999999999,4.690969645569061,-0.4365108609045045,0.05992305581815579,0.0,0.09673796730669963,0.7870447397352968,False,False,at_least_one_direction_below_36
E01000272,9.37276,9.20222,9.20222,18.57498,2.974252220164978,0.009181167355227247,0.0,0.0,0.0,0.32152445027460835,False,False,at_least_one_direction_below_36
E01000275,13.9342,16.180009999999996,13.9342,30.114209999999996,3.4376646280154253,-0.0745764208989708,0.01932974499414063,0.0,0.025703807881588492,0.7706256882824268,False,False,at_least_one_direction_below_36
E01000276,18.43401,15.955259999999999,15.955259999999999,34.389269999999996,3.56640866684878,0.07207916888029324,0.004137918600772858,0.0,0.005186428977814257,0.9557487846631347,False,False,at_least_one_direction_below_36
E01000277,41.75666,19.701439999999998,19.701439999999998,61.458099999999995,4.134495931923791,0.35886595908431923,0.0,0.0,0.0,0.359713524414045,False,False,at_least_one_direction_below_36
E01000280,44.16001,31.530019999999997,31.530019999999997,75.69003,4.339771712961983,0.1668646451851057,0.005852025689512865,0.0,0.007173389242604487,0.5754968967045958,False,False,at_least_one_direction_below_36
E01000303,0.21944,0.12264999999999981,0.12264999999999981,0.3420899999999998,0.2942281003842523,0.2829372387383444,0.3197988833347951,0.0,0.4701534230091542,0.24373858596399675,False,False,at_least_one_direction_below_36
E01000304,7.58132,7.58904,7.58132,15.170359999999999,2.783179936792023,-0.0005088870666220148,0.030181880983707707,0.0,0.037373969883373166,0.45523053441267,False,False,at_least_one_direction_below_36
E01000328,11.320879999999999,22.85145,11.320879999999999,34.17233,3.560259693936064,-0.3374241674477567,0.004061473127527441,0.0,0.005339884268521646,0.9354466887842844,False,False,at_least_one_direction_below_36
E01000334,26.49082,88.75636,26.49082,115.24718,4.755718786108718,-0.5402782089765668,0.08243793904544996,0.0,0.1315596595279647,0.6624026709792442,False,False,at_least_one_direction_below_36
E01000342,16.626479999999997,26.36214,16.626479999999997,42.98862,3.7839309641024723,-0.22647063339088352,0.010270159870216811,0.0,0.013975786909610047,0.7921330347615684,False,False,at_least_one_direction_below_36
E01000357,3.76767,2.5963,2.5963,6.363969999999999,1.996599189489638,0.18406277842290272,0.002498440438908417,0.0,0.0028023250485560095,0.6261391506846408,False,False,at_least_one_direction_below_36
E01000361,6.697649999999999,13.044789999999999,6.697649999999999,19.74244,3.032181842940332,-0.3214972414757244,0.019649546864521295,0.0,0.025154553341814788,0.9455595176206131,False,False,at_least_one_direction_below_36
E01000364,18.721839999999997,70.71994,18.721839999999997,89.44178,4.504706328772923,-0.5813625354951567,0.08906296363958767,0.023372857740532448,0.14035350770566032,0.760319221909278,False,False,at_least_one_direction_below_36
E01000365,26.393749999999997,1926.57329,26.393749999999997,1952.96704,7.5776169644973095,-0.9729706139843507,0.055177014149711406,0.020920542519754965,0.082320733697972,0.7794550627030696,False,False,at_least_one_direction_below_36
E01000372,10.47972,36.9731,10.47972,47.45282,3.8805905409773342,-0.5583099170923878,0.019695352141347974,0.0,0.02709083662451538,0.6240418379277738,False,False,at_least_one_direction_below_36
E01000376,35.43795,20.10502,20.10502,55.54297,4.035000880068714,0.2760552775625791,0.011800953387980512,0.0,0.014460467016651178,0.5042404016457525,False,False,at_least_one_direction_below_36
E01000377,9.381639999999999,21.57398,9.381639999999999,30.955619999999996,3.4643480651984855,-0.3938651527573992,0.00016216764516427067,0.0,0.00019286232664961642,0.8536156621848769,False,False,at_least_one_direction_below_36
E01000379,19.26845,22.64885,19.26845,41.9173,3.7592750080484016,-0.08064450716052796,0.010649302316704558,0.0,0.01247559114358514,0.6374121447189689,False,False,at_least_one_direction_below_36
E01000380,22.208009999999998,44.109809999999996,22.208009999999998,66.31782,4.209424986148246,-0.3302551259978087,0.06628504977998373,0.017112896654323077,0.0989872445733986,0.5752648526650648,False,False,at_least_one_direction_below_36
E01000381,32.89247,28.271169999999998,28.271169999999998,61.16364,4.129770262903465,0.07555632725586647,0.002903358923700421,0.0,0.004994664445065723,0.8357090476454616,False,False,at_least_one_direction_below_36
E01000382,28.20025,18.63448,18.63448,46.83473,3.867751944711567,0.20424522571177417,0.005530938258851911,0.0,0.006354598571589062,0.48182352943642776,False,False,at_least_one_direction_below_36
E01000387,7.958179999999998,13.11333,7.958179999999998,21.071509999999996,3.0942876365960696,-0.24465024101262808,0.052033290447623365,0.0,0.06407930633838213,0.44094949155751484,False,False,at_least_one_direction_below_36
E01000390,19.75726,21.662089999999996,19.75726,41.419349999999994,3.747604626058271,-0.045988891665368896,0.020081435367768928,0.0,0.02450437965408216,0.6933812114709303,False,False,at_least_one_direction_below_36
E01000391,12.231569999999998,11.141739999999999,11.141739999999999,23.373309999999996,3.1934886811469108,0.04662711443094707,0.005663724992309597,0.0,0.006747169226629036,0.5284551772326902,False,False,at_least_one_direction_below_36
E01000396,14.384959999999998,23.64135,14.384959999999998,38.026309999999995,3.6642360340635918,-0.24342067373878776,0.04013484348073741,0.0,0.05501266295489132,0.7884247369027372,False,False,at_least_one_direction_below_36
E01000415,7.7158,11.421999999999999,7.7158,19.1378,3.0025986459712684,-0.19365862324823122,0.006066528023074754,0.0,0.009461447251005433,0.6307067670594464,False,False,at_least_one_direction_below_36
E01000424,13.81544,6.0416799999999995,6.0416799999999995,19.85712,3.0376953767620116,0.3914847671767105,0.005612092790898177,0.0,0.005999519780003252,1.096121168472276,False,False,at_least_one_direction_below_36
E01000437,9.65362,18.29343,9.65362,27.94705,3.3654682989995757,-0.3091492662016206,0.008361526529633718,0.0,0.009116344972980228,0.5158396846675255,False,False,at_least_one_direction_below_36
E01000440,2.5936399999999997,7.832269999999999,2.5936399999999997,10.425909999999998,2.435883583498975,-0.5024626147741541,2.493787113067349e-05,0.0,3.100919422608804e-05,0.40030344270165896,False,False,at_least_one_direction_below_36
E01000456,29.3346,43.26307,29.3346,72.59767,4.298613367625022,-0.1918583612945154,0.017065836961434155,0.0,0.02363292456630815,0.9140010463164482,False,False,at_least_one_direction_below_36
E01000464,16.55887,52.90317,16.55887,69.46204,4.255074125091191,-0.5232253472544142,0.005205145141144717,0.0,0.007811664476954877,0.76296133735423,False,False,at_least_one_direction_below_36
E01000486,8.83007,15.22473,8.83007,24.0548,3.2210654259411933,-0.265837171791077,0.0004523005803415451,0.0,0.0005455526428214599,1.2737278162356989,False,False,at_least_one_direction_below_36
E01000503,27.72964,63.199,27.72964,90.92864,4.521012623901336,-0.39007907739519687,0.013278544581773136,0.0,0.017540299178755464,0.7067481228302961,False,False,at_least_one_direction_below_36
E01000536,9.71318,2.6997,2.6997,12.41288,2.5962154393355354,0.5650163378684077,0.02633313139255354,0.0,0.028799118942731277,0.9734577983742309,False,False,at_least_one_direction_below_36
E01000549,16.677419999999998,14.26114,14.26114,30.93856,3.4638140572370277,0.0780993039107185,0.021678449158590445,0.0,0.026327090250066142,0.7768794815644525,False,False,at_least_one_direction_below_36
E01000572,24.18159,47.632819999999995,24.18159,71.81441,4.287913875175629,-0.326553264170798,0.07629819697745899,0.0,0.127478940060602,0.9708520464089737,False,False,at_least_one_direction_below_36
E01000631,16.2546,11.469199999999999,11.469199999999999,27.723799999999997,3.3577260474052815,0.17260981539327225,0.010067523211103808,0.0,0.01201538741025373,0.3620713244476286,False,False,at_least_one_direction_below_36
E01000645,23.07568,30.811249999999998,23.07568,53.88693,4.005275250955752,-0.14355187797857474,0.010870539479610355,0.0,0.014523666723774864,0.46846617418071973,False,False,at_least_one_direction_below_36
E01000652,12.62758,18.67544,12.62758,31.303019999999997,3.4751607243099154,-0.193203722835688,0.0003156244988502707,0.0,0.0003640367102282525,0.39682725679273945,False,False,at_least_one_direction_below_36
E01000654,5.67416,10.15384,5.67416,15.828,2.8230441657282745,-0.2830224917867072,0.020572403335860502,0.0,0.022530810166749585,0.4814754872962546,False,False,at_least_one_direction_below_36
E01000655,2.09182,11.953199999999999,2.09182,14.04502,2.7110470394264223,-0.7021264476661478,0.0,0.0,0.0,0.3229024951282132,False,False,at_least_one_direction_below_36
E01000658,13.78103,31.026249999999997,13.78103,44.80728,3.8244430304536796,-0.38487540417539284,0.03681209839115429,0.0,0.05756195819189598,0.8397559409120104,False,False,at_least_one_direction_below_36
E01000664,22.84735,50.83929,22.84735,73.68664,4.3133012274151845,-0.3798780891624316,0.0,0.0,0.0,0.9261181380539113,False,False,at_least_one_direction_below_36
E01000680,14.84827,11.748,11.748,26.596269999999997,3.3176806186626693,0.11656784955183566,0.023092711872755082,0.0,0.03391282981466602,0.9516584521840701,False,False,at_least_one_direction_below_36
E01000681,8.489329999999999,9.32882,8.489329999999999,17.81815,2.934821829644313,-0.04711431882658982,0.0019126564766824838,0.0,0.0020413603078812204,0.16609259124958042,False,False,at_least_one_direction_below_36
E01000688,10.20404,18.53869,10.20404,28.742729999999998,3.3925847323805876,-0.28997419521388534,0.01940595065256501,0.0,0.03041716859339272,0.923854782588019,False,False,at_least_one_direction_below_36
E01000689,22.74204,58.46984,22.74204,81.21188,4.409299817166769,-0.43993317233882534,0.008675701141261595,0.0,0.011897209541475254,0.7338416969587213,False,False,at_least_one_direction_below_36
E01000709,23.53991,39.92442,23.53991,63.46433,4.166112047572151,-0.25816880127782016,0.011367330278283879,0.0,0.015551732760776399,0.7826357599351007,False,False,at_least_one_direction_below_36
E01000711,30.98548,49.07176,30.98548,80.05724,4.395155571767785,-0.225916856489182,0.014118273375399901,0.0,0.018039380295807084,0.8559536649611932,False,False,at_least_one_direction_below_36
E01000720,8.46923,19.95491,8.46923,28.424139999999998,3.3818154258713093,-0.4040818825125405,0.007685720658566979,0.0,0.009313143912927263,0.6233257296601742,False,False,at_least_one_direction_below_36
E01000721,20.74469,29.82893,20.74469,50.57362,3.9430103014495548,-0.17962408069661617,0.021237554282252283,0.0,0.02847269239598901,0.6554983343919503,False,False,at_least_one_direction_below_36
E01000723,10.11037,9.898829999999998,9.898829999999998,20.0092,3.044960437025818,0.010572136817064209,0.0022904463946584472,0.0,0.002826777097862727,0.4805912598920671,False,False,at_least_one_direction_below_36
E01000725,14.866029999999999,33.51419,14.866029999999999,48.38022,3.8995499391521475,-0.38545008683300735,0.04594522306843581,0.0,0.06082039290667707,0.7188283178028743,False,False,at_least_one_direction_below_36
E01000726,8.84008,18.958579999999998,8.84008,27.798659999999998,3.360328858281672,-0.36399236509961264,0.0134423745605004,0.0,0.017469886558874614,0.768478701307235,False,False,at_least_one_direction_below_36
E01000729,7.6670799999999995,24.58902,7.6670799999999995,32.2561,3.504238208922,-0.5246120888762126,0.027372807003946537,0.0,0.0373235465443149,0.6993487187800711,False,False,at_least_one_direction_below_36
E01000731,25.95767,38.95422,25.95767,64.91189,4.188318850120041,-0.20021832671949621,0.006583385570809904,0.0,0.00876006734350455,0.9390442505970165,False,False,at_least_one_direction_below_36
E01000733,11.96171,25.40935,11.96171,37.37106,3.6473035296265603,-0.35984101066440183,0.015666400685450183,0.0,0.022583647675500907,0.9428468177964336,False,False,at_least_one_direction_below_36
E01000734,11.90609,42.85418,11.90609,54.76027,4.02106160862132,-0.5651559059150001,0.026527991918228296,0.0,0.03891147096599651,0.6740332818356336,False,False,at_least_one_direction_below_36
E01000739,24.33319,70.95997,24.33319,95.29316,4.567397288244086,-0.48929828751612386,0.014390224859790567,0.0,0.020101238390728242,0.8210398952186291,False,False,at_least_one_direction_below_36
E01000748,17.2672,23.21297,17.2672,40.480169999999994,3.725215481713584,-0.14688105311810698,0.016968802255524128,0.0,0.02787490098302752,0.8940422164351652,False,False,at_least_one_direction_below_36
E01000749,14.39884,57.5509,14.39884,71.94973999999999,4.289770710877454,-0.5997528274598352,0.026900861629242854,0.0,0.03441139134732656,1.1178056854326808,False,False,at_least_one_direction_below_36
E01000758,4.36723,1.9641399999999996,1.9641399999999996,6.33137,1.9921624015721346,0.37955292456450984,0.034987688288632635,0.0,0.04187626539026479,0.4171937337207989,False,False,at_least_one_direction_below_36
E01000759,4.4867799999999995,7.752169999999999,4.4867799999999995,12.238949999999999,2.5831632422280917,-0.2668031162803998,0.04216619889778126,0.0,0.05444293234589782,0.6024670717800066,False,False,at_least_one_direction_below_36
E01000764,9.87873,3.2030199999999995,3.2030199999999995,13.08175,2.64487963277929,0.5103071072295373,0.0,0.0,0.0,1.1363396426552188,False,False,at_least_one_direction_below_36
E01000768,19.19661,36.19763999999999,19.19661,55.39424999999999,4.032367202952113,-0.3069096521750903,0.046632818388190105,0.008825103688559734,0.0662504369565613,1.0374556409107791,False,False,at_least_one_direction_below_36
E01000786,26.69868,0.7732699999999998,0.7732699999999998,27.47195,3.348919392095082,0.9437047606740694,0.003986611798580006,0.0,0.00471763945724747,1.1203453031016175,False,False,at_least_one_direction_below_36
E01000792,19.45685,318.98148000000003,19.45685,338.43833,5.827292281013949,-0.8850198203022691,0.022000817696978946,0.0,0.029961247128783567,0.4875904809394446,False,False,at_least_one_direction_below_36
E01000800,0.0,193.38097,0.0,193.38097,5.269819996288205,-1.0,0.08551136132991784,0.0,0.14871536787611644,0.7784631149573087,False,False,at_least_one_direction_below_36
E01000803,28.70789,52.111239999999995,28.70789,80.81913,4.404511079347678,-0.28957686131983845,0.05900360471586366,0.0089535732443544,0.0975284417562163,0.9859407750068028,False,False,at_least_one_direction_below_36
E01000804,23.794929999999997,20.85832,20.85832,44.65324999999999,3.8210747983731888,0.06576475396527685,0.032453180899486594,0.0,0.04176390943899973,0.3955205172583224,False,False,at_least_one_direction_below_36
E01000808,18.39845,36.94621,18.39845,55.34466,4.031487471132845,-0.3351318808354772,0.01356228405775733,0.0,0.019610686334831692,0.6705020256820445,False,False,at_least_one_direction_below_36
E01000810,0.7776,1.2269099999999997,0.7776,2.00451,1.1001144931271287,-0.2241495427810287,0.0,0.0,0.0,0.9206710324885187,False,False,at_least_one_direction_below_36
E01000815,8.73669,26.05202,8.73669,34.788709999999995,3.5776324805407542,-0.49772842971182324,0.0006171542434312742,0.0,0.0007910984292993086,0.9195278619705852,False,False,at_least_one_direction_below_36
E01000816,28.759919999999997,84.85998,28.759919999999997,113.6199,4.741621436675121,-0.4937520627988583,0.05200717479948495,0.016302953971971457,0.07833826705128852,0.7527766304579133,False,False,at_least_one_direction_below_36
E01000818,14.42386,17.956879999999998,14.42386,32.38074,3.5079790869514125,-0.10910868621285363,0.020393604346287324,0.0,0.025876682536883553,0.6990060104449626,False,False,at_least_one_direction_below_36
E01000825,18.89688,25.02236,18.89688,43.919239999999995,3.8048662107600624,-0.13947144804873673,0.01090410489799003,0.0,0.015003128131852077,0.548685443363798,False,False,at_least_one_direction_below_36
E01000826,26.57463,24.503359999999997,24.503359999999997,51.07799,3.952742402685482,0.0405511258371757,0.02745017961748299,0.0022240499283546593,0.03750648358459369,0.7305832201399568,False,False,at_least_one_direction_below_36
E01000830,25.45772,19.310969999999998,19.310969999999998,44.76869,3.8236002328882432,0.13730019797318171,0.02047368372851651,0.00849924355615498,0.02570649530872867,0.6352906956692858,False,False,at_least_one_direction_below_36
E01000831,23.38685,50.087799999999994,23.38685,73.47465,4.310458799024691,-0.3634035684416325,0.012155484918948233,0.0,0.015152404565401578,0.7655867286300421,False,False,at_least_one_direction_below_36
E01000837,7.63341,4.663949999999999,4.663949999999999,12.29736,2.5875655192841203,0.24147134019008965,0.012734440562852516,0.0,0.0164533475102492,0.7584771000100291,False,False,at_least_one_direction_below_36
E01000840,30.04459,35.695269999999994,30.04459,65.73986,4.20080237562849,-0.0859551571907819,0.026170728078824628,0.003299063916473202,0.03649233579498827,0.7571580136631604,False,False,at_least_one_direction_below_36
E01000844,3.7773299999999996,37.55542,3.7773299999999996,41.33275,3.745561018167984,-0.8172233882333018,0.041436149300494156,0.006576383134439398,0.05261437537037611,0.7640549088736074,False,False,at_least_one_direction_below_36
E01000882,24.12122,37.0443,24.12122,61.16552,4.129800505205434,-0.21128047305082992,0.013501561010190054,0.0020527905264273076,0.01676032869995474,0.6514979229349176,False,False,at_least_one_direction_below_36
E01000903,210.02779,25.37769,25.37769,235.40548,5.465548466312336,0.784391680261649,0.10518922499170368,0.04484479290796459,0.17420880726008622,0.8846877801736384,False,False,at_least_one_direction_below_36
E01000907,4.29488,34.55175,4.29488,38.84663,3.6850378345334978,-0.7788801757063611,0.01070414602244776,0.0,0.014337088104375043,0.8140589101261335,False,False,at_least_one_direction_below_36
E01000911,28.44434,87.53766,28.44434,115.982,4.762020076808376,-0.5095042334155301,0.05321222258626338,0.0,0.07624794003705615,0.8889387866742734,False,False,at_least_one_direction_below_36
E01000925,17.54901,18.472459999999998,17.54901,36.02147,3.6114980146228013,-0.02563609980381142,0.016733353747084723,0.0,0.020572575360419395,0.6293972425270629,False,False,at_least_one_direction_below_36
E01000952,20.99205,116.44689,20.99205,137.43894,4.930429361991226,-0.6945254379872253,0.16046718637381807,0.051820030043887126,0.32966007005921477,0.7760787609610478,False,False,at_least_one_direction_below_36
E01000964,18.2271,13.26686,13.26686,31.493959999999998,3.4810542259103094,0.1574981361505508,0.005552810761174524,0.0,0.006334462365766664,0.6645374346717113,False,False,at_least_one_direction_below_36
E01000965,13.935189999999999,52.43289,13.935189999999999,66.36807999999999,4.210171315234407,-0.5800634883516294,0.031541367476654446,0.0,0.0405776559848912,0.6229744166946135,False,False,at_least_one_direction_below_36
E01000970,25.646569999999997,23.9382,23.9382,49.58477,3.923650542845105,0.034453522724820516,0.008530441907868083,0.0,0.011923665761872291,0.5565011825368078,False,False,at_least_one_direction_below_36
E01000989,16.54276,42.20891,16.54276,58.75167,4.090197140211827,-0.43685822037058697,0.035665028755778344,0.0,0.053566156010042526,0.681975853372368,False,False,at_least_one_direction_below_36
E01000991,14.83603,56.20641,14.83603,71.04244,4.27725538980636,-0.5823333207586902,0.0658117879960204,0.0,0.09602528837284863,0.6959704721261247,False,False,at_least_one_direction_below_36
E01001022,30.34451,81.61492,30.34451,111.95943,4.727028727698206,-0.4579373975019344,0.025813993515329616,0.0,0.03565317733104735,0.5608634160771846,False,False,at_least_one_direction_below_36
E01001024,32.22416,54.81113,32.22416,87.03529,4.477737756817357,-0.2595150771600807,0.038204847711773,0.0,0.04992372195424939,0.7005914170724952,False,False,at_least_one_direction_below_36
E01001028,30.7132,55.72636,30.7132,86.43956,4.470947811833665,-0.28937167195205526,0.0061518128967801315,0.0,0.007318667005055463,0.6442246673537698,False,False,at_least_one_direction_below_36
E01001030,1.9181699999999997,9.2614,1.9181699999999997,11.17957,2.4997599578818748,-0.6568436889790932,0.0,0.0,0.0,0.5223489691070471,False,False,at_least_one_direction_below_36
E01001031,32.51578,35.59663,32.51578,68.11241,4.23573430943857,-0.045231845415541726,0.012027617287363634,0.0,0.01729388844288296,0.5886148437634854,False,False,at_least_one_direction_below_36
E01001039,27.75301,117.57942999999999,27.75301,145.33244,4.985881019604828,-0.6180754964273633,0.018058734856443617,0.0,0.02475076607021658,0.7487945764403602,False,False,at_least_one_direction_below_36
E01001067,10.11132,50.05983,10.11132,60.17115,4.113675673143146,-0.6639146833656994,0.010267212775557722,0.0017968744157291327,0.01426611233140406,0.6596374106487254,False,False,at_least_one_direction_below_36
E01001069,5.40327,11.14555,5.40327,16.54882,2.864986711184166,-0.34699029900621314,0.0,0.0,0.0,0.6180426440384824,False,False,at_least_one_direction_below_36
E01001073,2.9771400000000003,9.77984,2.9771400000000003,12.75698,2.6215463316724663,-0.5332531680695587,0.0,0.0,0.0,0.19685902198138353,False,False,at_least_one_direction_below_36
E01001077,27.84854,105.18285,27.84854,133.03139,4.898074026249134,-0.5813237762906935,0.07331983827275652,0.02333156106990989,0.11082271937100201,1.0184418618507423,False,False,at_least_one_direction_below_36
E01001082,5.69614,30.68731,5.69614,36.38345,3.621228093113568,-0.686882909674591,0.047961641900369535,0.0,0.06952294781984059,0.5628515724505081,False,False,at_least_one_direction_below_36
E01001096,1.67484,1.89713,1.67484,3.57197,1.5199441842312464,-0.062231765664325256,0.0,0.0,0.0,0.3258240970652018,False,False,at_least_one_direction_below_36
E01001101,6.86377,6.817609999999999,6.817609999999999,13.681379999999999,2.6865800242177253,0.0033739286533961067,0.008102983763333816,0.0,0.010040520737669433,1.0109399572385278,False,False,at_least_one_direction_below_36
E01001121,31.51515,33.81523,31.51515,65.33037999999999,4.194648012452157,-0.03520689761792296,0.013515457892637384,0.0,0.019923858039831908,0.6860791823526678,False,False,at_least_one_direction_below_36
E01001123,21.480079999999997,76.21179,21.480079999999997,97.69187,4.592002572226105,-0.5602483604828119,0.10671410016002356,0.03482326625542125,0.17007520759580405,0.8076329285357281,False,False,at_least_one_direction_below_36
E01001124,29.445159999999998,51.454409999999996,29.445159999999998,80.89957,4.40549374053999,-0.27205645221600067,0.0029302998767484177,0.0,0.0037064392541717377,0.643244814530507,False,False,at_least_one_direction_below_36
E01001196,28.33919,54.171499999999995,28.33919,82.51069,4.424974647614539,-0.31307834172759913,0.010381079106234597,0.0,0.015703671327870036,0.6604490595110881,False,False,at_least_one_direction_below_36
E01001224,8.718789999999998,25.66945,8.718789999999998,34.388239999999996,3.5663795615581284,-0.4929202541333899,0.07419164225909787,0.0,0.12138842182490855,0.6545264520617023,False,False,at_least_one_direction_below_36
E01001237,31.64452,76.1858,31.64452,107.83032,4.689789972069355,-0.41306823535347015,0.013570023718746264,0.0,0.01875688196288002,0.6936596635446152,False,False,at_least_one_direction_below_36
E01001262,32.84716,42.88395,32.84716,75.73111,4.340307232395377,-0.1325319277639004,0.014767246908172871,0.0,0.01882295992450214,0.8935197588747488,False,False,at_least_one_direction_below_36
E01001309,19.4131,47.55915,19.4131,66.97225,4.219099533650148,-0.4202643632250671,0.03903138986669852,0.0,0.06755710069058128,0.9130001350290735,False,False,at_least_one_direction_below_36
E01001310,14.08657,37.73015,14.08657,51.81672,3.966827807250576,-0.45629248628627983,0.03077964023967553,0.0,0.0484312013664832,0.7024125886783206,False,False,at_least_one_direction_below_36
E01001311,16.24498,61.77757,16.24498,78.02255,4.369733254773883,-0.5835824386667701,0.01947526708624622,0.0,0.02759973437587412,0.6206040493244998,False,False,at_least_one_direction_below_36
E01001320,3.0357100000000004,21.94424,3.0357100000000004,24.97995,3.2573250866832497,-0.7569482725145567,0.0771194497987386,0.0,0.1078473798680487,0.6348363660813177,False,False,at_least_one_direction_below_36
E01001346,23.97786,26.27209,23.97786,50.24995,3.9367146424082855,-0.04565636383717793,0.014590661284240082,0.0,0.022926440454201058,0.9251957270746048,False,False,at_least_one_direction_below_36
E01001350,13.29575,36.7924,13.29575,50.08815,3.933552572078357,-0.46910596618162187,0.00293003434944193,0.0,0.003993913880483564,0.6315330998645906,False,False,at_least_one_direction_below_36
