K,cluster,n,share,mean_silhouette,relative_compactness_vs_sample,mean_log_total_activity,mean_post_midnight_share,mean_zero_bin_share
3,0,817,0.2422894424673784,-0.17607778787803968,1.0841600037622732,6.195698416419407,0.10918284155988929,0.11937304501563983
3,1,947,0.28084223013048637,0.2818868490353893,0.7942768372803941,5.832743067555233,0.06794452947357756,0.3345652939105949
3,2,1608,0.47686832740213525,0.4306843206117559,0.5602099143689393,7.676057105421962,0.12954971419570752,0.004888750690989478
4,0,636,0.18861209964412812,-0.15897142784946142,1.000441806733429,6.141274207334189,0.11127391807674634,0.08025419287211737
4,1,1572,0.46619217081850534,0.36586247781093895,0.5518717743924441,7.700346835383224,0.13001673584077758,0.004214376590330772
4,2,290,0.08600237247924081,0.09440839279236499,0.8690375427299737,6.489240497969875,0.10143014739673048,0.22648467432950187
4,3,874,0.25919335705812574,0.19883024648795086,0.7680184994076992,5.761919623809772,0.06554980321400496,0.34196224256292906
