LSOA21CD,MSOA21CD,LAD22CD,LAD22NM,MSOA11CD,CHNGIND
E01000001,E02000001,E09000001,City of London,E02000001,U
E01000002,E02000001,E09000001,City of London,E02000001,U
E01000003,E02000001,E09000001,City of London,E02000001,U
E01000005,E02000001,E09000001,City of London,E02000001,U
E01000006,E02000017,E09000002,Barking and Dagenham,E02000017,U
E01000007,E02000016,E09000002,Barking and Dagenham,E02000016,U
E01000008,E02000016,E09000002,Barking and Dagenham,E02000016,U
E01000009,E02000017,E09000002,Barking and Dagenham,E02000017,U
E01000011,E02000017,E09000002,Barking and Dagenham,E02000017,U
E01000012,E02000016,E09000002,Barking and Dagenham,E02000016,U
E01000013,E02000014,E09000002,Barking and Dagenham,E02000014,U
E01000014,E02000014,E09000002,Barking and Dagenham,E02000014,U
E01000015,E02000010,E09000002,Barking and Dagenham,E02000010,U
E01000016,E02000010,E09000002,Barking and Dagenham,E02000010,U
E01000017,E02000010,E09000002,Barking and Dagenham,E02000010,U
E01000018,E02000010,E09000002,Barking and Dagenham,E02000010,U
E01000019,E02006799,E09000002,Barking and Dagenham,E02006799,U
E01000020,E02006799,E09000002,Barking and Dagenham,E02006799,U
E01000021,E02000009,E09000002,Barking and Dagenham,E02000009,U
E01000022,E02000009,E09000002,Barking and Dagenham,E02000009,U
E01000024,E02000009,E09000002,Barking and Dagenham,E02000009,U
E01000025,E02000009,E09000002,Barking and Dagenham,E02000009,U
E01000027,E02000002,E09000002,Barking and Dagenham,E02000002,U
E01000028,E02000002,E09000002,Barking and Dagenham,E02000002,U
E01000029,E02000002,E09000002,Barking and Dagenham,E02000002,U
E01000030,E02000002,E09000002,Barking and Dagenham,E02000002,U
E01000031,E02000003,E09000002,Barking and Dagenham,E02000003,U
E01000032,E02000003,E09000002,Barking and Dagenham,E02000003,U
E01000033,E02000007,E09000002,Barking and Dagenham,E02000007,U
E01000034,E02000004,E09000002,Barking and Dagenham,E02000004,U
E01000035,E02000011,E09000002,Barking and Dagenham,E02000011,U
E01000036,E02000011,E09000002,Barking and Dagenham,E02000011,U
E01000037,E02000004,E09000002,Barking and Dagenham,E02000004,U
E01000038,E02000004,E09000002,Barking and Dagenham,E02000004,U
E01000039,E02000004,E09000002,Barking and Dagenham,E02000004,U
E01000040,E02000020,E09000002,Barking and Dagenham,E02000020,U
E01000041,E02000018,E09000002,Barking and Dagenham,E02000018,U
E01000042,E02000018,E09000002,Barking and Dagenham,E02000018,U
E01000043,E02000020,E09000002,Barking and Dagenham,E02000020,U
E01000044,E02000017,E09000002,Barking and Dagenham,E02000017,U
E01000045,E02000018,E09000002,Barking and Dagenham,E02000018,U
E01000046,E02000018,E09000002,Barking and Dagenham,E02000018,U
E01000049,E02000022,E09000002,Barking and Dagenham,E02000022,U
E01000050,E02000020,E09000002,Barking and Dagenham,E02000020,U
E01000051,E02000022,E09000002,Barking and Dagenham,E02000022,U
E01000052,E02000020,E09000002,Barking and Dagenham,E02000020,U
E01000053,E02000021,E09000002,Barking and Dagenham,E02000021,U
E01000054,E02000019,E09000002,Barking and Dagenham,E02000019,U
E01000055,E02000019,E09000002,Barking and Dagenham,E02000019,U
E01000056,E02000019,E09000002,Barking and Dagenham,E02000019,U
E01000057,E02000013,E09000002,Barking and Dagenham,E02000013,U
E01000058,E02000019,E09000002,Barking and Dagenham,E02000019,U
E01000059,E02000014,E09000002,Barking and Dagenham,E02000014,U
E01000060,E02000007,E09000002,Barking and Dagenham,E02000007,U
E01000061,E02000007,E09000002,Barking and Dagenham,E02000007,U
E01000062,E02000007,E09000002,Barking and Dagenham,E02000007,U
E01000063,E02000005,E09000002,Barking and Dagenham,E02000005,U
E01000064,E02000007,E09000002,Barking and Dagenham,E02000007,U
E01000065,E02000008,E09000002,Barking and Dagenham,E02000008,U
E01000066,E02000012,E09000002,Barking and Dagenham,E02000012,U
E01000067,E02000012,E09000002,Barking and Dagenham,E02000012,U
E01000068,E02000017,E09000002,Barking and Dagenham,E02000017,U
E01000069,E02000012,E09000002,Barking and Dagenham,E02000012,U
E01000070,E02000012,E09000002,Barking and Dagenham,E02000012,U
E01000071,E02000012,E09000002,Barking and Dagenham,E02000012,U
E01000072,E02000018,E09000002,Barking and Dagenham,E02000018,U
E01000073,E02000013,E09000002,Barking and Dagenham,E02000013,U
E01000074,E02000013,E09000002,Barking and Dagenham,E02000013,U
E01000075,E02000013,E09000002,Barking and Dagenham,E02000013,U
E01000076,E02000013,E09000002,Barking and Dagenham,E02000013,U
E01000077,E02000009,E09000002,Barking and Dagenham,E02000009,U
E01000078,E02000008,E09000002,Barking and Dagenham,E02000008,U
E01000079,E02000010,E09000002,Barking and Dagenham,E02000010,U
E01000080,E02000008,E09000002,Barking and Dagenham,E02000008,U
E01000081,E02000008,E09000002,Barking and Dagenham,E02000008,U
E01000082,E02000008,E09000002,Barking and Dagenham,E02000008,U
E01000083,E02000008,E09000002,Barking and Dagenham,E02000008,U
E01000084,E02000014,E09000002,Barking and Dagenham,E02000014,U
E01000085,E02000014,E09000002,Barking and Dagenham,E02000014,U
E01000086,E02000014,E09000002,Barking and Dagenham,E02000014,U
E01000087,E02000021,E09000002,Barking and Dagenham,E02000021,U
E01000088,E02000021,E09000002,Barking and Dagenham,E02000021,U
E01000089,E02000021,E09000002,Barking and Dagenham,E02000021,U
E01000090,E02000021,E09000002,Barking and Dagenham,E02000021,U
E01000091,E02000023,E09000002,Barking and Dagenham,E02000023,U
E01000093,E02000023,E09000002,Barking and Dagenham,E02000023,U
E01000094,E02000023,E09000002,Barking and Dagenham,E02000023,U
E01000095,E02000019,E09000002,Barking and Dagenham,E02000019,U
E01000096,E02000023,E09000002,Barking and Dagenham,E02000023,U
E01000097,E02006799,E09000002,Barking and Dagenham,E02006799,U
E01000098,E02006799,E09000002,Barking and Dagenham,E02006799,U
E01000099,E02006799,E09000002,Barking and Dagenham,E02006799,U
E01000100,E02000005,E09000002,Barking and Dagenham,E02000005,U
E01000101,E02000005,E09000002,Barking and Dagenham,E02000005,U
E01000102,E02000008,E09000002,Barking and Dagenham,E02000008,U
E01000103,E02000015,E09000002,Barking and Dagenham,E02000015,U
E01000104,E02000015,E09000002,Barking and Dagenham,E02000015,U
E01000105,E02000015,E09000002,Barking and Dagenham,E02000015,U
E01000106,E02000015,E09000002,Barking and Dagenham,E02000015,U
E01000107,E02000011,E09000002,Barking and Dagenham,E02000011,U
E01000108,E02000011,E09000002,Barking and Dagenham,E02000011,U
E01000110,E02000003,E09000002,Barking and Dagenham,E02000003,U
E01000111,E02000003,E09000002,Barking and Dagenham,E02000003,U
E01000112,E02000003,E09000002,Barking and Dagenham,E02000003,U
E01000113,E02000003,E09000002,Barking and Dagenham,E02000003,U
E01000114,E02000005,E09000002,Barking and Dagenham,E02000005,U
E01000115,E02000032,E09000003,Barnet,E02000032,U
E01000116,E02000032,E09000003,Barnet,E02000032,U
E01000117,E02000033,E09000003,Barnet,E02000033,U
E01000118,E02000033,E09000003,Barnet,E02000033,U
E01000119,E02000032,E09000003,Barnet,E02000032,U
E01000120,E02000032,E09000003,Barnet,E02000032,U
E01000121,E02000033,E09000003,Barnet,E02000033,U
E01000122,E02000032,E09000003,Barnet,E02000032,U
E01000123,E02000033,E09000003,Barnet,E02000033,U
E01000124,E02000033,E09000003,Barnet,E02000033,U
E01000126,E02000049,E09000003,Barnet,E02000049,U
E01000127,E02000047,E09000003,Barnet,E02000047,U
E01000128,E02000047,E09000003,Barnet,E02000047,U
E01000129,E02000047,E09000003,Barnet,E02000047,U
E01000130,E02000044,E09000003,Barnet,E02000044,U
E01000131,E02000047,E09000003,Barnet,E02000047,U
E01000132,E02000044,E09000003,Barnet,E02000044,U
E01000133,E02000044,E09000003,Barnet,E02000044,U
E01000134,E02000047,E09000003,Barnet,E02000047,U
E01000135,E02000061,E09000003,Barnet,E02000061,U
E01000136,E02000061,E09000003,Barnet,E02000061,U
E01000137,E02000064,E09000003,Barnet,E02000064,U
E01000138,E02000063,E09000003,Barnet,E02000063,U
E01000139,E02000064,E09000003,Barnet,E02000064,U
E01000140,E02000064,E09000003,Barnet,E02000064,U
E01000141,E02000062,E09000003,Barnet,E02000062,U
E01000142,E02000063,E09000003,Barnet,E02000063,U
E01000143,E02000064,E09000003,Barnet,E02000064,U
E01000144,E02000061,E09000003,Barnet,E02000061,U
E01000145,E02000060,E09000003,Barnet,E02000060,U
E01000146,E02000061,E09000003,Barnet,E02000061,U
E01000147,E02006954,E09000003,Barnet,E02000053,S
E01000150,E02000059,E09000003,Barnet,E02000059,U
E01000151,E02000049,E09000003,Barnet,E02000049,U
E01000152,E02000049,E09000003,Barnet,E02000049,U
E01000153,E02000049,E09000003,Barnet,E02000049,U
E01000154,E02000049,E09000003,Barnet,E02000049,U
E01000156,E02000045,E09000003,Barnet,E02000045,U
E01000157,E02000045,E09000003,Barnet,E02000045,U
E01000158,E02000038,E09000003,Barnet,E02000038,U
E01000159,E02000038,E09000003,Barnet,E02000038,U
E01000160,E02000038,E09000003,Barnet,E02000038,U
E01000161,E02000038,E09000003,Barnet,E02000038,U
E01000162,E02000038,E09000003,Barnet,E02000038,U
E01000163,E02000045,E09000003,Barnet,E02000045,U
E01000164,E02000045,E09000003,Barnet,E02000045,U
E01000165,E02000045,E09000003,Barnet,E02000045,U
E01000166,E02000026,E09000003,Barnet,E02000026,U
E01000167,E02000025,E09000003,Barnet,E02000025,U
E01000168,E02000026,E09000003,Barnet,E02000026,U
E01000169,E02000026,E09000003,Barnet,E02000026,U
E01000170,E02000029,E09000003,Barnet,E02000029,U
E01000171,E02000029,E09000003,Barnet,E02000029,U
E01000172,E02000026,E09000003,Barnet,E02000026,U
E01000173,E02000029,E09000003,Barnet,E02000029,U
E01000174,E02000029,E09000003,Barnet,E02000029,U
E01000175,E02000029,E09000003,Barnet,E02000029,U
E01000176,E02000050,E09000003,Barnet,E02000050,U
E01000177,E02000052,E09000003,Barnet,E02000052,U
E01000178,E02000050,E09000003,Barnet,E02000050,U
E01000179,E02000052,E09000003,Barnet,E02000052,U
E01000180,E02000052,E09000003,Barnet,E02000052,U
E01000181,E02000052,E09000003,Barnet,E02000052,U
E01000182,E02000052,E09000003,Barnet,E02000052,U
E01000183,E02000056,E09000003,Barnet,E02000056,U
E01000184,E02000050,E09000003,Barnet,E02000050,U
E01000185,E02000052,E09000003,Barnet,E02000052,U
E01000186,E02000037,E09000003,Barnet,E02000037,U
E01000187,E02000037,E09000003,Barnet,E02000037,U
E01000188,E02000037,E09000003,Barnet,E02000037,U
E01000189,E02000037,E09000003,Barnet,E02000037,U
E01000190,E02000037,E09000003,Barnet,E02000037,U
E01000191,E02000037,E09000003,Barnet,E02000037,U
E01000192,E02000041,E09000003,Barnet,E02000041,U
E01000193,E02000041,E09000003,Barnet,E02000041,U
E01000194,E02000041,E09000003,Barnet,E02000041,U
E01000195,E02000036,E09000003,Barnet,E02000036,U
E01000196,E02000051,E09000003,Barnet,E02000051,U
E01000197,E02000046,E09000003,Barnet,E02000046,U
E01000198,E02000048,E09000003,Barnet,E02000048,U
E01000199,E02000048,E09000003,Barnet,E02000048,U
E01000200,E02000051,E09000003,Barnet,E02000051,U
E01000201,E02000051,E09000003,Barnet,E02000051,U
E01000202,E02000051,E09000003,Barnet,E02000051,U
E01000203,E02000051,E09000003,Barnet,E02000051,U
E01000204,E02000048,E09000003,Barnet,E02000048,U
E01000205,E02000058,E09000003,Barnet,E02000058,U
E01000206,E02000056,E09000003,Barnet,E02000056,U
E01000207,E02000056,E09000003,Barnet,E02000056,U
E01000208,E02000056,E09000003,Barnet,E02000056,U
E01000209,E02000058,E09000003,Barnet,E02000058,U
E01000210,E02000056,E09000003,Barnet,E02000056,U
E01000211,E02000058,E09000003,Barnet,E02000058,U
E01000212,E02000058,E09000003,Barnet,E02000058,U
E01000213,E02000056,E09000003,Barnet,E02000056,U
E01000214,E02000061,E09000003,Barnet,E02000061,U
E01000215,E02000060,E09000003,Barnet,E02000060,U
E01000216,E02000058,E09000003,Barnet,E02000058,U
E01000217,E02000058,E09000003,Barnet,E02000058,U
E01000218,E02000060,E09000003,Barnet,E02000060,U
E01000219,E02000060,E09000003,Barnet,E02000060,U
E01000220,E02000060,E09000003,Barnet,E02000060,U
E01000221,E02000062,E09000003,Barnet,E02000062,U
E01000222,E02000063,E09000003,Barnet,E02000063,U
E01000223,E02000062,E09000003,Barnet,E02000062,U
E01000224,E02000063,E09000003,Barnet,E02000063,U
E01000225,E02000060,E09000003,Barnet,E02000060,U
E01000226,E02000041,E09000003,Barnet,E02000041,U
E01000227,E02000041,E09000003,Barnet,E02000041,U
E01000228,E02000030,E09000003,Barnet,E02000030,U
E01000229,E02000036,E09000003,Barnet,E02000036,U
E01000230,E02000036,E09000003,Barnet,E02000036,U
E01000231,E02000036,E09000003,Barnet,E02000036,U
E01000232,E02000036,E09000003,Barnet,E02000036,U
E01000233,E02000036,E09000003,Barnet,E02000036,U
E01000234,E02000044,E09000003,Barnet,E02000044,U
E01000235,E02000044,E09000003,Barnet,E02000044,U
E01000236,E02000057,E09000003,Barnet,E02000057,U
E01000237,E02000055,E09000003,Barnet,E02000055,U
E01000238,E02000057,E09000003,Barnet,E02000057,U
E01000239,E02000054,E09000003,Barnet,E02000054,U
E01000240,E02000054,E09000003,Barnet,E02000054,U
E01000241,E02000054,E09000003,Barnet,E02000054,U
E01000242,E02000055,E09000003,Barnet,E02000055,U
E01000243,E02000055,E09000003,Barnet,E02000055,U
E01000244,E02000055,E09000003,Barnet,E02000055,U
E01000245,E02000055,E09000003,Barnet,E02000055,U
E01000246,E02000025,E09000003,Barnet,E02000025,U
E01000247,E02000025,E09000003,Barnet,E02000025,U
E01000248,E02000024,E09000003,Barnet,E02000024,U
E01000249,E02000024,E09000003,Barnet,E02000024,U
E01000250,E02000024,E09000003,Barnet,E02000024,U
E01000251,E02000025,E09000003,Barnet,E02000025,U
E01000252,E02000025,E09000003,Barnet,E02000025,U
E01000253,E02000030,E09000003,Barnet,E02000030,U
E01000254,E02000024,E09000003,Barnet,E02000024,U
E01000255,E02000040,E09000003,Barnet,E02000040,U
E01000256,E02000039,E09000003,Barnet,E02000039,U
E01000257,E02000040,E09000003,Barnet,E02000040,U
E01000258,E02000039,E09000003,Barnet,E02000039,U
E01000259,E02000048,E09000003,Barnet,E02000048,U
E01000260,E02000048,E09000003,Barnet,E02000048,U
E01000261,E02000040,E09000003,Barnet,E02000040,U
E01000263,E02000039,E09000003,Barnet,E02000039,U
E01000264,E02000039,E09000003,Barnet,E02000039,U
E01000265,E02000034,E09000003,Barnet,E02000034,U
E01000266,E02000034,E09000003,Barnet,E02000034,U
E01000267,E02000028,E09000003,Barnet,E02000028,U
E01000268,E02000028,E09000003,Barnet,E02000028,U
E01000269,E02000028,E09000003,Barnet,E02000028,U
E01000270,E02000028,E09000003,Barnet,E02000028,U
E01000271,E02000031,E09000003,Barnet,E02000031,U
E01000272,E02000031,E09000003,Barnet,E02000031,U
E01000273,E02000031,E09000003,Barnet,E02000031,U
E01000274,E02000034,E09000003,Barnet,E02000034,U
E01000275,E02000035,E09000003,Barnet,E02000035,U
E01000276,E02000043,E09000003,Barnet,E02000043,U
E01000277,E02000035,E09000003,Barnet,E02000035,U
E01000278,E02000043,E09000003,Barnet,E02000043,U
E01000279,E02000030,E09000003,Barnet,E02000030,U
E01000280,E02000030,E09000003,Barnet,E02000030,U
E01000281,E02000031,E09000003,Barnet,E02000031,U
E01000282,E02000031,E09000003,Barnet,E02000031,U
E01000283,E02000035,E09000003,Barnet,E02000035,U
E01000284,E02000035,E09000003,Barnet,E02000035,U
E01000285,E02000027,E09000003,Barnet,E02000027,U
E01000286,E02000030,E09000003,Barnet,E02000030,U
E01000287,E02000027,E09000003,Barnet,E02000027,U
E01000288,E02000027,E09000003,Barnet,E02000027,U
E01000289,E02000027,E09000003,Barnet,E02000027,U
E01000290,E02000030,E09000003,Barnet,E02000030,U
E01000291,E02000027,E09000003,Barnet,E02000027,U
E01000292,E02000024,E09000003,Barnet,E02000024,U
E01000293,E02000024,E09000003,Barnet,E02000024,U
E01000294,E02000027,E09000003,Barnet,E02000027,U
E01000295,E02000046,E09000003,Barnet,E02000046,U
E01000296,E02000046,E09000003,Barnet,E02000046,U
E01000297,E02000050,E09000003,Barnet,E02000050,U
E01000298,E02000046,E09000003,Barnet,E02000046,U
E01000299,E02000042,E09000003,Barnet,E02000042,U
E01000300,E02000042,E09000003,Barnet,E02000042,U
E01000301,E02000043,E09000003,Barnet,E02000043,U
E01000302,E02000042,E09000003,Barnet,E02000042,U
E01000303,E02000043,E09000003,Barnet,E02000043,U
E01000304,E02000043,E09000003,Barnet,E02000043,U
E01000305,E02000059,E09000003,Barnet,E02000059,U
E01000306,E02000059,E09000003,Barnet,E02000059,U
E01000307,E02000062,E09000003,Barnet,E02000062,U
E01000308,E02000059,E09000003,Barnet,E02000059,U
E01000309,E02000054,E09000003,Barnet,E02000054,U
E01000310,E02000057,E09000003,Barnet,E02000057,U
E01000311,E02000057,E09000003,Barnet,E02000057,U
E01000312,E02000059,E09000003,Barnet,E02000059,U
E01000313,E02000059,E09000003,Barnet,E02000059,U
E01000314,E02000055,E09000003,Barnet,E02000055,U
E01000315,E02000045,E09000003,Barnet,E02000045,U
E01000316,E02000050,E09000003,Barnet,E02000050,U
E01000317,E02000042,E09000003,Barnet,E02000042,U
E01000318,E02000042,E09000003,Barnet,E02000042,U
E01000319,E02000050,E09000003,Barnet,E02000050,U
E01000320,E02000034,E09000003,Barnet,E02000034,U
E01000321,E02000035,E09000003,Barnet,E02000035,U
E01000322,E02000034,E09000003,Barnet,E02000034,U
E01000323,E02000042,E09000003,Barnet,E02000042,U
E01000324,E02000038,E09000003,Barnet,E02000038,U
E01000325,E02000078,E09000004,Bexley,E02000078,U
E01000326,E02000078,E09000004,Bexley,E02000078,U
E01000327,E02000081,E09000004,Bexley,E02000081,U
E01000328,E02000081,E09000004,Bexley,E02000081,U
E01000329,E02000081,E09000004,Bexley,E02000081,U
E01000330,E02000081,E09000004,Bexley,E02000081,U
E01000331,E02000081,E09000004,Bexley,E02000081,U
E01000332,E02000069,E09000004,Bexley,E02000069,U
E01000333,E02000067,E09000004,Bexley,E02000067,U
E01000334,E02000070,E09000004,Bexley,E02000070,U
E01000335,E02000067,E09000004,Bexley,E02000067,U
E01000336,E02000067,E09000004,Bexley,E02000067,U
E01000337,E02000067,E09000004,Bexley,E02000067,U
E01000338,E02000067,E09000004,Bexley,E02000067,U
E01000339,E02000089,E09000004,Bexley,E02000089,U
E01000340,E02000082,E09000004,Bexley,E02000082,U
E01000341,E02000086,E09000004,Bexley,E02000086,U
E01000342,E02000086,E09000004,Bexley,E02000086,U
E01000343,E02000086,E09000004,Bexley,E02000086,U
E01000344,E02000089,E09000004,Bexley,E02000089,U
E01000345,E02000086,E09000004,Bexley,E02000086,U
E01000346,E02000085,E09000004,Bexley,E02000085,U
E01000347,E02000085,E09000004,Bexley,E02000085,U
E01000348,E02000084,E09000004,Bexley,E02000084,U
E01000349,E02000084,E09000004,Bexley,E02000084,U
E01000350,E02000085,E09000004,Bexley,E02000085,U
E01000351,E02000088,E09000004,Bexley,E02000088,U
E01000352,E02000085,E09000004,Bexley,E02000085,U
E01000353,E02000075,E09000004,Bexley,E02000075,U
E01000354,E02000075,E09000004,Bexley,E02000075,U
E01000355,E02000075,E09000004,Bexley,E02000075,U
E01000356,E02000073,E09000004,Bexley,E02000073,U
E01000357,E02000073,E09000004,Bexley,E02000073,U
E01000358,E02000075,E09000004,Bexley,E02000075,U
E01000359,E02000073,E09000004,Bexley,E02000073,U
E01000360,E02000079,E09000004,Bexley,E02000079,U
E01000361,E02000084,E09000004,Bexley,E02000084,U
E01000362,E02000079,E09000004,Bexley,E02000079,U
E01000363,E02000084,E09000004,Bexley,E02000084,U
E01000364,E02000087,E09000004,Bexley,E02000087,U
E01000365,E02000079,E09000004,Bexley,E02000079,U
E01000366,E02000079,E09000004,Bexley,E02000079,U
E01000367,E02000074,E09000004,Bexley,E02000074,U
E01000368,E02000074,E09000004,Bexley,E02000074,U
E01000369,E02000078,E09000004,Bexley,E02000078,U
E01000370,E02000078,E09000004,Bexley,E02000078,U
E01000371,E02000078,E09000004,Bexley,E02000078,U
E01000372,E02000074,E09000004,Bexley,E02000074,U
E01000373,E02000072,E09000004,Bexley,E02000072,U
E01000374,E02000083,E09000004,Bexley,E02000083,U
E01000375,E02000083,E09000004,Bexley,E02000083,U
E01000376,E02000083,E09000004,Bexley,E02000083,U
E01000377,E02000083,E09000004,Bexley,E02000083,U
E01000379,E02000083,E09000004,Bexley,E02000083,U
E01000380,E02000074,E09000004,Bexley,E02000074,U
E01000381,E02000092,E09000004,Bexley,E02000092,U
E01000382,E02000091,E09000004,Bexley,E02000091,U
E01000383,E02000092,E09000004,Bexley,E02000092,U
E01000384,E02000091,E09000004,Bexley,E02000091,U
E01000385,E02000092,E09000004,Bexley,E02000092,U
E01000386,E02000092,E09000004,Bexley,E02000092,U
E01000387,E02000091,E09000004,Bexley,E02000091,U
E01000388,E02000080,E09000004,Bexley,E02000080,U
E01000389,E02000084,E09000004,Bexley,E02000084,U
E01000390,E02000084,E09000004,Bexley,E02000084,U
E01000391,E02000085,E09000004,Bexley,E02000085,U
E01000392,E02000080,E09000004,Bexley,E02000080,U
E01000393,E02000084,E09000004,Bexley,E02000084,U
E01000394,E02000079,E09000004,Bexley,E02000079,U
E01000395,E02000082,E09000004,Bexley,E02000082,U
E01000396,E02000082,E09000004,Bexley,E02000082,U
E01000398,E02006785,E09000004,Bexley,E02006785,U
E01000399,E02006785,E09000004,Bexley,E02006785,U
E01000400,E02006785,E09000004,Bexley,E02006785,U
E01000401,E02000077,E09000004,Bexley,E02000077,U
E01000402,E02000069,E09000004,Bexley,E02000069,U
E01000403,E02000068,E09000004,Bexley,E02000068,U
E01000404,E02000068,E09000004,Bexley,E02000068,U
E01000405,E02000068,E09000004,Bexley,E02000068,U
E01000406,E02000069,E09000004,Bexley,E02000069,U
E01000407,E02000069,E09000004,Bexley,E02000069,U
E01000408,E02000068,E09000004,Bexley,E02000068,U
E01000409,E02000080,E09000004,Bexley,E02000080,U
E01000410,E02000082,E09000004,Bexley,E02000082,U
E01000411,E02000080,E09000004,Bexley,E02000080,U
E01000412,E02000082,E09000004,Bexley,E02000082,U
E01000413,E02000082,E09000004,Bexley,E02000082,U
E01000414,E02000080,E09000004,Bexley,E02000080,U
E01000415,E02000080,E09000004,Bexley,E02000080,U
E01000416,E02000066,E09000004,Bexley,E02000066,U
E01000417,E02000070,E09000004,Bexley,E02000070,U
E01000418,E02000066,E09000004,Bexley,E02000066,U
E01000419,E02000070,E09000004,Bexley,E02000070,U
E01000420,E02000070,E09000004,Bexley,E02000070,U
E01000421,E02000073,E09000004,Bexley,E02000073,U
E01000422,E02000066,E09000004,Bexley,E02000066,U
E01000423,E02000089,E09000004,Bexley,E02000089,U
E01000424,E02000090,E09000004,Bexley,E02000090,U
E01000425,E02000089,E09000004,Bexley,E02000089,U
E01000426,E02000090,E09000004,Bexley,E02000090,U
E01000427,E02000090,E09000004,Bexley,E02000090,U
E01000428,E02000091,E09000004,Bexley,E02000091,U
E01000429,E02000072,E09000004,Bexley,E02000072,U
E01000430,E02000072,E09000004,Bexley,E02000072,U
E01000431,E02000072,E09000004,Bexley,E02000072,U
E01000433,E02000072,E09000004,Bexley,E02000072,U
E01000434,E02000072,E09000004,Bexley,E02000072,U
E01000435,E02000074,E09000004,Bexley,E02000074,U
E01000436,E02000075,E09000004,Bexley,E02000075,U
E01000437,E02000071,E09000004,Bexley,E02000071,U
E01000438,E02000071,E09000004,Bexley,E02000071,U
E01000439,E02000071,E09000004,Bexley,E02000071,U
E01000440,E02000071,E09000004,Bexley,E02000071,U
E01000441,E02000071,E09000004,Bexley,E02000071,U
E01000442,E02000070,E09000004,Bexley,E02000070,U
E01000443,E02000088,E09000004,Bexley,E02000088,U
E01000444,E02000087,E09000004,Bexley,E02000087,U
E01000445,E02000088,E09000004,Bexley,E02000088,U
E01000446,E02000088,E09000004,Bexley,E02000088,U
E01000447,E02000087,E09000004,Bexley,E02000087,U
E01000448,E02000087,E09000004,Bexley,E02000087,U
E01000449,E02000087,E09000004,Bexley,E02000087,U
E01000450,E02000073,E09000004,Bexley,E02000073,U
E01000451,E02000073,E09000004,Bexley,E02000073,U
E01000452,E02000073,E09000004,Bexley,E02000073,U
E01000453,E02000077,E09000004,Bexley,E02000077,U
E01000454,E02000077,E09000004,Bexley,E02000077,U
E01000455,E02000077,E09000004,Bexley,E02000077,U
E01000456,E02000077,E09000004,Bexley,E02000077,U
E01000457,E02000090,E09000004,Bexley,E02000090,U
E01000458,E02000091,E09000004,Bexley,E02000091,U
E01000459,E02000091,E09000004,Bexley,E02000091,U
E01000460,E02000086,E09000004,Bexley,E02000086,U
E01000461,E02000088,E09000004,Bexley,E02000088,U
E01000462,E02000090,E09000004,Bexley,E02000090,U
E01000463,E02000089,E09000004,Bexley,E02000089,U
E01000464,E02000066,E09000004,Bexley,E02000066,U
E01000465,E02000066,E09000004,Bexley,E02000066,U
E01000466,E02000065,E09000004,Bexley,E02000065,U
E01000467,E02000065,E09000004,Bexley,E02000065,U
E01000468,E02000065,E09000004,Bexley,E02000065,U
E01000469,E02000065,E09000004,Bexley,E02000065,U
E01000470,E02000066,E09000004,Bexley,E02000066,U
E01000471,E02000118,E09000005,Brent,E02000118,U
E01000472,E02000121,E09000005,Brent,E02000121,U
E01000473,E02000121,E09000005,Brent,E02000121,U
E01000474,E02000118,E09000005,Brent,E02000118,U
E01000475,E02000121,E09000005,Brent,E02000121,U
E01000476,E02000118,E09000005,Brent,E02000118,U
E01000477,E02000118,E09000005,Brent,E02000118,U
E01000478,E02000121,E09000005,Brent,E02000121,U
E01000479,E02000101,E09000005,Brent,E02000101,U
E01000480,E02000098,E09000005,Brent,E02000098,U
E01000481,E02000101,E09000005,Brent,E02000101,U
E01000483,E02000101,E09000005,Brent,E02000101,U
E01000484,E02000098,E09000005,Brent,E02000098,U
E01000485,E02000098,E09000005,Brent,E02000098,U
E01000486,E02000098,E09000005,Brent,E02000098,U
E01000487,E02000098,E09000005,Brent,E02000098,U
E01000488,E02000114,E09000005,Brent,E02000114,U
E01000489,E02000122,E09000005,Brent,E02000122,U
E01000490,E02000115,E09000005,Brent,E02000115,U
E01000491,E02000122,E09000005,Brent,E02000122,U
E01000492,E02000122,E09000005,Brent,E02000122,U
E01000493,E02000122,E09000005,Brent,E02000122,U
E01000494,E02000115,E09000005,Brent,E02000115,U
E01000495,E02000115,E09000005,Brent,E02000115,U
E01000497,E02000103,E09000005,Brent,E02000103,U
E01000498,E02000102,E09000005,Brent,E02000102,U
E01000499,E02000103,E09000005,Brent,E02000103,U
E01000501,E02000103,E09000005,Brent,E02000103,U
E01000502,E02000103,E09000005,Brent,E02000103,U
E01000503,E02000103,E09000005,Brent,E02000103,U
E01000504,E02000110,E09000005,Brent,E02000110,U
E01000505,E02000110,E09000005,Brent,E02000110,U
E01000506,E02000106,E09000005,Brent,E02000106,U
E01000507,E02000110,E09000005,Brent,E02000110,U
E01000508,E02000117,E09000005,Brent,E02000117,U
E01000509,E02000106,E09000005,Brent,E02000106,U
E01000510,E02000106,E09000005,Brent,E02000106,U
E01000511,E02000106,E09000005,Brent,E02000106,U
E01000512,E02000110,E09000005,Brent,E02000110,U
E01000513,E02000094,E09000005,Brent,E02000094,U
E01000514,E02000094,E09000005,Brent,E02000094,U
E01000515,E02000095,E09000005,Brent,E02000095,U
E01000516,E02000094,E09000005,Brent,E02000094,U
E01000517,E02000095,E09000005,Brent,E02000095,U
E01000518,E02000097,E09000005,Brent,E02000097,U
