LSOA21CD,MSOA21CD,LAD22CD,LAD22NM,MSOA11CD,CHNGIND
E01001188,E02000207,E09000008,Croydon,E02000207,U
E01001189,E02006788,E09000008,Croydon,E02006788,U
E01001190,E02006788,E09000008,Croydon,E02006788,U
E01001191,E02000201,E09000008,Croydon,E02000201,U
E01001192,E02000201,E09000008,Croydon,E02000201,U
E01001193,E02000207,E09000008,Croydon,E02000207,U
E01001194,E02006788,E09000008,Croydon,E02006788,U
E01001195,E02000258,E09000009,Ealing,E02000258,U
E01001196,E02000252,E09000009,Ealing,E02000252,U
E01001197,E02000258,E09000009,Ealing,E02000258,U
E01001198,E02000258,E09000009,Ealing,E02000258,U
E01001199,E02000258,E09000009,Ealing,E02000258,U
E01001200,E02000262,E09000009,Ealing,E02000262,U
E01001201,E02000262,E09000009,Ealing,E02000262,U
E01001202,E02000262,E09000009,Ealing,E02000262,U
E01001203,E02000262,E09000009,Ealing,E02000262,U
E01001204,E02000255,E09000009,Ealing,E02000255,U
E01001205,E02000255,E09000009,Ealing,E02000255,U
E01001206,E02000255,E09000009,Ealing,E02000255,U
E01001207,E02000255,E09000009,Ealing,E02000255,U
E01001208,E02000255,E09000009,Ealing,E02000255,U
E01001209,E02000250,E09000009,Ealing,E02000250,U
E01001210,E02000253,E09000009,Ealing,E02000253,U
E01001211,E02000250,E09000009,Ealing,E02000250,U
E01001212,E02000255,E09000009,Ealing,E02000255,U
E01001213,E02000260,E09000009,Ealing,E02000260,U
E01001214,E02000260,E09000009,Ealing,E02000260,U
E01001215,E02000260,E09000009,Ealing,E02000260,U
E01001216,E02000260,E09000009,Ealing,E02000260,U
E01001217,E02000251,E09000009,Ealing,E02000251,U
E01001218,E02000249,E09000009,Ealing,E02000249,U
E01001219,E02000266,E09000009,Ealing,E02000266,U
E01001220,E02000266,E09000009,Ealing,E02000266,U
E01001223,E02006968,E09000009,Ealing,E02000257,S
E01001224,E02000256,E09000009,Ealing,E02000256,U
E01001225,E02006968,E09000009,Ealing,E02000257,S
E01001226,E02000256,E09000009,Ealing,E02000256,U
E01001227,E02000256,E09000009,Ealing,E02000256,U
E01001228,E02000256,E09000009,Ealing,E02000256,U
E01001229,E02000268,E09000009,Ealing,E02000268,U
E01001230,E02000268,E09000009,Ealing,E02000268,U
E01001231,E02000264,E09000009,Ealing,E02000264,U
E01001232,E02000268,E09000009,Ealing,E02000268,U
E01001233,E02000268,E09000009,Ealing,E02000268,U
E01001234,E02000264,E09000009,Ealing,E02000264,U
E01001235,E02006969,E09000009,Ealing,E02000257,S
E01001236,E02006969,E09000009,Ealing,E02000257,S
E01001237,E02000268,E09000009,Ealing,E02000268,U
E01001239,E02000252,E09000009,Ealing,E02000252,U
E01001240,E02000261,E09000009,Ealing,E02000261,U
E01001241,E02000261,E09000009,Ealing,E02000261,U
E01001242,E02000261,E09000009,Ealing,E02000261,U
E01001243,E02000261,E09000009,Ealing,E02000261,U
E01001244,E02000261,E09000009,Ealing,E02000261,U
E01001245,E02000261,E09000009,Ealing,E02000261,U
E01001246,E02000252,E09000009,Ealing,E02000252,U
E01001247,E02000252,E09000009,Ealing,E02000252,U
E01001248,E02000272,E09000009,Ealing,E02000272,U
E01001249,E02000265,E09000009,Ealing,E02000265,U
E01001250,E02000265,E09000009,Ealing,E02000265,U
E01001251,E02000267,E09000009,Ealing,E02000267,U
E01001252,E02000267,E09000009,Ealing,E02000267,U
E01001253,E02000267,E09000009,Ealing,E02000267,U
E01001254,E02000267,E09000009,Ealing,E02000267,U
E01001255,E02000265,E09000009,Ealing,E02000265,U
E01001257,E02000245,E09000009,Ealing,E02000245,U
E01001258,E02000247,E09000009,Ealing,E02000247,U
E01001259,E02000251,E09000009,Ealing,E02000251,U
E01001260,E02000249,E09000009,Ealing,E02000249,U
E01001261,E02000249,E09000009,Ealing,E02000249,U
E01001262,E02000247,E09000009,Ealing,E02000247,U
E01001263,E02000247,E09000009,Ealing,E02000247,U
E01001264,E02000247,E09000009,Ealing,E02000247,U
E01001265,E02000243,E09000009,Ealing,E02000243,U
E01001266,E02000243,E09000009,Ealing,E02000243,U
E01001267,E02000243,E09000009,Ealing,E02000243,U
E01001268,E02000249,E09000009,Ealing,E02000249,U
E01001269,E02000238,E09000009,Ealing,E02000238,U
E01001270,E02000241,E09000009,Ealing,E02000241,U
E01001271,E02000238,E09000009,Ealing,E02000238,U
E01001272,E02000243,E09000009,Ealing,E02000243,U
E01001273,E02006968,E09000009,Ealing,E02000257,S
E01001274,E02006968,E09000009,Ealing,E02000257,S
E01001275,E02006968,E09000009,Ealing,E02000257,S
E01001276,E02000248,E09000009,Ealing,E02000248,U
E01001277,E02000248,E09000009,Ealing,E02000248,U
E01001278,E02000248,E09000009,Ealing,E02000248,U
E01001279,E02000250,E09000009,Ealing,E02000250,U
E01001280,E02000248,E09000009,Ealing,E02000248,U
E01001281,E02000250,E09000009,Ealing,E02000250,U
E01001282,E02000253,E09000009,Ealing,E02000253,U
E01001283,E02000253,E09000009,Ealing,E02000253,U
E01001284,E02000259,E09000009,Ealing,E02000259,U
E01001285,E02000253,E09000009,Ealing,E02000253,U
E01001286,E02000253,E09000009,Ealing,E02000253,U
E01001287,E02000253,E09000009,Ealing,E02000253,U
E01001288,E02000259,E09000009,Ealing,E02000259,U
E01001289,E02000259,E09000009,Ealing,E02000259,U
E01001290,E02000259,E09000009,Ealing,E02000259,U
E01001291,E02000251,E09000009,Ealing,E02000251,U
E01001292,E02000251,E09000009,Ealing,E02000251,U
E01001293,E02000251,E09000009,Ealing,E02000251,U
E01001294,E02000254,E09000009,Ealing,E02000254,U
E01001295,E02000254,E09000009,Ealing,E02000254,U
E01001296,E02000254,E09000009,Ealing,E02000254,U
E01001297,E02000254,E09000009,Ealing,E02000254,U
E01001298,E02000254,E09000009,Ealing,E02000254,U
E01001299,E02000272,E09000009,Ealing,E02000272,U
E01001300,E02000276,E09000009,Ealing,E02000276,U
E01001301,E02000276,E09000009,Ealing,E02000276,U
E01001302,E02000276,E09000009,Ealing,E02000276,U
E01001303,E02000269,E09000009,Ealing,E02000269,U
E01001304,E02000276,E09000009,Ealing,E02000276,U
E01001305,E02000272,E09000009,Ealing,E02000272,U
E01001306,E02000272,E09000009,Ealing,E02000272,U
E01001307,E02000239,E09000009,Ealing,E02000239,U
E01001308,E02000239,E09000009,Ealing,E02000239,U
E01001309,E02000238,E09000009,Ealing,E02000238,U
E01001310,E02000238,E09000009,Ealing,E02000238,U
E01001311,E02000238,E09000009,Ealing,E02000238,U
E01001312,E02000239,E09000009,Ealing,E02000239,U
E01001313,E02000239,E09000009,Ealing,E02000239,U
E01001314,E02000239,E09000009,Ealing,E02000239,U
E01001315,E02000240,E09000009,Ealing,E02000240,U
E01001316,E02000240,E09000009,Ealing,E02000240,U
E01001317,E02000240,E09000009,Ealing,E02000240,U
E01001318,E02000240,E09000009,Ealing,E02000240,U
E01001319,E02000241,E09000009,Ealing,E02000241,U
E01001320,E02000240,E09000009,Ealing,E02000240,U
E01001321,E02000240,E09000009,Ealing,E02000240,U
E01001322,E02000241,E09000009,Ealing,E02000241,U
E01001323,E02000241,E09000009,Ealing,E02000241,U
E01001324,E02000245,E09000009,Ealing,E02000245,U
E01001325,E02000246,E09000009,Ealing,E02000246,U
E01001326,E02000245,E09000009,Ealing,E02000245,U
E01001327,E02000246,E09000009,Ealing,E02000246,U
E01001328,E02000246,E09000009,Ealing,E02000246,U
E01001329,E02000246,E09000009,Ealing,E02000246,U
E01001330,E02000245,E09000009,Ealing,E02000245,U
E01001331,E02000246,E09000009,Ealing,E02000246,U
E01001332,E02000245,E09000009,Ealing,E02000245,U
E01001333,E02000275,E09000009,Ealing,E02000275,U
E01001334,E02000266,E09000009,Ealing,E02000266,U
E01001335,E02000275,E09000009,Ealing,E02000275,U
E01001336,E02000275,E09000009,Ealing,E02000275,U
E01001337,E02000266,E09000009,Ealing,E02000266,U
E01001338,E02000266,E09000009,Ealing,E02000266,U
E01001339,E02000266,E09000009,Ealing,E02000266,U
E01001340,E02000266,E09000009,Ealing,E02000266,U
E01001341,E02000242,E09000009,Ealing,E02000242,U
E01001342,E02000242,E09000009,Ealing,E02000242,U
E01001343,E02000242,E09000009,Ealing,E02000242,U
E01001344,E02000244,E09000009,Ealing,E02000244,U
E01001345,E02000242,E09000009,Ealing,E02000242,U
E01001346,E02000244,E09000009,Ealing,E02000244,U
E01001347,E02000244,E09000009,Ealing,E02000244,U
E01001348,E02000244,E09000009,Ealing,E02000244,U
E01001349,E02000243,E09000009,Ealing,E02000243,U
E01001350,E02000264,E09000009,Ealing,E02000264,U
E01001351,E02000262,E09000009,Ealing,E02000262,U
E01001352,E02000264,E09000009,Ealing,E02000264,U
E01001353,E02000270,E09000009,Ealing,E02000270,U
E01001354,E02000264,E09000009,Ealing,E02000264,U
E01001355,E02000270,E09000009,Ealing,E02000270,U
E01001356,E02000270,E09000009,Ealing,E02000270,U
E01001357,E02000270,E09000009,Ealing,E02000270,U
E01001358,E02000270,E09000009,Ealing,E02000270,U
E01001359,E02000263,E09000009,Ealing,E02000263,U
E01001360,E02000263,E09000009,Ealing,E02000263,U
E01001361,E02000260,E09000009,Ealing,E02000260,U
E01001362,E02000263,E09000009,Ealing,E02000263,U
E01001363,E02000263,E09000009,Ealing,E02000263,U
E01001364,E02000263,E09000009,Ealing,E02000263,U
E01001365,E02000263,E09000009,Ealing,E02000263,U
E01001366,E02006971,E09000009,Ealing,E02000274,S
E01001367,E02006970,E09000009,Ealing,E02000274,S
E01001368,E02006971,E09000009,Ealing,E02000274,S
E01001369,E02000275,E09000009,Ealing,E02000275,U
E01001370,E02006971,E09000009,Ealing,E02000274,S
E01001371,E02006971,E09000009,Ealing,E02000274,S
E01001372,E02006970,E09000009,Ealing,E02000274,S
E01001373,E02006970,E09000009,Ealing,E02000274,S
E01001374,E02006791,E09000009,Ealing,E02006791,U
E01001375,E02000271,E09000009,Ealing,E02000271,U
E01001376,E02006791,E09000009,Ealing,E02006791,U
E01001377,E02000271,E09000009,Ealing,E02000271,U
E01001379,E02000271,E09000009,Ealing,E02000271,U
E01001380,E02006791,E09000009,Ealing,E02006791,U
E01001381,E02000271,E09000009,Ealing,E02000271,U
E01001382,E02000269,E09000009,Ealing,E02000269,U
E01001383,E02000265,E09000009,Ealing,E02000265,U
E01001384,E02000269,E09000009,Ealing,E02000269,U
E01001385,E02000269,E09000009,Ealing,E02000269,U
E01001386,E02000268,E09000009,Ealing,E02000268,U
E01001387,E02000269,E09000009,Ealing,E02000269,U
E01001388,E02000265,E09000009,Ealing,E02000265,U
E01001389,E02000265,E09000009,Ealing,E02000265,U
E01001390,E02000312,E09000010,Enfield,E02000312,U
E01001391,E02000312,E09000010,Enfield,E02000312,U
E01001392,E02000308,E09000010,Enfield,E02000308,U
E01001393,E02000312,E09000010,Enfield,E02000312,U
E01001394,E02000311,E09000010,Enfield,E02000311,U
E01001395,E02000311,E09000010,Enfield,E02000311,U
E01001396,E02000312,E09000010,Enfield,E02000312,U
E01001397,E02000311,E09000010,Enfield,E02000311,U
E01001398,E02000297,E09000010,Enfield,E02000297,U
E01001399,E02000297,E09000010,Enfield,E02000297,U
E01001400,E02000297,E09000010,Enfield,E02000297,U
E01001401,E02000292,E09000010,Enfield,E02000292,U
E01001402,E02000297,E09000010,Enfield,E02000297,U
E01001403,E02000297,E09000010,Enfield,E02000297,U
E01001404,E02000302,E09000010,Enfield,E02000302,U
E01001405,E02000291,E09000010,Enfield,E02000291,U
E01001406,E02000291,E09000010,Enfield,E02000291,U
E01001407,E02000281,E09000010,Enfield,E02000281,U
E01001408,E02000280,E09000010,Enfield,E02000280,U
E01001409,E02000281,E09000010,Enfield,E02000281,U
E01001410,E02000281,E09000010,Enfield,E02000281,U
E01001411,E02000280,E09000010,Enfield,E02000280,U
E01001412,E02000280,E09000010,Enfield,E02000280,U
E01001413,E02000280,E09000010,Enfield,E02000280,U
E01001414,E02000280,E09000010,Enfield,E02000280,U
E01001415,E02000287,E09000010,Enfield,E02000287,U
E01001416,E02000289,E09000010,Enfield,E02000289,U
E01001417,E02000287,E09000010,Enfield,E02000287,U
E01001418,E02000287,E09000010,Enfield,E02000287,U
E01001419,E02000296,E09000010,Enfield,E02000296,U
E01001420,E02000296,E09000010,Enfield,E02000296,U
E01001421,E02000296,E09000010,Enfield,E02000296,U
E01001422,E02000287,E09000010,Enfield,E02000287,U
E01001423,E02000303,E09000010,Enfield,E02000303,U
E01001424,E02000306,E09000010,Enfield,E02000306,U
E01001425,E02000303,E09000010,Enfield,E02000303,U
E01001426,E02000306,E09000010,Enfield,E02000306,U
E01001427,E02000306,E09000010,Enfield,E02000306,U
E01001428,E02000303,E09000010,Enfield,E02000303,U
E01001429,E02000306,E09000010,Enfield,E02000306,U
E01001430,E02000306,E09000010,Enfield,E02000306,U
E01001431,E02000309,E09000010,Enfield,E02000309,U
E01001432,E02000309,E09000010,Enfield,E02000309,U
E01001433,E02000283,E09000010,Enfield,E02000283,U
E01001434,E02000283,E09000010,Enfield,E02000283,U
E01001435,E02000283,E09000010,Enfield,E02000283,U
E01001436,E02000283,E09000010,Enfield,E02000283,U
E01001437,E02000290,E09000010,Enfield,E02000290,U
E01001438,E02000283,E09000010,Enfield,E02000283,U
E01001439,E02000282,E09000010,Enfield,E02000282,U
E01001440,E02000288,E09000010,Enfield,E02000288,U
E01001441,E02000282,E09000010,Enfield,E02000282,U
E01001442,E02000278,E09000010,Enfield,E02000278,U
E01001444,E02000277,E09000010,Enfield,E02000277,U
E01001445,E02000279,E09000010,Enfield,E02000279,U
E01001446,E02000277,E09000010,Enfield,E02000277,U
E01001447,E02000279,E09000010,Enfield,E02000279,U
E01001448,E02000279,E09000010,Enfield,E02000279,U
E01001449,E02000279,E09000010,Enfield,E02000279,U
E01001450,E02000291,E09000010,Enfield,E02000291,U
E01001451,E02000293,E09000010,Enfield,E02000293,U
E01001452,E02000293,E09000010,Enfield,E02000293,U
E01001453,E02000293,E09000010,Enfield,E02000293,U
E01001454,E02000293,E09000010,Enfield,E02000293,U
E01001455,E02000297,E09000010,Enfield,E02000297,U
E01001456,E02000298,E09000010,Enfield,E02000298,U
E01001457,E02000286,E09000010,Enfield,E02000286,U
E01001458,E02006793,E09000010,Enfield,E02006793,U
E01001459,E02000300,E09000010,Enfield,E02000300,U
E01001460,E02000300,E09000010,Enfield,E02000300,U
E01001461,E02000303,E09000010,Enfield,E02000303,U
E01001462,E02000300,E09000010,Enfield,E02000300,U
E01001463,E02000307,E09000010,Enfield,E02000307,U
E01001464,E02000303,E09000010,Enfield,E02000303,U
E01001465,E02000307,E09000010,Enfield,E02000307,U
E01001466,E02000307,E09000010,Enfield,E02000307,U
E01001467,E02000307,E09000010,Enfield,E02000307,U
E01001468,E02000286,E09000010,Enfield,E02000286,U
E01001469,E02000284,E09000010,Enfield,E02000284,U
E01001470,E02000289,E09000010,Enfield,E02000289,U
E01001471,E02000286,E09000010,Enfield,E02000286,U
E01001472,E02000286,E09000010,Enfield,E02000286,U
E01001473,E02000289,E09000010,Enfield,E02000289,U
E01001474,E02000286,E09000010,Enfield,E02000286,U
E01001475,E02000289,E09000010,Enfield,E02000289,U
E01001476,E02000294,E09000010,Enfield,E02000294,U
E01001477,E02000294,E09000010,Enfield,E02000294,U
E01001478,E02000292,E09000010,Enfield,E02000292,U
E01001479,E02000299,E09000010,Enfield,E02000299,U
E01001480,E02000300,E09000010,Enfield,E02000300,U
E01001481,E02000294,E09000010,Enfield,E02000294,U
E01001482,E02000299,E09000010,Enfield,E02000299,U
E01001483,E02000301,E09000010,Enfield,E02000301,U
E01001484,E02000292,E09000010,Enfield,E02000292,U
E01001485,E02000301,E09000010,Enfield,E02000301,U
E01001486,E02000301,E09000010,Enfield,E02000301,U
E01001487,E02000299,E09000010,Enfield,E02000299,U
E01001488,E02000300,E09000010,Enfield,E02000300,U
E01001489,E02000299,E09000010,Enfield,E02000299,U
E01001491,E02000299,E09000010,Enfield,E02000299,U
E01001492,E02000301,E09000010,Enfield,E02000301,U
E01001493,E02000302,E09000010,Enfield,E02000302,U
E01001494,E02000302,E09000010,Enfield,E02000302,U
E01001495,E02000305,E09000010,Enfield,E02000305,U
E01001496,E02000302,E09000010,Enfield,E02000302,U
E01001497,E02000307,E09000010,Enfield,E02000307,U
E01001498,E02000305,E09000010,Enfield,E02000305,U
E01001499,E02000307,E09000010,Enfield,E02000307,U
E01001500,E02000311,E09000010,Enfield,E02000311,U
E01001501,E02000312,E09000010,Enfield,E02000312,U
E01001502,E02000294,E09000010,Enfield,E02000294,U
E01001503,E02000294,E09000010,Enfield,E02000294,U
E01001504,E02000288,E09000010,Enfield,E02000288,U
E01001505,E02000288,E09000010,Enfield,E02000288,U
E01001507,E02000288,E09000010,Enfield,E02000288,U
E01001508,E02000288,E09000010,Enfield,E02000288,U
E01001509,E02000290,E09000010,Enfield,E02000290,U
E01001511,E02000292,E09000010,Enfield,E02000292,U
E01001512,E02000291,E09000010,Enfield,E02000291,U
E01001513,E02000288,E09000010,Enfield,E02000288,U
E01001514,E02000292,E09000010,Enfield,E02000292,U
E01001515,E02000291,E09000010,Enfield,E02000291,U
E01001516,E02000281,E09000010,Enfield,E02000281,U
E01001517,E02000282,E09000010,Enfield,E02000282,U
E01001518,E02000292,E09000010,Enfield,E02000292,U
E01001520,E02000295,E09000010,Enfield,E02000295,U
E01001521,E02000304,E09000010,Enfield,E02000304,U
E01001522,E02000295,E09000010,Enfield,E02000295,U
E01001523,E02000295,E09000010,Enfield,E02000295,U
E01001524,E02000295,E09000010,Enfield,E02000295,U
E01001525,E02000296,E09000010,Enfield,E02000296,U
E01001526,E02000295,E09000010,Enfield,E02000295,U
E01001527,E02000312,E09000010,Enfield,E02000312,U
E01001528,E02000308,E09000010,Enfield,E02000308,U
E01001529,E02000308,E09000010,Enfield,E02000308,U
E01001530,E02000308,E09000010,Enfield,E02000308,U
E01001531,E02000304,E09000010,Enfield,E02000304,U
E01001532,E02000304,E09000010,Enfield,E02000304,U
E01001533,E02000304,E09000010,Enfield,E02000304,U
E01001534,E02000308,E09000010,Enfield,E02000308,U
E01001535,E02000304,E09000010,Enfield,E02000304,U
E01001536,E02000284,E09000010,Enfield,E02000284,U
E01001537,E02000281,E09000010,Enfield,E02000281,U
E01001538,E02000285,E09000010,Enfield,E02000285,U
E01001539,E02000285,E09000010,Enfield,E02000285,U
E01001540,E02000284,E09000010,Enfield,E02000284,U
E01001541,E02000284,E09000010,Enfield,E02000284,U
E01001542,E02000284,E09000010,Enfield,E02000284,U
E01001543,E02000285,E09000010,Enfield,E02000285,U
E01001544,E02000285,E09000010,Enfield,E02000285,U
E01001545,E02000278,E09000010,Enfield,E02000278,U
E01001546,E02000277,E09000010,Enfield,E02000277,U
E01001547,E02000278,E09000010,Enfield,E02000278,U
E01001548,E02000278,E09000010,Enfield,E02000278,U
E01001549,E02000282,E09000010,Enfield,E02000282,U
E01001550,E02000282,E09000010,Enfield,E02000282,U
E01001551,E02000278,E09000010,Enfield,E02000278,U
E01001552,E02000277,E09000010,Enfield,E02000277,U
E01001553,E02006793,E09000010,Enfield,E02006793,U
E01001554,E02006793,E09000010,Enfield,E02006793,U
E01001555,E02000309,E09000010,Enfield,E02000309,U
E01001556,E02000311,E09000010,Enfield,E02000311,U
E01001557,E02000309,E09000010,Enfield,E02000309,U
E01001558,E02000309,E09000010,Enfield,E02000309,U
E01001559,E02000309,E09000010,Enfield,E02000309,U
E01001560,E02000311,E09000010,Enfield,E02000311,U
E01001562,E02006793,E09000010,Enfield,E02006793,U
E01001563,E02000305,E09000010,Enfield,E02000305,U
E01001564,E02000298,E09000010,Enfield,E02000298,U
E01001565,E02000305,E09000010,Enfield,E02000305,U
E01001566,E02000305,E09000010,Enfield,E02000305,U
E01001567,E02000298,E09000010,Enfield,E02000298,U
E01001568,E02000298,E09000010,Enfield,E02000298,U
E01001569,E02000298,E09000010,Enfield,E02000298,U
E01001570,E02000302,E09000010,Enfield,E02000302,U
E01001571,E02000320,E09000011,Greenwich,E02000320,U
E01001572,E02000320,E09000011,Greenwich,E02000320,U
E01001573,E02000320,E09000011,Greenwich,E02000320,U
E01001574,E02000320,E09000011,Greenwich,E02000320,U
E01001575,E02000315,E09000011,Greenwich,E02000315,U
E01001576,E02000315,E09000011,Greenwich,E02000315,U
E01001577,E02000315,E09000011,Greenwich,E02000315,U
E01001578,E02000315,E09000011,Greenwich,E02000315,U
E01001579,E02000315,E09000011,Greenwich,E02000315,U
E01001580,E02000333,E09000011,Greenwich,E02000333,U
E01001581,E02000328,E09000011,Greenwich,E02000328,U
E01001582,E02000333,E09000011,Greenwich,E02000333,U
E01001583,E02000333,E09000011,Greenwich,E02000333,U
E01001584,E02000333,E09000011,Greenwich,E02000333,U
E01001585,E02000328,E09000011,Greenwich,E02000328,U
E01001586,E02000328,E09000011,Greenwich,E02000328,U
E01001587,E02000328,E09000011,Greenwich,E02000328,U
E01001588,E02000324,E09000011,Greenwich,E02000324,U
E01001589,E02000324,E09000011,Greenwich,E02000324,U
E01001590,E02000326,E09000011,Greenwich,E02000326,U
E01001591,E02000324,E09000011,Greenwich,E02000324,U
E01001592,E02000326,E09000011,Greenwich,E02000326,U
E01001593,E02000326,E09000011,Greenwich,E02000326,U
E01001594,E02000326,E09000011,Greenwich,E02000326,U
E01001595,E02000324,E09000011,Greenwich,E02000324,U
E01001596,E02000344,E09000011,Greenwich,E02000344,U
E01001597,E02000343,E09000011,Greenwich,E02000343,U
E01001598,E02000343,E09000011,Greenwich,E02000343,U
E01001599,E02000344,E09000011,Greenwich,E02000344,U
E01001600,E02000344,E09000011,Greenwich,E02000344,U
E01001601,E02000344,E09000011,Greenwich,E02000344,U
E01001602,E02000343,E09000011,Greenwich,E02000343,U
E01001603,E02000343,E09000011,Greenwich,E02000343,U
E01001604,E02000339,E09000011,Greenwich,E02000339,U
E01001605,E02000335,E09000011,Greenwich,E02000335,U
E01001606,E02000335,E09000011,Greenwich,E02000335,U
E01001607,E02000339,E09000011,Greenwich,E02000339,U
E01001608,E02000339,E09000011,Greenwich,E02000339,U
E01001609,E02000339,E09000011,Greenwich,E02000339,U
E01001610,E02000335,E09000011,Greenwich,E02000335,U
E01001611,E02000335,E09000011,Greenwich,E02000335,U
E01001613,E02000340,E09000011,Greenwich,E02000340,U
E01001614,E02000340,E09000011,Greenwich,E02000340,U
E01001615,E02000340,E09000011,Greenwich,E02000340,U
E01001617,E02000340,E09000011,Greenwich,E02000340,U
E01001618,E02000342,E09000011,Greenwich,E02000342,U
E01001619,E02000342,E09000011,Greenwich,E02000342,U
E01001620,E02000337,E09000011,Greenwich,E02000337,U
E01001621,E02000337,E09000011,Greenwich,E02000337,U
E01001623,E02000337,E09000011,Greenwich,E02000337,U
E01001624,E02000337,E09000011,Greenwich,E02000337,U
E01001625,E02000337,E09000011,Greenwich,E02000337,U
E01001629,E02000321,E09000011,Greenwich,E02000321,U
E01001631,E02000319,E09000011,Greenwich,E02000319,U
E01001632,E02000319,E09000011,Greenwich,E02000319,U
E01001633,E02000321,E09000011,Greenwich,E02000321,U
E01001634,E02000321,E09000011,Greenwich,E02000321,U
E01001635,E02000319,E09000011,Greenwich,E02000319,U
E01001636,E02000319,E09000011,Greenwich,E02000319,U
E01001637,E02000321,E09000011,Greenwich,E02000321,U
E01001638,E02006931,E09000011,Greenwich,E02006931,U
E01001641,E02006931,E09000011,Greenwich,E02006931,U
E01001642,E02006931,E09000011,Greenwich,E02006931,U
E01001644,E02006931,E09000011,Greenwich,E02006931,U
E01001645,E02000334,E09000011,Greenwich,E02000334,U
E01001646,E02000331,E09000011,Greenwich,E02000331,U
E01001647,E02000334,E09000011,Greenwich,E02000334,U
E01001648,E02000334,E09000011,Greenwich,E02000334,U
E01001649,E02000334,E09000011,Greenwich,E02000334,U
E01001650,E02000331,E09000011,Greenwich,E02000331,U
E01001651,E02000331,E09000011,Greenwich,E02000331,U
E01001652,E02000331,E09000011,Greenwich,E02000331,U
E01001653,E02000341,E09000011,Greenwich,E02000341,U
E01001654,E02000341,E09000011,Greenwich,E02000341,U
E01001655,E02000341,E09000011,Greenwich,E02000341,U
E01001656,E02006927,E09000011,Greenwich,E02006927,U
E01001657,E02006927,E09000011,Greenwich,E02006927,U
E01001658,E02006927,E09000011,Greenwich,E02006927,U
E01001659,E02006927,E09000011,Greenwich,E02006927,U
E01001660,E02000341,E09000011,Greenwich,E02000341,U
E01001661,E02000341,E09000011,Greenwich,E02000341,U
E01001664,E02006930,E09000011,Greenwich,E02006930,U
E01001665,E02006930,E09000011,Greenwich,E02006930,U
E01001666,E02006993,E09000011,Greenwich,E02006929,S
E01001669,E02006786,E09000011,Greenwich,E02006786,U
E01001671,E02006786,E09000011,Greenwich,E02006786,U
E01001672,E02000318,E09000011,Greenwich,E02000318,U
E01001673,E02000318,E09000011,Greenwich,E02000318,U
E01001674,E02000318,E09000011,Greenwich,E02000318,U
E01001675,E02000318,E09000011,Greenwich,E02000318,U
E01001676,E02006786,E09000011,Greenwich,E02006786,U
E01001677,E02000318,E09000011,Greenwich,E02000318,U
E01001678,E02000329,E09000011,Greenwich,E02000329,U
E01001679,E02000332,E09000011,Greenwich,E02000332,U
E01001680,E02000332,E09000011,Greenwich,E02000332,U
E01001681,E02000332,E09000011,Greenwich,E02000332,U
E01001682,E02000332,E09000011,Greenwich,E02000332,U
E01001683,E02000329,E09000011,Greenwich,E02000329,U
E01001684,E02000329,E09000011,Greenwich,E02000329,U
E01001685,E02000329,E09000011,Greenwich,E02000329,U
E01001686,E02000332,E09000011,Greenwich,E02000332,U
E01001687,E02000314,E09000011,Greenwich,E02000314,U
E01001688,E02000314,E09000011,Greenwich,E02000314,U
E01001690,E02000313,E09000011,Greenwich,E02000313,U
E01001692,E02000313,E09000011,Greenwich,E02000313,U
E01001693,E02000313,E09000011,Greenwich,E02000313,U
E01001694,E02000313,E09000011,Greenwich,E02000313,U
E01001695,E02000323,E09000011,Greenwich,E02000323,U
E01001696,E02000323,E09000011,Greenwich,E02000323,U
E01001697,E02000323,E09000011,Greenwich,E02000323,U
E01001698,E02000327,E09000011,Greenwich,E02000327,U
E01001699,E02000327,E09000011,Greenwich,E02000327,U
E01001700,E02000323,E09000011,Greenwich,E02000323,U
E01001701,E02000327,E09000011,Greenwich,E02000327,U
E01001702,E02000327,E09000011,Greenwich,E02000327,U
E01001703,E02000323,E09000011,Greenwich,E02000323,U
E01001704,E02000323,E09000011,Greenwich,E02000323,U
E01001705,E02000317,E09000011,Greenwich,E02000317,U
E01001708,E02000317,E09000011,Greenwich,E02000317,U
E01001710,E02000317,E09000011,Greenwich,E02000317,U
E01001712,E02006994,E09000011,Greenwich,E02000316,S
E01001714,E02000346,E09000012,Hackney,E02000346,U
E01001715,E02000351,E09000012,Hackney,E02000351,U
E01001716,E02000351,E09000012,Hackney,E02000351,U
E01001717,E02000351,E09000012,Hackney,E02000351,U
E01001718,E02000351,E09000012,Hackney,E02000351,U
E01001719,E02000351,E09000012,Hackney,E02000351,U
E01001720,E02000351,E09000012,Hackney,E02000351,U
E01001722,E02006921,E09000012,Hackney,E02006921,U
E01001723,E02000350,E09000012,Hackney,E02000350,U
E01001724,E02000350,E09000012,Hackney,E02000350,U
E01001725,E02000348,E09000012,Hackney,E02000348,U
E01001726,E02000348,E09000012,Hackney,E02000348,U
E01001727,E02000350,E09000012,Hackney,E02000350,U
E01001728,E02006921,E09000012,Hackney,E02006921,U
E01001729,E02000363,E09000012,Hackney,E02000363,U
E01001730,E02000363,E09000012,Hackney,E02000363,U
E01001731,E02000361,E09000012,Hackney,E02000361,U
E01001732,E02000363,E09000012,Hackney,E02000363,U
E01001733,E02000359,E09000012,Hackney,E02000359,U
