lsoa,age_0_19_share,age_20_34_share,age_35_64_share,age_65plus_share
E01000292,0.20919689119170984,0.14443005181347152,0.4009067357512953,0.24546632124352333
E01000293,0.21601804850535816,0.18274111675126903,0.41567963902989286,0.18556119571347998
E01000294,0.2177998894416805,0.15478164731896074,0.417910447761194,0.20950801547816472
E01000295,0.19888475836431227,0.23172242874845106,0.42936802973977695,0.14002478314745972
E01000296,0.20224089635854342,0.261624649859944,0.4246498599439776,0.11148459383753502
E01000297,0.2135306553911205,0.21916842847075405,0.4383368569415081,0.12896405919661733
E01000298,0.20852803738317757,0.24707943925233644,0.415303738317757,0.12908878504672897
E01000299,0.2266786840919333,0.25101397025687244,0.40063091482649843,0.12167643082469581
E01000300,0.22882882882882882,0.17597597597597597,0.44744744744744747,0.14774774774774774
E01000301,0.2580213903743315,0.14037433155080214,0.41711229946524064,0.18449197860962566
E01000302,0.20733740967204004,0.1895497498610339,0.46192329071706506,0.14118954974986103
E01000303,0.24732620320855614,0.15508021390374332,0.4324866310160428,0.16510695187165775
E01000304,0.20629820051413883,0.2448586118251928,0.42287917737789205,0.12596401028277635
E01000305,0.19235511713933415,0.2651048088779285,0.42231812577065353,0.12022194821208385
E01000306,0.17327235772357724,0.29776422764227645,0.40853658536585363,0.12042682926829268
E01000307,0.2360774818401937,0.2469733656174334,0.38619854721549635,0.13075060532687652
E01000308,0.18909952606635072,0.34502369668246446,0.36777251184834125,0.0981042654028436
E01000309,0.2311067771818625,0.2569478303266699,0.3920039005363237,0.11994149195514384
E01000310,0.20510483135824978,0.2876025524156791,0.37420237010027346,0.13309024612579762
E01000311,0.3760587238848108,0.1919819311123659,0.32185206098249575,0.1101072840203275
E01000312,0.22178329571106095,0.1963882618510158,0.505079006772009,0.07674943566591422
E01000313,0.2130457653866386,0.2661756970015781,0.4171488690163072,0.10362966859547607
E01000314,0.20027688047992617,0.2861098292570374,0.4079372404245501,0.10567604983848639
E01000315,0.2388235294117647,0.1976470588235294,0.43117647058823527,0.1323529411764706
E01000316,0.2517482517482518,0.20673076923076922,0.43006993006993005,0.11145104895104894
E01000317,0.2297979797979798,0.1849747474747475,0.41414141414141414,0.1710858585858586
E01000318,0.2523364485981308,0.15835929387331257,0.39511941848390447,0.19418483904465214
E01000319,0.2670940170940171,0.14814814814814814,0.43447293447293445,0.1502849002849003
E01000320,0.20289106866288073,0.20495611770779557,0.41507485802787814,0.17707795560144554
E01000321,0.18084564442180337,0.2562404482934284,0.4212939378502292,0.14161996943453897
E01000322,0.24676724137931033,0.18211206896551724,0.4014008620689655,0.1697198275862069
E01000323,0.18005071851225699,0.2590870667793745,0.4370245139475909,0.12383770076077769
E01000324,0.25859247135842883,0.1625750136388434,0.4348063284233497,0.14402618657937807
E01000325,0.2331511839708561,0.16150576806314512,0.41287188828172433,0.19247115968427445
E01000326,0.2575976845151954,0.2301013024602026,0.3849493487698987,0.12735166425470332
E01000327,0.23265807243707795,0.13321055862492326,0.4002455494168201,0.23388581952117865
E01000328,0.24007330482590103,0.1472205253512523,0.386682956627978,0.22602321319486865
E01000329,0.26194690265486725,0.18702064896755163,0.4,0.15103244837758112
E01000330,0.20229468599033817,0.17632850241545894,0.39794685990338163,0.22342995169082125
E01000331,0.2838479809976247,0.17755344418052257,0.39608076009501186,0.14251781472684086
E01000332,0.20815047021943572,0.18432601880877744,0.3824451410658307,0.22507836990595612
E01000333,0.25757575757575757,0.20167189132706373,0.384012539184953,0.15673981191222572
E01000334,0.25089605734767023,0.17323775388291518,0.3930704898446834,0.1827956989247312
E01000335,0.2608217168011739,0.2714600146735143,0.3928833455612619,0.0748349229640499
E01000336,0.3023023023023023,0.21421421421421422,0.38538538538538536,0.0980980980980981
E01000337,0.2819332566168009,0.21288837744533948,0.3958573072497123,0.1093210586881473
E01000338,0.255663430420712,0.21359223300970873,0.4228694714131607,0.10787486515641856
E01000339,0.25925925925925924,0.17469135802469135,0.38395061728395063,0.18209876543209877
E01000340,0.2361111111111111,0.17297979797979798,0.3952020202020202,0.19570707070707072
E01000341,0.20909090909090908,0.15324675324675324,0.3974025974025974,0.24025974025974026
E01000342,0.2283464566929134,0.18700787401574803,0.4238845144356955,0.16076115485564305
E01000343,0.25182239893969516,0.15772034459907222,0.40556660039761433,0.1848906560636183
E01000344,0.23599748269351795,0.17935808684707363,0.395217117684078,0.1894273127753304
E01000345,0.22727272727272727,0.16989567809239942,0.4143070044709389,0.1885245901639344
E01000346,0.239321608040201,0.18090452261306533,0.3944723618090452,0.18530150753768845
E01000347,0.24391847468770544,0.1932938856015779,0.35700197238658776,0.20578566732412887
E01000348,0.23645970937912814,0.14464993394980186,0.43262879788639363,0.18626155878467635
E01000349,0.2421784472769409,0.15063731170336037,0.38933951332560834,0.21784472769409038
E01000350,0.23806321452589105,0.19636852723604573,0.39744451916610624,0.16812373907195696
E01000351,0.21512709237445754,0.1717296962182269,0.40173589584624925,0.21140731556106634
E01000352,0.24675324675324675,0.18800247371675943,0.3908472479901051,0.17439703153988867
E01000353,0.1835985312117503,0.12607099143206854,0.3929008567931457,0.2974296205630355
