lsoa,private_rented_share,social_rented_share
E01000435,0.13162393162393163,0.3435897435897436
E01000436,0.07234726688102894,0.02090032154340836
E01000437,0.09163346613545817,0.0697211155378486
E01000438,0.16805324459234608,0.06156405990016639
E01000439,0.23106796116504855,0.14951456310679612
E01000440,0.06614785992217899,0.017509727626459144
E01000441,0.15857142857142856,0.35428571428571426
E01000442,0.08146964856230032,0.07827476038338659
E01000443,0.09073359073359073,0.18146718146718147
E01000444,0.08661417322834646,0.015748031496062992
E01000445,0.10714285714285714,0.005952380952380952
E01000446,0.09882747068676717,0.01507537688442211
E01000447,0.264472190692395,0.09875141884222474
E01000448,0.04678362573099415,0.007797270955165692
E01000449,0.09797822706065319,0.03110419906687403
E01000450,0.08846761453396525,0.20537124802527645
E01000451,0.08520900321543408,0.011254019292604502
E01000452,0.059063136456211814,0.014256619144602852
E01000453,0.09922178988326848,0.0038910505836575876
E01000454,0.11075949367088607,0.19145569620253164
E01000455,0.12641815235008103,0.011345218800648298
E01000456,0.08074534161490683,0.004140786749482402
E01000457,0.4,0.054271356783919596
E01000458,0.10787172011661808,0.08163265306122448
E01000459,0.21630804077010193,0.16081540203850508
E01000460,0.09109730848861283,0.018633540372670808
E01000461,0.0632688927943761,0.007029876977152899
E01000462,0.325748502994012,0.11736526946107785
E01000463,0.059602649006622516,0.01545253863134658
E01000464,0.1869328493647913,0.4863883847549909
E01000465,0.12225274725274725,0.657967032967033
E01000466,0.15,0.5516666666666666
E01000467,0.2630691399662732,0.2900505902192243
E01000468,0.3425238600212089,0.1855779427359491
E01000469,0.29577464788732394,0.19405320813771518
E01000470,0.13446969696969696,0.7140151515151515
E01000471,0.2793522267206478,0.10323886639676114
E01000472,0.44687842278203727,0.12814895947426067
E01000473,0.38783269961977185,0.22686945500633712
E01000474,0.25626204238921,0.1599229287090559
E01000475,0.3572593800978793,0.14355628058727568
E01000476,0.30505415162454874,0.09747292418772563
E01000477,0.4574780058651026,0.093841642228739
E01000478,0.37656903765690375,0.15341701534170155
E01000479,0.22762645914396887,0.017509727626459144
E01000480,0.27984344422700586,0.025440313111545987
E01000481,0.3973509933774834,0.22350993377483444
E01000483,0.3429878048780488,0.3871951219512195
E01000484,0.1715686274509804,0.630718954248366
E01000485,0.3540489642184557,0.22598870056497175
E01000486,0.28076923076923077,0.021153846153846155
E01000487,0.4232424677187948,0.1606886657101865
E01000488,0.40619307832422585,0.1930783242258652
E01000489,0.2875912408759124,0.2291970802919708
E01000490,0.5197294250281849,0.20293122886133033
E01000491,0.3190751445086705,0.24046242774566473
E01000492,0.19955654101995565,0.10864745011086474
E01000493,0.225177304964539,0.05673758865248227
E01000494,0.4515235457063712,0.1786703601108033
E01000495,0.3452685421994885,0.38618925831202044
E01000497,0.2997076023391813,0.23976608187134502
E01000498,0.3684210526315789,0.1539961013645224
E01000499,0.454855195911414,0.17035775127768313
E01000501,0.2813738441215324,0.41215323645970936
E01000502,0.3100303951367781,0.2006079027355623
E01000503,0.3256113256113256,0.23552123552123552
E01000504,0.3237822349570201,0.23925501432664756
E01000505,0.22942206654991243,0.3362521891418564
E01000506,0.45714285714285713,0.29473684210526313
E01000507,0.30828516377649323,0.1599229287090559
E01000508,0.3109048723897912,0.41299303944315546
E01000509,0.42070484581497797,0.06828193832599119
E01000510,0.5828970331588132,0.08202443280977312
E01000511,0.45357142857142857,0.10714285714285714
E01000512,0.37480798771121354,0.0890937019969278
E01000513,0.27078891257995735,0.053304904051172705
E01000514,0.32388663967611336,0.0465587044534413
E01000515,0.3425925925925926,0.2993827160493827
E01000516,0.41767068273092367,0.058902275769745646
E01000517,0.2965235173824131,0.032719836400818
E01000518,0.27910685805422647,0.25199362041467305
E01000519,0.40189873417721517,0.14715189873417722
E01000520,0.3825944170771757,0.13957307060755336
E01000521,0.4538545059717698,0.38762214983713356
E01000522,0.2822349570200573,0.42406876790830944
E01000523,0.4447004608294931,0.2799539170506912
E01000524,0.4316109422492401,0.4194528875379939
E01000525,0.36507936507936506,0.421957671957672
E01000526,0.16604708798017348,0.6864931846344485
E01000527,0.34657534246575344,0.36164383561643837
E01000528,0.15332428765264586,0.5359565807327001
E01000530,0.25522388059701495,0.11641791044776119
E01000531,0.3410942956926659,0.3492433061699651
E01000532,0.24835526315789475,0.3256578947368421
E01000533,0.3416856492027335,0.44419134396355353
E01000534,0.31363636363636366,0.14393939393939395
E01000535,0.40189125295508277,0.2033096926713948
E01000536,0.23274161735700197,0.03747534516765286
E01000538,0.15463917525773196,0.012371134020618556
E01000539,0.22407407407407406,0.07222222222222222
E01000540,0.20910973084886128,0.002070393374741201
E01000541,0.3967280163599182,0.08997955010224949
E01000543,0.3212121212121212,0.08888888888888889
E01000544,0.29499323410013534,0.5006765899864682
E01000545,0.5137211855104281,0.2491767288693743
E01000546,0.4747340425531915,0.1875
E01000547,0.31149927219796214,0.24599708879184862
E01000548,0.46153846153846156,0.3116883116883117
E01000549,0.4264870931537598,0.18181818181818182
E01000550,0.24642464246424642,0.5511551155115512
E01000551,0.14540816326530612,0.717687074829932
E01000552,0.10344827586206896,0.6896551724137931
E01000553,0.4899057873485868,0.12920592193808883
E01000554,0.34564643799472294,0.20580474934036938
E01000555,0.3517110266159696,0.11406844106463879
E01000556,0.6635622817229336,0.18277066356228172
E01000557,0.5030084235860409,0.22382671480144403
E01000558,0.38975155279503104,0.2422360248447205
E01000559,0.4496951219512195,0.24085365853658536
E01000560,0.4358974358974359,0.16440422322775264
E01000561,0.3839611178614824,0.36087484811664644
E01000562,0.15271966527196654,0.08158995815899582
E01000563,0.14699792960662525,0.020703933747412008
E01000564,0.47443762781186094,0.06339468302658487
E01000565,0.24435318275154005,0.23613963039014374
E01000566,0.21120689655172414,0.03017241379310345
E01000567,0.3137254901960784,0.10675381263616558
E01000568,0.4117647058823529,0.28808446455505277
E01000569,0.14583333333333334,0.025
E01000570,0.3138401559454191,0.16764132553606237
E01000571,0.32796780684104626,0.03621730382293763
E01000572,0.27801724137931033,0.03017241379310345
E01000573,0.36666666666666664,0.03333333333333333
E01000574,0.34573304157549234,0.024070021881838075
E01000575,0.518910741301059,0.0680786686838124
E01000576,0.356140350877193,0.05087719298245614
E01000577,0.4419953596287703,0.3642691415313225
E01000578,0.2860576923076923,0.2848557692307692
E01000579,0.2996845425867508,0.23817034700315456
E01000580,0.295906432748538,0.2409356725146199
E01000581,0.327150084317032,0.21079258010118043
E01000582,0.2686131386861314,0.1591240875912409
E01000583,0.3736141906873614,0.2006651884700665
E01000584,0.25045372050816694,0.10526315789473684
E01000585,0.3614864864864865,0.14527027027027026
E01000586,0.48938134810710987,0.1819021237303786
E01000587,0.27114967462039047,0.015184381778741865
E01000589,0.3283582089552239,0.06343283582089553
E01000590,0.2764612954186414,0.044233807266982623
E01000591,0.4158878504672897,0.102803738317757
E01000592,0.25728155339805825,0.18446601941747573
E01000593,0.27844311377245506,0.2275449101796407
E01000594,0.4597495527728086,0.0626118067978533
E01000595,0.3108728943338438,0.47320061255742724
E01000596,0.2364217252396166,0.5990415335463258
E01000599,0.10616929698708752,0.6843615494978479
E01000601,0.20857699805068225,0.6471734892787524
E01000602,0.17928286852589642,0.5219123505976095
E01000603,0.38010657193605685,0.3481349911190053
E01000604,0.11306042884990253,0.6686159844054581
E01000605,0.11578947368421053,0.7140350877192982
E01000606,0.42387543252595156,0.11245674740484429
E01000607,0.3915574963609898,0.03056768558951965
E01000608,0.46534653465346537,0.1707920792079208
E01000609,0.3370253164556962,0.10917721518987342
E01000610,0.43231441048034935,0.16593886462882096
E01000611,0.2528925619834711,0.19008264462809918
E01000612,0.3664825046040516,0.1860036832412523
E01000613,0.45754716981132076,0.17767295597484276
E01000615,0.5429262394195888,0.1003627569528416
E01000616,0.5388513513513513,0.0945945945945946
E01000617,0.4390581717451524,0.15512465373961218
E01000618,0.2910602910602911,0.09563409563409564
E01000619,0.2578616352201258,0.06079664570230608
E01000620,0.3333333333333333,0.052941176470588235
E01000621,0.38372093023255816,0.04263565891472868
E01000622,0.5028328611898017,0.1501416430594901
E01000623,0.38095238095238093,0.03350970017636684
E01000624,0.24829931972789115,0.027210884353741496
E01000625,0.34295415959252973,0.1731748726655348
E01000626,0.21818181818181817,0.5322314049586777
E01000627,0.42380261248185774,0.30043541364296084
E01000628,0.4664586583463339,0.18876755070202808
E01000629,0.3162118780096308,0.03691813804173355
E01000630,0.4002205071664829,0.3296582138919515
E01000631,0.39690721649484534,0.06013745704467354
E01000632,0.4288107202680067,0.020100502512562814
E01000633,0.5211726384364821,0.11889250814332247
E01000634,0.46062992125984253,0.16535433070866143
E01000636,0.41361256544502617,0.12172774869109948
E01000637,0.43902439024390244,0.24878048780487805
E01000638,0.5609137055837563,0.24111675126903553
