lsoa,asian_share,black_share
E01000188,0.2569620253164557,0.039240506329113925
E01000189,0.3058585858585859,0.15555555555555556
E01000190,0.23512420566146736,0.06412478336221837
E01000191,0.22653721682847897,0.041423948220064725
E01000192,0.1921921921921922,0.06106106106106106
E01000193,0.23780174627632256,0.05495634309193631
E01000194,0.2979506043089858,0.10772464529689964
E01000195,0.14774417451660882,0.18145761031234506
E01000196,0.21519584709768758,0.0778669183577159
E01000197,0.21891891891891893,0.03027027027027027
E01000198,0.12094933820173437,0.05933363760839799
E01000199,0.12784810126582277,0.014556962025316455
E01000200,0.13895907023749368,0.04446690247599798
E01000201,0.18494484101232966,0.03244646333549643
E01000202,0.114166168559474,0.028093245666467422
E01000203,0.20910075839653305,0.08559046587215602
E01000204,0.1467136150234742,0.040492957746478875
E01000205,0.11324503311258279,0.039735099337748346
E01000206,0.15093085106382978,0.03324468085106383
E01000207,0.09125475285171103,0.025348542458808618
E01000208,0.15592387968078575,0.02578268876611418
E01000209,0.0633850303438975,0.014834794335805798
E01000210,0.10213316095669037,0.023270846800258566
E01000211,0.2118365429779239,0.06951620479098168
E01000212,0.15219005196733482,0.032665181885671864
E01000213,0.05617147080561715,0.017738359201773836
E01000214,0.15805658056580565,0.016605166051660517
E01000215,0.08158508158508158,0.029836829836829837
E01000216,0.1396761133603239,0.02479757085020243
E01000217,0.05707890318970341,0.03357582540570789
E01000218,0.08672086720867209,0.02926829268292683
E01000219,0.18681818181818183,0.03
E01000220,0.1045647558386412,0.03237791932059448
E01000221,0.14660056657223797,0.23158640226628896
E01000222,0.1943081452404318,0.09028459273797841
E01000223,0.16117936117936119,0.14152334152334153
E01000224,0.21939680662329983,0.1277350680070964
E01000225,0.055734190782422297,0.01929260450160772
E01000226,0.22247838616714696,0.15907780979827088
E01000227,0.2545454545454545,0.053475935828877004
E01000228,0.2753824756606398,0.0737134909596662
E01000229,0.17036592681463708,0.13377324535092983
E01000230,0.15910249872514023,0.02804691483936767
E01000231,0.32606263982102907,0.1347874720357942
E01000232,0.24585783003741316,0.0774986638161411
E01000233,0.24742268041237114,0.06958762886597938
E01000234,0.13700168444693991,0.06120157215047726
E01000235,0.19753086419753085,0.155126140633387
E01000236,0.059395801331285206,0.03533026113671275
E01000237,0.1061904761904762,0.04
E01000238,0.08142857142857143,0.040952380952380955
E01000239,0.19902912621359223,0.11165048543689321
E01000240,0.238204833141542,0.0811277330264672
E01000241,0.15556799104644656,0.04756575265808618
E01000242,0.095,0.075625
E01000243,0.10540915395284327,0.06102635228848821
E01000244,0.2216117216117216,0.08913308913308914
E01000245,0.149246475449684,0.1278561011181332
E01000246,0.10737812911725955,0.021739130434782608
E01000247,0.10176470588235294,0.04
E01000248,0.07805164319248827,0.031103286384976527
E01000249,0.12849162011173185,0.027932960893854747
E01000250,0.1111111111111111,0.09578544061302682
E01000251,0.12781954887218044,0.15877930119416186
E01000252,0.10606060606060606,0.050699300699300696
E01000253,0.16221662468513853,0.048866498740554154
E01000254,0.07553058676654183,0.023096129837702872
E01000255,0.1773049645390071,0.13829787234042554
E01000256,0.15612033195020747,0.13641078838174273
E01000257,0.1884265901482544,0.12242945958871354
E01000258,0.13997879109225875,0.04984093319194061
E01000259,0.27155824508320725,0.07829046898638427
E01000260,0.22299168975069253,0.13804247460757155
E01000261,0.13541076487252124,0.035694050991501414
E01000263,0.1258191349934469,0.019659239842726082
E01000264,0.20657534246575343,0.08657534246575342
E01000265,0.14672216441207075,0.06659729448491156
E01000266,0.17049408489909534,0.021572720946416143
E01000267,0.19934640522875818,0.03986928104575163
E01000268,0.16184971098265896,0.1151252408477842
E01000269,0.16138328530259366,0.045389048991354465
E01000270,0.15329883570504527,0.05886157826649418
E01000271,0.15436241610738255,0.036607687614399025
E01000272,0.216140350877193,0.02736842105263158
E01000273,0.18034751348112643,0.05811863391252247
E01000274,0.17947395564724083,0.08406395048994326
E01000275,0.2666284403669725,0.047591743119266054
E01000276,0.2646675358539765,0.024771838331160364
E01000277,0.2513628104179285,0.08903694730466384
E01000278,0.3581081081081081,0.022972972972972974
E01000279,0.14024835646457268,0.022644265887509132
E01000280,0.21722846441947566,0.02397003745318352
E01000281,0.20964125560538116,0.05044843049327354
