lsoa,bres_total_jobs,bres_manufacturing_share,bres_manufacturing_per_km2,bres_wholesale_retail_share,bres_wholesale_retail_per_km2,bres_transport_storage_share,bres_transport_storage_per_km2,bres_accom_food_share,bres_accom_food_per_km2,bres_info_comms_share,bres_info_comms_per_km2,bres_professional_sci_share,bres_professional_sci_per_km2,bres_education_share,bres_education_per_km2,bres_health_social_share,bres_health_social_per_km2,bres_admin_support_share,bres_admin_support_per_km2
E01003674,1500,0.006666666666666667,31.480876992222157,0.38333333333333336,1810.1504270527741,0.0033333333333333335,15.740438496111079,0.11666666666666667,550.9153473638878,0.03333333333333333,157.4043849611108,0.07666666666666666,362.0300854105548,0.03333333333333333,157.4043849611108,0.09,424.99183939499915,0.03666666666666667,173.14482345722186
E01003675,350,0.02857142857142857,46.05844917758785,0.1,161.2045721215575,0.02857142857142857,46.05844917758785,0.11428571428571428,184.2337967103514,0.0,0.0,0.05714285714285714,92.1168983551757,0.02857142857142857,46.05844917758785,0.24285714285714285,391.4968180094968,0.0,0.0
E01003676,200,0.0,0.0,0.05,59.83539303616311,0.0,0.0,0.0,0.0,0.025,29.917696518081556,0.05,59.83539303616311,0.025,29.917696518081556,0.5,598.3539303616311,0.1,119.67078607232622
E01003677,3000,0.0,0.0,0.24166666666666667,1107.0844903410343,0.02,91.62078540753387,0.025,114.52598175941735,0.06666666666666667,305.40261802511293,0.10333333333333333,473.37405793892503,0.015,68.71558905565041,0.34,1557.553351928076,0.13333333333333333,610.8052360502259
E01003678,225,0.08888888888888889,77.69221084222352,0.2222222222222222,194.2305271055588,0.0,0.0,0.13333333333333333,116.53831626333528,0.08888888888888889,77.69221084222352,0.08888888888888889,77.69221084222352,0.044444444444444446,38.84610542111176,0.06666666666666667,58.26915813166764,0.044444444444444446,38.84610542111176
E01003679,175,0.0,0.0,0.11428571428571428,69.71482809178707,0.0,0.0,0.05714285714285714,34.857414045893535,0.17142857142857143,104.57224213768059,0.14285714285714285,87.14353511473384,0.0,0.0,0.11428571428571428,69.71482809178707,0.05714285714285714,34.857414045893535
E01003680,200,0.0,0.0,0.1,91.50093221242787,0.0,0.0,0.025,22.875233053106967,0.025,22.875233053106967,0.025,22.875233053106967,0.5,457.50466106213935,0.125,114.37616526553484,0.0,0.0
E01003681,800,0.0,0.0,0.00625,11.512376716032254,0.0375,69.07426029619351,0.0,0.0,0.025,46.049506864129015,0.01875,34.53713014809676,0.5,920.9901372825802,0.39375,725.279733110032,0.025,46.049506864129015
E01003682,225,0.0,0.0,0.17777777777777778,134.23623180948195,0.022222222222222223,16.779528976185244,0.0,0.0,0.13333333333333333,100.67717385711146,0.13333333333333333,100.67717385711146,0.4444444444444444,335.59057952370483,0.0,0.0,0.0,0.0
E01003683,175,0.11428571428571428,177.88349929241681,0.22857142857142856,355.76699858483363,0.0,0.0,0.0,0.0,0.05714285714285714,88.94174964620841,0.05714285714285714,88.94174964620841,0.0,0.0,0.0,0.0,0.2,311.29612376172946
E01003684,100,0.0,0.0,0.25,301.34876495162297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,180.8092589709738
E01003685,175,0.05714285714285714,62.029244146065516,0.37142857142857144,403.19008694942585,0.0,0.0,0.05714285714285714,62.029244146065516,0.0,0.0,0.05714285714285714,62.029244146065516,0.0,0.0,0.05714285714285714,62.029244146065516,0.2571428571428571,279.13159865729483
E01003686,225,0.0,0.0,0.06666666666666667,93.18397815588459,0.0,0.0,0.022222222222222223,31.06132605196153,0.022222222222222223,31.06132605196153,0.022222222222222223,31.06132605196153,0.4444444444444444,621.2265210392305,0.17777777777777778,248.49060841569224,0.08888888888888889,124.24530420784612
E01003688,500,0.0,0.0,0.03,115.28457691218178,0.02,76.85638460812118,0.1,384.28192304060593,0.2,768.5638460812119,0.12,461.1383076487271,0.05,192.14096152030297,0.16,614.8510768649694,0.16,614.8510768649694
E01003689,4500,0.0022222222222222222,39.6892709488124,0.19777777777777777,3532.3451144443034,0.04666666666666667,833.4746899250604,0.051111111111111114,912.8532318226852,0.03777777777777778,674.7176061298107,0.03111111111111111,555.6497932833736,0.06666666666666667,1190.6781284643719,0.13333333333333333,2381.3562569287437,0.14888888888888888,2659.1811535704305
E01003690,1500,0.016666666666666666,30.322540754049776,0.1,181.93524452429864,0.013333333333333334,24.25803260323982,0.14666666666666667,266.83835863563803,0.043333333333333335,78.8386059605294,0.08,145.54819561943893,0.15,272.902866786448,0.22,400.257537953457,0.06666666666666667,121.2901630161991
E01003691,250,0.0,0.0,0.16,198.8070311922983,0.02,24.850878899037287,0.06,74.55263669711186,0.0,0.0,0.0,0.0,0.4,497.0175779807458,0.08,99.40351559614915,0.0,0.0
E01003692,175,0.0,0.0,0.14285714285714285,173.02067154332624,0.0,0.0,0.11428571428571428,138.416537234661,0.08571428571428572,103.81240292599576,0.05714285714285714,69.2082686173305,0.0,0.0,0.34285714285714286,415.249611703983,0.0,0.0
E01003693,175,0.0,0.0,0.17142857142857143,58.61307794774704,0.0,0.0,0.05714285714285714,19.53769264924901,0.05714285714285714,19.53769264924901,0.05714285714285714,19.53769264924901,0.0,0.0,0.05714285714285714,19.53769264924901,0.0,0.0
E01003694,75,0.13333333333333333,49.73688293104169,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,49.73688293104169,0.06666666666666667,24.868441465520846,0.0,0.0,0.06666666666666667,24.868441465520846,0.06666666666666667,24.868441465520846
E01003695,125,0.0,0.0,0.0,0.0,0.04,43.78391238580728,0.0,0.0,0.16,175.1356495432291,0.0,0.0,0.0,0.0,0.28,306.4873867006509,0.08,87.56782477161455
E01003696,900,0.0,0.0,0.03333333333333333,164.38469967608773,0.0,0.0,0.0,0.0,0.005555555555555556,27.39744994601462,0.022222222222222223,109.58979978405848,0.0,0.0,0.03888888888888889,191.78214962210234,0.011111111111111112,54.79489989202924
E01003697,150,0.0,0.0,0.3,174.20229246879157,0.06666666666666667,38.711620548620346,0.06666666666666667,38.711620548620346,0.03333333333333333,19.355810274310173,0.1,58.067430822930525,0.0,0.0,0.23333333333333334,135.49067192017122,0.03333333333333333,19.355810274310173
E01003698,75,0.0,0.0,0.06666666666666667,36.83814744120131,0.0,0.0,0.0,0.0,0.06666666666666667,36.83814744120131,0.0,0.0,0.0,0.0,0.06666666666666667,36.83814744120131,0.0,0.0
E01003699,700,0.05714285714285714,45.98641260419465,0.2785714285714286,224.1837614454489,0.14285714285714285,114.96603151048663,0.02142857142857143,17.244904726572994,0.014285714285714285,11.496603151048662,0.04285714285714286,34.48980945314599,0.014285714285714285,11.496603151048662,0.0,0.0,0.03571428571428571,28.741507877621657
E01003700,800,0.0,0.0,0.05,65.10766074169472,0.0125,16.27691518542368,0.09375,122.07686389067759,0.03125,40.692287963559195,0.03125,40.692287963559195,0.1875,244.15372778135517,0.18125,236.01527018864334,0.0625,81.38457592711839
E01003701,800,0.0,0.0,0.2625,769.3265104313795,0.0,0.0,0.125,366.34595734827593,0.01875,54.95189360224139,0.00625,18.317297867413796,0.125,366.34595734827593,0.0125,36.63459573482759,0.04375,128.22108507189657
E01003702,400,0.025,27.90830057852851,0.1125,125.58735260337829,0.375,418.6245086779276,0.05,55.81660115705702,0.1375,153.4956531819068,0.025,27.90830057852851,0.0,0.0,0.075,83.72490173558553,0.05,55.81660115705702
E01003703,250,0.0,0.0,0.06,14.813610446101684,0.04,9.875740297401123,0.06,14.813610446101684,0.04,9.875740297401123,0.12,29.62722089220337,0.0,0.0,0.06,14.813610446101684,0.18,44.44083133830505
E01003704,400,0.0,0.0,0.2,294.55260702716294,0.0125,18.409537939197683,0.1,147.27630351358147,0.025,36.81907587839537,0.1,147.27630351358147,0.025,36.81907587839537,0.125,184.09537939197682,0.025,36.81907587839537
