cluster,low,medium,high
0,78.80794701986756,19.5364238410596,1.6556291390728477
1,0.08818342151675485,18.253968253968253,81.65784832451499
2,34.79887745556595,53.69504209541628,11.506080449017773
3,48.4375,39.58333333333333,11.979166666666668
