NLC,canonical_common_window_fri_excluded,full_window_fri_excluded,full_window_bus_aligned,cluster,Station,total_activity,log_total_activity
733,0.9617926715543502,0.9929800468450856,0.9184728093344766,3,Tufnell Park,15574.61543119147,9.65346185691618
734,0.7325284134973966,0.7768240875141221,0.7274165396906284,4,Turnham Green,20360.111469656425,9.921382060021998
735,0.8069556495934255,0.8537791963402553,0.7990923957551811,4,Turnpike Lane,36384.943346573775,10.501937807243877
736,0.7753977444432748,0.7781573173641932,0.7736414343232282,0,Upminster,15221.72114159996,9.630544402662474
737,0.5302682772770382,0.5275932501356094,0.5503292126182684,0,Upminster Bridge,1985.2237864018116,7.59399052023171
738,0.6937272966522882,0.6958825771885628,0.6841755220063745,0,Upney,7671.463641674234,8.945393047697943
739,0.8418304485131588,0.8464337671307255,0.8084478840039547,4,Upton Park,46666.767373481496,10.750808999219776
740,0.7699677923134168,0.777007112044581,0.7508774051904156,4,Uxbridge,15924.512619699994,9.675677669542383
741,0.9387495616427513,0.9536176714784467,0.906959392677886,2,Victoria LU,247086.36686834105,12.417497265086341
742,0.7888631642464266,0.834437618654708,0.7862923109447354,4,Walthamstow Central,53582.33032366332,10.88899329726373
743,0.7989121758346035,0.8292705110042665,0.7875719723986756,4,Wanstead,7504.454732590206,8.923385332850307
745,0.558221870530919,0.5889042469275354,0.5825009818838672,2,Warren Street,49928.5445836328,10.818368182356178
746,0.8210454225860535,0.8225334460373755,0.7728163367123709,4,Warwick Avenue,13029.5631862247,9.475052891458411
747,0.7679413896746953,0.7817579915295553,0.7645648605022715,2,Waterloo LU,311619.13589489297,12.649540211862941
748,0.6942132140935547,0.6966492934308351,0.6866682802024239,0,Watford,5514.150898617002,8.615254292803222
749,0.7361900004452774,0.7409338785313854,0.7414766922800546,3,Stratford High Street,4567.97015679908,8.42704310987179
750,0.8281061906479322,0.8345099234329427,0.7666321878776192,3,Abbey Road,5359.159388475719,8.58674899027864
751,0.868164748143829,0.8684460243932804,0.8378765283588863,2,Wembley Central,19956.64781372195,9.901367697917276
752,1.0542749661768214,1.0978303109761245,0.9698897155353251,3,Wembley Park,71749.07237869805,11.180944142383701
753,0.8793405024883391,0.9312797395898571,0.8883195712250239,4,West Acton,3817.479571953745,8.247607604557352
754,0.8451690611269579,0.8467872453453744,0.7937176554016129,4,Westbourne Park,14694.904236253456,9.595324110560002
755,1.0001266973766996,1.0015156717614886,0.8964600320607161,2,West Brompton,20549.47205127871,9.930639190525698
756,0.6485158178964605,0.6834378542977118,0.6667905706533676,0,West Finchley,5222.770000047718,8.560974642431075
757,0.6798887593225247,0.7108404909049348,0.6811740626161414,4,West Ham,20194.54227897793,9.913217179777527
758,0.860291947092443,0.8791449768660541,0.8356673142880584,4,West Hampstead LU,50523.84696081638,10.830220513287845
759,0.7512823182018573,0.7576966889937601,0.7557118384098633,0,West Harrow,4766.05465032462,8.469483919440478
760,0.8733606965172909,0.876246000670641,0.836017701100747,4,West Kensington,16951.547464500003,9.738173394406607
761,0.9076772228958011,0.9227342559493354,0.908061044997965,2,Westminster,58783.67228439562,10.981636424469523
762,0.8750183476438839,0.8827376566607527,0.8611380157766999,0,West Ruislip,5187.5105889645765,8.554201957896016
