cluster,A,B,C,D,E,F,G
0,0.7863787038731666,0.9031792826944772,1.6506013217917788,0.09309815326310954,0.3729911842927721,1.7139507187925247,3.214729216964456
1,0.6566254931678351,0.20981342070567377,0.8670443594538292,3.048174230176439,0.7823203626466964,0.09813885730619581,0.01191441187459908
2,1.2304586184178166,1.0265424084445718,0.29924916230151055,1.5176057154942824,1.3801222565674083,0.5570919746024273,0.18158185147225064
3,0.7203301473790231,0.9659370199179819,0.5699715102463873,1.1521022654609119,1.5761970346941305,1.2128716409569382,0.027520968306847585
4,1.0745543806499513,1.1573646649550104,1.193780890650459,0.7703689832540831,0.9961569038995731,1.0275011296664733,0.8073022503164092
