cluster,A,B,C,D,E,F,G
0,0.0821917808219178,0.1643835616438356,0.2191780821917808,0.0,0.0136986301369863,0.2054794520547945,0.3150684931506849
1,0.038461538461538464,0.0,0.11538461538461539,0.7692307692307693,0.07692307692307693,0.0,0.0
2,0.12222222222222222,0.2,0.03333333333333333,0.32222222222222224,0.23333333333333334,0.07777777777777778,0.011111111111111112
3,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.22580645161290322,0.3225806451612903,0.16129032258064516,0.0
4,0.10778443113772455,0.20359281437125748,0.18562874251497005,0.18562874251497005,0.1377245508982036,0.10778443113772455,0.0718562874251497
