cluster,A,B,C,D,E,F,G
0,0.112565445026178,0.09448818897637795,0.21223709369024857,0.06785714285714285,0.1095890410958904,0.2323076923076923,0.36210526315789476
1,0.2643979057591623,0.42992125984251967,0.361376673040153,0.5678571428571428,0.5205479452054794,0.23692307692307693,0.06315789473684211
2,0.48429319371727747,0.31496062992125984,0.25430210325047803,0.2892857142857143,0.2557077625570776,0.3,0.3431578947368421
3,0.1387434554973822,0.16062992125984252,0.17208413001912046,0.075,0.1141552511415525,0.23076923076923078,0.23157894736842105
