unit,cluster,max_posterior,entropy,Station,mode_label,is_lu,easting,northing,lon,lat,matched_name,coord_source,total_activity,catchment_area_m2,station_in_loac_extent,loac_A_share,loac_B_share,loac_C_share,loac_D_share,loac_E_share,loac_F_share,loac_G_share,covered_area_m2,loac_coverage_ratio,analysis_eligible,dominant_loac_supergroup
535,3,1.0,7.082021472043504e-66,Camden Town,LU,True,528910.2525,183893.5725,-0.1426229702612466,51.53923059833878,Camden Town,underground_stations_csv,87890.99312374106,581691.3732109546,True,0.23333333333333334,0.23333333333333334,0.0,0.26666666666666666,0.26666666666666666,0.0,0.0,581691.3732109709,1.000000000000028,True,D
5356,0,1.0,1.700378390883562e-37,Crystal Palace,LO,False,534088.0,170540.0,-0.07307,51.41803,Crystal Palace Station,naptan_rse_tmu,15895.057505241892,1436645.6785078216,True,0.11111111111111112,0.7333333333333334,0.0,0.06666666666666667,0.08888888888888889,0.0,0.0,1436645.6785078105,0.9999999999999922,True,B
536,1,0.9999999995989128,9.07759056037924e-09,Cannon Street LU,LU,True,532611.4757,180900.064999999,-0.0904119205678546,51.511473069259,Cannon Street,underground_stations_csv,13879.225486608004,244434.7825794189,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,198019.0158845888,0.8101098125028534,True,D
5362,0,1.0,7.797329594413813e-22,Forest Hill,LO,False,535400.25,172965.25,-0.0532875,51.439505,Forest Hill Station,naptan_rse_tmu,21062.26194150507,1828648.8754924322,True,0.15492957746478875,0.6901408450704225,0.0,0.0,0.08450704225352113,0.04225352112676056,0.028169014084507043,1828648.875492438,1.000000000000003,True,B
537,4,0.9995559595813516,0.0038717539998216,Canons Park,LU,True,518186.8967,191252.07,-0.2946941062058866,51.60770907048488,Canons Park,underground_stations_csv,8646.437054414151,1966085.0343725425,True,0.0,0.0,0.4418604651162791,0.046511627906976744,0.046511627906976744,0.06976744186046512,0.3953488372093023,1966085.034372544,1.0000000000000007,True,C
5372,2,0.999999997341547,5.5148264427188127e-08,Wandsworth Road,LO,False,529397.0,176250.0,-0.13841,51.47043,Wandsworth Road Station,naptan_rse_tmu,3083.616748891254,1115907.500169618,True,0.2698412698412698,0.2857142857142857,0.0,0.09523809523809523,0.3333333333333333,0.015873015873015872,0.0,1115907.5001696087,0.9999999999999917,True,E
5376,0,1.0,1.3400948146808944e-18,Norwood Junction,LO,False,534090.6666666666,168267.0,-0.0738933333333333,51.397596666666665,Norwood Junction Station,naptan_rse_tmu,17545.009101094485,2007391.0339494327,True,0.0,0.3333333333333333,0.0,0.0,0.11904761904761904,0.5,0.047619047619047616,2007391.0339494306,0.999999999999999,True,F
5378,0,0.9993646840988998,0.0053119210233151,Penge West,LO,False,534920.0,170522.0,-0.06112,51.41767,Penge West Station,naptan_rse_tmu,6046.0293599687575,1162606.6903749262,True,0.13333333333333333,0.5333333333333333,0.0,0.022222222222222223,0.15555555555555556,0.13333333333333333,0.022222222222222223,1162606.6903749562,1.0000000000000258,True,B
538,4,1.0,1.1860624496658456e-27,Pontoon Dock,DLR,False,541229.0,180131.0,0.03338,51.50248,Pontoon Dock Station DLR,naptan_rse_tmu,12189.223321612755,1034929.6903462627,True,0.037037037037037035,0.0,0.0,0.5925925925925926,0.2962962962962963,0.07407407407407407,0.0,637584.4576691827,0.6160654811785932,True,D
539,0,1.0,1.8977087678276927e-35,Chalfont & Latimer,LU,True,499633.5338,197564.355,-0.5607234520464773,51.66803142622906,Chalfont & Latimer,underground_stations_csv,5219.506636796215,2007391.033949385,False,,,,,,,,,,False,
5397,0,1.0,1.780673302382308e-21,Anerley,LO,False,534606.5,169900.0,-0.065865,51.412155,Anerley Station,naptan_rse_tmu,5116.560430153521,1312120.1825730368,True,0.0,0.5471698113207547,0.0,0.03773584905660377,0.11320754716981132,0.2641509433962264,0.03773584905660377,1312120.1825730153,0.9999999999999837,True,B
540,1,1.0,1.6411669020602372e-39,Chalk Farm,LU,True,528202.4569,184390.607000001,-0.1526421476691667,51.54385835909765,Chalk Farm,underground_stations_csv,23358.99228246095,1019027.9327281736,True,0.3728813559322034,0.13559322033898305,0.0,0.1864406779661017,0.3050847457627119,0.0,0.0,1019027.9327281703,0.9999999999999968,True,A
5404,4,1.0,6.197986994000622e-19,Brockley,LO,False,536397.0,175762.0,-0.03788,51.4644,Brockley Station,naptan_rse_tmu,18590.613948893144,1846827.748188716,True,0.06578947368421052,0.75,0.0,0.013157894736842105,0.09210526315789473,0.07894736842105263,0.0,1846827.74818873,1.0000000000000078,True,B
541,1,1.0,2.1533265060652668e-12,Chancery Lane,LU,True,531123.9465,181615.465500001,-0.1115693026029435,51.51824890350831,Chancery Lane,underground_stations_csv,23917.078064615074,546686.6347354882,True,0.038461538461538464,0.07692307692307693,0.0,0.38461538461538464,0.5,0.0,0.0,546686.6347354695,0.9999999999999657,True,E
5411,0,1.0,1.1598735751679266e-20,West Croydon NR,"LO,TRM",False,532169.0,166102.25,-0.102305,51.378595,West Croydon Station,naptan_rse_tmu,17415.88098573199,2007391.0339494327,True,0.0,0.07142857142857142,0.10714285714285714,0.16666666666666666,0.26190476190476186,0.39285714285714285,0.0,2007391.033949429,0.9999999999999981,True,F
5418,0,0.9999679038363416,0.0003641874010117,Honor Oak Park,LO,False,535885.0,174138.0,-0.04587,51.44993,Honor Oak Park Station,naptan_rse_tmu,10484.136324895417,1898103.003679719,True,0.2711864406779661,0.6101694915254238,0.0,0.0,0.03389830508474576,0.06779661016949153,0.01694915254237288,1898103.0036797223,1.0000000000000018,True,B
542,1,1.0,2.856889212544501e-52,Embankment,LU,True,530419.3254,180395.871400001,-0.1221695343079573,51.50745185655674,Embankment,underground_stations_csv,83089.29412287238,341453.8019552259,True,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,179565.47183671175,0.5258851147900172,True,D
5421,0,1.0,7.047936451714785e-27,Denmark Hill,LO,False,532776.0,176086.0,-0.08985,51.46817,Denmark Hill Station,naptan_rse_tmu,20779.49371324256,1969379.461504929,True,0.14606741573033707,0.3707865168539326,0.0,0.033707865168539325,0.4382022471910112,0.0,0.011235955056179775,1969379.4615049378,1.0000000000000044,True,E
5423,2,1.0,4.224441745296936e-26,Peckham Rye,LO,False,534191.0,176339.0,-0.0694,51.47011,Peckham Rye Station,naptan_rse_tmu,37044.12587066676,1665002.5595153763,True,0.1168831168831169,0.5064935064935066,0.0,0.025974025974025976,0.24675324675324678,0.1038961038961039,0.0,1665002.5595153735,0.9999999999999983,True,B
5424,4,1.0,2.2316509666837894e-17,Queens Road Peckham,LO,False,535014.0,176773.0,-0.05739,51.47382,Queens Road Peckham Station,naptan_rse_tmu,17838.592587617157,1552142.2820058628,True,0.0,0.5119047619047619,0.0,0.03571428571428571,0.30952380952380953,0.14285714285714285,0.0,1552142.2820058605,0.9999999999999984,True,B
543,0,1.0,1.3917556290683028e-79,Chesham,LU,True,496079.3711,201633.0847,-0.6109804023947352,51.70522161796168,Chesham,underground_stations_csv,3657.855235202672,2007391.033949385,False,,,,,,,,,,False,
5437,0,0.9999999996948644,6.993655694563024e-09,Sydenham,LO,False,535363.6666666666,171609.33333333334,-0.0543299999999999,51.42733333333333,Sydenham Station,naptan_rse_tmu,18243.48558373712,1779900.4419816525,True,0.1267605633802817,0.619718309859155,0.0,0.0,0.11267605633802817,0.09859154929577466,0.04225352112676056,1779900.441981657,1.0000000000000024,True,B
544,0,1.0,3.7335344219560544e-76,Chigwell,LU,True,543795.2009,193021.039000001,0.0755949749891976,51.61765286220907,Chigwell,underground_stations_csv,944.0653896481311,1893706.6215227162,False,,,,,,,,,,False,
545,0,0.999992659162331,9.412461612451288e-05,Chiswick Park,LU,True,520293.2801,178723.680199999,-0.2685715255005448,51.49466748590177,Chiswick Park,underground_stations_csv,7480.918631197637,672783.2078730569,True,0.6857142857142857,0.17142857142857143,0.0,0.14285714285714285,0.0,0.0,0.0,672783.2078730554,0.9999999999999978,True,A
546,0,1.0,8.88719793029138e-51,Chorleywood,LU,True,502580.7743,196094.9067,-0.5185530310182181,51.65429398451199,Chorleywood,underground_stations_csv,3946.174511664657,2007391.033949385,False,,,,,,,,,,False,
547,3,1.0,3.4244683170434976e-77,Clapham Common,LU,True,529504.8104,175338.249199999,-0.1371925356673191,51.46221051259463,Clapham Common,underground_stations_csv,43497.499876009184,1141951.1545578605,True,0.4406779661016949,0.2711864406779661,0.0,0.13559322033898305,0.11864406779661017,0.03389830508474576,0.0,1141951.1545578663,1.000000000000005,True,A
548,3,1.0,4.327680203181731e-14,Clapham North,LU,True,530038.9661,175743.4515,-0.1293589507032176,51.46572960060881,Clapham North,underground_stations_csv,28327.99488441654,552732.9247635723,True,0.18181818181818182,0.4772727272727273,0.0,0.25,0.06818181818181818,0.022727272727272728,0.0,552732.9247635592,0.9999999999999765,True,B
549,4,1.0,3.7670547834624247e-31,Clapham South,LU,True,528834.0334,174322.7074,-0.1472124126324337,51.45323695245536,Clapham South,underground_stations_csv,28790.350817705526,1692061.2719411927,True,0.619718309859155,0.14084507042253522,0.0,0.14084507042253522,0.09859154929577466,0.0,0.0,1692061.2719412006,1.0000000000000047,True,A
550,4,1.0,2.1917566578299608e-29,Cockfosters,LU,True,528140.5216,196370.205600001,-0.1491631467827761,51.65152862765704,Cockfosters,underground_stations_csv,5979.617022566762,1923513.9703284188,True,0.037037037037037035,0.07407407407407407,0.0,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.7037037037037037,1923513.970328432,1.0000000000000069,True,G
551,4,1.0,7.999216080886426e-33,Colindale,LU,True,521318.6301,189961.520300001,-0.2499380568695295,51.59544539419721,Colindale,underground_stations_csv,25842.767086211374,1900645.4903005122,True,0.0,0.03260869565217391,0.18478260869565216,0.30434782608695654,0.2391304347826087,0.22826086956521738,0.010869565217391304,1900645.490300501,0.9999999999999941,True,D
552,4,1.0,2.6613310204380152e-30,Colliers Wood,LU,True,526787.9528,170368.2575,-0.1780579960869715,51.41815971696416,Colliers Wood,underground_stations_csv,23349.77433662871,1701150.2829709365,True,0.10666666666666667,0.5866666666666667,0.04,0.06666666666666667,0.013333333333333334,0.18666666666666668,0.0,1701150.2829709307,0.9999999999999966,True,B
553,1,1.0,9.564443114645507e-133,Covent Garden,LU,True,530250.6062,181025.0034,-0.1243670278686055,51.513144508444505,Covent Garden,underground_stations_csv,61910.54691721659,284915.1217793823,True,0.0,0.0,0.0,0.7368421052631579,0.2631578947368421,0.0,0.0,284915.12177940644,1.0000000000000848,True,D
554,0,1.0,3.140565794661057e-73,Croxley,LU,True,507909.4599,195402.8332,-0.4417680549234005,51.6470771785801,Croxley,underground_stations_csv,2828.07616949509,2007391.033949385,False,,,,,,,,,,False,
555,0,1.0,2.3805804268738748e-14,Dagenham East,LU,True,550293.9749,185030.270500001,0.1659760468145935,51.54416043622838,Dagenham East,underground_stations_csv,9097.909468714754,1918035.7210223645,True,0.0,0.0,0.09302325581395349,0.0,0.11627906976744186,0.7906976744186046,0.0,1918035.7210223656,1.0000000000000007,True,F
556,0,1.0,5.043567848119846e-16,Dagenham Heathway,LU,True,549022.5413,184709.7413,0.1475191734684776,51.54161732780605,Dagenham Heathway,underground_stations_csv,16823.395199294097,1868864.2987779141,True,0.0,0.0,0.0,0.0,0.03076923076923077,0.9692307692307693,0.0,1868864.298777931,1.0000000000000089,True,F
557,0,1.0,3.708658405285975e-29,Debden,LU,True,544272.9229,196121.782099999,0.0837668965623632,51.6453918793904,Debden,underground_stations_csv,5783.655659693499,2007391.0339494327,False,,,,,,,,,,False,
558,4,1.0,1.1816505995816985e-43,Dollis Hill,LU,True,522189.8506,185144.020099999,-0.2390407657243789,51.55196194099086,Dollis Hill,underground_stations_csv,12178.695248356942,1511515.1156370419,True,0.017857142857142856,0.21428571428571427,0.19642857142857142,0.0,0.14285714285714285,0.42857142857142855,0.0,1511515.1156370374,0.9999999999999971,True,F
559,3,0.9999999996871338,7.161210232529615e-09,West Silvertown,DLR,False,540490.0,180152.0,0.02275,51.50285,West Silvertown DLR Station,naptan_rse_tmu,9824.232505355309,1030161.259855185,True,0.0,0.125,0.0,0.5833333333333333,0.16666666666666666,0.125,0.0,625574.7199200587,0.607259022735915,True,D
5595,2,0.9999987843523852,1.77730540155261e-05,Clapham Junction,LO,False,527223.0,175527.66666666666,-0.1699499999999999,51.46443333333334,Clapham Junction Station,naptan_rse_tmu,104137.68731775392,1979873.734764039,True,0.32727272727272727,0.1909090909090909,0.0,0.2727272727272727,0.20909090909090908,0.0,0.0,1979873.7347640481,1.0000000000000047,True,A
560,4,1.0,1.6764256130643388e-31,Ealing Broadway,"EZL,LU",True,517989.3481,180932.526699999,-0.301005548648285,51.51500454109758,Ealing Broadway,underground_stations_csv,68851.42765281697,1474899.9295205069,True,0.2777777777777778,0.35185185185185186,0.0,0.37037037037037035,0.0,0.0,0.0,1474899.9295205176,1.0000000000000073,True,D
561,4,1.0,6.967506170548044e-24,Ealing Common,LU,True,518895.9685,180345.996200001,-0.2881437733169945,51.50954325566993,Ealing Common,underground_stations_csv,7314.526526185192,1206672.6915158483,True,0.14705882352941177,0.6470588235294118,0.0,0.058823529411764705,0.0,0.029411764705882353,0.11764705882352941,1206672.6915158478,0.9999999999999997,True,B
562,4,1.0,1.122274513141774e-31,Earl's Court,LU,True,525534.3012,178551.8071,-0.1931754026297784,51.49198454803539,Earl's Court,underground_stations_csv,70999.69496298899,637520.2152337427,True,0.15000000000000002,0.0125,0.0,0.75,0.08750000000000001,0.0,0.0,637520.2152337335,0.9999999999999856,True,D
563,4,1.0,1.2128179056170354e-38,East Acton,LU,True,521720.9991,181197.768999999,-0.2471625219934364,51.51659745054098,East Acton,underground_stations_csv,13792.35253197136,1773801.7734832305,True,0.021739130434782608,0.08695652173913043,0.08695652173913043,0.0,0.13043478260869565,0.6739130434782609,0.0,1773801.7734832326,1.000000000000001,True,F
564,0,1.0,6.1160785753539406e-21,Eastcote,LU,True,511153.3473,187621.8123,-0.3973680168635398,51.576511969832765,Eastcote,underground_stations_csv,7595.216539242865,1781950.584873365,True,0.0,0.1,0.07500000000000001,0.0,0.0,0.05,0.775,1781950.584873359,0.9999999999999966,True,G
565,4,1.0,4.495181046552172e-15,East Finchley,LU,True,527221.696,189183.6545,-0.1650441219039346,51.58715402026014,East Finchley,underground_stations_csv,21695.4179606673,2007391.0339494327,True,0.5357142857142857,0.125,0.0,0.08928571428571427,0.03571428571428571,0.0,0.21428571428571427,2007391.0339494266,0.999999999999997,True,A
566,4,0.9999961868020308,5.139062316345966e-05,East Ham,LU,True,542463.3563,184275.4352,0.052826568311649,51.53940709913807,East Ham,underground_stations_csv,44681.4237408,1804633.3870215854,True,0.0,0.0,0.9680851063829787,0.0,0.02127659574468085,0.010638297872340425,0.0,1804633.387021587,1.0000000000000009,True,C
567,4,0.9999999984634088,3.271560418590233e-08,East Putney,LU,True,524381.7165,174869.93,-0.2110636822805433,51.459149587092405,East Putney,underground_stations_csv,24259.95488002399,1763166.377770746,True,0.4819277108433735,0.16867469879518074,0.0,0.3253012048192771,0.012048192771084338,0.0,0.012048192771084338,1763166.3777707487,1.0000000000000016,True,A
568,4,0.9999999999968168,8.515649249341546e-11,Edgware,LU,True,519550.4974,191940.4673,-0.2747777712374005,51.61360827412279,Edgware,underground_stations_csv,14952.379218758932,1948979.1720690867,True,0.0,0.01818181818181818,0.34545454545454546,0.0,0.10909090909090909,0.10909090909090909,0.41818181818181815,1948979.1720690844,0.9999999999999988,True,G
569,2,0.9999999980718712,4.0620045879799696e-08,Edgware Road (DIS),LU,True,527220.0675,181696.8814,-0.1677731663889066,51.51987245129845,Edgware Road (Circle Line),underground_stations_csv,22092.722980753628,324389.5444046781,True,0.15151515151515152,0.06060606060606061,0.0,0.6363636363636364,0.15151515151515152,0.0,0.0,324389.54440467973,1.000000000000005,True,D
570,4,0.9999999999954524,1.1967974413618149e-10,Elephant & Castle LU,LU,True,531908.9646,179141.8869,-0.1011862761028003,51.49583746787788,Elephant & Castle,underground_stations_csv,64606.222333483965,929409.7476012298,True,0.07042253521126761,0.11267605633802817,0.0,0.3943661971830986,0.3943661971830986,0.028169014084507043,0.0,929409.7476012236,0.9999999999999933,True,D
571,0,1.0,1.343687815709874e-47,Elm Park,LU,True,552542.0054,185716.105799999,0.1986662037147443,51.54971988694184,Elm Park,underground_stations_csv,8844.349167079594,1988306.2025060884,True,0.0,0.0,0.0,0.0,0.0,0.3,0.7000000000000001,1988306.2025060877,0.9999999999999997,True,G
572,0,0.9999999999872672,3.3613615285338817e-10,Epping,LU,True,546209.4306,201538.4,0.1139996191841897,51.69356092525262,Epping,underground_stations_csv,11854.947344342305,2007391.0339494327,False,,,,,,,,,,False,
573,3,1.0,4.2610574445615084e-86,Woolwich Arsenal,DLR,False,543720.0,178850.66666666666,0.0687233333333333,51.49034666666666,Woolwich Arsenal Station,naptan_rse_tmu,28539.50551276572,1166432.68402661,True,0.01639344262295082,0.0819672131147541,0.03278688524590164,0.1639344262295082,0.3114754098360656,0.39344262295081966,0.0,1160677.2968768047,0.9950658214326288,True,F
574,2,1.0,3.1479790143647345e-42,Euston LU,"LO,LU",True,529498.32,182668.2502,-0.1345986091511734,51.52808458451346,Euston,underground_stations_csv,183434.26864818635,436065.35197004187,True,0.0,0.0,0.0,0.08333333333333333,0.9166666666666666,0.0,0.0,436065.3519700446,1.0000000000000062,True,E
575,2,1.0,2.946229328211437e-40,Euston Square,LU,True,529416.5999,182393.381999999,-0.1358768735158491,51.525633154752434,Euston Square,underground_stations_csv,37237.470997756456,186683.38229365024,True,0.0,0.0,0.0,0.46153846153846156,0.5384615384615385,0.0,0.0,186683.38229365522,1.0000000000000266,True,E
576,0,1.0,1.6535958235656442e-40,Fairlop,LU,True,544935.5979,190594.5734,0.091053095971659,51.595558107334746,Fairlop,underground_stations_csv,3517.6339655845068,1498422.2291559596,True,0.0,0.0,0.9500000000000001,0.0,0.0,0.05,0.0,1498422.2291559603,1.0000000000000004,True,C
577,2,1.0,5.459322671035183e-39,Farringdon,"EZL,LU",True,531559.9989,181873.9267,-0.1051919886781835,51.52047027577585,Farringdon,underground_stations_csv,128582.01011248946,598145.1388860701,True,0.03333333333333333,0.06666666666666667,0.0,0.43333333333333335,0.4666666666666667,0.0,0.0,598145.1388860785,1.000000000000014,True,E
578,4,1.0,5.525870120929964e-19,Finchley Central,LU,True,525278.0259,190668.344000001,-0.1925548488048729,51.60093175153773,Finchley Central,underground_stations_csv,20716.95751184911,1714094.0939303585,True,0.13725490196078433,0.45098039215686275,0.0196078431372549,0.058823529411764705,0.058823529411764705,0.0,0.27450980392156865,1714094.0939303532,0.9999999999999969,True,B
579,4,1.0,6.47890305358947e-17,Finchley Road,LU,True,526220.4473,184716.2096,-0.1810915387963695,51.54723083836693,Finchley Road,underground_stations_csv,29612.932551995447,370978.77845023404,True,0.23333333333333334,0.13333333333333333,0.0,0.5333333333333333,0.1,0.0,0.0,370978.77845024737,1.000000000000036,True,D
580,4,1.0,2.4034072805219618e-23,Finsbury Park LU,LU,True,531329.8862,186775.332800001,-0.106679347654079,51.56457021452156,Finsbury Park,underground_stations_csv,96987.91985231308,1025905.856245169,True,0.05,0.3875,0.0,0.225,0.3125,0.025,0.0,1025905.8562451706,1.0000000000000016,True,B
581,4,0.9910225128799036,0.0512604583145299,Fulham Broadway,LU,True,525454.6092,177301.7324,-0.1947664399933353,51.48076777565934,Fulham Broadway,underground_stations_csv,24260.60167008916,969484.1167518655,True,0.35211267605633806,0.23943661971830987,0.0,0.16901408450704225,0.2112676056338028,0.028169014084507043,0.0,969484.1167518703,1.0000000000000049,True,A
582,4,1.0,3.176568693529461e-14,Gants Hill,LU,True,543273.6779,188430.207599999,0.0661941322556114,51.57653500920319,Gants Hill,underground_stations_csv,19639.256602102665,1970610.9872129248,True,0.0,0.0,0.8909090909090909,0.0,0.09090909090909091,0.0,0.01818181818181818,1970610.9872129282,1.0000000000000018,True,C
583,4,1.0,1.174421113656286e-18,Gloucester Road,LU,True,526182.7589,178846.489499999,-0.183734689874311,51.49448863919927,Gloucester Road,underground_stations_csv,49643.892184906006,889655.1727613322,True,0.4025974025974026,0.0,0.0,0.5714285714285715,0.025974025974025976,0.0,0.0,889655.172761327,0.9999999999999941,True,D
584,4,1.0,1.6955325829287516e-40,Golders Green,LU,True,525255.0926,187480.2837,-0.1940222522452373,51.57228620318889,Golders Green,underground_stations_csv,24661.055774892084,1975027.2370004142,True,0.24390243902439024,0.36585365853658536,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.0,0.3170731707317073,1975027.2370004125,0.9999999999999992,True,B
585,4,1.0,6.118842843122372e-22,Goldhawk Road,LU,True,523183.913,179607.8456,-0.2266448641540456,51.50199179519617,Goldhawk Road,underground_stations_csv,7819.435629045285,722075.10721841,True,0.16923076923076924,0.5384615384615385,0.0,0.12307692307692308,0.16923076923076924,0.0,0.0,722075.1072184094,0.9999999999999992,True,B
586,1,0.999977876578741,0.0002592613339588,Goodge Street,LU,True,529537.2731,181836.5931,-0.1343429023656584,51.520601842773736,Goodge Street,underground_stations_csv,18240.722646889844,388843.30024757946,True,0.0,0.0,0.0,0.8333333333333333,0.16666666666666666,0.0,0.0,388843.30024757946,1.0,True,D
587,0,1.0,1.368964664324592e-105,Grange Hill,LU,True,544967.3103,192558.691299999,0.0923218422133414,51.61319815416051,Grange Hill,underground_stations_csv,1217.7457387074792,1674189.6599550077,False,0.0,0.0,0.14285714285714285,0.0,0.0,0.7857142857142857,0.07142857142857142,401862.24104422645,0.24003388066261627,False,
588,2,1.0,7.550344184340123e-34,Great Portland Street,LU,True,528837.973,182179.857899999,-0.1442909711973862,51.52384645620309,Great Portland Street,underground_stations_csv,18227.247113171605,374709.907207249,True,0.1111111111111111,0.0,0.0,0.2962962962962963,0.5925925925925926,0.0,0.0,374709.90720726585,1.0000000000000449,True,E
589,4,0.9979277480410044,0.0148747955592225,Greenford,LU,True,514763.0955,183928.051899999,-0.3465040750206399,51.54259127112355,Greenford,underground_stations_csv,11637.972736643227,2007391.033949385,True,0.0,0.03125,0.84375,0.0,0.03125,0.0625,0.03125,2007391.0339493852,1.0000000000000002,True,C
590,1,1.0,7.8431026995643e-24,Green Park,LU,True,529007.2306,180294.834799999,-0.1425418901108901,51.50686769929983,Green Park,underground_stations_csv,115055.53815306832,784210.1285195895,True,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,784210.1285195904,1.000000000000001,True,D
591,2,1.0,1.8558106193962922e-14,Gunnersbury,"LO,LU",True,519845.2545,178387.583799999,-0.2751361823945699,51.49174191093943,Gunnersbury,underground_stations_csv,12454.38662313578,1365722.8284430716,True,0.4666666666666667,0.35555555555555557,0.0,0.11111111111111112,0.022222222222222223,0.0,0.044444444444444446,1357602.605336694,0.9940542671343975,True,A
592,0,1.0,9.589128036143345e-19,Hainault,LU,True,545079.8923,191498.1822,0.0935081961587912,51.6036401975141,Hainault,underground_stations_csv,11540.465514010884,1473453.2282823261,True,0.0,0.0,0.6129032258064516,0.0,0.0,0.3225806451612903,0.06451612903225806,1295206.834599696,0.8790281291178681,True,C
593,2,1.0,4.875510662945807e-27,Hammersmith (DIS),LU,True,523460.9489,178502.7234,-0.2230418838988803,51.49199951963806,Hammersmith (Dist&Picc Line),underground_stations_csv,92622.92482985467,644834.4143331078,True,0.2647058823529412,0.1764705882352941,0.0,0.2647058823529412,0.2647058823529412,0.029411764705882353,0.0,556759.6854073234,0.8634149682955866,True,A
594,4,1.0,2.9426817029810373e-13,Hampstead,LU,True,526372.6132,185761.4121,-0.1785230935437581,51.5565898798849,Hampstead,underground_stations_csv,14566.802204192689,1277260.5687774073,True,0.8604651162790697,0.023255813953488372,0.0,0.11627906976744186,0.0,0.0,0.0,1277260.5687774138,1.000000000000005,True,A
595,4,1.0,3.672224094403609e-29,Hanger Lane,LU,True,518527.3157,182634.1785,-0.2926845249496959,51.53018552933825,Hanger Lane,underground_stations_csv,11087.567171938344,1458803.5162640233,True,0.1282051282051282,0.07692307692307693,0.41025641025641024,0.07692307692307693,0.1282051282051282,0.05128205128205128,0.1282051282051282,1458803.5162640254,1.0000000000000013,True,C
596,4,1.0,2.1412245045797725e-13,Harlesden,"LO,LU",True,520874.9265,183414.186899999,-0.2585901442236528,51.5366984829526,Harlesden,underground_stations_csv,8866.723494646463,1747525.531997001,True,0.0,0.037037037037037035,0.0,0.018518518518518517,0.37037037037037035,0.5740740740740741,0.0,1747525.5319969947,0.9999999999999964,True,F
597,4,0.9999972228758816,3.830793181740974e-05,Harrow & Wealdstone,"LO,LU",True,515443.4908,189445.8062,-0.3348864548890388,51.59204382510434,Harrow & Wealdstone,underground_stations_csv,19549.947789565453,1959689.5663577174,True,0.0,0.014705882352941176,0.7941176470588235,0.029411764705882353,0.11764705882352941,0.044117647058823525,0.0,1959689.5663577185,1.0000000000000007,True,C
598,4,1.0,2.852005771535828e-15,Harrow-on-the-Hill,LU,True,515346.2006,188038.3989,-0.3367522322346986,51.57941460314498,Harrow-on-the-Hill,underground_stations_csv,30529.93007509534,1686047.610051286,True,0.10344827586206896,0.12068965517241378,0.3620689655172414,0.1896551724137931,0.13793103448275862,0.05172413793103448,0.034482758620689655,1686047.6100512808,0.999999999999997,True,C
599,2,1.0,9.807157723286655e-25,Wood Lane,LU,True,523373.9519,180519.177100001,-0.223589832503072,51.51014064093162,Wood Lane,underground_stations_csv,17895.201553783554,275425.71164708456,True,0.0,0.25,0.0,0.25,0.3125,0.1875,0.0,275425.7116470762,0.9999999999999696,True,E
601,4,1.0,4.744077689062241e-32,Hendon Central,LU,True,522985.7318,188635.9596,-0.2263467398232382,51.58317142482077,Hendon Central,underground_stations_csv,19069.65303361565,1825838.344067233,True,0.0,0.1509433962264151,0.4528301886792453,0.0,0.1509433962264151,0.09433962264150943,0.1509433962264151,1825838.3440672413,1.0000000000000047,True,C
602,4,1.0,3.3461748977485213e-14,High Barnet,LU,True,525030.1427,196180.328199999,-0.1941662468819022,51.65052191222786,High Barnet,underground_stations_csv,13951.19999723086,2007391.0339494415,True,0.10416666666666666,0.2708333333333333,0.020833333333333332,0.0,0.0,0.1875,0.41666666666666663,2007391.0339494392,0.9999999999999989,True,G
603,3,0.9999999565970948,7.791985691011312e-07,Highbury & Islington,"LO,LU",True,531583.269,184873.934800001,-0.1037367147978817,51.5474243924603,Highbury & Islington,underground_stations_csv,72618.84151358658,1049846.0849516757,True,0.3939393939393939,0.25757575757575757,0.0,0.19696969696969696,0.15151515151515152,0.0,0.0,1049846.0849516955,1.0000000000000189,True,A
604,4,1.0,4.2969418231870385e-25,Highgate,LU,True,528534.7964,188180.791099999,-0.1464678822653945,51.57784395375154,Highgate,underground_stations_csv,19159.43738902624,2007391.0339494327,True,0.7454545454545454,0.16363636363636364,0.0,0.05454545454545454,0.01818181818181818,0.0,0.01818181818181818,2007391.0339494369,1.000000000000002,True,A
605,2,1.0,2.568204208454829e-29,High Street Kensington,LU,True,525578.3546,179494.316500001,-0.1922060959253196,51.50044509893274,High Street Kensington,underground_stations_csv,35002.806674330015,1082954.4528878583,True,0.5967741935483871,0.016129032258064516,0.0,0.3870967741935484,0.0,0.0,0.0,1082954.4528878613,1.0000000000000029,True,A
606,0,1.0,7.623330511724056e-19,Hillingdon,LU,True,507602.2269,185034.942299999,-0.4493839489109262,51.55394931648672,Hillingdon,underground_stations_csv,5048.175074220602,1764125.9886656138,True,0.0,0.045454545454545456,0.13636363636363635,0.0,0.045454545454545456,0.0,0.7727272727272727,1764125.9886656073,0.9999999999999963,True,G
