cluster,log_total_activity,direction_balance,post_2300_share,weekend_common_ratio
0,-0.5458793093118975,-0.548753431235693,-0.10414286168049196,-0.7171025049445573
1,1.0507705161017216,1.6006216592894815,-0.47926057263596716,0.7437941703965768
2,0.12351644399178813,0.7545406687633287,-0.597131759797541,0.22380959406192852
3,0.017612510925760032,0.34504282795150787,1.191434870373493,0.5831806321040639
4,0.09125113956569016,-0.1764345430319861,0.32930717404409915,0.05446661167655629
