lnwc_group,log_total_activity,night_tube_extension_share,direction_balance,weekend_common_ratio
1,1.1188521575732586,-2.2750711994723996,1.6681868961647282,0.0
2,0.342362087555578,0.0,0.45094780005378016,0.7948994793735756
3,0.2790485507623109,0.9274927083998744,0.44539334478001996,1.2362578926062746
4,0.0,1.317529455897758,0.0,0.3083563849247515
5,-0.6303482249984006,0.8090263789128429,-0.5548878102203659,-0.3840251587230047
6,-0.7482411366837084,-0.009352718359322928,-0.5487710449458338,-0.7738975527868329
7,-1.1560223268469239,-0.2541281943279597,-0.6602046193138377,-0.512718976978665
