lnwc_group,log_total_activity,post_midnight_share,direction_balance,weekend_ratio
1,1.0788489975422262,0.9948176606793858,1.5606791849209831,0.6492285159317714
2,0.43534660739714665,0.10532725201642235,0.6363235255964881,0.5204966542255596
3,0.0,0.0,0.27436746868573497,0.2168842953394914
4,0.05603994273588695,0.18360248566310003,0.0,0.0
5,-0.6529851269066606,-0.5382597980846276,-0.6311141796651174,-0.5917081422967527
6,-0.8556283229603037,-1.1728104642358486,-0.48685622758461217,-0.670910908138198
7,-1.6993324079364633,-2.284297783851118,-0.6024527781331644,-0.9932195135565663
