unit,cluster
E01000001,0
E01000005,0
E01000008,7
E01000009,9
E01000011,11
E01000013,6
E01000017,2
E01000019,7
E01000021,7
E01000024,1
E01000027,10
E01000029,2
E01000030,10
E01000031,10
E01000032,1
E01000034,10
E01000035,2
E01000036,7
E01000038,10
E01000040,7
E01000041,10
E01000042,7
E01000043,7
E01000045,10
E01000049,7
E01000050,1
E01000052,5
E01000057,10
E01000058,7
E01000060,0
E01000061,1
E01000062,10
E01000063,4
E01000064,10
E01000065,2
E01000067,1
E01000068,5
E01000070,1
E01000071,7
E01000072,7
E01000073,7
E01000074,7
E01000075,2
E01000077,10
E01000078,2
E01000079,7
E01000080,7
E01000082,4
E01000083,1
E01000084,3
E01000085,7
E01000086,2
E01000087,2
E01000088,2
E01000090,10
E01000091,1
E01000093,1
E01000094,1
E01000095,6
E01000096,7
E01000097,10
E01000098,4
E01000099,1
E01000101,1
E01000104,7
E01000105,7
E01000106,7
E01000110,4
E01000111,7
E01000112,1
E01000113,6
E01000114,1
E01000118,10
E01000120,10
E01000121,7
E01000123,7
E01000124,10
E01000126,1
E01000127,4
E01000128,3
E01000129,0
E01000130,5
E01000131,5
E01000133,2
E01000134,7
E01000135,5
E01000136,5
E01000138,4
E01000139,0
E01000140,0
E01000141,0
E01000143,7
E01000144,1
E01000146,0
E01000150,1
E01000151,1
E01000152,7
E01000154,1
E01000156,0
E01000160,2
E01000161,1
E01000162,0
E01000164,0
E01000170,7
E01000171,2
E01000172,10
E01000173,10
E01000174,2
E01000175,7
E01000176,10
E01000178,1
E01000180,5
E01000181,11
E01000182,0
E01000183,4
E01000184,3
E01000185,5
E01000186,5
E01000188,7
E01000191,5
E01000192,11
E01000193,0
E01000194,0
E01000196,0
E01000197,5
E01000198,7
E01000200,7
E01000201,5
E01000202,5
E01000203,1
E01000205,5
E01000206,10
E01000208,0
E01000210,5
E01000211,0
E01000213,7
E01000214,0
E01000215,5
E01000218,0
E01000219,5
E01000221,0
E01000222,1
E01000223,0
E01000224,10
E01000226,7
E01000227,7
E01000228,7
E01000229,4
E01000231,4
E01000232,11
E01000233,2
E01000234,7
E01000235,2
E01000236,1
E01000237,0
E01000239,1
E01000240,4
E01000242,10
E01000243,2
E01000244,2
E01000246,7
E01000248,6
E01000250,0
E01000251,2
E01000252,7
E01000253,7
E01000255,7
E01000256,5
E01000257,2
E01000258,5
E01000259,7
E01000260,4
E01000261,2
E01000263,5
E01000264,0
E01000265,2
E01000266,10
E01000268,0
E01000269,4
E01000271,5
E01000273,0
E01000274,2
E01000278,7
E01000279,7
E01000281,0
E01000282,7
E01000284,5
E01000285,10
E01000286,10
E01000288,11
E01000289,10
E01000290,7
E01000292,10
E01000296,0
E01000297,7
E01000298,0
E01000299,0
E01000301,6
E01000302,1
E01000305,1
E01000307,0
E01000309,4
E01000313,0
E01000314,1
E01000315,7
E01000316,0
E01000318,5
E01000321,1
E01000323,0
E01000324,4
E01000325,6
E01000326,2
E01000327,3
E01000329,10
E01000330,5
E01000331,4
E01000332,2
E01000333,2
E01000334,3
E01000335,6
E01000336,7
E01000338,2
E01000340,4
E01000343,4
E01000344,10
E01000345,2
E01000347,1
E01000349,5
E01000350,2
E01000352,4
E01000353,7
E01000354,2
E01000356,2
E01000358,7
E01000359,7
E01000360,0
E01000362,0
E01000363,7
E01000367,4
E01000369,3
E01000370,1
E01000374,7
E01000375,3
E01000383,7
E01000384,3
E01000385,7
E01000386,1
E01000389,5
E01000392,0
E01000394,5
E01000398,3
E01000399,4
E01000400,2
E01000402,2
E01000403,9
E01000404,2
E01000405,9
E01000406,2
E01000407,10
E01000408,9
E01000409,2
E01000412,10
E01000413,1
E01000414,0
E01000416,6
E01000417,6
E01000418,3
E01000420,3
E01000421,3
E01000422,1
E01000423,5
E01000426,5
E01000427,4
E01000428,0
E01000429,4
E01000430,4
E01000431,7
E01000433,1
E01000434,1
E01000436,10
E01000439,3
E01000441,5
E01000442,2
E01000443,10
E01000444,10
E01000445,10
E01000447,0
E01000448,5
E01000450,2
E01000451,2
E01000454,2
E01000455,10
E01000457,0
E01000459,1
E01000461,10
E01000462,2
E01000463,2
E01000465,10
E01000466,10
E01000467,1
E01000469,4
E01000470,1
E01000472,0
E01000473,0
E01000475,4
E01000476,10
E01000477,10
E01000478,10
E01000479,1
E01000480,7
E01000481,0
E01000483,0
E01000485,2
E01000487,10
E01000489,5
E01000491,7
E01000493,1
E01000494,1
E01000495,4
E01000497,0
E01000498,3
E01000499,2
E01000501,7
E01000502,7
E01000506,4
E01000507,2
E01000508,0
E01000510,0
E01000511,8
E01000512,3
E01000513,1
E01000515,0
E01000516,0
E01000518,0
E01000519,1
E01000520,7
E01000521,0
E01000523,0
E01000524,0
E01000525,1
E01000526,1
E01000528,4
E01000530,10
E01000531,5
E01000532,4
E01000533,0
E01000535,0
E01000541,2
E01000543,0
E01000544,5
E01000545,0
E01000547,5
E01000548,0
E01000550,0
E01000551,5
E01000552,5
E01000553,1
E01000554,5
E01000555,10
E01000556,1
E01000557,1
E01000563,4
E01000564,2
E01000565,1
E01000568,0
E01000571,2
E01000574,7
E01000575,10
E01000576,7
E01000577,2
E01000578,1
E01000580,5
E01000581,0
E01000583,0
E01000586,0
E01000587,7
E01000589,5
E01000590,7
E01000591,5
E01000592,1
E01000594,0
E01000595,7
E01000596,10
E01000599,1
E01000601,10
E01000602,2
E01000603,6
E01000604,10
E01000605,1
E01000606,10
E01000608,0
E01000609,10
E01000612,0
E01000615,7
E01000616,5
E01000620,1
E01000621,1
E01000622,10
E01000623,1
E01000625,8
E01000626,1
E01000627,1
E01000628,0
E01000633,0
E01000634,0
E01000636,1
E01000638,0
E01000640,0
E01000642,0
E01000643,0
E01000646,7
E01000648,7
E01000649,2
E01000650,7
E01000651,7
E01000653,7
E01000656,7
E01000657,7
E01000659,7
E01000661,1
E01000662,5
E01000663,5
E01000665,2
E01000666,7
E01000667,2
E01000668,1
E01000670,8
E01000671,5
E01000672,3
E01000673,7
E01000674,3
E01000676,0
E01000677,2
E01000678,11
E01000679,7
E01000682,2
E01000683,7
E01000684,7
E01000685,7
E01000686,2
E01000687,7
E01000690,7
E01000691,4
E01000692,11
E01000693,2
E01000694,6
E01000696,5
E01000697,2
E01000698,7
E01000699,2
E01000700,7
E01000702,5
E01000703,0
E01000704,7
E01000705,2
E01000706,2
E01000707,10
E01000708,2
E01000710,7
E01000712,2
E01000714,0
E01000715,7
E01000716,7
E01000717,7
E01000718,2
E01000719,10
E01000722,1
E01000727,1
E01000728,5
E01000730,0
E01000732,7
E01000735,10
E01000736,7
E01000737,7
E01000738,2
E01000741,0
E01000742,7
E01000743,0
E01000744,3
E01000745,5
E01000747,7
E01000751,6
E01000752,2
E01000753,7
E01000754,6
E01000755,5
E01000756,2
E01000757,11
E01000760,5
E01000761,7
E01000762,10
E01000763,5
E01000765,6
E01000766,7
E01000767,11
E01000769,7
E01000770,5
E01000771,2
E01000772,5
E01000773,7
E01000774,2
E01000775,2
E01000777,10
E01000778,2
E01000779,10
E01000780,2
E01000781,1
E01000782,3
E01000784,10
E01000785,7
E01000787,7
E01000788,5
E01000789,7
E01000790,0
E01000791,7
E01000794,7
E01000795,7
E01000797,11
E01000798,4
E01000799,0
E01000801,1
E01000802,2
E01000805,10
E01000806,0
E01000807,0
E01000809,10
E01000813,5
E01000819,2
E01000820,7
E01000824,1
E01000827,5
E01000828,2
E01000832,7
E01000834,7
E01000835,0
E01000838,5
E01000841,5
E01000843,7
E01000846,5
E01000847,5
E01000848,11
E01000849,1
E01000850,8
E01000855,8
E01000856,0
E01000858,1
E01000861,0
E01000862,7
E01000863,0
E01000867,0
E01000868,1
E01000869,0
E01000871,1
E01000872,0
E01000873,7
E01000874,5
E01000875,1
E01000876,0
E01000877,1
E01000879,7
E01000880,11
E01000881,1
E01000883,0
E01000884,1
E01000886,7
E01000887,1
E01000888,5
E01000890,4
E01000895,5
E01000896,6
E01000898,0
E01000899,11
E01000900,1
E01000902,7
E01000904,1
E01000905,5
E01000906,1
E01000908,7
E01000909,5
E01000912,0
E01000913,5
E01000914,0
E01000916,8
E01000917,5
E01000918,8
E01000919,8
E01000920,2
E01000921,5
E01000922,1
E01000924,4
E01000926,1
E01000927,1
E01000928,1
E01000929,1
E01000930,0
E01000931,0
E01000932,5
E01000933,0
E01000934,8
E01000935,1
E01000938,5
E01000939,0
E01000942,0
E01000946,0
E01000947,1
E01000948,11
E01000954,1
E01000956,0
E01000958,5
E01000959,1
E01000960,5
E01000963,0
E01000969,0
E01000972,0
E01000973,0
E01000974,0
E01000975,6
E01000976,2
E01000977,10
E01000978,5
E01000979,10
E01000980,7
E01000981,3
E01000982,10
E01000983,2
E01000984,2
E01000985,7
E01000992,2
E01000993,10
E01000994,7
E01000995,1
E01000997,1
E01000998,7
E01001000,1
E01001003,7
E01001004,7
E01001006,4
E01001008,4
E01001010,6
E01001011,0
E01001013,0
E01001015,11
E01001016,7
E01001018,5
E01001019,2
E01001020,3
E01001021,5
E01001023,0
E01001026,7
E01001027,7
E01001029,11
E01001032,7
E01001033,1
E01001034,7
E01001035,4
E01001036,5
E01001037,4
E01001038,5
E01001040,4
E01001041,1
E01001042,0
E01001044,5
E01001047,7
E01001049,4
E01001050,1
E01001051,4
E01001052,4
E01001053,4
E01001054,4
E01001055,4
E01001058,7
E01001059,7
E01001060,7
E01001061,4
E01001062,6
E01001063,1
E01001064,1
E01001065,0
E01001066,4
E01001068,10
E01001070,2
E01001071,10
E01001074,1
E01001075,10
E01001076,11
E01001078,9
E01001079,4
E01001080,4
E01001081,4
E01001083,4
E01001084,1
E01001085,0
E01001087,0
E01001089,0
E01001091,4
E01001092,7
E01001093,1
E01001094,7
E01001095,1
E01001097,0
E01001099,7
E01001102,7
E01001103,7
E01001104,7
E01001105,7
E01001106,7
E01001107,7
E01001108,7
E01001109,2
E01001110,1
E01001111,1
E01001112,2
E01001114,1
E01001115,7
E01001116,1
E01001118,1
E01001119,7
E01001120,5
E01001122,4
E01001125,1
E01001127,10
E01001129,7
E01001130,10
E01001132,7
E01001133,5
E01001134,11
E01001135,1
E01001136,2
E01001137,1
E01001138,7
E01001139,4
E01001140,10
E01001142,10
E01001143,2
E01001144,7
E01001145,2
E01001147,4
E01001148,7
E01001149,5
E01001150,4
E01001151,4
E01001152,1
E01001154,4
E01001155,0
E01001156,1
E01001157,1
E01001158,4
E01001159,1
E01001162,7
E01001163,4
E01001164,0
E01001165,10
E01001166,4
E01001167,0
E01001168,2
E01001169,4
E01001170,0
E01001171,5
E01001172,5
E01001173,7
E01001175,4
E01001176,7
E01001177,1
E01001178,0
E01001180,1
E01001181,1
E01001182,1
E01001183,0
E01001185,2
E01001186,2
E01001187,7
E01001192,2
E01001193,7
E01001195,7
E01001197,5
E01001199,4
E01001202,11
E01001204,5
E01001205,10
E01001206,7
E01001207,10
E01001208,0
E01001209,1
E01001210,1
E01001211,5
E01001212,5
E01001214,4
E01001215,1
E01001216,4
E01001218,7
E01001219,7
E01001220,7
E01001225,0
E01001226,5
E01001228,5
E01001229,5
E01001230,11
E01001233,0
E01001235,8
E01001239,4
E01001240,8
E01001241,5
E01001243,0
E01001244,0
E01001245,1
E01001246,9
E01001247,9
E01001248,2
E01001249,0
E01001250,0
E01001251,1
E01001252,0
E01001253,2
E01001254,2
E01001257,1
E01001258,1
E01001259,1
E01001260,3
E01001261,0
E01001263,10
E01001264,7
E01001266,5
E01001267,4
E01001268,7
E01001269,10
E01001271,10
E01001272,9
E01001275,5
E01001276,9
E01001277,5
E01001278,0
E01001280,5
E01001281,5
E01001282,7
E01001283,0
E01001285,2
E01001286,3
E01001289,1
E01001290,10
E01001291,4
E01001293,4
E01001294,2
E01001295,4
E01001296,4
E01001297,2
E01001298,1
E01001299,7
E01001301,0
E01001302,1
E01001303,0
E01001308,2
E01001312,2
E01001313,7
E01001315,4
E01001316,1
E01001317,7
E01001318,5
E01001321,1
E01001322,9
E01001323,1
E01001324,9
E01001325,3
E01001326,1
E01001327,1
E01001328,0
E01001329,2
E01001330,0
E01001331,4
E01001333,1
E01001334,7
E01001336,2
E01001337,0
E01001338,0
E01001339,10
E01001341,4
E01001342,5
E01001343,3
E01001344,1
E01001347,7
E01001348,5
E01001349,1
E01001351,0
E01001352,0
E01001353,0
E01001354,5
E01001355,0
E01001357,7
E01001358,2
E01001359,1
E01001361,0
E01001362,0
E01001363,1
E01001367,1
E01001369,2
E01001370,1
E01001375,5
E01001376,1
E01001377,11
E01001384,5
E01001385,11
E01001386,11
E01001387,5
E01001388,0
E01001390,5
E01001393,1
E01001394,1
E01001395,7
E01001396,1
E01001397,7
E01001398,10
E01001399,10
E01001400,5
E01001402,1
E01001403,7
E01001404,10
E01001406,2
E01001408,7
E01001409,10
E01001411,2
E01001412,2
E01001414,10
E01001415,5
E01001418,5
E01001419,0
E01001423,7
E01001425,1
E01001426,2
E01001427,9
E01001429,0
E01001430,1
E01001433,7
E01001436,10
E01001437,11
E01001438,9
E01001439,0
E01001440,5
E01001441,1
E01001442,11
E01001444,8
E01001445,11
E01001446,4
E01001447,11
E01001449,11
E01001450,1
E01001451,6
E01001453,10
E01001454,7
E01001455,4
E01001458,0
E01001461,10
E01001465,1
E01001468,7
E01001469,7
E01001470,2
E01001471,7
E01001474,5
E01001476,4
E01001478,10
E01001479,1
E01001480,2
E01001481,7
E01001483,7
E01001485,1
E01001486,2
E01001488,2
E01001489,7
E01001491,1
E01001492,7
E01001493,3
E01001498,0
E01001499,1
E01001500,5
E01001501,0
E01001502,0
E01001504,7
E01001505,0
E01001507,0
E01001509,7
E01001511,0
E01001512,0
E01001513,6
E01001515,3
E01001516,2
