unit,cluster
E01000001,5
E01000005,5
E01000008,3
E01000009,5
E01000011,2
E01000013,6
E01000017,6
E01000019,3
E01000021,3
E01000024,1
E01000027,6
E01000029,6
E01000030,6
E01000031,6
E01000032,1
E01000034,3
E01000035,6
E01000036,3
E01000038,3
E01000040,3
E01000041,6
E01000042,3
E01000043,3
E01000045,6
E01000049,3
E01000050,5
E01000052,1
E01000057,6
E01000058,3
E01000060,5
E01000061,1
E01000062,3
E01000063,1
E01000064,3
E01000065,6
E01000067,1
E01000068,2
E01000070,5
E01000071,3
E01000072,3
E01000073,3
E01000074,3
E01000075,6
E01000077,6
E01000078,6
E01000079,3
E01000080,3
E01000082,1
E01000083,5
E01000084,6
E01000085,3
E01000086,6
E01000087,6
E01000088,6
E01000090,6
E01000091,1
E01000093,1
E01000094,1
E01000095,6
E01000096,3
E01000097,6
E01000098,1
E01000099,1
E01000101,1
E01000104,3
E01000105,3
E01000106,3
E01000110,4
E01000111,3
E01000112,5
E01000113,0
E01000114,5
E01000118,3
E01000120,3
E01000121,3
E01000123,3
E01000124,6
E01000126,1
E01000127,2
E01000128,2
E01000129,5
E01000130,1
E01000131,1
E01000133,6
E01000134,3
E01000135,2
E01000136,1
E01000138,1
E01000139,5
E01000140,5
E01000141,5
E01000143,3
E01000144,1
E01000146,5
E01000150,1
E01000151,5
E01000152,3
E01000154,1
E01000156,5
E01000160,3
E01000161,5
E01000162,5
E01000164,5
E01000170,3
E01000171,6
E01000172,3
E01000173,3
E01000174,3
E01000175,3
E01000176,6
E01000178,1
E01000180,2
E01000181,1
E01000182,5
E01000183,1
E01000184,1
E01000185,2
E01000186,2
E01000188,3
E01000191,2
E01000192,2
E01000193,5
E01000194,5
E01000196,5
E01000197,1
E01000198,3
E01000200,3
E01000201,2
E01000202,4
E01000203,5
E01000205,2
E01000206,6
E01000208,5
E01000210,1
E01000211,5
E01000213,3
E01000214,5
E01000215,1
E01000218,5
E01000219,1
E01000221,5
E01000222,1
E01000223,5
E01000224,3
E01000226,3
