unit,cluster
E01000001,1
E01000005,1
E01000008,5
E01000009,1
E01000011,4
E01000013,2
E01000017,2
E01000019,5
E01000021,5
E01000024,1
E01000027,2
E01000029,2
E01000030,2
E01000031,2
E01000032,1
E01000034,5
E01000035,2
E01000036,5
E01000038,5
E01000040,5
E01000041,2
E01000042,5
E01000043,5
E01000045,2
E01000049,5
E01000050,1
E01000052,3
E01000057,2
E01000058,5
E01000060,1
E01000061,1
E01000062,5
E01000063,3
E01000064,5
E01000065,2
E01000067,3
E01000068,3
E01000070,1
E01000071,5
E01000072,5
E01000073,5
E01000074,5
E01000075,2
E01000077,2
E01000078,2
E01000079,5
E01000080,5
E01000082,3
E01000083,1
E01000084,2
E01000085,5
E01000086,2
E01000087,2
E01000088,2
E01000090,2
E01000091,1
E01000093,3
E01000094,1
E01000095,2
E01000096,5
E01000097,2
E01000098,3
E01000099,3
E01000101,3
E01000104,5
E01000105,5
E01000106,5
E01000110,3
E01000111,5
E01000112,1
E01000113,4
E01000114,1
E01000118,5
E01000120,5
E01000121,5
E01000123,5
E01000124,2
E01000126,3
E01000127,3
E01000128,0
E01000129,1
E01000130,3
E01000131,3
E01000133,2
E01000134,5
E01000135,4
E01000136,3
E01000138,3
E01000139,1
E01000140,1
E01000141,1
E01000143,5
E01000144,3
E01000146,1
E01000150,1
E01000151,1
E01000152,5
E01000154,1
E01000156,1
E01000160,5
E01000161,1
E01000162,1
E01000164,1
E01000170,5
E01000171,2
E01000172,5
E01000173,5
E01000174,5
E01000175,5
E01000176,2
E01000178,3
E01000180,4
E01000181,3
E01000182,1
E01000183,3
E01000184,3
E01000185,3
E01000186,3
E01000188,5
E01000191,4
E01000192,4
E01000193,1
E01000194,1
E01000196,1
E01000197,3
E01000198,5
E01000200,5
E01000201,3
E01000202,3
E01000203,1
E01000205,3
E01000206,2
E01000208,1
E01000210,3
E01000211,1
E01000213,5
E01000214,1
E01000215,3
E01000218,1
E01000219,3
E01000221,1
E01000222,3
E01000223,1
E01000224,5
E01000226,5
E01000227,5
E01000228,5
E01000229,3
E01000231,3
E01000232,3
E01000233,2
E01000234,5
E01000235,2
E01000236,3
E01000237,1
E01000239,1
E01000240,3
E01000242,5
E01000243,2
E01000244,2
E01000246,5
E01000248,4
E01000250,1
E01000251,2
E01000252,5
E01000253,5
E01000255,5
E01000256,3
E01000257,5
E01000258,3
E01000259,5
E01000260,3
E01000261,2
E01000263,3
E01000264,1
E01000265,2
E01000266,2
E01000268,1
E01000269,3
E01000271,3
E01000273,1
E01000274,2
E01000278,5
E01000279,5
E01000281,1
E01000282,5
E01000284,3
E01000285,5
E01000286,5
E01000288,3
E01000289,5
E01000290,5
E01000292,5
E01000296,1
E01000297,5
E01000298,1
E01000299,1
E01000301,5
E01000302,1
E01000305,1
E01000307,1
E01000309,3
E01000313,1
E01000314,1
E01000315,5
E01000316,1
E01000318,4
E01000321,1
E01000323,1
E01000324,3
E01000325,2
E01000326,2
E01000327,3
E01000329,2
E01000330,3
E01000331,3
E01000332,5
E01000333,2
E01000334,0
E01000335,2
E01000336,5
E01000338,5
E01000340,3
E01000343,3
E01000344,5
E01000345,0
E01000347,3
E01000349,3
E01000350,2
E01000352,3
E01000353,5
E01000354,2
E01000356,2
E01000358,5
E01000359,5
E01000360,1
E01000362,1
E01000363,5
E01000367,3
E01000369,3
E01000370,3
E01000374,5
E01000375,0
E01000383,5
E01000384,3
E01000385,5
E01000386,1
E01000389,3
E01000392,1
E01000394,3
E01000398,2
E01000399,3
E01000400,2
E01000402,2
E01000403,1
E01000404,2
E01000405,0
E01000406,2
E01000407,5
E01000408,0
E01000409,2
E01000412,5
E01000413,3
E01000414,1
E01000416,4
E01000417,5
E01000418,3
E01000420,2
E01000421,2
E01000422,1
E01000423,4
E01000426,3
E01000427,3
E01000428,1
E01000429,3
E01000430,3
E01000431,5
E01000433,1
E01000434,1
E01000436,2
E01000439,3
E01000441,4
E01000442,2
E01000443,2
E01000444,2
E01000445,2
E01000447,1
E01000448,4
E01000450,2
E01000451,2
E01000454,2
E01000455,2
E01000457,1
E01000459,3
E01000461,2
E01000462,2
E01000463,2
E01000465,2
E01000466,2
E01000467,1
E01000469,3
E01000470,3
E01000472,1
E01000473,1
E01000475,3
E01000476,5
E01000477,5
E01000478,5
E01000479,3
E01000480,5
E01000481,1
E01000483,1
E01000485,2
E01000487,5
E01000489,3
E01000491,5
E01000493,3
E01000494,3
E01000495,3
E01000497,1
E01000498,2
E01000499,2
E01000501,5
E01000502,5
E01000506,3
E01000507,2
E01000508,1
E01000510,1
E01000511,3
E01000512,0
E01000513,1
E01000515,1
E01000516,1
E01000518,1
E01000519,1
E01000520,5
E01000521,1
E01000523,1
E01000524,1
E01000525,1
E01000526,1
E01000528,3
E01000530,2
E01000531,3
E01000532,3
E01000533,1
E01000535,1
E01000541,2
E01000543,1
E01000544,3
E01000545,1
E01000547,3
E01000548,1
E01000550,1
E01000551,4
E01000552,3
E01000553,3
E01000554,3
E01000555,2
E01000556,1
E01000557,3
E01000563,3
E01000564,5
E01000565,3
E01000568,1
E01000571,2
E01000574,5
E01000575,5
E01000576,5
E01000577,2
E01000578,3
E01000580,3
E01000581,1
E01000583,1
E01000586,1
E01000587,5
E01000589,4
E01000590,5
E01000591,3
E01000592,1
E01000594,1
E01000595,5
E01000596,2
E01000599,3
E01000601,2
E01000602,2
E01000603,2
E01000604,2
E01000605,3
E01000606,0
E01000608,1
E01000609,0
E01000612,1
E01000615,5
E01000616,3
E01000620,1
E01000621,3
E01000622,2
E01000623,1
E01000625,3
E01000626,1
E01000627,1
E01000628,1
E01000633,1
E01000634,1
E01000636,1
E01000638,1
E01000640,1
E01000642,1
E01000643,1
E01000646,5
E01000648,5
E01000649,5
E01000650,5
E01000651,5
E01000653,5
E01000656,5
E01000657,5
E01000659,5
E01000661,1
E01000662,3
E01000663,4
E01000665,2
E01000666,5
E01000667,0
E01000668,1
E01000670,4
E01000671,3
E01000672,3
E01000673,5
E01000674,0
E01000676,1
E01000677,2
E01000678,3
E01000679,5
E01000682,2
E01000683,5
E01000684,5
E01000685,5
E01000686,2
E01000687,5
E01000690,5
E01000691,3
E01000692,3
E01000693,2
E01000694,5
E01000696,3
E01000697,2
E01000698,5
E01000699,2
E01000700,5
E01000702,3
E01000703,1
E01000704,5
E01000705,2
E01000706,2
E01000707,2
E01000708,2
E01000710,5
E01000712,2
E01000714,1
E01000715,5
E01000716,5
E01000717,5
E01000718,2
E01000719,2
E01000722,1
E01000727,3
E01000728,4
E01000730,1
E01000732,5
E01000735,2
E01000736,5
E01000737,5
E01000738,2
E01000741,1
E01000742,5
E01000743,1
E01000744,3
E01000745,3
E01000747,5
E01000751,2
E01000752,2
E01000753,5
E01000754,4
E01000755,3
E01000756,2
E01000757,4
E01000760,3
E01000761,5
E01000762,4
E01000763,4
E01000765,3
E01000766,5
E01000767,3
E01000769,5
E01000770,4
E01000771,2
E01000772,4
E01000773,5
E01000774,2
E01000775,2
E01000777,2
E01000778,2
E01000779,5
E01000780,2
E01000781,3
E01000782,3
E01000784,5
E01000785,5
E01000787,5
E01000788,3
E01000789,5
E01000790,1
E01000791,5
E01000794,5
E01000795,5
E01000797,4
E01000798,3
E01000799,1
E01000801,3
E01000802,2
E01000805,2
E01000806,1
E01000807,1
E01000809,2
E01000813,3
E01000819,2
E01000820,5
E01000824,1
E01000827,3
E01000828,2
E01000832,5
E01000834,5
E01000835,1
E01000838,3
E01000841,4
E01000843,5
E01000846,4
E01000847,4
E01000848,4
E01000849,1
E01000850,1
E01000855,1
E01000856,1
E01000858,1
E01000861,1
E01000862,5
E01000863,1
E01000867,1
E01000868,3
E01000869,1
E01000871,3
E01000872,1
E01000873,5
E01000874,3
E01000875,1
E01000876,1
E01000877,3
E01000879,5
E01000880,4
E01000881,3
E01000883,1
E01000884,3
E01000886,5
E01000887,1
E01000888,3
E01000890,3
E01000895,3
E01000896,4
E01000898,3
E01000899,3
E01000900,3
E01000902,5
E01000904,1
E01000905,3
E01000906,1
E01000908,5
E01000909,3
E01000912,1
E01000913,4
E01000914,1
E01000916,1
E01000917,4
E01000918,4
E01000919,1
E01000920,2
E01000921,3
E01000922,1
E01000924,3
E01000926,1
E01000927,1
E01000928,1
E01000929,1
E01000930,1
E01000931,1
E01000932,3
E01000933,1
E01000934,3
E01000935,3
E01000938,3
E01000939,1
E01000942,1
E01000946,1
E01000947,1
E01000948,4
E01000954,3
E01000956,1
E01000958,3
E01000959,3
E01000960,3
E01000963,1
E01000969,1
E01000972,1
E01000973,1
E01000974,1
E01000975,2
E01000976,2
E01000977,2
E01000978,4
E01000979,2
E01000980,5
E01000981,2
E01000982,0
E01000983,2
E01000984,2
E01000985,5
E01000992,2
E01000993,2
E01000994,5
E01000995,3
E01000997,3
E01000998,5
E01001000,1
E01001003,5
E01001004,5
E01001006,3
E01001008,3
E01001010,4
E01001011,1
E01001013,1
E01001015,4
E01001016,5
E01001018,3
E01001019,2
E01001020,3
E01001021,3
E01001023,1
E01001026,5
E01001027,5
E01001029,4
E01001032,5
E01001033,3
E01001034,5
E01001035,3
E01001036,0
E01001037,3
E01001038,3
E01001040,3
E01001041,1
E01001042,1
E01001044,3
E01001047,5
E01001049,3
E01001050,1
E01001051,3
E01001052,3
E01001053,3
E01001054,3
E01001055,3
E01001058,5
E01001059,5
E01001060,5
E01001061,3
E01001062,3
E01001063,3
E01001064,3
E01001065,1
E01001066,3
E01001068,5
E01001070,2
E01001071,5
E01001074,3
E01001075,5
E01001076,4
E01001078,4
E01001079,3
E01001080,3
E01001081,3
E01001083,3
E01001084,1
E01001085,1
E01001087,1
E01001089,1
E01001091,3
E01001092,5
E01001093,3
E01001094,5
E01001095,1
E01001097,1
E01001099,5
E01001102,5
E01001103,5
E01001104,5
E01001105,5
E01001106,5
E01001107,5
E01001108,5
E01001109,2
E01001110,1
E01001111,1
E01001112,2
E01001114,1
E01001115,5
E01001116,3
E01001118,1
